adapter_id,model_sha256,feature0_score_rows,feature0_min_score_gap,feature0_max_score_gap,feature0_min_implied_winner_prob,feature0_max_implied_winner_prob,feature1_scores_all_zero,score_shape_label,logit_strength,risk_confidence_floor,risk_confidence_ceiling,score_shape_status
s235_session_ref_h3_cd8,10239cdf84eceb8e942fa767d2726ff65e1836fcc6ba1ec6fbd189b889e3c1e0,4,1.0,1.0,0.5761168848,0.5761168848,True,non_saturated_or_unknown,0.5,0.5,0.6,flat_binary_score_shape_no_micro_rank
