record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,source_queue_id,state_profile,followup_profile,pressure_group,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-01,14,63.64,84.97,-21.33,3.983591,4.545714,0.714286,8.497,-5.3325,1.593436,21.21,3.953107,4,0.357143,3,3.000471,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-02,15,195.85,217.04,-21.19,10.242567,13.056667,0.866667,16.695385,-10.595,1.57578,21.19,2.955205,2,0.133333,2,9.242567,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-03,14,72.26,99.74,-27.48,3.629549,5.161429,0.571429,12.4675,-4.58,2.722162,12.4,2.196362,2,0.428571,2,5.827419,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-04,28,103.33,269.61,-166.28,1.621422,3.690357,0.535714,17.974,-12.790769,1.405232,46.01,7.085656,13,0.678571,4,2.245816,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-05,12,82.58,144.0,-61.42,2.344513,6.881667,0.666667,18.0,-15.355,1.172257,31.13,5.951402,5,0.666667,2,2.652747,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-06,9,-4.03,97.67,-101.7,0.960374,-0.447778,0.333333,32.556667,-16.95,1.920747,34.94,6.581153,4,0.777778,2,-0.115341,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-07,38,-18.14,227.95,-246.09,0.926287,-0.477368,0.552632,10.854762,-14.475882,0.749851,105.58,21.116,38,1.0,5,-0.171813,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-08,44,77.03,326.39,-249.36,1.308911,1.750682,0.636364,11.656786,-15.585,0.747949,52.91,9.374557,14,0.636364,3,1.455868,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-09,33,184.08,337.39,-153.31,2.200704,5.578182,0.666667,15.335909,-13.937273,1.100352,57.49,9.658614,11,0.606061,3,3.201948,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-10,28,247.77,403.97,-156.2,2.586236,8.848929,0.535714,26.931333,-12.015385,2.241404,48.02,6.777403,7,0.642857,5,5.159725,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-11,29,339.79,547.45,-207.66,2.63628,11.716897,0.655172,28.813158,-20.766,1.387516,101.32,19.721655,9,0.62069,3,3.353632,measured_slice(측정 구간)
mt5_ta_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,month,2024-12,24,-216.59,220.8,-437.39,0.504813,-9.024583,0.375,24.533333,-29.159333,0.841354,251.36,50.272,24,1.0,5,-0.861673,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-01,14,63.64,84.97,-21.33,3.983591,4.545714,0.714286,8.497,-5.3325,1.593436,21.21,3.953107,4,0.357143,3,3.000471,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-02,15,195.85,217.04,-21.19,10.242567,13.056667,0.866667,16.695385,-10.595,1.57578,21.19,2.955205,2,0.133333,2,9.242567,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-03,14,72.26,99.74,-27.48,3.629549,5.161429,0.571429,12.4675,-4.58,2.722162,12.4,2.196362,2,0.428571,2,5.827419,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-04,28,103.33,269.61,-166.28,1.621422,3.690357,0.535714,17.974,-12.790769,1.405232,46.01,7.085656,13,0.678571,4,2.245816,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-05,12,82.58,144.0,-61.42,2.344513,6.881667,0.666667,18.0,-15.355,1.172257,31.13,5.951402,5,0.666667,2,2.652747,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-06,9,-4.03,97.67,-101.7,0.960374,-0.447778,0.333333,32.556667,-16.95,1.920747,34.94,6.581153,4,0.777778,2,-0.115341,minor_negative_slice(작은 음수 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-07,38,-18.14,227.95,-246.09,0.926287,-0.477368,0.552632,10.854762,-14.475882,0.749851,105.58,21.116,38,1.0,5,-0.171813,minor_negative_slice(작은 음수 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-08,44,77.03,326.39,-249.36,1.308911,1.750682,0.636364,11.656786,-15.585,0.747949,52.91,9.374557,14,0.636364,3,1.455868,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-09,33,184.08,337.39,-153.31,2.200704,5.578182,0.666667,15.335909,-13.937273,1.100352,57.49,9.658614,11,0.606061,3,3.201948,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-10,28,247.77,403.97,-156.2,2.586236,8.848929,0.535714,26.931333,-12.015385,2.241404,48.02,6.777403,7,0.642857,5,5.159725,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-11,29,339.79,547.45,-207.66,2.63628,11.716897,0.655172,28.813158,-20.766,1.387516,101.32,19.721655,9,0.62069,3,3.353632,measured_slice(측정 구간)
mt5_rt_s262_lih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_audit,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,month,2024-12,24,-216.59,220.8,-437.39,0.504813,-9.024583,0.375,24.533333,-29.159333,0.841354,251.36,50.272,24,1.0,5,-0.861673,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,60,373.27,673.22,-299.95,2.244441,6.221167,0.633333,17.716316,-13.634091,1.299413,104.42,10.725584,19,0.616667,3,3.574698,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,63,399.28,637.26,-237.98,2.677788,6.337778,0.650794,15.542927,-10.817273,1.436862,63.1,6.669979,6,0.52381,3,6.327734,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Friday,74,107.67,528.16,-420.49,1.256058,1.455,0.513514,13.898947,-11.680278,1.18995,96.17,17.824443,28,0.824324,5,1.11958,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Monday,43,-231.65,226.07,-457.72,0.493905,-5.387209,0.465116,11.3035,-19.90087,0.56799,234.88,46.674483,42,0.976744,3,-0.986248,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,61,372.9,682.89,-309.99,2.202942,6.113115,0.557377,20.085,-11.481111,1.749395,111.21,11.475122,12,0.655738,6,3.353116,measured_slice(측정 구간)
mt5_rt_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Tuesday,60,373.27,673.22,-299.95,2.244441,6.221167,0.633333,17.716316,-13.634091,1.299413,104.42,10.725584,19,0.616667,3,3.574698,measured_slice(측정 구간)
mt5_rt_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Thursday,63,399.28,637.26,-237.98,2.677788,6.337778,0.650794,15.542927,-10.817273,1.436862,63.1,6.669979,6,0.52381,3,6.327734,measured_slice(측정 구간)
mt5_rt_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Friday,74,107.67,528.16,-420.49,1.256058,1.455,0.513514,13.898947,-11.680278,1.18995,96.17,17.824443,28,0.824324,5,1.11958,measured_slice(측정 구간)
mt5_rt_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Monday,43,-231.65,226.07,-457.72,0.493905,-5.387209,0.465116,11.3035,-19.90087,0.56799,234.88,46.674483,42,0.976744,3,-0.986248,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_aih_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,range_expansion_pressure,core_range_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Wednesday,61,372.9,682.89,-309.99,2.202942,6.113115,0.557377,20.085,-11.481111,1.749395,111.21,11.475122,12,0.655738,6,3.353116,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,59,389.31,750.05,-360.74,2.079198,6.598475,0.627119,20.271622,-16.397273,1.23628,143.01,13.916352,16,0.59322,3,2.722257,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,62,460.56,711.42,-250.86,2.835924,7.428387,0.629032,18.241538,-10.906957,1.672468,73.74,7.226082,7,0.516129,4,6.245728,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Friday,70,176.51,598.6,-422.09,1.418181,2.521571,0.557143,15.348718,-13.615806,1.127272,100.14,14.984064,16,0.757143,4,1.762632,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Monday,44,-244.05,281.41,-525.46,0.53555,-5.546591,0.454545,14.0705,-21.894167,0.64266,247.84,49.195101,43,0.977273,4,-0.984708,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,61,490.36,813.24,-322.88,2.518707,8.038689,0.57377,23.235429,-12.418462,1.871039,128.76,11.683574,8,0.557377,6,3.808326,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Tuesday,59,389.31,750.05,-360.74,2.079198,6.598475,0.627119,20.271622,-16.397273,1.23628,143.01,13.916352,16,0.59322,3,2.722257,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Thursday,62,460.56,711.42,-250.86,2.835924,7.428387,0.629032,18.241538,-10.906957,1.672468,73.74,7.226082,7,0.516129,4,6.245728,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Friday,70,176.51,598.6,-422.09,1.418181,2.521571,0.557143,15.348718,-13.615806,1.127272,100.14,14.984064,16,0.757143,4,1.762632,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Monday,44,-244.05,281.41,-525.46,0.53555,-5.546591,0.454545,14.0705,-21.894167,0.64266,247.84,49.195101,43,0.977273,4,-0.984708,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_aih_volatility_regime_expans_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_challenger_slice_pressure,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Wednesday,61,490.36,813.24,-322.88,2.518707,8.038689,0.57377,23.235429,-12.418462,1.871039,128.76,11.683574,8,0.557377,6,3.808326,measured_slice(측정 구간)
mt5_ta_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,59,379.62,678.52,-298.9,2.270057,6.434237,0.627119,18.338378,-13.586364,1.349764,100.62,10.306681,16,0.627119,3,3.772809,measured_slice(측정 구간)
mt5_ta_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,63,413.03,653.58,-240.55,2.717023,6.556032,0.666667,15.561429,-11.454762,1.358512,71.57,7.38208,7,0.539683,4,5.770993,measured_slice(측정 구간)
mt5_ta_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Friday,70,140.53,502.87,-362.34,1.38784,2.007571,0.557143,12.894103,-11.688387,1.103155,71.1,12.246374,12,0.8,3,1.976512,measured_slice(측정 구간)
mt5_ta_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Monday,44,-259.92,228.39,-488.31,0.467715,-5.907273,0.454545,11.4195,-20.34625,0.561258,262.93,52.271327,43,0.977273,4,-0.988552,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,60,392.22,700.7,-308.48,2.27146,6.537,0.583333,20.02,-12.3392,1.622471,86.27,8.9647,13,0.633333,3,4.546424,measured_slice(측정 구간)
mt5_rt_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Tuesday,59,379.62,678.52,-298.9,2.270057,6.434237,0.627119,18.338378,-13.586364,1.349764,100.62,10.306681,16,0.627119,3,3.772809,measured_slice(측정 구간)
mt5_rt_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Thursday,63,413.03,653.58,-240.55,2.717023,6.556032,0.666667,15.561429,-11.454762,1.358512,71.57,7.38208,7,0.539683,4,5.770993,measured_slice(측정 구간)
mt5_rt_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Friday,70,140.53,502.87,-362.34,1.38784,2.007571,0.557143,12.894103,-11.688387,1.103155,71.1,12.246374,12,0.8,3,1.976512,measured_slice(측정 구간)
mt5_rt_s264_aia_range_expansion_pressure_as_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_watch_gate,pool_wide_state_feature_engineering_followup_pressure_not_retrained,routed_total_duplicate_boundary,weekday,Monday,44,-259.92,228.39,-488.31,0.467715,-5.907273,0.454545,11.4195,-20.34625,0.561258,262.93,52.271327,43,0.977273,4,-0.988552,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
