run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run09A_qda_reg008_full58_followup_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,353,30.9377,10.3073,9.19829,-76.95,-27.06,0.333333,trade_attribution_recorded
run09A_qda_reg008_full58_followup_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,14,221.5,16.2409,10.6203,11.03,-45.35,0.428571,trade_attribution_recorded
run09A_qda_reg008_full58_followup_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,366,27.2404,10.2194,8.90843,-67.81,36.6,0.444444,trade_attribution_recorded
run09A_qda_reg008_full58_followup_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,246,43.8252,10.4389,8.78316,88.06,-70.03,0.571429,trade_attribution_recorded
run09A_qda_reg008_full58_followup_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,16,794.5,30.1682,33.7539,34.44,-71.75,0.428571,trade_attribution_recorded
run09A_qda_reg008_full58_followup_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,262,45.4198,10.1918,8.38429,79.08,-0.69,0.571429,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,351,28.0228,9.94864,9.42405,38.28,-2.01,0.555556,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,9,209.667,9.95978,15.334,-11.71,-49.96,0.2,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,361,26.8975,9.6566,9.31278,23.98,-28.91,0.555556,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,236,20.1695,9.6676,8.43292,138.09,50.99,0.571429,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,25,745.88,28.8229,37.3485,-75.9,-344.71,0.285714,trade_attribution_recorded
run09B_qda_reg010_full58_followup_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,263,24.4144,9.1378,8.58709,97.84,17.69,0.571429,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,335,29.0896,10.3601,9.36481,23.11,42.69,0.555556,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,12,207.25,17.9111,8.69475,-7.74,14.24,0.428571,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,342,29.8363,10.4705,9.00958,45.83,133.1,0.555556,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,206,18.3835,10.6673,8.72637,211.1,54.74,0.857143,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,21,630.095,33.6842,26.5694,91.32,-172.04,0.428571,trade_attribution_recorded
run09C_qda_reg012_full58_followup_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,217,18.8848,10.3171,8.46906,225.56,44.27,0.857143,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,359,36.0922,10.5046,9.38645,-16.26,46.61,0.666667,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,10,271.7,15.2774,15.9644,74.74,-61.53,0.666667,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,369,30.3553,10.1849,9.18082,-5.49,45.67,0.666667,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,242,20.9959,10.2598,7.98966,169.4,215.15,0.714286,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,13,619.308,28.3461,34.8436,5.25,-0.89,0.428571,trade_attribution_recorded
run09D_qda_reg018_full58_followup_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,251,20.3825,10.1734,7.89539,214.09,224.69,0.714286,trade_attribution_recorded
run09E_qda_reg025_full58_followup_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,323,28.483,9.35792,10.3696,17.42,-116.25,0.555556,trade_attribution_recorded
