run_id,queue_id,variant_id,source_signal_count,candidate_signal_count,march_source_signal_count,march_block_count,march_restore_count,budget_limited_restore_count,entry_margin_floor_filtered_count,bridge_final_signal_count,session_side_blocked_count,core_signal_count,premarket_signal_count,late_signal_count,final_signal_count_after_session,trade_count,claim_boundary,replay_status,reason
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,hold6_density_anchor_control(6봉 밀도 기준 대조),hold6_density_anchor_control_6봉_밀도_기준_대조__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_0__hold6,5071,5071,435,423,12,0,0,4648,0,4059,565,24,4648,1168,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,sparse_pf_pass_anchor_control(희소 PF 통과 대조),sparse_pf_pass_anchor_control_희소_PF_통과_대조__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold8,4802,4802,399,399,0,0,0,4403,2,3866,511,24,4401,887,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,threshold_edge_hold6_density_repair(임계값 경계 6봉 밀도 수리),threshold_edge_hold6_density_repair_임계값_경계_6봉_밀도_수리__source_density_anchor_short0455_edge_밀도_기준_숏0_455_경계_seed_selected_control_fu__ps0_455__floor0_0__hold6,5020,5020,426,416,10,0,0,4604,44,4025,511,24,4560,1127,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,late_long_hold6_pf_patch(후반 롱 6봉 PF 패치),late_long_hold6_pf_patch_후반_롱_6봉_PF_패치__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold6,4802,4802,399,397,2,2,0,4405,2,3866,511,26,4403,1050,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,soft_margin_floor_0_003(소프트 마진 하한 0.003),soft_margin_floor_0_003_소프트_마진_하한_0_003__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_003__hold6,5071,5071,435,423,12,0,728,3920,0,3406,497,17,3920,1022,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,soft_margin_floor_0_006(소프트 마진 하한 0.006),soft_margin_floor_0_006_소프트_마진_하한_0_006__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_006__hold6,5071,5071,435,423,12,0,1285,3363,0,2913,436,14,3363,913,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,pf_pass_density_bridge_no_split_guard(PF 통과 밀도 연결 무분할 가드),pf_pass_density_bridge_no_split_guard_PF_통과_밀도_연결_무분할_가드__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold8,4802,4802,399,399,0,0,0,4403,2,3866,511,24,4401,887,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,executed(실행됨),
run364AP_train_hold6_pf_dd_repair_offensive_scout_without_db_v1,loss_cluster_session_guard(손실 클러스터 세션 가드),loss_cluster_session_guard_손실_클러스터_세션_가드__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_0__hold6,,,,,,,,,,,,,,0,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,skipped_new_policy_required(새 정책 필요로 건너뜀),"new_policy_required_but_month_filter_forbidden(새 정책 필요, 월 고정 필터 금지)"
