run_id,parent_run_id,attempt_count,terminal_path,selected_variant_id,source_package,runtime_module_hash_count,claim_boundary
run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,1,C:\Users\awdse\AppData\Local\ObsidianPrime\mt5_portable_run329E\terminal64.exe,dual_pshort_0_45__adx_block_40_0__maxhold_8,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364W/final_decision.json,7,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
