run_id,pair_id,segment,trade_count,net_diff_cd02_minus_cd01,gross_diff_cd02_minus_cd01,swap_diff_cd02_minus_cd01,commission_diff_cd02_minus_cd01,claim_boundary,close_month_cd02,direction_cd02,source_bucket_cd02
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,83,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,59,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,82,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,91,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-03,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02,46,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-04,,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,direction_cd02,903,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,direction_cd02,105,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,source_bucket_cd02,903,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,long_threshold
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,source_bucket_cd02,66,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,native_short_threshold
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,source_bucket_cd02,39,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,synthetic_short_overlay
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,80,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-01,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,7,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-01,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,60,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-02,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,14,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-02,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,1,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-03,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,8,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-03,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,104,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-04,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,15,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-04,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,70,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-05,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,5,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-05,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,67,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-06,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,1,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-06,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,33,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-07,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,2,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-07,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,43,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-08,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-08,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,50,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-09,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,1,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-09,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,71,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-10,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,7,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-10,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,71,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,12,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,53,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,6,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,76,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,6,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,78,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,long,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,13,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-03,short,
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd01_swap_stability,close_month_cd02+direction_cd02,46,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-04,long,
