bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20
2026.04.14 06:35:00,2026-04-14T06:35:00Z,run336M_live_safe_forward_repair,14,-1.964829607e-05,-0.0002848625008,0.0001375394204,0.9999803305,0,0.9999803305,-0.03620084748,-1.26846838,-0.002382543404,-0.07104020566,0.9997081757,0.9999861121,-2.201982737,7.073974133,139.5282135,-1.27545917,1.007294655,41.87005997,57.90790558,-2.081290245,-8.129940987,-2.398989916,-2.582285404,-0.006338275969,-0.0003339127579,8.681903978e-07,7.03812933,11.50970554,0.6114951968,0.0008576887776,0.07977784425,0,0.04753316566,0.5048435926,15.20998859,-10.92345428,-1,-0.1813031137,0,845,0,0,-0.001462701126,-1.842075229,0.0001797429723,-0.1428571492,-0.0001018890252,-1.955513358
2026.04.14 06:55:00,2026-04-14T06:55:00Z,run336M_live_safe_forward_repair,15,8.840560622e-05,0.0002062919084,0.0002259154426,1.000078559,9.82327947e-06,1.000088453,0.7344964147,-0.6568987966,-0.002382543404,0.3529658616,0.9999616146,1.000162363,-2.095586777,5.107886314,134.2543945,-1.331917644,1.006856322,48.24466705,58.63973618,2.27515173,-1.755332708,6.565656662,12.00347137,-0.003160027787,-0.0003436662373,-6.002094779e-06,6.375117779,10.95749092,0.5818044543,0.000886562746,0.3698343635,0,0.04142997041,0.3012429178,16.20737839,-3.228331327,-1,-0.2733333409,0,865,0,0,-0.00048828125,-1.829217076,0.0001796945144,2,-0.0002038403472,-2.739216328
2026.04.14 07:00:00,2026-04-14T07:00:00Z,run336M_live_safe_forward_repair,16,1.964462899e-05,0.0001473441225,0.0001767999202,1.000029445,-9.822410902e-06,1.00001967,0.2292047441,-0.9130747914,0.004800888244,0.08011461794,0.9999830723,1.00017488,-1.726439238,4.880855083,133.0540619,-1.334888458,1.006752133,48.89854431,58.72104645,1.627520442,-1.101454258,6.439393997,11.34544945,-0.001901774551,-0.0005006822757,-6.812334959e-06,6.24118042,10.82834148,0.5763745904,0.0008707675152,0.4069479108,0,0.04040411115,0.2633056343,15.54503632,-3.062068224,-1,-0.2894736826,0,-570,0,0,0.000488519785,-1.081531286,-0.0001796622382,0.5319951773,5.097047688e-05,-2.071770191
2026.04.14 07:05:00,2026-04-14T07:05:00Z,run336M_live_safe_forward_repair,17,4.910988355e-05,0.0001571601169,0.0001571477624,1.000049114,0,1.000049114,0.3475333154,-0.9906691909,0.004800888244,0.2055651397,1.000029087,1.000215173,-1.295409918,4.735300064,131.8969269,-1.332304716,1.006654143,50.57956696,58.92702866,1.752818227,0.579566896,5.934343338,10.5309124,-0.0006620307686,-9.820771083e-05,-7.21307606e-06,6.081096172,10.69177437,0.5687639713,0.0008704324719,0.4627648592,0,0.03768809885,0.180945456,14.93000507,-2.918200016,-1,-0.2358804047,0,-565,0,0,-0.00048828125,-1.535002112,0.0001796945144,1.699673176,-2.038715138e-05,-1.869885683
2026.04.14 07:20:00,2026-04-14T07:20:00Z,run336M_live_safe_forward_repair,18,0.0003240997612,0.0002160548465,0.0003829649359,1.00032413,0,1.00032413,2.316558838,0.4812376797,0.004800888244,1.372202039,1.000226378,1.00040257,-0.1207965165,4.482857704,128.5406342,-1.299870968,1.006394267,57.33621597,59.6567955,2.252215862,7.336214066,12.93550873,10.93938446,0.002087041037,0.0001866074745,-6.815012966e-06,6.014183044,10.39393902,0.5786240697,0.0008533317596,0.7405536175,0,0.03763340041,1.028879762,13.6314373,3.937931061,-1,0.06015037745,0,-550,0,0,-0.00048828125,-1.304876566,8.983111911e-05,1.982920289,-5.096632231e-05,-1.42164731
2026.04.14 08:35:00,2026-04-14T08:35:00Z,run336M_live_safe_forward_repair,19,-0.0005990935024,-0.0006285478594,0.0006483937614,0.9994010925,0,0.9994010925,-3.247656822,3.562224388,0.004800888244,-2.356356621,0.9995878935,0.9997559786,0.3724016845,4.279798508,113.8860321,-1.025835156,1.005084872,38.695961,55.18395233,-7.143785954,-11.30403996,-20.61079979,-25.21333313,-0.002651054412,-0.0003731783072,8.822892596e-06,6.467979431,9.288758278,0.6963233352,0.0007234817022,-0.07550929487,1,0.04896257818,1.476024628,14.95402527,-11.36017609,-1,-0.09365558624,0,-475,0,0,0.000488519785,-0.6072426438,-8.982305008e-05,0.7509171963,2.037925879e-05,2.299703121
2026.04.14 08:40:00,2026-04-14T08:40:00Z,run336M_live_safe_forward_repair,20,-0.0001866762323,-0.0006188453408,0.0003242573875,0.9998133183,0,0.9998133183,-0.9023337364,0.6867413521,0.004800888244,-0.7200790644,0.999458313,0.9995862842,-1.298719287,3.258144855,112.4320679,-1.20898509,1.004979491,34.93658447,54.01147079,-5.3481493,-15.06341362,-18.15123177,-12.55025482,-0.006276301108,-0.0004714247771,7.05300954e-06,6.595266819,9.267983437,0.7116183043,0.0008773365407,-0.1654385626,0,0.05001427978,1.384956479,16.62174225,-16.0310421,-1,-0.3401162922,0,-470,0,0,-0.00048828125,-1.132573366,0,0.6956083179,-0.000101894213,1.54967308
2026.04.14 09:05:00,2026-04-14T09:05:00Z,run336M_live_safe_forward_repair,21,0.0001080842048,-0.0001473687298,0.0002751085558,1.000108123,0,1.000108123,0.7843196988,0.3105555475,0.004800888244,0.417340517,0.9997040629,0.9997124672,-3.776957035,0.213277787,105.8768387,-1.685753822,1.004486918,40.24293518,54.10461044,-0.6257029772,-9.757065773,-4.855110645,-3.124977589,-0.00740082562,-0.0006578624598,-5.380642506e-06,6.590055943,9.01106739,0.7313290834,0.001211689319,0.1583569646,0,0.04775229469,0.6703152061,21.58050156,-10.00441933,-1,-0.3584415615,0,-445,0,0,0,-0.9268440008,-0.0001796622382,-0.3296171129,-7.13441259e-05,0.1699801236
2026.04.14 09:15:00,2026-04-14T09:15:00Z,run336M_live_safe_forward_repair,22,0.0001572388865,-2.947953908e-05,0.000363586325,1.000167131,-9.828202565e-06,1.000157237,0.9883190393,1.091777205,0.004800888244,0.5778489113,0.9996587038,0.9996135235,-4.682872295,-1.150086284,103.0513382,-1.863400698,1.004292965,39.43596268,53.12722778,0.981744647,-10.56403923,2.012308359,0.9975636601,-0.007534168661,-0.0008738083416,-1.117254669e-05,6.923313618,9.01072979,0.7683410645,0.001419947948,0.1624446362,0,0.05142948031,0.8780199289,23.87932587,-14.78818607,-1,-0.4093023241,0,-435,0,0,-0.002442599041,-2.922777891,-0.0001796622382,-0.5198752284,0.0001834376162,1.575083852
2026.04.14 09:20:00,2026-04-14T09:20:00Z,run336M_live_safe_forward_repair,23,-0.0001965524716,-0.0003341162228,0.0003046862839,0.9998034835,0,0.9998034835,-0.8234581947,0.5786552429,0.004800888244,-0.715949297,0.9995133877,0.9994398952,-5.180094719,-1.871721387,101.5917587,-1.949985981,1.004188895,35.6764679,51.91792679,-1.522155166,-14.32353115,0.2919056714,-1.940855622,-0.007766594179,-0.001079977257,-1.40634711e-05,6.98236227,8.985514641,0.7770687342,0.001535273157,0.08382569999,0,0.05224971101,0.9100939035,25.12142181,-14.6387434,-1,-0.4285714328,0,-430,0,0,0.0004897159524,-2.085520983,0,-0.7650920749,0.0001018910989,1.75827086
2026.04.14 09:25:00,2026-04-14T09:25:00Z,run336M_live_safe_forward_repair,24,3.931358515e-05,0,0.000353815296,1.000039339,0,1.000039339,0.3869297206,0.9987661242,0.004800888244,0.1403272599,0.9995952845,0.999499619,-5.336558819,-2.43601203,100.1929932,-1.998547077,1.004083395,36.9706459,52.14025497,0.8927679062,-13.02935219,1.683784127,0.5685431361,-0.007157926913,-0.0008445116691,-1.679338675e-05,7.126479626,8.985804558,0.7930819392,0.001616579713,0.1512261331,0,0.05233956873,0.910682559,26.46153259,-14.82167625,-1,-0.4549356103,0,-425,0,0,-0.0004894762533,-2.095606327,0,-1.058213472,-5.094035805e-05,1.378775835
2026.04.14 09:40:00,2026-04-14T09:40:00Z,run336M_live_safe_forward_repair,25,0.000314351113,0.0006386292516,0.0004812745028,1.000314355,0,1.000314355,1.631643891,2.013709068,0.004800888244,1.028983831,1.000237107,1.000151396,-2.562781572,-2.179052353,96.98550415,-1.718385458,1.003812551,54.53927994,55.6284523,5.856211185,4.539281368,15.77207661,25.46530533,0.001305444632,0.000412691239,-2.031214171e-05,7.777104855,9.065947533,0.8578369617,0.001476369915,0.6144467592,0,0.05506393313,0.8339477777,25.14709663,2.835651636,-1,-0.1558704525,0,-410,0,0,0.0004899558844,-1.578500628,0.0001796945144,0.4303314686,0.000132502988,0.1571083218
2026.04.14 09:45:00,2026-04-14T09:45:00Z,run336M_live_safe_forward_repair,26,2.946535096e-05,0.000501029077,0.000353579002,1.000029445,0,1.000029445,0.2138983458,0.895643115,0.004800888244,0.09536860883,1.00024116,1.000173807,-1.339667916,-1.713622212,96.15519714,-1.556505203,1.00372982,55.19519043,55.78258514,4.303260326,5.195188522,17.47716331,24.34972763,0.004005362745,0.0002947360044,-1.941980008e-05,7.864454269,9.064628601,0.8675981164,0.001421654713,0.6496029496,0,0.05504491925,0.5075415969,24.49383354,6.236842155,-1,0.0258620698,0,-405,0,0,-0.0004897159524,-1.734175324,8.983111911e-05,1.171700239,-0.000387265085,-1.93189466
2026.04.14 09:50:00,2026-04-14T09:50:00Z,run336M_live_safe_forward_repair,27,-0.0001276894618,0.0002161270095,0.0003143325739,0.9998723269,0,0.9998723269,-0.5117540956,0.5365163088,0.004800888244,-0.4126909971,1.000102639,1.000044227,-0.7693252563,-1.48470521,95.23275757,-1.456028461,1.003639698,51.7132988,54.93873978,1.62786746,1.713297009,11.57745266,13.43152714,0.004791204352,9.823858272e-05,-1.814306415e-05,7.874135971,9.043335915,0.8707114458,0.001337239868,0.5804435015,0,0.05532810465,0.7228919864,23.30711555,3.062845707,-1,0.1274297982,0,-400,0,0,0.0004899558844,-1.28230083,0,1.094797492,-0.0002039027022,-2.659875393
2026.04.14 10:00:00,2026-04-14T10:00:00Z,run336M_live_safe_forward_repair,28,0.0002848877048,-6.875383406e-05,0.0004125371925,1.000275135,9.825113011e-06,1.00028491,1.390643954,1.326659322,0.004800888244,0.9079680443,1.00015676,1.000105977,-0.2933236063,-1.292368293,93.29524994,-1.33069849,1.003459096,53.0106926,55.01680756,-0.7281648517,3.010694265,-3.974706411,-7.122684002,0.004736909177,0.0004127074499,-1.558835902e-05,7.987137794,9.027519226,0.8847544193,0.001088512363,0.706235826,0,0.05946958438,0.9780531526,20.65820694,1.996716499,-1,0.01257861592,0,-390,0,0,0,-1.156206965,0,0.1781741679,-0.0002549875644,-2.77714324
2026.04.14 10:05:00,2026-04-14T10:05:00Z,run336M_live_safe_forward_repair,29,0.0008345483802,0.0008934839861,0.0011188098,1.000834942,0,1.000834942,2.824534416,5.035040855,0.004800888244,2.249996901,1.000897288,1.000904083,2.409588337,0.1723487675,93.06778717,-0.9324482083,1.00338912,66.46982574,59.06575012,4.918843746,16.46982765,4.855718613,2.540477514,0.010556628,0.001139735454,-1.223675736e-05,9.452342033,9.416969299,1.003756285,0.001375576016,1.24882853,0,0.07678882778,1.330730438,21.99557304,19.32495117,-1,0.2615658343,0,-385,0,0,-0.002938295715,-2.576652527,0.0005389867001,3.408357143,-0.0008671788382,-3.289462566
2026.04.14 10:10:00,2026-04-14T10:10:00Z,run336M_live_safe_forward_repair,30,0.001127987402,0.002247423632,0.001313609537,1.001128674,0,1.001128674,2.824418068,4.58875227,0.004800888244,2.576756001,1.001833558,1.00195384,7.331989765,3.055600166,93.65649414,-0.1345146596,1.003335118,76.34275055,63.590168,10.05938911,26.34275436,14.09110928,11.45144367,0.02092189714,0.002565161092,-5.545804925e-06,11.1700325,9.898630142,1.128442287,0.002287277021,1.410289288,0,0.1001974568,1.422750831,24.57657433,32.45072174,-1,0.5295857787,0,-380,0,0,-0.001964636613,-2.792166233,0.0004489136336,3.533249617,-0.0004084383254,-2.895971537
2026.04.14 10:15:00,2026-04-14T10:15:00Z,run336M_live_safe_forward_repair,31,-0.0006079743034,0.001354561537,0.001029946958,0.9993824363,9.803056855e-06,0.9993922114,-1.837829351,2.969203472,0.004800888244,-1.26482904,1.001107812,1.00129199,9.131403923,4.682196617,93.72632599,0.3704837561,1.003279924,65.19685364,59.94516754,4.06205225,15.19685173,6.595526695,1.232450604,0.02245097235,0.001798278419,1.916174142e-06,12.24717236,10.22565746,1.197690487,0.002620581072,1.032632589,0,0.1004161835,1.726657629,26.97321701,27.48262787,-1,0.4926958978,0,-375,0,0,-0.0004921259824,-2.404814482,-0.0001794848795,2.299838305,0.0005618321593,-1.800085187
2026.04.14 10:20:00,2026-04-14T10:20:00Z,run336M_live_safe_forward_repair,32,-0.0003433745878,0.0001766385685,0.0005494937068,0.9996469021,9.809018593e-06,0.9996566772,-1.086410165,0.9593324065,0.004800888244,-0.7069779634,1.000691295,1.000910997,9.343238831,5.58848238,93.50009918,0.6926956177,1.003217697,59.88184738,58.02912903,-2.1959939,9.881846428,-5.639464855,-10.7790432,0.02000422403,0.001651203027,8.89873445e-06,12.37237453,10.30114365,1.201068044,0.002754331799,0.8567813039,0,0.1023132131,1.747211576,29.05058479,24.68401527,-1,0.4509043992,0,-370,0,0,0.0009847366018,-1.745360732,-0.0002692756534,1.288763165,0.000428794563,-1.112018347
2026.04.14 10:25:00,2026-04-14T10:25:00Z,run336M_live_safe_forward_repair,33,6.868434866e-05,-0.0008826645208,0.0008536190726,1.000078559,-9.812387361e-06,1.000068665,0.008946246468,2.05667305,0.004800888244,0.1341889799,1.000687599,1.000941277,9.501934052,6.453466892,93.29964447,1.010057449,1.003153443,60.57411194,58.3011322,-5.256213665,10.57411289,-9.926200867,-13.11438274,0.01778014004,0.001680622692,1.53768633e-05,13.04220486,10.53012085,1.238561749,0.002889542608,0.8412538171,0,0.1021993458,1.759572744,31.29813194,26.12506676,-1,0.4757281542,0,-365,0,0,0,-1.541917801,-8.978272672e-05,0.9210981727,-7.143513358e-05,-1.091495752
2026.04.14 10:30:00,2026-04-14T10:30:00Z,run336M_live_safe_forward_repair,34,0.000392391521,0.0001177012964,0.0005982797011,1.000392437,0,1.000392437,0.8054775,1.017363191,0.004800888244,0.7578785419,1.000977397,1.001281738,10.48342896,7.741503239,93.36521149,1.451695204,1.003111362,64.35881042,59.81951523,-0.2793472111,14.35880947,-2.520045757,-5.18210125,0.01783877052,0.001906352816,2.197589856e-05,13.19990444,10.62451839,1.242400289,0.003116427688,0.9162778258,0,0.1039900184,1.570376039,33.38513947,23.96916771,-1,0.447306782,0,-360,0,0,-0.0009837677935,-1.67565465,0,0.8501877189,-0.0002041149564,-1.213474035
2026.04.14 10:35:00,2026-04-14T10:35:00Z,run336M_live_safe_forward_repair,35,0.0002255554282,0.0006866313051,0.0006275617052,1.000225544,0,1.000225544,0.3312067091,1.088574529,0.004800888244,0.4292041063,1.0010885,1.001448393,11.5965414,9.154383659,93.55942535,1.889196754,1.003076911,66.35856628,60.66000748,2.158905745,16.35856438,5.577604771,2.043644667,0.01821889542,0.001974828308,2.877047154e-05,13.39991188,10.73202801,1.248590708,0.003355011111,0.9246863127,0,0.1036276817,0.9608905911,35.76118851,28.58803177,-1,0.5510203838,0,-355,0,0,-0.001477104845,-1.889089465,8.979078848e-05,1.024543524,-0.0004593524209,-1.566175342
2026.04.14 10:40:00,2026-04-14T10:40:00Z,run336M_live_safe_forward_repair,36,0.0003039290314,0.0009218759951,0.0004705282627,1.000303984,0,1.000303984,0.478569597,0.4659964144,0.004800888244,0.5828874707,1.001259923,1.00168395,12.99324036,10.78255844,93.9344635,2.306144238,1.003055334,68.89202881,61.76013184,2.772638321,18.8920269,9.153289795,4.370596409,0.01923961751,0.001964385621,3.594229202e-05,13.29991817,10.75738811,1.236351967,0.003610379295,0.9454545975,0,0.1031339988,0.6772148013,38.00671387,27.41693878,-1,0.5505617857,0,-350,0,0,0,-1.675042152,0,0.9313806295,-0.000153187837,-1.539368272
2026.04.14 10:45:00,2026-04-14T10:45:00Z,run336M_live_safe_forward_repair,37,-0.0006471857196,-0.0001177012964,0.001049564919,0.9993530512,0,0.9993530512,-1.747327328,2.469929218,0.004800888244,-1.156282425,1.000553846,1.000995278,12.0281229,11.2332592,93.77168274,2.315248013,1.003026366,58.74820328,58.22294617,-1.870201826,8.748204231,-0.02809054591,-4.626956463,0.01449044514,0.00128663471,4.172201079e-05,14.26063824,11.07723999,1.287381887,0.003642690601,0.7408123016,0,0.1125715896,0.893640697,38.51255417,18.35902214,-1,0.4615384638,0,-345,0,0,0,-1.500429749,0,0.8461538553,0.0002042817505,-1.181784153
