bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20
2026.04.14 03:05:00,2026-04-14T03:05:00Z,run336M_live_safe_forward_repair,0,-0.0003339750983,-0.0007169268792,0.0005010463065,0.9996660948,0,0.9996660948,-1.335767269,-0.05252965167,-0.002382543404,-0.7436680794,0.9995803237,1.001253366,3.574074745,42.53746796,183.4505463,-1.353027225,1.009829283,47.90094376,64.80992889,-4.508384705,-2.099057913,-15.52098846,-2.699204922,-0.02425987087,-0.0006970488466,9.462005983e-05,11.42601395,16.10256386,0.7095772624,0.001646940829,0.1095264703,0,0.06567248702,0.83723104,55.80027008,6.045532227,-1,-0.09390445054,0,635,0,0,0,0.3834384382,-0.000179710667,0.5650320649,-0.0002750302956,-2.64341259
2026.04.14 03:10:00,2026-04-14T03:10:00Z,run336M_live_safe_forward_repair,1,-0.0003930547391,-0.0008448767476,0.0007174658822,0.9996070266,0,0.9996070266,-1.432662249,0.5650194287,-0.002382543404,-0.8390581608,0.9992648363,1.00082612,0.6924109459,39.71059036,182.26474,-1.673946381,1.00983727,42.06925964,63.10032272,-4.657623768,-7.930738926,-7.91566515,0,-0.02808097936,-0.001726793707,8.465745486e-05,11.9134407,16.14551353,0.7378793955,0.001820842037,-0.05566684157,0,0.06938361377,0.4135127664,52.27716064,-3.159742594,-1,-0.2804314196,0,640,0,0,0,0.2933668196,0,0.4974231124,0.0001018910989,-1.472065926
2026.04.14 03:15:00,2026-04-14T03:15:00Z,run336M_live_safe_forward_repair,2,0.0004814707499,-0.0002455590584,0.0006778262323,1.000481606,0,1.000481606,1.707112074,0.4311733842,-0.002382543404,0.9968503118,0.9997702837,1.001256704,-0.1232201979,37.79119873,181.4241486,-1.860426545,1.009850621,50.08592224,64.27819824,-1.233266115,0.08592239022,3.336225986,4.142670155,-0.02646776102,-0.001069623628,7.503225788e-05,12.29462433,16.16760254,0.7604481578,0.001798290294,0.202440694,0,0.07528324425,1.135013342,48.73860931,-1.245400786,-1,-0.2695252597,0,645,0,0,0,0.886844039,0.0001797429723,1.420126677,-0.0001833852875,-2.550531387
2026.04.14 03:25:00,2026-04-14T03:25:00Z,run336M_live_safe_forward_repair,3,-0.0001964868134,0.0003046308702,0.0006386449095,0.9998133779,-9.823375876e-06,0.9998035431,-0.6472949982,0.3120201528,-0.002382543404,-0.4034135938,0.9996502995,1.000989199,-1.557810426,34.04624557,179.5375824,-2.153563261,1.009884596,47.30746841,63.46577835,1.746069551,-2.692530632,6.513501167,5.403595924,-0.02352554537,-0.001128634904,5.707944001e-05,12.39179325,16.03856468,0.7726247907,0.001915868605,0.1435645968,0,0.07380389422,1.155627847,42.4582901,-0.7257449627,-1,-0.3865814805,0,655,0,0,0,0.8082903624,0,1.501110673,0,-2.536300659
2026.04.14 03:35:00,2026-04-14T03:35:00Z,run336M_live_safe_forward_repair,4,0.0007169902674,0.0005205034395,0.0008640072192,1.000717282,0,1.000717282,2.29316473,0.9664517045,-0.002382543404,1.413611531,1.000362396,1.001602769,-0.6748915911,31.52038002,177.9521179,-2.225517988,1.009905219,58.13981628,65.23204803,2.584037542,8.139816284,5.388682365,6.856386185,-0.01578351296,-0.0001178052844,4.216737943e-05,12.91945457,16.03943825,0.8054804802,0.001986999763,0.5237191319,0,0.0837700963,1.091657996,38.20152664,7.219035625,-1,-0.2453637719,0,665,0,0,0,0.8082903624,0.0002696144511,1.356604457,-7.133321924e-05,-1.345199347
2026.04.14 03:45:00,2026-04-14T03:45:00Z,run336M_live_safe_forward_repair,5,-7.854610885e-05,0.0006777163944,0.0002552848891,0.9999214411,0,0.9999214411,-0.2355144173,-0.789100945,-0.002382543404,-0.1641317457,1.00025773,1.001440048,1.184669495,30.0532608,176.7532043,-2.160967112,1.009923339,57.16579437,64.96833801,3.286108494,7.165795326,11.16303253,12.68444157,-0.008221914992,-0.0005397342611,3.341559204e-05,12.18437672,15.70577621,0.7757894993,0.001985737821,0.5049446225,0,0.08367013186,1.032417536,35.20973969,7.468980312,-1,-0.07616361231,0,675,0,0,0,0.7509703636,0,1.242259979,-7.133321924e-05,-1.136017203
2026.04.14 03:50:00,2026-04-14T03:50:00Z,run336M_live_safe_forward_repair,6,-0.0002454963687,-0.0002847701835,0.0003437371051,0.9997545481,0,0.9997545481,-0.7074565291,-0.5004768372,-0.002382543404,-0.5233631134,1.000011086,1.001147389,0.9802744389,28.89210129,175.8830719,-2.158263683,1.009923816,52.70236206,63.85422134,-1.812484503,2.702362537,0.5711318851,0.1001169905,-0.007834771648,-0.000373061077,2.988113374e-05,11.93906403,15.56666088,0.7669637203,0.00186850375,0.4004152715,0,0.07460805029,1.191794753,33.44751358,5.133587837,-1,-0.1025280878,0,680,0,0,0,0.7509703636,0,1.149958372,5.095593224e-05,-0.8570908308
2026.04.14 04:15:00,2026-04-14T04:15:00Z,run336M_live_safe_forward_repair,7,0.000176780828,-0.0001178365201,0.0003240695223,1.000176787,0,1.000176787,0.656437993,-0.6604606509,-0.002382543404,0.3923229873,1.000082254,1.001015544,0.3309218884,23.73367882,171.2092133,-1.991213679,1.00977385,53.27846146,63.19370651,-0.8159705997,3.278460026,-1.351895094,-5.196959496,-0.005849953275,0.00033400135,1.681089634e-05,11.47216892,15.07471085,0.7610208392,0.001466906397,0.5408392549,0,0.07919884473,0.8121896386,26.73947334,-6.756695747,-1,0.04129793495,0,705,0,0,0,0.7917689085,0,0.1730321348,5.096112727e-05,-0.7412605882
2026.04.14 04:40:00,2026-04-14T04:40:00Z,run336M_live_safe_forward_repair,8,0.000176829446,-9.822507127e-05,0.0003732736222,1.000176787,0,1.000176787,0.6679777503,-0.3212089241,-0.002382543404,0.4216210842,0.9998651743,1.000596166,-1.230634928,18.59333038,165.5328522,-1.787512183,1.009431958,48.45999908,61.5453186,-0.4894942641,-1.540002465,-8.011685371,-4.843229771,-0.006554671098,-0.0005203475594,6.679556918e-06,10.67497826,14.47444534,0.7375051975,0.001096909982,0.4203061759,1,0.07507959008,0.5892109871,24.75601768,-11.76480293,-1,0.08084358275,0,730,0,0,0,0.5967624187,0,0,-5.094970402e-05,0.2844387293
2026.04.14 04:45:00,2026-04-14T04:45:00Z,run336M_live_safe_forward_repair,9,0.0001375123975,9.821686945e-06,0.0003241140803,1.000137568,0,1.000137568,0.4564822018,-0.5587397814,-0.002382543404,0.3333231211,1.000002503,1.000704885,-0.977291286,17.86804008,164.4319153,-1.738040209,1.009359002,51.12266159,61.94903564,0.2103269994,1.122661352,-3.63455987,4.166360855,-0.00520387385,-0.0003043781326,4.919324965e-06,10.50176525,14.34995651,0.7318325639,0.001076036715,0.5333169699,1,0.07274891436,0.6741222143,24.2359333,-7.703855991,-1,-0.02918287925,0,735,0,0,0,0.5271679759,8.98553335e-05,0.7377371788,0,0.3488073647
2026.04.14 04:55:00,2026-04-14T04:55:00Z,run336M_live_safe_forward_repair,10,-3.928578371e-05,0.0001375123975,0.0001964327821,0.9999705553,-9.821253116e-06,0.9999607205,-0.2115882784,-1.20614326,-0.002382543404,-0.1027995422,0.9999986291,1.000649214,-0.5405032039,16.5491066,162.2274323,-1.646928072,1.009203553,51.02759552,61.87248993,0.8558664322,1.027596831,8.262863159,13.15217113,-0.003188241972,-0.0002160293807,2.511653065e-06,9.727287292,13.9747982,0.6960592866,0.000883021683,0.4888773561,1,0.06252599508,0.7361987233,23.33476448,-8.312294006,-1,-0.1422764212,0,745,0,0,0,0.4509096444,-0.0001796622382,0.494543314,-2.037780359e-05,1.428443193
2026.04.14 05:10:00,2026-04-14T05:10:00Z,run336M_live_safe_forward_repair,11,0.000333912787,0.0002356915647,0.0003829536436,1.000334024,0,1.000334024,1.266895771,-0.183162868,-0.002382543404,0.8973039985,1.000229955,1.000810266,0.009101245552,14.7619915,158.8390808,-1.530962944,1.008946896,56.15586853,62.3945694,1.709424376,6.155869961,5.957152843,7.404835224,-0.0008837457863,0.0002750167041,1.317582274e-07,9.475984573,13.64873028,0.6942759156,0.0007380435127,0.7421857715,1,0.0645300895,0.6406708956,22.56954384,-4.325258255,-1,-0.07459677756,0,760,0,0,-0.001462701126,-1.611139297,8.98553335e-05,0.4548588395,-0.0001018786425,1.00975275
2026.04.14 05:15:00,2026-04-14T05:15:00Z,run336M_live_safe_forward_repair,12,0.0001767322246,0.0005302904174,0.0002356221376,1.000166893,9.819324077e-06,1.000176787,0.9377702475,-0.9616444707,-0.002382543404,0.4877483547,1.000367999,1.000948429,1.091759801,14.76302433,157.9935608,-1.468284249,1.008865118,59.43927765,62.93473434,3.668275356,9.439276695,14.65531826,19.74371147,0.001731888391,0.0002749680716,7.130823292e-07,9.22769928,13.4957552,0.6837483048,0.0007614725037,0.9623731971,1,0.04978384823,0.8749299049,21.02544403,-0.4475580454,-1,0.214446947,0,765,0,0,0,-1.769303441,0,0.3740272224,8.151121438e-05,1.437790275
2026.04.14 05:45:00,2026-04-14T05:45:00Z,run336M_live_safe_forward_repair,13,0.0001571030152,0.0001080056754,0.0002650905226,1.000147343,9.819709703e-06,1.000157118,0.742878139,-0.782320261,-0.002382543404,0.4665538669,1.000243425,1.000735879,1.597869277,12.52447033,151.6371002,-1.286947727,1.008319139,56.27380371,61.61365128,0.5688985586,6.273803234,4.988662243,4.10490036,0.001681341324,0.000353579002,4.142418675e-06,8.574848175,12.8051033,0.6696430445,0.0006978287129,0.915877223,1,0.04700015858,1.160477281,15.78042221,3.417629242,-1,0.2753623128,0,795,0,0,-0.000975134084,-1.290994406,0,-0.6121460795,-0.0001731760422,0.1372820288
