condition_id,feature,feature_family,operator,quantile_label,threshold_value,definition,train_coverage,entry_shape_proxy_score,entry_shape_contrast,ranking_metric_boundary
f43cond_0129,historical_vol_5_over_20,volatility_shape,>=,q75,1.0989929735660553,historical_vol_5_over_20 >= q75,0.2500171103962768,2.119843276682869,0.972682842002757,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0130,us100_minus_mega8_equal_return_1,macro_breadth,>=,q75,0.00033882786374306306,us100_minus_mega8_equal_return_1 >= q75,0.2500171103962768,2.1195909065521357,0.972430471872024,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0131,us10yr_change_1,macro_breadth,<=,q25,-0.00017993702203966677,us10yr_change_1 <= q25,0.2503250975292588,2.119070862286317,0.9730226033641957,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0132,ema20_ema50_spread_zscore_50,trend_state,<=,q25,-1.3644903898239136,ema20_ema50_spread_zscore_50 <= q25,0.2500171103962768,2.1169108748337706,0.7697504401536588,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0133,stoch_kd_diff,oscillator,<=,q25,-4.575836658477783,stoch_kd_diff <= q25,0.2500171103962768,2.1155613102592215,0.96840087557911,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0134,stochrsi_kd_diff,oscillator,<=,q25,-6.399770498275757,stochrsi_kd_diff <= q25,0.2500171103962768,2.114716236241268,0.9675558015611562,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0135,mega8_equal_return_1,macro_breadth,<=,q25,-0.0008930324402172118,mega8_equal_return_1 <= q25,0.2500171103962768,2.114589024410816,0.9674285897307042,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0136,us10yr_change_1,macro_breadth,>=,q75,0.0001795332063920796,us10yr_change_1 >= q75,0.2502224351515981,2.1136900486122774,0.967271064437493,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0137,stochrsi_kd_diff,oscillator,>=,q75,6.507921814918518,stochrsi_kd_diff >= q75,0.2500171103962768,2.1073615828939003,0.9602011482137884,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0138,log_return_1,price_momentum,<=,q25,-0.0006250404985621572,log_return_1 <= q25,0.2500171103962768,2.102347508350644,0.9551870736705326,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0139,close_open_ratio,price_shape,<=,q25,0.9993739277124405,close_open_ratio <= q25,0.2500171103962768,2.102159430984149,0.9549989963040372,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0140,close_prev_close_ratio,price_momentum,<=,q25,0.9993751347064972,close_prev_close_ratio <= q25,0.2500171103962768,2.1018261563904828,0.9546657217103709,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0141,amzn_xnas_log_return_1,macro_breadth,<=,q25,-0.001014987676171586,amzn_xnas_log_return_1 <= q25,0.2500171103962768,2.0996757763495992,0.9525153416694875,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0142,nvda_xnas_log_return_1,macro_breadth,<=,q25,-0.001482579973526299,nvda_xnas_log_return_1 <= q25,0.2500855519813839,2.0994127429293203,0.9524994584176509,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0143,ppo_hist_12_26_9,oscillator,<=,q25,-0.02283924026414752,ppo_hist_12_26_9 <= q25,0.2500171103962768,2.0942208247521163,0.9470603900720048,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0144,stoch_kd_diff,oscillator,>=,q75,4.694397568702698,stoch_kd_diff >= q75,0.2500171103962768,2.0936006262062787,0.9464401915261671,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0145,us100_minus_top3_weighted_return_1,macro_breadth,<=,q25,-0.0002962497965199873,us100_minus_top3_weighted_return_1 <= q25,0.2500171103962768,2.0914868309881554,0.9443263963080438,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0146,top3_weighted_return_1,macro_breadth,<=,q25,-0.000726396101526916,top3_weighted_return_1 <= q25,0.2500171103962768,2.0895574317540593,0.942396997073948,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0147,msft_xnas_log_return_1,macro_breadth,<=,q25,-0.0007615338254254311,msft_xnas_log_return_1 <= q25,0.2500171103962768,2.0895181774893574,0.9423577428092457,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0148,aapl_xnas_log_return_1,macro_breadth,<=,q25,-0.0007365117053268477,aapl_xnas_log_return_1 <= q25,0.2500171103962768,2.088714701175233,0.9415542664951212,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0149,us100_minus_top3_weighted_return_1,macro_breadth,>=,q75,0.0002966985121020116,us100_minus_top3_weighted_return_1 >= q75,0.2500171103962768,2.0868113204349195,0.9396508857548075,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0150,gap_percent,price_momentum,<=,q25,-1.204502905238769e-05,gap_percent <= q25,0.2500171103962768,2.0856789978741306,0.9385185631940189,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0151,nvda_xnas_log_return_1,macro_breadth,>=,q75,0.0015188503602985293,nvda_xnas_log_return_1 >= q75,0.2500171103962768,2.082789305966062,0.9356288712859502,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0152,amzn_xnas_log_return_1,macro_breadth,>=,q75,0.0010109752765856683,amzn_xnas_log_return_1 >= q75,0.2500171103962768,2.0771583371835707,0.9299979025034593,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0153,msft_xnas_log_return_1,macro_breadth,>=,q75,0.0007612412446178496,msft_xnas_log_return_1 >= q75,0.2500171103962768,2.0745974229860016,0.9274369883058903,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0154,aapl_xnas_log_return_1,macro_breadth,>=,q75,0.0007584007689729333,aapl_xnas_log_return_1 >= q75,0.2500171103962768,2.070102967612902,0.9229425329327906,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0155,ema20_ema50_spread_zscore_50,trend_state,>=,q75,1.2766224145889282,ema20_ema50_spread_zscore_50 >= q75,0.2500171103962768,2.0665258974768133,0.7193654627967015,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0156,us100_minus_mega8_equal_return_1,macro_breadth,<=,q25,-0.00034740639239316806,us100_minus_mega8_equal_return_1 <= q25,0.2500171103962768,2.0626889473709134,0.9155285126908017,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0157,rsi_50,oscillator,>=,q75,55.27820873260498,rsi_50 >= q75,0.2500171103962768,2.0612527065110138,0.9140922718309021,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0158,atr_14_over_atr_50,volatility_shape,<=,q15,1.0291504383087158,atr_14_over_atr_50 <= q15,0.15002395455478748,2.059097691892775,0.7673445226671534,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0159,vix_zscore_20,volatility_shape,<=,q15,-1.5669288456439974,vix_zscore_20 <= q15,0.15002395455478748,2.0561216012562724,0.7643684320306507,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0160,trix_15,price_momentum,>=,q75,9.635400783736259e-05,trix_15 >= q75,0.2500171103962768,2.052880531359339,0.9057200966792274,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0161,overnight_return,session_clock,>=,q75,0.004702804610133171,overnight_return >= q75,0.2507015262473479,2.052232841648709,0.9075439086530207,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0162,top3_weighted_return_1,macro_breadth,>=,q75,0.0007490304706152529,top3_weighted_return_1 >= q75,0.2500171103962768,2.0500273479223745,0.9028669132422628,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0163,ppo_hist_12_26_9,oscillator,>=,q75,0.02271806262433529,ppo_hist_12_26_9 >= q75,0.2500171103962768,2.049860376857276,0.9026999421771641,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0164,rsi_14_slope_3,oscillator,<=,q25,-1.7048927545547485,rsi_14_slope_3 <= q25,0.2500171103962768,2.0478527210488986,0.900692286368787,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0165,historical_vol_20,volatility_shape,<=,q15,0.16259489431977273,historical_vol_20 <= q15,0.15002395455478748,2.0464615671986817,0.7547083979730602,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0166,log_return_3,price_momentum,>=,q75,0.0010897000902332366,log_return_3 >= q75,0.2500171103962768,2.043115984265163,0.8959555495850512,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0167,return_zscore_20,price_momentum,<=,q25,-0.6673343628644943,return_zscore_20 <= q25,0.2500171103962768,2.0420789009193685,0.8949184662392565,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0168,return_1_over_atr_14,price_momentum,<=,q25,-0.4263182356953621,return_1_over_atr_14 <= q25,0.2500171103962768,2.0355994003389744,0.8884389656588627,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0169,close_open_ratio,price_shape,>=,q75,1.0006358623504639,close_open_ratio >= q75,0.25005133118883033,2.0354849094736758,0.8884480498777853,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0170,mega8_equal_return_1,macro_breadth,>=,q75,0.0009254610340576619,mega8_equal_return_1 >= q75,0.2500171103962768,2.034697294729636,0.8875368600495239,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0171,close_prev_close_ratio,price_momentum,>=,q75,1.0006366670131683,close_prev_close_ratio >= q75,0.2500171103962768,2.031734023151645,0.8845735884715332,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0172,log_return_1,price_momentum,>=,q75,0.0006364884466165677,log_return_1 >= q75,0.2500171103962768,2.0312761705813798,0.8841157359012681,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0173,roc_12,price_momentum,>=,q75,0.002244837465696037,roc_12 >= q75,0.2500171103962768,2.0190631461409265,0.8719027114608149,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0174,overnight_return,session_clock,<=,q25,-0.004149140790104866,overnight_return <= q25,0.2508726302101157,2.015775508470686,0.8717044508961037,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0175,rsi_50,oscillator,<=,q25,44.1335563659668,rsi_50 <= q25,0.2500171103962768,2.015264745687756,0.8681043110076446,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0176,rsi_14,oscillator,<=,q25,40.76362419128418,rsi_14 <= q25,0.2500171103962768,2.011709043585994,0.8645486089058826,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0177,rsi_14_minus_50,oscillator,<=,q25,-9.236376523971558,rsi_14_minus_50 <= q25,0.2500171103962768,2.011708987821234,0.8645485531411223,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0178,hl_zscore_50,volatility_shape,<=,q15,-0.8053343296051025,hl_zscore_50 <= q15,0.15002395455478748,1.999038111757784,0.7072849425321627,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0179,hl_range,volatility_shape,<=,q15,0.0008621525135822594,hl_range <= q15,0.15002395455478748,1.9964631077884443,0.7047099385628226,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0180,rsi_14,oscillator,>=,q75,58.94798946380615,rsi_14 >= q75,0.2500171103962768,1.9962238948613638,0.8490634601812521,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0181,rsi_14_minus_50,oscillator,>=,q75,8.947988986968994,rsi_14_minus_50 >= q75,0.2500171103962768,1.9962238494915299,0.8490634148114181,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0182,return_zscore_20,price_momentum,>=,q75,0.6768156737089157,return_zscore_20 >= q75,0.2500171103962768,1.9874411741734546,0.840280739493343,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0183,rsi_14_slope_3,oscillator,>=,q75,1.7376768887043,rsi_14_slope_3 >= q75,0.2500171103962768,1.9865177004548933,0.8393572657747816,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0184,adx_14,trend_state,<=,q25,18.985774040222168,adx_14 <= q25,0.2500171103962768,1.984006193267758,0.6368457585876462,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0185,return_1_over_atr_14,price_momentum,>=,q75,0.4432572200894356,return_1_over_atr_14 >= q75,0.2500171103962768,1.981742567320263,0.8345821326401516,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0186,vix_zscore_20,volatility_shape,>=,q75,1.0259171724319458,vix_zscore_20 >= q75,0.250153993566491,1.975372484961,0.8287063506177731,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0187,bollinger_width_20,volatility_shape,<=,q15,0.003446759842336178,bollinger_width_20 <= q15,0.15002395455478748,1.9635300969644383,0.6717769277388169,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0188,atr_14_over_atr_50,volatility_shape,>=,q75,1.4739380776882172,atr_14_over_atr_50 >= q75,0.2500171103962768,1.943005371841754,0.7958449371616423,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0189,us10yr_zscore_20,macro_breadth,>=,q75,0.9661027044057846,us10yr_zscore_20 >= q75,0.2500171103962768,1.91374855057624,0.7665881158961282,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0190,mega8_dispersion_5,macro_breadth,<=,q15,0.0013970046944450586,mega8_dispersion_5 <= q15,0.15002395455478748,1.9078225270586473,0.6160693578330257,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0191,usdx_zscore_20,macro_breadth,<=,q25,-1.0233739912509918,usdx_zscore_20 <= q25,0.2500171103962768,1.8991698948152584,0.7520094601351468,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0192,bb_position_20,volatility_shape,<=,q25,0.21625104919075966,bb_position_20 <= q25,0.2500171103962768,1.8948382465671705,0.7476778118870588,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0193,us10yr_zscore_20,macro_breadth,<=,q25,-1.0535238981246948,us10yr_zscore_20 <= q25,0.2500171103962768,1.892064665840678,0.7449042311605664,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0194,historical_vol_5_over_20,volatility_shape,<=,q25,0.6276930868625641,historical_vol_5_over_20 <= q25,0.2500171103962768,1.8850142622527994,0.7378538275726878,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0195,atr_50,volatility_shape,<=,q25,14.761687994003296,atr_50 <= q25,0.2500171103962768,1.8639582579880736,0.716797823307962,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0196,usdx_zscore_20,macro_breadth,>=,q75,1.0977996289730072,usdx_zscore_20 >= q75,0.2500171103962768,1.858143144692434,0.7109827100123224,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0197,bb_position_20,volatility_shape,>=,q75,0.7814855724573135,bb_position_20 >= q75,0.2500171103962768,1.8555132031593475,0.7083527684792359,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0198,vix_change_1,volatility_shape,>=,q75,0.002753303851932287,vix_change_1 >= q75,0.250461980699473,1.8540282807887543,0.708474322203518,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0199,vix_change_1,volatility_shape,<=,q25,-0.0028212765464559197,vix_change_1 <= q25,0.2500171103962768,1.8503579788273414,0.7031975441472297,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0200,atr_14,volatility_shape,<=,q25,18.393943786621094,atr_14 <= q25,0.2500171103962768,1.847897297044362,0.7007368623642503,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0201,atr_14_over_atr_50,volatility_shape,<=,q25,1.0898461043834686,atr_14_over_atr_50 <= q25,0.2500171103962768,1.8178235358561834,0.6706631011760719,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0202,vix_zscore_20,volatility_shape,<=,q25,-1.20758855342865,vix_zscore_20 <= q25,0.25005133118883033,1.7999514565398278,0.6529145969439375,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0203,historical_vol_20,volatility_shape,<=,q25,0.1894081011414528,historical_vol_20 <= q25,0.2500171103962768,1.790403106260338,0.6432426715802263,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0204,hl_zscore_50,volatility_shape,<=,q25,-0.5838246643543243,hl_zscore_50 <= q25,0.2500171103962768,1.7533729222130148,0.606212487532903,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0205,hl_range,volatility_shape,<=,q25,0.001027244288707152,hl_range <= q25,0.2500171103962768,1.7463582632488321,0.5991978285687205,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0206,bollinger_width_20,volatility_shape,<=,q25,0.004183409037068486,bollinger_width_20 <= q25,0.2500171103962768,1.732438092405374,0.5852776577252623,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0207,adx_14,trend_state,>=,q60,28.1501106262207,adx_14 >= q60,0.40000684415851073,1.7031780766683722,0.7531780766683722,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0208,mega8_dispersion_5,macro_breadth,<=,q25,0.0016880276962183416,mega8_dispersion_5 <= q25,0.2500171103962768,1.6834671741658978,0.5363067394857861,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0209,ema50_ema200_diff,trend_state,<=,q40,-10.769818305969237,ema50_ema200_diff <= q40,0.40000684415851073,1.6524411575511517,0.7024411575511518,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0210,sma50_sma200_ratio,trend_state,<=,q40,0.9990629196166992,sma50_sma200_ratio <= q40,0.40000684415851073,1.6349396540848387,0.6849396540848387,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0211,close_ema20_ratio,trend_state,<=,q40,0.9994850873947143,close_ema20_ratio <= q40,0.40000684415851073,1.6333485640356913,0.6833485640356912,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0212,mega8_dispersion_5,macro_breadth,>=,q60,0.0029150613117963076,mega8_dispersion_5 >= q60,0.40000684415851073,1.6324243724200802,0.8824243724200802,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0213,ema9_ema20_diff,trend_state,<=,q40,-4.006607341766356,ema9_ema20_diff <= q40,0.40000684415851073,1.6312363483677508,0.6812363483677508,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0214,close_ema50_ratio,trend_state,<=,q40,0.9990346670150757,close_ema50_ratio <= q40,0.40000684415851073,1.6260432795275226,0.6760432795275225,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0215,ema20_ema50_diff,trend_state,<=,q40,-7.331294250488273,ema20_ema50_diff <= q40,0.40000684415851073,1.612122545771169,0.662122545771169,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0216,vortex_indicator,trend_state,>=,q60,0.08993368446826931,vortex_indicator >= q60,0.40000684415851073,1.5841796601345477,0.6341796601345477,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0217,di_spread_14,trend_state,<=,q40,-5.4581446647644,di_spread_14 <= q40,0.40000684415851073,1.5779824859535507,0.6279824859535507,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0218,di_spread_14,trend_state,>=,q60,1.67020428180694,di_spread_14 >= q60,0.40000684415851073,1.576841394090684,0.626841394090684,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0219,sma50_sma200_ratio,trend_state,>=,q60,1.000757360458374,sma50_sma200_ratio >= q60,0.40000684415851073,1.5722567990532088,0.622256799053209,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0220,vortex_indicator,trend_state,<=,q40,-0.09137119203805923,vortex_indicator <= q40,0.40000684415851073,1.568074455245249,0.6180744552452491,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0221,ema20_ema50_diff,trend_state,>=,q60,5.509835624694819,ema20_ema50_diff >= q60,0.40000684415851073,1.564020831920399,0.6140208319203991,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0222,ema20_ema50_spread_zscore_50,trend_state,<=,q40,-0.5726425170898436,ema20_ema50_spread_zscore_50 <= q40,0.40000684415851073,1.5611562733508317,0.6111562733508318,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0223,close_ema50_ratio,trend_state,>=,q60,1.0007556676864624,close_ema50_ratio >= q60,0.4000410649510643,1.5593871206010426,0.6093871206010427,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0224,mega8_pos_breadth_1,macro_breadth,>=,q75,0.75,mega8_pos_breadth_1 >= q75,0.3446718225994114,1.5553517517243476,0.75,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0225,hl_range,volatility_shape,>=,q60,0.0016490646870806812,hl_range >= q60,0.40000684415851073,1.5551610225089214,0.8051610225089215,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0226,ema9_ema20_diff,trend_state,>=,q60,3.6149804592132564,ema9_ema20_diff >= q60,0.40000684415851073,1.5498131196902039,0.599813119690204,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0227,ema50_ema200_diff,trend_state,>=,q60,11.131737709045403,ema50_ema200_diff >= q60,0.40000684415851073,1.5497318196688816,0.5997318196688817,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0228,close_ema20_ratio,trend_state,>=,q60,1.0005335569381715,close_ema20_ratio >= q60,0.40000684415851073,1.5410197040794325,0.5910197040794324,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0229,bollinger_width_20,volatility_shape,>=,q60,0.007277842611074448,bollinger_width_20 >= q60,0.40000684415851073,1.5375801470769666,0.7875801470769666,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0230,hl_zscore_50,volatility_shape,>=,q60,0.26967449784278863,hl_zscore_50 >= q60,0.40000684415851073,1.5254415435735487,0.7754415435735486,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0231,mega8_pos_breadth_1,macro_breadth,<=,q25,0.25,mega8_pos_breadth_1 <= q25,0.35309013756758606,1.5249522810059393,0.75,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0232,ema20_ema50_spread_zscore_50,trend_state,>=,q60,0.5557870149612426,ema20_ema50_spread_zscore_50 >= q60,0.40000684415851073,1.522045052203461,0.5720450522034609,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0233,historical_vol_20,volatility_shape,>=,q60,0.28354570269584656,historical_vol_20 >= q60,0.40000684415851073,1.5055874934359603,0.7555874934359602,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0234,mega8_pos_breadth_1,macro_breadth,<=,q40,0.375,mega8_pos_breadth_1 <= q40,0.4544863459037711,1.5,0.75,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0235,mega8_pos_breadth_1,macro_breadth,>=,q60,0.625,mega8_pos_breadth_1 >= q60,0.44531517349941824,1.5,0.75,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0236,atr_14,volatility_shape,>=,q60,24.454608535766603,atr_14 >= q60,0.40000684415851073,1.474541454537758,0.7245414545377579,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0237,atr_50,volatility_shape,>=,q60,19.415667724609374,atr_50 >= q60,0.40000684415851073,1.4549430975476039,0.704943097547604,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0238,adx_14,trend_state,<=,q40,22.66144599914551,adx_14 <= q40,0.40000684415851073,1.4469313383853528,0.4969313383853528,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0239,historical_vol_5_over_20,volatility_shape,>=,q60,0.935261058807373,historical_vol_5_over_20 >= q60,0.40000684415851073,1.4410047299262687,0.6910047299262688,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0240,trix_15,price_momentum,<=,q40,-3.991056437371298e-05,trix_15 <= q40,0.40000684415851073,1.4388497910834248,0.6888497910834249,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0241,log_return_3,price_momentum,<=,q40,-0.00038598507526330593,log_return_3 <= q40,0.40000684415851073,1.4210695535114914,0.6710695535114913,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0242,usdx_change_1,macro_breadth,>=,q60,4.892750730505213e-05,usdx_change_1 >= q60,0.40000684415851073,1.4168677789722928,0.6668677789722928,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0243,mega8_equal_return_1,macro_breadth,<=,q40,-0.0002825268369633704,mega8_equal_return_1 <= q40,0.40000684415851073,1.4157619913493216,0.6657619913493215,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0244,roc_12,price_momentum,<=,q40,-0.0008498373092152177,roc_12 <= q40,0.40000684415851073,1.4152133097700927,0.6652133097700927,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0245,usdx_change_1,macro_breadth,<=,q40,-4.871869896305725e-05,usdx_change_1 <= q40,0.40014372732872494,1.4139463426152838,0.6639463426152837,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0246,stochrsi_kd_diff,oscillator,>=,q60,1.966480755805968,stochrsi_kd_diff >= q60,0.40000684415851073,1.4126362905758203,0.6626362905758202,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0247,us100_minus_mega8_equal_return_1,macro_breadth,>=,q60,0.0001113231730414554,us100_minus_mega8_equal_return_1 >= q60,0.40000684415851073,1.4097043036794936,0.6597043036794935,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0248,vix_zscore_20,volatility_shape,>=,q60,0.2847473919391632,vix_zscore_20 >= q60,0.4001779481212785,1.4082506867526288,0.6582506867526288,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0249,close_open_ratio,price_shape,<=,q40,0.9997904300689697,close_open_ratio <= q40,0.4000410649510643,1.4065116251608867,0.6565116251608866,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0250,stoch_kd_diff,oscillator,<=,q40,-1.5543513536453244,stoch_kd_diff <= q40,0.40000684415851073,1.4060586703882256,0.6560586703882257,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0251,log_return_1,price_momentum,<=,q40,-0.00020677732536569218,log_return_1 <= q40,0.40000684415851073,1.4060281550720786,0.6560281550720786,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0252,close_prev_close_ratio,price_momentum,<=,q40,0.9997932434082031,close_prev_close_ratio <= q40,0.40000684415851073,1.4057996692652965,0.6557996692652964,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0253,stochrsi_kd_diff,oscillator,<=,q40,-1.968471407890318,stochrsi_kd_diff <= q40,0.40000684415851073,1.4052408531587766,0.6552408531587766,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0254,stoch_kd_diff,oscillator,>=,q60,1.6256704092025756,stoch_kd_diff >= q60,0.40000684415851073,1.4022924391901066,0.6522924391901066,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0255,rsi_50,oscillator,>=,q60,51.6975341796875,rsi_50 >= q60,0.40000684415851073,1.3977547735476978,0.6477547735476978,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
