source_id,source_kind,condition_ids,features,feature_families,rule_definition,source_shape_proxy_score,train_coverage,split_counts,split_hashes
f43p_0054,pair_and,f43cond_0001|f43cond_0013,bb_squeeze|ema50_ema200_diff,volatility_shape|trend_state,bb_squeeze >= ge0p5 & ema50_ema200_diff <= q15,3.451809913375801,0.014988707138457326,"{""oos"": 244, ""train"": 438, ""validation"": 142}","{""oos"": ""896d81a03cbeb58631f77f9bb51b6872275329a9c76a7277f2f06b015862f9e5"", ""train"": ""e68556e5478cf283d233be766224a65d355b2d06161e55ea45d16126d8320555"", ""validation"": ""0f31651724297a5a81e04aab53d4d30679ecaa7d7fe5758794921d34f6e9a0d9""}"
f43p_0055,pair_and,f43cond_0001|f43cond_0015,bb_squeeze|gap_percent,volatility_shape|price_momentum,bb_squeeze >= ge0p5 & gap_percent <= q15,3.4481076966835587,0.015330915063992883,"{""oos"": 81, ""train"": 448, ""validation"": 83}","{""oos"": ""ba5004ecd6c4db995430852390d1270033a77d8b1cbdf3db11603692cd8183f3"", ""train"": ""922523773e68112839eef2c0dc1bf88b35358f2f165e1ed085f3854318fe8611"", ""validation"": ""515853eadcdcb2ab3292789be8c65fbde76eef7db897bf6e664b21a2c0c7ae44""}"
f43p_0056,pair_and,f43cond_0002|f43cond_0010,mega8_dispersion_5|close_ema20_ratio,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & close_ema20_ratio <= q15,3.264396441089673,0.03480254602696598,"{""oos"": 264, ""train"": 1017, ""validation"": 386}","{""oos"": ""d33e35a88e7387d22bda2a6c8a695b2b66ef9202a95610862d8ef8fdf84c0431"", ""train"": ""08252a9044cf0ada21522b676835a6f49a8b75c2c8e043b547fada9fa04e8b65"", ""validation"": ""127ea990c6fedf17f2d3f0ef54dacd8008a30750939bb32b9c4f7b62a5456212""}"
f43p_0057,pair_and,f43cond_0002|f43cond_0005,mega8_dispersion_5|adx_14,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & adx_14 >= q85,3.3218453372134835,0.028026829101361988,"{""oos"": 184, ""train"": 819, ""validation"": 274}","{""oos"": ""ed04907dfef0689bd4cc67d3d76db2ae5721193ec441454c7999551488695619"", ""train"": ""13d1f060a8c656d90c546bb7baeb3cd005ef426792d63cd97c1179d5095ff7db"", ""validation"": ""d343da4b62bd17f4a96c4beef1151f446c05f37fcdd28756e3bc7acb47ce29c0""}"
f43p_0058,pair_and,f43cond_0001|f43cond_0020,bb_squeeze|sma50_sma200_ratio,volatility_shape|trend_state,bb_squeeze >= ge0p5 & sma50_sma200_ratio >= q85,3.4296541707602444,0.01563890219697488,"{""oos"": 244, ""train"": 457, ""validation"": 195}","{""oos"": ""d5760190804d3c2819c6519ff35f9d964acbf639a4d400d794695c7201a99d8f"", ""train"": ""60ab9d51841e0756bbaf9f6f26d0cace78f8dccbd72b9c0793adada83d07b5b2"", ""validation"": ""ddc0a88cc0171fbde431958758771d0a5f15b0529c6e4e4b9d9ebfe065c75134""}"
f43p_0059,pair_and,f43cond_0002|f43cond_0009,mega8_dispersion_5|historical_vol_20,macro_breadth|volatility_shape,mega8_dispersion_5 >= q85 & historical_vol_20 >= q85,3.2817884308495047,0.031106700431181987,"{""oos"": 174, ""train"": 909, ""validation"": 439}","{""oos"": ""72d7b465f2d2a66fe5414a982e005c29fb518e0859b3bcedbe2fe36973c26c2d"", ""train"": ""6233528c5d415ad59e6dd9522680b65a7fb64150205e7be62bd74b2bbc82a3a5"", ""validation"": ""ae7a072fda15293724acb0112b4abdd71001d53c3bfd755ee4c002e79033b199""}"
f43p_0060,pair_and,f43cond_0001|f43cond_0021,bb_squeeze|mega8_dispersion_5,volatility_shape|macro_breadth,bb_squeeze >= ge0p5 & mega8_dispersion_5 >= q75,3.4063728279468104,0.017384162617206215,"{""oos"": 187, ""train"": 508, ""validation"": 210}","{""oos"": ""6783b90d67f59c488327cfa9037a4d066361509ddd9c4ee672e1ddc4dd4f4f30"", ""train"": ""3b926e0a77393176546df6e89a51a96d77705f40a104f756dcbafaf281301ce2"", ""validation"": ""aadeadb3c1559f1a09806d71a1adc006ce5ec4b7224d42e532ae5fa63e8c9645""}"
f43p_0061,pair_and,f43cond_0001|f43cond_0018,bb_squeeze|usdx_change_1,volatility_shape|macro_breadth,bb_squeeze >= ge0p5 & usdx_change_1 >= q85,3.4416808136743295,0.013482992266100884,"{""oos"": 106, ""train"": 394, ""validation"": 159}","{""oos"": ""58b8088c4dce49512a9ba66e5e4e1b2520e14c765db538de2ac2e91e7ec8b8b4"", ""train"": ""22bb21ad255162d77d95a82d9f7cf7756b8e44fa39f9f42243a1fc72351a32b3"", ""validation"": ""17ffb446e68b2a4b87444c5a11144665e2ae493498c6f8eded3471d8d332cf16""}"
f43p_0062,pair_and,f43cond_0003|f43cond_0021,hl_range|mega8_dispersion_5,volatility_shape|macro_breadth,hl_range >= q85 & mega8_dispersion_5 >= q75,2.831997296006188,0.07785230305933885,"{""oos"": 664, ""train"": 2275, ""validation"": 981}","{""oos"": ""da4e256b7b049ca8cd6574465e38ffd713ac44588dd973dd11bce91c8041ad88"", ""train"": ""e0cb10f603630e9aa0f4333a49a00d17931576aaa74638aa7f6e797933efc660"", ""validation"": ""8a7826633a78705ed02bd71204d56e58c8eec657ec22d4e89d54ce7e7ffeeb3a""}"
f43p_0063,pair_and,f43cond_0002|f43cond_0008,mega8_dispersion_5|gap_percent,macro_breadth|price_momentum,mega8_dispersion_5 >= q85 & gap_percent >= q85,3.2848428767429407,0.028711244952433098,"{""oos"": 182, ""train"": 839, ""validation"": 250}","{""oos"": ""1ec5de74535c4f5d0c75d30d0f4a9d1d5865359d5f1239e7464d595fe1b8f539"", ""train"": ""49fe5ff21bfee915aa0146c87c484f4c123ef127d2c32f14ed92bc49b6f33178"", ""validation"": ""db5c55690ef62e532f041ede9bd2c20f44bbf1322f6feec0fb342c334711b6f4""}"
f43p_0064,pair_and,f43cond_0001|f43cond_0019,bb_squeeze|usdx_change_1,volatility_shape|macro_breadth,bb_squeeze >= ge0p5 & usdx_change_1 <= q15,3.4362488983952275,0.012387926904387106,"{""oos"": 111, ""train"": 362, ""validation"": 142}","{""oos"": ""7c549b67187291a6fa2fed06e0b875b7a76c9138f18b01b8cbb42de6825e4bbd"", ""train"": ""47b5ab524be02428c1d5f970969e7defc5ffee49334acc944ce0c8554c33ab1a"", ""validation"": ""9484dfed4ace817e86fa3b3cae7d4b22b2ed075ce72a606d62ee85f32cb98f9a""}"
f43p_0065,pair_and,f43cond_0004|f43cond_0011,bollinger_width_20|ema9_ema20_diff,volatility_shape|trend_state,bollinger_width_20 >= q85 & ema9_ema20_diff <= q15,2.8664433850732056,0.06960509205393196,"{""oos"": 582, ""train"": 2034, ""validation"": 917}","{""oos"": ""847caf2bce3fc38dcc58e79eb2895f2cff856e318e19f6f8d925310289b8327f"", ""train"": ""d90d023718953417a4c01806936efe7e02d8aad44cd530de3db139564b41457b"", ""validation"": ""c49b15bc63533725d9a83c60b4bb804f8cf79af321406fa2c6260233b8fa4ddb""}"
f43p_0066,pair_and,f43cond_0002|f43cond_0012,mega8_dispersion_5|atr_14,macro_breadth|volatility_shape,mega8_dispersion_5 >= q85 & atr_14 >= q85,3.248697519722857,0.028745465744986654,"{""oos"": 712, ""train"": 840, ""validation"": 850}","{""oos"": ""a66f85a00284da4ee0b6a44c8c592120c9f028b464e1ba7f476f187f8a5ce6d1"", ""train"": ""8dd30215d224d4fc7ee6a0d1777a5317a0e6eb9c394873653dc2d92ced0dfb46"", ""validation"": ""5989284c7cd079b8a79a16c334b64fa77cdc72f992dacba59457861278f76f63""}"
f43p_0067,pair_and,f43cond_0002|f43cond_0015,mega8_dispersion_5|gap_percent,macro_breadth|price_momentum,mega8_dispersion_5 >= q85 & gap_percent <= q15,3.2411531115720535,0.028334816234343987,"{""oos"": 196, ""train"": 828, ""validation"": 252}","{""oos"": ""516147a49743b3fcdb1ed5148539d39c5b811165cd9b6833865ff33e31280165"", ""train"": ""57f10327521551b7d7537797b15cad109731a422cc8f057ae268961396dc3610"", ""validation"": ""519fc1edd83d9b3f573d1edb2e37df55e40bbe33136458216abc4ca9b9afdad6""}"
f43p_0068,pair_and,f43cond_0002|f43cond_0011,mega8_dispersion_5|ema9_ema20_diff,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & ema9_ema20_diff <= q15,3.252817727342754,0.026965984532201767,"{""oos"": 295, ""train"": 788, ""validation"": 414}","{""oos"": ""b1d2c162b90cc2683dbbf3c5704cdb771e15bc5ea39183c62ceb24f32e89a072"", ""train"": ""ab0e975bbee14b05753444afd8b140a3c66f6fe7079182d62fb973b94bc25f17"", ""validation"": ""eea17817fe1dff8b4b22aaf2ffdee67b5415b2389db675a7f4da0ddc6efde3aa""}"
f43p_0069,pair_and,f43cond_0002|f43cond_0017,mega8_dispersion_5|close_ema50_ratio,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & close_ema50_ratio <= q15,3.236617932640298,0.027513517213058655,"{""oos"": 212, ""train"": 804, ""validation"": 327}","{""oos"": ""0cfc12993641fd415fb1699eae7862499540314d925de1d767efcf39b433b3a9"", ""train"": ""1f63d4c4d324069b077e9df54af54fe7f2ae40d6febea515d120f7dbaba2737e"", ""validation"": ""74a9214ac52dc5df090257183ae1d25bc5915138a7ab63df30275969df34799c""}"
f43p_0070,pair_and,f43cond_0004|f43cond_0010,bollinger_width_20|close_ema20_ratio,volatility_shape|trend_state,bollinger_width_20 >= q85 & close_ema20_ratio <= q15,2.8780220988201246,0.06245294641023886,"{""oos"": 440, ""train"": 1825, ""validation"": 705}","{""oos"": ""e61b71c3c434bd9fd6d5935db8c452790511388b21c9d0c40c3f19541dbe6ba4"", ""train"": ""6bfbdf8e7f1556150e906c2b94a4e1819db90caa66e3bd85977f5654f48a7300"", ""validation"": ""092476987de4b988acf40367a2dab61146b442c2a9fce5b4f13ab5a71b285f71""}"
f43p_0071,pair_and,f43cond_0004|f43cond_0005,bollinger_width_20|adx_14,volatility_shape|trend_state,bollinger_width_20 >= q85 & adx_14 >= q85,2.9354709949439357,0.055198138388885085,"{""oos"": 409, ""train"": 1613, ""validation"": 453}","{""oos"": ""74972ab3e92fa6baba7ab7dec4fa1a82b70c41c7a755dc14a3fd7f38921e1bac"", ""train"": ""ee83f741fc6e3ece48f567a3b0a478f0f8471b684d07025ce714d7c2b49bf2a9"", ""validation"": ""206514ef7b66bb0da54a0c623d96accfd82d94bdf1c652ba2898241ae2cc669a""}"
f43p_0072,pair_and,f43cond_0004|f43cond_0017,bollinger_width_20|close_ema50_ratio,volatility_shape|trend_state,bollinger_width_20 >= q85 & close_ema50_ratio <= q15,2.8502435903707504,0.06330846622407775,"{""oos"": 464, ""train"": 1850, ""validation"": 748}","{""oos"": ""99ce3900b80904a4e4c4990deb4950ef707a80b312b405eb3058d2254b796910"", ""train"": ""df55c80353c5be78e8da34bac785d5a7276bffdc86f56112ba7d1ff2f84cbaa5"", ""validation"": ""22ba5598d434f54b77c40be5534ed75ec69b599c2984461735a794aecec1f378""}"
f43p_0073,pair_and,f43cond_0002|f43cond_0006,mega8_dispersion_5|sma50_sma200_ratio,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & sma50_sma200_ratio <= q15,3.3058261588778617,0.01303812196290466,"{""oos"": 93, ""train"": 381, ""validation"": 170}","{""oos"": ""bee953a6e60b92152705ea3ab49e0a49f2c2fc719cf9953e4a413cbfac37de3c"", ""train"": ""d00e92cc8a6fed401f31e2c6ddebb7aca4fadd98fa6491d841449ac3f04ca1c8"", ""validation"": ""260291ae3988ab3aa359e0b8b4ae39cbf685793eb6c19f434ef92aa6a94c778e""}"
f43p_0074,pair_and,f43cond_0002|f43cond_0014,mega8_dispersion_5|ema20_ema50_diff,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & ema20_ema50_diff <= q15,3.241301220344973,0.017247279446991993,"{""oos"": 242, ""train"": 504, ""validation"": 316}","{""oos"": ""a0a6efee4306bd1d5a3fe686f3299b057aeb55eb672ec3c87ac30d9c97ceef95"", ""train"": ""472ad5f0ff459e5593f39b05a73a6097cbc84ece40b5cd0164332154ca02ec97"", ""validation"": ""361cac83b37cb783bbc9b8f7fdea4a3468b38e32b834e560c0082ba379d1fc0b""}"
f43p_0075,pair_and,f43cond_0002|f43cond_0016,mega8_dispersion_5|atr_50,macro_breadth|volatility_shape,mega8_dispersion_5 >= q85 & atr_50 >= q85,3.240440512780428,0.017076175484224215,"{""oos"": 578, ""train"": 499, ""validation"": 665}","{""oos"": ""24e75f6cca0f90d773573325b40190b136b93cd6d46dca0ce5fd2efa632f7400"", ""train"": ""2f20bbd8f7307612bf7da60dcef1537dbc620c3dcd43013fa94994fcbbd9bdb0"", ""validation"": ""499099a70abf08f4cb581f4e333ad635e8de5fd4ceecb7e6ab0d672eb0a1f5a4""}"
f43p_0076,pair_and,f43cond_0002|f43cond_0013,mega8_dispersion_5|ema50_ema200_diff,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & ema50_ema200_diff <= q15,3.244855328264296,0.013996304154404216,"{""oos"": 234, ""train"": 409, ""validation"": 283}","{""oos"": ""515e0a79f7c3008baba5dc71b4109264585dba198dbcfa3e9a544fcafad1bda2"", ""train"": ""4bb99748b26554b5c2db1ce5a6929175bbb271a1f3a74f0e8e5fcf73774e0bdb"", ""validation"": ""9fba71dc65c3346a0984a1cda613f431abbc7c26c642cc4c718bf0f917d91f64""}"
f43p_0077,pair_and,f43cond_0002|f43cond_0020,mega8_dispersion_5|sma50_sma200_ratio,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & sma50_sma200_ratio >= q85,3.2226995856487397,0.01594688932995688,"{""oos"": 92, ""train"": 466, ""validation"": 176}","{""oos"": ""b642513a973aae77031851637ad80989e2c46777cf4246ab87f7ebd9346db57f"", ""train"": ""87e56c7aaf35e0388e125610ef4d6b4b39d1851d3506a6be9f8e5315afdda817"", ""validation"": ""b37b122c9bc53f0f292eae2607d34b0254a688cfe1fe1e62a9caae166b6dfa5f""}"
f43p_0078,pair_and,f43cond_0002|f43cond_0022,mega8_dispersion_5|ema20_ema50_diff,macro_breadth|trend_state,mega8_dispersion_5 >= q85 & ema20_ema50_diff >= q85,3.1987454506433046,0.018137020053384436,"{""oos"": 219, ""train"": 530, ""validation"": 317}","{""oos"": ""6d1c6a9fb317e1f128a91305ec97bec98949ea3fc0ec3d6923dc823939ef551f"", ""train"": ""3ec162c599ebda8875d5d7006cf348bc752e956e07004a43548fa4fdc42662cd"", ""validation"": ""b30efc238f0e8c450b237db1377798fc96fad7362bf49f7cb3566aeabbd24330""}"
f43p_0079,pair_and,f43cond_0003|f43cond_0010,hl_range|close_ema20_ratio,volatility_shape|trend_state,hl_range >= q85 & close_ema20_ratio <= q15,2.896975494260555,0.04773800561220998,"{""oos"": 383, ""train"": 1395, ""validation"": 662}","{""oos"": ""0a1f729be78686fe37da18fb027008e812e579bf865edf5d5c7f69dd5f592477"", ""train"": ""8cbcda0084571b46e4f4b35b74f6e7c0faa999a6819dc409f7835a966aec11d7"", ""validation"": ""68b0e80231fe5f2504704735c90cf970e78fb4cb285e5b719bb1b1cd344075c4""}"
f43p_0080,pair_and,f43cond_0004|f43cond_0021,bollinger_width_20|mega8_dispersion_5,volatility_shape|macro_breadth,bollinger_width_20 >= q85 & mega8_dispersion_5 >= q75,2.8130439005657575,0.056566970091027305,"{""oos"": 403, ""train"": 1653, ""validation"": 717}","{""oos"": ""e2fa19b870b3adc9f5ead68bac72d8562ee4b194a350d3b932f05f0484816fbf"", ""train"": ""c4ae893412fec42b900b539f926fbd1ad87dbe85eb3e9e16bb89c33d29b91292"", ""validation"": ""40a0a3b3a2198c93510820407dc4a6993e166cbd64a0a8a92c74b7b17bc6ba79""}"
f43p_0081,pair_and,f43cond_0007|f43cond_0021,hl_zscore_50|mega8_dispersion_5,volatility_shape|macro_breadth,hl_zscore_50 >= q85 & mega8_dispersion_5 >= q75,2.7563978463662115,0.0988980904797755,"{""oos"": 812, ""train"": 2890, ""validation"": 1138}","{""oos"": ""5866542a91f63a85b0f5a27ef6f7b41ccc124b87f73c690b153976746ab8cebc"", ""train"": ""855964797693c099cd94c494ffa766468dafa168d5a18169fc67e82e615560a1"", ""validation"": ""8b54599cb226029e1e2222405059cebca6a989b7fb67bc33afec3bf7ca653300""}"
f43p_0082,pair_and,f43cond_0004|f43cond_0014,bollinger_width_20|ema20_ema50_diff,volatility_shape|trend_state,bollinger_width_20 >= q85 & ema20_ema50_diff <= q15,2.8549268780754247,0.049585928410101975,"{""oos"": 501, ""train"": 1449, ""validation"": 831}","{""oos"": ""e55c8fb30e37c53e26e36dc4e8c25d10f5e6938cbd710cd905a79f35f7a0c85d"", ""train"": ""9cadd5506f0ac140a3907bad5e4fcae173a31d06dd22f049ced75cbfb4577d72"", ""validation"": ""84231302514e17c570546d15a74fcef94ee201ae6578fd9e8fdf344dfb6c96c7""}"
f43p_0083,pair_and,f43cond_0009|f43cond_0021,historical_vol_20|mega8_dispersion_5,volatility_shape|macro_breadth,historical_vol_20 >= q85 & mega8_dispersion_5 >= q75,2.750417024905394,0.055916775032509754,"{""oos"": 357, ""train"": 1634, ""validation"": 753}","{""oos"": ""267e1fd49a1d8ef96bb2e3c60887e6608583aa429d0ece19f08ebcbe2a73b583"", ""train"": ""7605f790abb86405eae086d107bd9214a532b7de6d48a16d54e590071da8a377"", ""validation"": ""e4c9a8e6616a55468bee7aa7e1c43c1624bee1de714ddf9f0ee586bad9654f59""}"
f43p_0084,pair_and,f43cond_0010|f43cond_0021,close_ema20_ratio|mega8_dispersion_5,trend_state|macro_breadth,close_ema20_ratio <= q15 & mega8_dispersion_5 >= q75,2.733025035145562,0.05690917801656287,"{""oos"": 438, ""train"": 1663, ""validation"": 582}","{""oos"": ""a28d41842ddf84da6dba9cec3eaed6b15198a996e1e414bb15b9c8985bf12adc"", ""train"": ""d6949083886d3de8f40a3faeeaba7d1c44b993d1f0a42e7c1b7d54d3c2aec572"", ""validation"": ""8e66127699d32d0036f7a3925d0a9df8380484085a880bef01be0d11555b4865""}"
f43p_0085,pair_and,f43cond_0003|f43cond_0018,hl_range|usdx_change_1,volatility_shape|macro_breadth,hl_range >= q85 & usdx_change_1 >= q85,2.8673052817337066,0.04226267880364109,"{""oos"": 207, ""train"": 1235, ""validation"": 461}","{""oos"": ""810ec1fee6f2a728654c45f7c1f3787f7b9ea7e614dff7d60bd7d98d30136817"", ""train"": ""cb44b604ae34024015be7d459118bbfbb86b4521864989e2655d12818d08dbe3"", ""validation"": ""76bcef63ad77b54a93635a0958ea3b379fda30eb626d28978854b0f4da004087""}"
f43p_0086,pair_and,f43cond_0003|f43cond_0017,hl_range|close_ema50_ratio,volatility_shape|trend_state,hl_range >= q85 & close_ema50_ratio <= q15,2.8691969858111808,0.04027787283553487,"{""oos"": 354, ""train"": 1177, ""validation"": 631}","{""oos"": ""be69a5d0d83a651275a7c50c46136ca2b59a89b4a3c426a8307630ed104c5cd9"", ""train"": ""b70c049a69b043583f5e1362ea67ebb951b4d42d32d72094e544306a26a58506"", ""validation"": ""36de55a8eb6ab15e385b704aa3b95d334cc0c50ce5d1ebe5c3ec1043b08bb6b5""}"
f43p_0087,pair_and,f43cond_0003|f43cond_0019,hl_range|usdx_change_1,volatility_shape|macro_breadth,hl_range >= q85 & usdx_change_1 <= q15,2.861873366454605,0.04007254808021354,"{""oos"": 227, ""train"": 1171, ""validation"": 431}","{""oos"": ""1af72d31da2f7b2d9dbea69ef92e606ed4cce44a50dd53b248ed9a27a7f5d6cc"", ""train"": ""5d1e555ed3fc585c5f2f321d3c839ddf514007495bdae94b4f7f1658c67683ce"", ""validation"": ""2503a1aa3922000f0bdd4e3dcaa9f976f6ea31c26053f249ef817cff22558bf3""}"
f43p_0088,pair_and,f43cond_0011|f43cond_0012,ema9_ema20_diff|atr_14,trend_state|volatility_shape,ema9_ema20_diff <= q15 & atr_14 >= q85,2.770725598286195,0.04931216206967353,"{""oos"": 1522, ""train"": 1441, ""validation"": 1598}","{""oos"": ""48728021572b60289c40965aa28fcac86a92786bed06f64d9206189d59dd1a9e"", ""train"": ""e512bed4ecf37d579479c1f3f15e11a999c85dfdaa244857aefbef30e76d0998"", ""validation"": ""6589902a545c1fb04a04c01133f77a77bbe61ef58c2ce3cf9acdf1e8d027f11c""}"
f43p_0089,pair_and,f43cond_0003|f43cond_0008,hl_range|gap_percent,volatility_shape|price_momentum,hl_range >= q85 & gap_percent >= q85,2.9174219299138233,0.03322838956950243,"{""oos"": 180, ""train"": 971, ""validation"": 326}","{""oos"": ""2ec1a905fddb782f0fc7a52ef1e8d2eee4043e43414bf5c2ba2e1cc8ff04e61d"", ""train"": ""6d2190605709d1d424b0104c66e7b18e5a4711439e4bf81347c5084ac093e187"", ""validation"": ""14a2c7347d519ecd344fb59c36585e5fe92008d5f977df27becbbf30447341fd""}"
f43p_0090,pair_and,f43cond_0003|f43cond_0011,hl_range|ema9_ema20_diff,volatility_shape|trend_state,hl_range >= q85 & ema9_ema20_diff <= q15,2.885396780513636,0.03606871535144754,"{""oos"": 432, ""train"": 1054, ""validation"": 726}","{""oos"": ""d50214a35b15bccd2398b2325b0382dc0f628e272b5c7561cfb9dae8c070e117"", ""train"": ""aa0c06d2f46f23c392cfe59acdd68e88571de7ff00d6c885a400c6a9da572bf3"", ""validation"": ""92ebf7dac92f88f22d17786079994ebee5b0d7b6b65712e0279dfe7e11af13aa""}"
f43p_0091,pair_and,f43cond_0005|f43cond_0021,adx_14|mega8_dispersion_5,trend_state|macro_breadth,adx_14 >= q85 & mega8_dispersion_5 >= q75,2.790473931269373,0.04575319964410376,"{""oos"": 366, ""train"": 1337, ""validation"": 466}","{""oos"": ""2fbc6f12dcfa03ba5a8073fe5cbbccaaf0a6c6158b73e96c5bac3dc99f0062b1"", ""train"": ""fef1ab8d6ceb6dfb799e47d7060c04240bae64f7cf7ac34ad99d86d0b4a1336b"", ""validation"": ""08b7b1149f33497cb1bd697f3286a14f0a67c61eafa0911df8720b1f9eb668d0""}"
f43p_0092,pair_and,f43cond_0009|f43cond_0010,historical_vol_20|close_ema20_ratio,volatility_shape|trend_state,historical_vol_20 >= q85 & close_ema20_ratio <= q15,2.8153952231597614,0.04243378276640887,"{""oos"": 266, ""train"": 1240, ""validation"": 622}","{""oos"": ""dbbed341dcea3738d974a245f035337046dcec29a97b6fecc275e391ac12c8ee"", ""train"": ""7dd24584393cc700d90415c93a504b164b2961406f41ef05881d6424115b07ba"", ""validation"": ""69fdc61c8470ff09c54b3b5a504bd1c4013bda644900308dcd06d80cf114ebc1""}"
f43p_0093,pair_and,f43cond_0012|f43cond_0021,atr_14|mega8_dispersion_5,volatility_shape|macro_breadth,atr_14 >= q85 & mega8_dispersion_5 >= q75,2.7173261137787463,0.05143385120799398,"{""oos"": 1305, ""train"": 1503, ""validation"": 1483}","{""oos"": ""6cbd15dc71e9eb8016552826753354dd059a0090890a5c5a5d2a9507f72a8b59"", ""train"": ""c58106b7093867f7a9a0af3e7ad6d29e3f430d1dcdb02eeb0009f7ad5b56d3c5"", ""validation"": ""6058cd8751e0d26d622f42106d41de81ddb338532609a3a46fabfc38979ae019""}"
f43p_0094,pair_and,f43cond_0003|f43cond_0015,hl_range|gap_percent,volatility_shape|price_momentum,hl_range >= q85 & gap_percent <= q15,2.873732164742936,0.034426117308876875,"{""oos"": 195, ""train"": 1006, ""validation"": 356}","{""oos"": ""f130571400722fd998ca6165ce46b194a85ea107cf49a0b5f4d5ba28aa6f3434"", ""train"": ""d6930ea9957144224050546da4fc6f55708cd3337fae56e2d2eda34b701e3611"", ""validation"": ""e73c73a1c9cb92cb12b61b91f23c429c6d4b562c3ce6e270d4acccef0d9b1954""}"
f43p_0095,pair_and,f43cond_0010|f43cond_0012,close_ema20_ratio|atr_14,trend_state|volatility_shape,close_ema20_ratio <= q15 & atr_14 >= q85,2.782304312033114,0.04404216001642598,"{""oos"": 907, ""train"": 1287, ""validation"": 1134}","{""oos"": ""cfb46beca714377a1bb144ad2aee6ecadf0ebfe8b685a004e99aa77bf2340ce3"", ""train"": ""c62bcd5c593bd80a66003fb8b4dbc16ba5ab40f091cd9be0cda0adffef9d3e0d"", ""validation"": ""f7fad32459df943b1e319b776ac904ee41f704b7dfeaf0abfa0b3150b594987f""}"
f43p_0096,pair_and,f43cond_0009|f43cond_0011,historical_vol_20|ema9_ema20_diff,volatility_shape|trend_state,historical_vol_20 >= q85 & ema9_ema20_diff <= q15,2.8038165094128424,0.04168092533023065,"{""oos"": 392, ""train"": 1218, ""validation"": 808}","{""oos"": ""9baed6978bb74f798d80bb8c9ca98a5e4b92b30fb8c6bf4471eff39f3baf09dd"", ""train"": ""53ea5ba6ab905c099e3db63ca40ea8856ba09758fb479397476b37b1d205a89b"", ""validation"": ""b55fc738a4cdef361245dd3886a4d7bb6aca22e7adad12eead53376952f5de3d""}"
f43p_0097,pair_and,f43cond_0008|f43cond_0021,gap_percent|mega8_dispersion_5,price_momentum|macro_breadth,gap_percent >= q85 & mega8_dispersion_5 >= q75,2.7534714707988304,0.046061186777085754,"{""oos"": 272, ""train"": 1346, ""validation"": 346}","{""oos"": ""fbe40a7ee316e0573e046e8078c38c473ac6fe0e59e2271071f3377641934aa2"", ""train"": ""bdb9c0726d58ccc439ff3c1f811e9b923ed23b6b3db01069ec672d8bbd7a7e54"", ""validation"": ""860482cd940ac8eee7202b8eb12f67761f2cc879506a8ea3457a78e3b8640a99""}"
f43p_0098,pair_and,f43cond_0009|f43cond_0017,historical_vol_20|close_ema50_ratio,volatility_shape|trend_state,historical_vol_20 >= q85 & close_ema50_ratio <= q15,2.7876167147103867,0.042057354048319756,"{""oos"": 313, ""train"": 1229, ""validation"": 684}","{""oos"": ""34677947d4fdb8c0a8c7b6560b526efef2910799a145eb791e9241721cebd8a2"", ""train"": ""3387d7a4d4a5592b99bc3f82c67327a9ce72f479ce7094de82f01ef7d0532b8e"", ""validation"": ""c182d6fcf9f0eec5f52f17c46f9a92eace7d9f237fdaa605089efab77807ee3b""}"
f43p_0099,pair_and,f43cond_0004|f43cond_0008,bollinger_width_20|gap_percent,volatility_shape|price_momentum,bollinger_width_20 >= q85 & gap_percent >= q85,2.898468534473393,0.03008007665457532,"{""oos"": 146, ""train"": 879, ""validation"": 279}","{""oos"": ""ad15852e48ea7c3d9ab6762b07eb6e2a7064699629ca71477ed688086b082322"", ""train"": ""79bd9e88a48b03cedb871762b38222fafbba6c455891de605b879d4e279dac1a"", ""validation"": ""f7ac7e1fcf6a38fd94595f88152fb89a1afe20ad050d340500ae4269d125c45e""}"
f43p_0100,pair_and,f43cond_0011|f43cond_0021,ema9_ema20_diff|mega8_dispersion_5,trend_state|macro_breadth,ema9_ema20_diff <= q15 & mega8_dispersion_5 >= q75,2.721446321398643,0.04873040859626309,"{""oos"": 542, ""train"": 1424, ""validation"": 697}","{""oos"": ""863b3aaf48404dc2a8ec5dd4d577f363175b78361ccae59745da93fe28db9371"", ""train"": ""b5cc545aa50581e93a10e5d001e4551acc91d6d9d12c213d79615ba7bee54de4"", ""validation"": ""3ef5106cf6853a44567def3ed179e452997f065f81f40a6b3ee0e4ec2d7df316""}"
f43p_0101,pair_and,f43cond_0003|f43cond_0005,hl_range|adx_14,volatility_shape|trend_state,hl_range >= q85 & adx_14 >= q85,2.954424390384366,0.023167476558757102,"{""oos"": 221, ""train"": 677, ""validation"": 245}","{""oos"": ""16c667b8a5b20c420086decda44ac8ea8f7f1ca1a4c9d4073a62582fbe9664ee"", ""train"": ""50e245057bfbd18c0b927e15c6d583ede2ef26ee0809097d97f5f5f996d03775"", ""validation"": ""06d119fa58cbf6e4cc816ed59126dfb3cc117104d78bb8d9c6630b80ea670bfe""}"
