run_id,source_run_id,group_columns,group_value,trade_count,net_profit_after_cost,gross_profit_after_cost,gross_loss_after_cost,profit_factor_after_cost,expectancy_after_cost,win_count_after_cost,loss_count_after_cost,win_rate_after_cost_percent,min_trade_after_cost,max_trade_after_cost,median_hold_m5_calendar,max_hold_m5_calendar,runtime_feature_status,stress_reasons,stress_score,claim_boundary(주장 경계)
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-11,73,250.1,453.52,-203.42,2.229475961,3.426027,45,28,61.643836,-29.36,66.25,8.0,808.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.92,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2026-02,81,140.64,372.28,-231.64,1.607149024,1.736296,43,38,53.08642,-28.76,25.39,8.0,1095.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.87,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=20|side=long,124,254.65,532.54,-277.89,1.916369787,2.053629,74,50,59.677419,-25.65,46.62,8.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.6875,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-01|side=long,68,39.09,226.76,-187.67,1.208291149,0.574853,39,29,57.352941,-29.32,16.32,8.0,1100.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.64,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=19|side=long,130,99.28,426.1,-326.82,1.303775779,0.763692,73,57,56.153846,-24.87,89.79,8.0,25.0,entry_known_candidate(진입 시점 사용 가능 후보),,4.5,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2026-02|side=long,70,61.63,274.32,-212.69,1.289764446,0.880429,35,35,50.0,-28.76,24.37,8.0,1095.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.32,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-04|entry_hour=20,7,1.17,16.16,-14.99,1.078052035,0.167143,4,3,57.142857,-7.74,5.94,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,4.268179,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-11|side=long,59,200.7,355.78,-155.08,2.294170751,3.401695,37,22,62.711864,-29.36,66.25,8.0,808.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),4.22,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-08|entry_hour=18,8,2.01,24.64,-22.63,1.08882015,0.25125,4,4,50.0,-8.95,7.66,10.5,23.0,entry_known_candidate(진입 시점 사용 가능 후보),,3.891295,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-02|entry_hour=20,11,3.09,37.08,-33.99,1.090909091,0.280909,5,6,45.454545,-13.25,9.54,8.0,239.0,entry_known_candidate(진입 시점 사용 가능 후보),,3.818182,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-02|entry_hour=16,11,8.54,78.65,-70.11,1.121808587,0.776364,6,5,54.545455,-26.09,25.39,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),3.554199,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-01|entry_hour=21,8,49.59,85.91,-36.32,2.365363436,6.19875,5,3,62.5,-29.32,42.27,230.5,1100.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),3.24,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2026-03,86,127.35,366.65,-239.3,1.532177183,1.480814,52,34,60.465116,-25.65,26.29,8.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),2.7875,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=001_prev_0_to_2pct|side=short,44,24.13,213.78,-189.65,1.127234379,0.548409,19,25,43.181818,-21.62,42.27,8.0,806.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",pf_below_1_15(PF 1.15 미만),2.746797,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-08|entry_hour=16,17,7.7,67.21,-59.51,1.129390018,0.452941,9,8,52.941176,-12.02,27.76,8.0,15.0,entry_known_candidate(진입 시점 사용 가능 후보),,2.471349,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2026-03|side=long,78,118.46,350.16,-231.7,1.511264566,1.518718,47,31,60.25641,-25.65,26.29,8.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),2.3875,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-01|entry_hour=21,6,4.68,38.29,-33.61,1.139244273,0.78,3,3,50.0,-20.47,33.04,120.5,232.0,entry_known_candidate(진입 시점 사용 가능 후보),,2.12645,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-07|side=long,36,9.85,77.95,-68.1,1.144640235,0.273611,21,15,58.333333,-9.45,15.77,9.0,232.0,entry_known_candidate(진입 시점 사용 가능 후보),pf_below_1_15(PF 1.15 미만),1.937592,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2026-01,74,89.96,265.96,-176.0,1.511136364,1.215676,44,30,59.459459,-20.47,33.04,8.0,232.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.7,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-10,72,49.53,272.04,-222.51,1.222596737,0.687917,44,28,61.111111,-17.77,23.85,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.6,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-02,67,67.55,263.81,-196.26,1.344186284,1.008209,35,32,52.238806,-20.16,23.01,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.35,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2026-01|side=long,67,52.1,216.88,-164.78,1.316179148,0.777612,39,28,58.208955,-20.47,33.04,8.0,232.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.35,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-05,65,36.9,186.38,-149.48,1.246855767,0.567692,36,29,55.384615,-17.54,24.58,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.25,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-10|side=long,62,78.32,232.74,-154.42,1.507188188,1.263226,40,22,64.516129,-17.77,23.85,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.1,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-06,61,60.19,176.37,-116.18,1.5180754,0.986721,34,27,55.737705,-19.46,24.66,8.0,808.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.05,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-06|side=long,60,69.84,176.37,-106.53,1.655589975,1.164,34,26,56.666667,-19.46,24.66,8.0,808.0,entry_known_candidate(진입 시점 사용 가능 후보),,1.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-04|entry_hour=18,20,14.16,96.18,-82.02,1.172640819,0.708,13,7,65.0,-24.0,19.26,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.957571,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-05|side=long,59,61.69,175.17,-113.48,1.543620021,1.045593,35,24,59.322034,-17.54,24.58,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.95,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-02|side=long,55,37.05,197.93,-160.88,1.230295873,0.673636,29,26,52.727273,-20.16,21.86,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.75,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-10|entry_hour=18,16,10.02,64.9,-54.88,1.182580175,0.62625,10,6,62.5,-16.51,16.61,8.0,13.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.609694,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2026-04,41,48.28,130.87,-82.59,1.584574404,1.177561,25,16,60.97561,-12.93,17.09,8.0,231.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.05,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-07,40,42.33,119.56,-77.23,1.548103069,1.05825,23,17,57.5,-9.45,39.35,9.0,232.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2026-04|side=long,40,53.84,130.87,-77.03,1.698948462,1.346,25,15,62.5,-12.93,17.09,8.0,231.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,hold_bucket,hold_bucket=003_13_to_24_m5_calendar,40,74.0,114.45,-40.45,2.829419036,1.85,26,14,65.0,-7.97,14.46,15.0,24.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=002_prev_2_to_5pct|side=short,37,44.29,193.57,-149.28,1.296690782,1.197027,19,18,51.351351,-20.86,39.35,8.0,805.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=18|side=short,26,85.42,144.3,-58.88,2.450747283,3.285385,14,12,53.846154,-12.76,38.51,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-04|entry_hour=20,20,91.75,135.68,-43.93,3.088549966,4.5875,13,7,65.0,-19.33,46.62,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-02|entry_hour=17,20,89.78,125.52,-35.74,3.512031337,4.489,12,8,60.0,-17.15,20.39,8.0,12.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-03|entry_hour=17,20,89.46,123.68,-34.22,3.614260666,4.473,16,4,80.0,-11.46,21.29,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-02|entry_hour=17,19,44.51,81.29,-36.78,2.21016857,2.342632,10,9,52.631579,-10.65,14.47,8.0,10.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-01|entry_hour=17,19,65.69,82.25,-16.56,4.96678744,3.457368,14,5,73.684211,-7.66,14.52,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-01|entry_hour=18,18,41.45,66.75,-25.3,2.638339921,2.302778,12,6,66.666667,-7.61,14.46,8.0,20.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-02|entry_hour=18,17,25.2,43.45,-18.25,2.380821918,1.482353,10,7,58.823529,-5.09,11.29,8.0,10.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=19|side=short,17,33.78,85.22,-51.44,1.656687403,1.987059,10,7,58.823529,-17.07,33.62,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-03|entry_hour=20,16,103.25,119.29,-16.04,7.437032419,6.453125,12,4,75.0,-5.58,37.84,8.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-01|entry_hour=16,16,42.44,82.69,-40.25,2.054409938,2.6525,9,7,56.25,-16.46,24.97,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-05|entry_hour=17,15,12.07,35.47,-23.4,1.515811966,0.804667,9,6,60.0,-9.87,10.71,8.0,10.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-11|entry_hour=18,15,119.62,129.25,-9.63,13.421599169,7.974667,12,3,80.0,-5.98,38.51,8.0,14.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-04|entry_hour=19,14,133.38,172.76,-39.38,4.386998476,9.527143,8,6,57.142857,-9.06,89.79,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-05|entry_hour=18,14,19.65,46.64,-26.99,1.728047425,1.403571,8,6,57.142857,-11.65,20.18,8.0,12.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-06|entry_hour=17,14,12.28,26.98,-14.7,1.83537415,0.877143,7,7,50.0,-3.95,5.91,8.0,14.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-03|entry_hour=19,14,58.34,62.01,-3.67,16.896457766,4.167143,12,2,85.714286,-2.36,22.14,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-11|side=short,14,49.4,97.74,-48.34,2.02192801,3.528571,8,6,57.142857,-17.07,38.51,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-02|entry_hour=19,13,6.29,33.93,-27.64,1.227568741,0.483846,6,7,46.153846,-10.54,9.14,9.0,13.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-01|entry_hour=20,12,18.29,38.19,-19.9,1.919095477,1.524167,6,6,50.0,-7.97,11.56,9.0,15.0,entry_known_candidate(진입 시점 사용 가능 후보),,0.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
