time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,open,high,low,close,tick_volume,spread_points,real_volume,time_basis
1776169800,1776170100,US10YR,US10YR,M5,111.32,111.33,111.32,111.33,22,3,0,MT5_PY_API_UNIX_SECONDS
1776170100,1776170400,US10YR,US10YR,M5,111.32,111.32,111.32,111.32,1,3,0,MT5_PY_API_UNIX_SECONDS
1776170700,1776171000,US10YR,US10YR,M5,111.3,111.3,111.3,111.3,1,4,0,MT5_PY_API_UNIX_SECONDS
1776171000,1776171300,US10YR,US10YR,M5,111.32,111.32,111.32,111.32,1,3,0,MT5_PY_API_UNIX_SECONDS
1776171600,1776171900,US10YR,US10YR,M5,111.3,111.32,111.3,111.32,2,3,0,MT5_PY_API_UNIX_SECONDS
1776171900,1776172200,US10YR,US10YR,M5,111.33,111.33,111.33,111.33,1,4,0,MT5_PY_API_UNIX_SECONDS
1776172200,1776172500,US10YR,US10YR,M5,111.32,111.33,111.32,111.33,4,3,0,MT5_PY_API_UNIX_SECONDS
1776172500,1776172800,US10YR,US10YR,M5,111.32,111.33,111.32,111.33,2,3,0,MT5_PY_API_UNIX_SECONDS
1776172800,1776173100,US10YR,US10YR,M5,111.35,111.35,111.33,111.33,2,3,0,MT5_PY_API_UNIX_SECONDS
1776173100,1776173400,US10YR,US10YR,M5,111.32,111.33,111.32,111.33,2,3,0,MT5_PY_API_UNIX_SECONDS
1776173400,1776173700,US10YR,US10YR,M5,111.32,111.33,111.32,111.32,5,3,0,MT5_PY_API_UNIX_SECONDS
1776173700,1776174000,US10YR,US10YR,M5,111.3,111.3,111.27,111.27,5,3,0,MT5_PY_API_UNIX_SECONDS
1776174000,1776174300,US10YR,US10YR,M5,111.26,111.27,111.26,111.26,3,3,0,MT5_PY_API_UNIX_SECONDS
1776174300,1776174600,US10YR,US10YR,M5,111.27,111.29,111.27,111.29,6,3,0,MT5_PY_API_UNIX_SECONDS
1776174600,1776174900,US10YR,US10YR,M5,111.27,111.29,111.26,111.27,5,3,0,MT5_PY_API_UNIX_SECONDS
1776174900,1776175200,US10YR,US10YR,M5,111.26,111.26,111.26,111.26,1,3,0,MT5_PY_API_UNIX_SECONDS
1776175200,1776175500,US10YR,US10YR,M5,111.24,111.26,111.24,111.26,10,3,0,MT5_PY_API_UNIX_SECONDS
1776175500,1776175800,US10YR,US10YR,M5,111.24,111.26,111.24,111.24,3,3,0,MT5_PY_API_UNIX_SECONDS
1776175800,1776176100,US10YR,US10YR,M5,111.26,111.26,111.24,111.24,4,3,0,MT5_PY_API_UNIX_SECONDS
1776176100,1776176400,US10YR,US10YR,M5,111.26,111.26,111.24,111.24,2,3,0,MT5_PY_API_UNIX_SECONDS
1776176400,1776176700,US10YR,US10YR,M5,111.26,111.26,111.24,111.26,3,3,0,MT5_PY_API_UNIX_SECONDS
1776177000,1776177300,US10YR,US10YR,M5,111.24,111.24,111.24,111.24,1,3,0,MT5_PY_API_UNIX_SECONDS
1776177300,1776177600,US10YR,US10YR,M5,111.26,111.26,111.24,111.24,4,3,0,MT5_PY_API_UNIX_SECONDS
1776177600,1776177900,US10YR,US10YR,M5,111.26,111.26,111.24,111.24,4,3,0,MT5_PY_API_UNIX_SECONDS
1776178200,1776178500,US10YR,US10YR,M5,111.26,111.26,111.26,111.26,1,3,0,MT5_PY_API_UNIX_SECONDS
1776178500,1776178800,US10YR,US10YR,M5,111.27,111.3,111.26,111.29,16,3,0,MT5_PY_API_UNIX_SECONDS
1776178800,1776179100,US10YR,US10YR,M5,111.3,111.3,111.26,111.26,4,3,0,MT5_PY_API_UNIX_SECONDS
1776179100,1776179400,US10YR,US10YR,M5,111.24,111.24,111.23,111.23,6,3,0,MT5_PY_API_UNIX_SECONDS
1776179400,1776179700,US10YR,US10YR,M5,111.24,111.24,111.21,111.21,11,3,0,MT5_PY_API_UNIX_SECONDS
1776179700,1776180000,US10YR,US10YR,M5,111.23,111.26,111.21,111.26,9,3,0,MT5_PY_API_UNIX_SECONDS
1776180000,1776180300,US10YR,US10YR,M5,111.24,111.24,111.21,111.23,12,3,0,MT5_PY_API_UNIX_SECONDS
1776180300,1776180600,US10YR,US10YR,M5,111.24,111.26,111.23,111.23,16,3,0,MT5_PY_API_UNIX_SECONDS
1776180600,1776180900,US10YR,US10YR,M5,111.24,111.3,111.23,111.26,43,3,0,MT5_PY_API_UNIX_SECONDS
1776180900,1776181200,US10YR,US10YR,M5,111.24,111.26,111.24,111.24,9,3,0,MT5_PY_API_UNIX_SECONDS
1776181200,1776181500,US10YR,US10YR,M5,111.23,111.23,111.21,111.21,4,3,0,MT5_PY_API_UNIX_SECONDS
1776181500,1776181800,US10YR,US10YR,M5,111.23,111.24,111.19,111.24,8,3,0,MT5_PY_API_UNIX_SECONDS
1776181800,1776182100,US10YR,US10YR,M5,111.26,111.26,111.23,111.24,12,3,0,MT5_PY_API_UNIX_SECONDS
