source_id,adapter_id,split,model_risk_enabled,atr_enabled,model_risk_max_pct,avg_model_risk_pct,avg_clipped_risk_pct,max_actual_risk_pct_after_floor,avg_computed_lot,avg_executed_lot,risk_floor_applied_count,avg_atr_points,avg_open_sl_points,avg_open_tp_points,risk_bucket,telemetry_sha256
run55A,s59b_v60_backup_thr55_mr03_wideatr_sd5,validation_is,True,True,0.0300000000,0.0069514425,0.0069514425,0.0299999214,0.0582896482,0.0571048354,0,3634.3977404655,9085.9943511638,12720.3920916294,mid,5ebae4b8d96d98618dce78dd4067d6a5ec9b91a28d23fa975eea71c438494501
run55A,s59b_v60_backup_thr55_mr03_wideatr_sd5,oos,True,True,0.0300000000,0.0068710443,0.0068710443,0.0299981387,0.0468890061,0.0457476266,0,3903.3644985684,9758.4112464210,13661.7757449894,mid,5a6f09afe25cd099ffd95cb7453e0169ec0db7ad88de68552d6f72fc3300919a
