run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_tier_a_only_validation_is.htm,c3c37715ae0dc77b15e3e773bf04921a84331e62719f51f971e2abe04cfb89a6,182.44,1.48,106,88.21,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_tier_b_fallback_only_validation_is.htm,f3ff8f5ed5edca7c61304e6553aecfad34fe7785fe618872ff936dfc72524676,181.19,1.91,27,131.12,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_validation_is.htm,cb670ae5e6faf90b50fb5862c4aca6e7ee0061c9e50a4beb650a9bac306570f5,NA,NA,NA,NA,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_validation_is.htm,cb670ae5e6faf90b50fb5862c4aca6e7ee0061c9e50a4beb650a9bac306570f5,NA,NA,NA,NA,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_validation_is.htm,cb670ae5e6faf90b50fb5862c4aca6e7ee0061c9e50a4beb650a9bac306570f5,192.33,1.45,124,111.77,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_tier_a_only_oos.htm,7568b1924d47b138a4da73ce8d079905af8e9db6b140d21f0e11c982182b722a,107.66,1.19,144,119.15,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_tier_b_fallback_only_oos.htm,a7a0dc3742558d672e11d99c755ffd1b17220bcc101839d8792d2d3e30c873c2,104.24,1.27,41,232.29,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_a_used_oos,oos,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_oos.htm,2a13e6440c9fa0250e02173aeca2753649915003719f224729bd4df703023728,NA,NA,NA,NA,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_b_fallback_used_oos,oos,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_oos.htm,2a13e6440c9fa0250e02173aeca2753649915003719f224729bd4df703023728,NA,NA,NA,NA,recorded
run03L_et_recency_weighted_single_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_total_oos,oos,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03L_et_recency_weighted_single_v1/mt5/reports/Project_Obsidian_Prime_v2_run03L_et_recency_weighted_single_v1_routed_oos.htm,2a13e6440c9fa0250e02173aeca2753649915003719f224729bd4df703023728,132.2,1.22,182,123.12,recorded
