feature_set_id,feature_count,feature_order_hash,feature_csv_path,feature_csv_sha256,rows
full58(전체58),59,b33f55866d04baeeb33f11d660677d0ac9fd7870773e0e7e65f8692f1e8d7390,stages/stage_frontier_68__runtime_native_trade_lifecycle_economics_proxy_onnx_scout/02_runs/frontier68C_candidate_scoring_or_onnx_scout_export_v1/features/f68c_full58_58_b33f55866d_features.csv,467e515baf73cfb62d93dd6d106b1c16bf65da354db74515ef92c2dc3ea3a248,46650
no_mega_top3(대형주_상위3제외),49,14a037f12cec16ad2f57a9cb5cafb5d61a374b96640872a6ac51bb6f28baf2a3,stages/stage_frontier_68__runtime_native_trade_lifecycle_economics_proxy_onnx_scout/02_runs/frontier68C_candidate_scoring_or_onnx_scout_export_v1/features/f68c_no_mega_top3_3_14a037f12c_features.csv,4227ff7f78bf106b483779648a2cc50b5207acd52f8481e58b838865965cfd73,46650
