run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_early_tier_a_used_validation_is,validation,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_early_validation_is.htm,4fba8987103cdb4750804e7171f456e3fa2dae40380a5098ef1690da5718f549,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_early_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_early_validation_is.htm,4fba8987103cdb4750804e7171f456e3fa2dae40380a5098ef1690da5718f549,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_early_validation_is,validation,Tier A+B,routed_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_early_validation_is.htm,4fba8987103cdb4750804e7171f456e3fa2dae40380a5098ef1690da5718f549,88.85,1.07,186,358.87,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_mid_tier_a_used_validation_is,validation,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_mid_validation_is.htm,afbfe51c9beccdca9f500ed6c49256e66545ffbbc8a1cd6ccbfe9140e9fa3fbe,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_mid_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_mid_validation_is.htm,afbfe51c9beccdca9f500ed6c49256e66545ffbbc8a1cd6ccbfe9140e9fa3fbe,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_mid_validation_is,validation,Tier A+B,routed_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_mid_validation_is.htm,afbfe51c9beccdca9f500ed6c49256e66545ffbbc8a1cd6ccbfe9140e9fa3fbe,-498.11,0.33,58,506.5,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_late_tier_a_used_validation_is,validation,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_late_validation_is.htm,1a99be35b211f7cfbd31d3da4541bed8d2e44241a7ac4c1bfd690fe104b4a480,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_late_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_late_validation_is.htm,1a99be35b211f7cfbd31d3da4541bed8d2e44241a7ac4c1bfd690fe104b4a480,NA,NA,NA,NA,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_late_validation_is,validation,Tier A+B,routed_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_late_validation_is.htm,1a99be35b211f7cfbd31d3da4541bed8d2e44241a7ac4c1bfd690fe104b4a480,171.36,1.3,77,244.27,recorded
run12E_catboost_session_timing_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_session_early_tier_a_used_oos,oos,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12E_catboost_session_timing_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12E_catboost_session_timing_probe_v1_routed_session_early_oos.htm,8acc23b3cfb8e7752db3fe1c7ec39d3159b3769ef07549f4d9e52a1ac832491e,NA,NA,NA,NA,recorded
