candidate_id,artifact_slug,feature_set_id,model_id,view_id,slice_type,slice_value,rows,signal_rows,signal_rate,signal_long,signal_short,signal_long_share,mean_max_probability,mean_probability_margin
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,neutral_usd,2583,1039,0.402245451,930,109,0.8950914341,0.4846502571,0.18639767
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,strong_usd,1622,594,0.3662145499,401,193,0.6750841751,0.4937246186,0.1970125653
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,weak_usd,1279,708,0.5535574668,674,34,0.9519774011,0.4878778927,0.1912375065
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,high_rate,1258,651,0.5174880763,623,28,0.9569892473,0.4950907007,0.2031059031
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,low_rate,1567,600,0.3828972559,402,198,0.67,0.4816561882,0.1779875549
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,neutral_rate,2659,1090,0.4099285446,980,110,0.8990825688,0.4885631523,0.1922522033
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,16,145,79,0.5448275862,50,29,0.6329113924,0.4396957058,0.0915986696
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,17,345,116,0.3362318841,99,17,0.8534482759,0.4194181306,0.0818104081
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,18,342,93,0.2719298246,53,40,0.5698924731,0.4237064935,0.0938351339
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,19,326,50,0.1533742331,23,27,0.46,0.4235820523,0.1042951323
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,20,308,35,0.1136363636,13,22,0.3714285714,0.4346364123,0.1253954569
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,21,295,34,0.1152542373,6,28,0.1764705882,0.4679181481,0.1708606715
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,22,28,5,0.1785714286,1,4,0.2,0.4820193457,0.1910160599
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,2026-04,799,108,0.1351689612,49,59,0.4537037037,0.426827458,0.1087569577
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,2026-05,990,304,0.3070707071,196,108,0.6447368421,0.4402179532,0.1162379455
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,cash_open,1789,412,0.2302962549,245,167,0.5946601942,0.434237514,0.1128968001
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,high_vol,597,285,0.4773869347,181,104,0.6350877193,0.4286344753,0.087039535
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,low_vol,596,36,0.0604026846,16,20,0.4444444444,0.4598889426,0.1640420261
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,mid_vol,596,91,0.1526845638,48,43,0.5274725275,0.4141985252,0.0876522237
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,high_adx,802,203,0.253117207,121,82,0.5960591133,0.4332123533,0.1081486838
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,low_adx,559,111,0.198568873,60,51,0.5405405405,0.435492744,0.1206945383
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,mid_adx,428,98,0.2289719626,64,34,0.6530612245,0.4345190687,0.111609542
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,high_vix,464,103,0.2219827586,26,77,0.2524271845,0.4391553057,0.1238096637
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,low_vix,491,124,0.2525458248,109,15,0.8790322581,0.4317157939,0.1047038379
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,neutral_vix,834,185,0.221822542,110,75,0.5945945946,0.4329860863,0.1116488093
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,neutral_usd,912,171,0.1875,117,54,0.6842105263,0.4329260697,0.1105022542
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,strong_usd,505,117,0.2316831683,27,90,0.2307692308,0.4392554866,0.123341586
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,weak_usd,372,124,0.3333333333,101,23,0.814516129,0.4306406353,0.1045882218
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,high_rate,331,81,0.2447129909,68,13,0.8395061728,0.447115879,0.133286528
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,low_rate,554,154,0.2779783394,55,99,0.3571428571,0.4283163558,0.1029921194
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,,neutral_rate,904,177,0.1957964602,122,55,0.6892655367,0.4331507694,0.111500996
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,00,15,0,0.0,0,0,0.0,0.5503361583,0.295996814
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,03,192,0,0.0,0,0,0.0,0.6809290955,0.4981115045
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,04,188,0,0.0,0,0,0.0,0.7281356394,0.571685506
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,05,145,0,0.0,0,0,0.0,0.7344520931,0.5814850649
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,06,115,0,0.0,0,0,0.0,0.7510948964,0.6100986306
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,07,142,136,0.9577464789,136,0,1.0,0.6050636997,0.3235086087
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,08,177,156,0.8813559322,152,4,0.9743589744,0.5631061112,0.2629652888
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,09,270,257,0.9518518519,257,0,1.0,0.5511414465,0.2689913348
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,10,303,287,0.9471947195,287,0,1.0,0.5224298445,0.2402733652
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,11,298,262,0.8791946309,258,4,0.9847328244,0.4983602759,0.2049735404
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,12,270,242,0.8962962963,226,16,0.9338842975,0.4831650929,0.187096575
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,13,301,260,0.8637873754,247,13,0.95,0.4681518396,0.1647360193
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,14,304,240,0.7894736842,230,10,0.9583333333,0.4468548734,0.1321736936
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,15,333,165,0.4954954955,148,17,0.896969697,0.4257636122,0.0979530747
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,16,341,169,0.495601173,151,18,0.8934911243,0.4272810027,0.0913631154
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,17,345,139,0.4028985507,137,2,0.9856115108,0.4318324646,0.0931585213
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,18,342,93,0.2719298246,78,15,0.8387096774,0.428010975,0.0914398257
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,19,326,62,0.1901840491,48,14,0.7741935484,0.4251708429,0.1002651955
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,20,308,37,0.1201298701,25,12,0.6756756757,0.433835342,0.1164334619
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,21,295,34,0.1152542373,14,20,0.4117647059,0.4650808676,0.159420599
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,22,280,18,0.0642857143,6,12,0.3333333333,0.4903655786,0.1984903719
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,23,194,5,0.0257731959,2,3,0.4,0.5085390891,0.2342185403
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,2026-04,2426,1029,0.4241549876,996,33,0.9679300292,0.4978365986,0.2102469151
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,2026-05,3058,1533,0.5013080445,1406,127,0.9171559035,0.5028281328,0.2076612312
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,cash_open,2070,473,0.2285024155,386,87,0.8160676533,0.4455895038,0.1245152439
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,outside_cash,3414,2089,0.6118922086,2016,73,0.9650550503,0.5339864515,0.2599122747
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,high_vol,1828,726,0.3971553611,612,114,0.8429752066,0.4547495509,0.1282067949
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,low_vol,1828,1133,0.6198030635,1133,0,1.0,0.5488760532,0.2904093619
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,mid_vol,1828,703,0.3845733042,657,46,0.9345661451,0.4982343621,0.2077990844
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,high_adx,2492,1132,0.4542536116,1056,76,0.9328621908,0.5134638381,0.2243836956
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,low_adx,1716,798,0.465034965,756,42,0.9473684211,0.4880744153,0.1948850658
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,mid_adx,1276,632,0.4952978056,590,42,0.9335443038,0.4924078662,0.1971004064
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,high_vix,1317,474,0.3599088838,365,109,0.7700421941,0.4886877994,0.18703975
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,low_vix,1521,811,0.5332018409,807,4,0.9950678175,0.5075351782,0.2198057761
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,neutral_vix,2646,1277,0.4826152683,1230,47,0.9631949883,0.5025839684,0.2133148619
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,neutral_usd,2583,1165,0.4510259388,1127,38,0.9673819742,0.4977538127,0.2050384275
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,strong_usd,1622,627,0.3865598027,516,111,0.8229665072,0.501084539,0.2084053396
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,weak_usd,1279,770,0.6020328382,759,11,0.9857142857,0.505819232,0.2169189537
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,high_rate,1258,708,0.5627980922,704,4,0.9943502825,0.5119442524,0.2273004188
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,low_rate,1567,654,0.4173580089,534,120,0.8165137615,0.4896483635,0.189419318
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,,neutral_rate,2659,1200,0.4512974803,1164,36,0.97,0.5017281547,0.2114791511
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,16,145,89,0.6137931034,77,12,0.8651685393,0.4494394195,0.1083030724
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,17,345,139,0.4028985507,137,2,0.9856115108,0.4318324632,0.093158522
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,18,342,93,0.2719298246,78,15,0.8387096774,0.4280109749,0.0914398272
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,19,326,62,0.1901840491,48,14,0.7741935484,0.4251708429,0.1002651967
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,20,308,37,0.1201298701,25,12,0.6756756757,0.4338353426,0.1164334612
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,21,295,34,0.1152542373,14,20,0.4117647059,0.4650808692,0.1594206011
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,22,28,4,0.1428571429,2,2,0.5,0.4764135746,0.1775019318
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,2026-04,799,111,0.1389236546,93,18,0.8378378378,0.4280939638,0.1015769469
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,2026-05,990,347,0.3505050505,288,59,0.8299711816,0.4457060695,0.1197001692
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,cash_open,1789,458,0.2560089435,381,77,0.8318777293,0.4378401821,0.1116060079
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,high_vol,597,306,0.5125628141,260,46,0.8496732026,0.4389796052,0.0994865376
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,low_vol,596,32,0.0536912752,29,3,0.90625,0.4573868931,0.1505523158
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,mid_vol,596,120,0.2013422819,92,28,0.7666666667,0.4171521364,0.0847995049
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,high_adx,802,211,0.2630922693,177,34,0.8388625592,0.4375479046,0.1067407195
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,low_adx,559,137,0.2450805009,110,27,0.802919708,0.4380233605,0.1188237975
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,mid_adx,428,110,0.2570093458,94,16,0.8545454545,0.4381486164,0.1112957669
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,high_vix,464,98,0.2112068966,47,51,0.4795918367,0.4365356854,0.115228769
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,low_vix,491,165,0.3360488798,162,3,0.9818181818,0.4411138843,0.1127779938
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,neutral_vix,834,195,0.2338129496,172,23,0.8820512821,0.4366386218,0.1089004848
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,neutral_usd,912,222,0.2434210526,202,20,0.9099099099,0.4382353076,0.1111204788
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,strong_usd,505,93,0.1841584158,46,47,0.4946236559,0.4361216916,0.1131123402
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,weak_usd,372,143,0.3844086022,133,10,0.9300699301,0.4392043846,0.1107514506
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,high_rate,331,94,0.2839879154,91,3,0.9680851064,0.4526442617,0.1320070578
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,low_rate,554,145,0.261732852,94,51,0.6482758621,0.4282266077,0.0977953782
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,,neutral_rate,904,219,0.2422566372,196,23,0.8949771689,0.4383111665,0.1125997483
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,00,29,1,0.0344827586,0,1,0.0,0.5511057449,0.2957578435
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,01,264,1,0.0037878788,1,0,1.0,0.6139021099,0.3915091893
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,02,288,0,0.0,0,0,0.0,0.6597505069,0.4638372548
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,03,288,0,0.0,0,0,0.0,0.6900146014,0.5125515526
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,04,288,0,0.0,0,0,0.0,0.7374379805,0.5861549283
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,05,288,0,0.0,0,0,0.0,0.7502130367,0.6063592953
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,06,288,0,0.0,0,0,0.0,0.767130176,0.6339101641
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,07,348,342,0.9827586207,333,9,0.9736842105,0.5858530179,0.2958954543
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,08,348,331,0.9511494253,319,12,0.9637462236,0.5516179866,0.2504742156
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,09,348,339,0.974137931,326,13,0.9616519174,0.5228811514,0.2222656913
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,10,348,332,0.9540229885,325,7,0.9789156627,0.4935505448,0.1912713941
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,11,348,303,0.8706896552,293,10,0.9669966997,0.4709264662,0.1608370069
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,12,348,304,0.8735632184,278,26,0.9144736842,0.4583660124,0.1505033203
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,13,348,282,0.8103448276,260,22,0.9219858156,0.4402540023,0.1231919817
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,14,348,225,0.6465517241,207,18,0.92,0.4194565916,0.0923944532
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,15,348,138,0.3965517241,117,21,0.847826087,0.4076794588,0.0775769604
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,16,348,141,0.4051724138,104,37,0.7375886525,0.4135477524,0.0755599876
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,17,348,109,0.3132183908,89,20,0.8165137615,0.4166691139,0.0757779617
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,18,348,91,0.2614942529,49,42,0.5384615385,0.4214724621,0.0887236255
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,19,348,52,0.1494252874,19,33,0.3653846154,0.421817402,0.1007949739
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,20,348,30,0.0862068966,6,24,0.2,0.43498462,0.1251807111
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,21,348,33,0.0948275862,6,27,0.1818181818,0.4679444433,0.1737456518
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,22,348,33,0.0948275862,0,33,0.0,0.4997740071,0.2167556171
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,23,348,12,0.0344827586,0,12,0.0,0.5256589372,0.2573400665
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,2026-04,3445,1258,0.3651669086,1179,79,0.9372019078,0.5239223827,0.2531599873
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,2026-05,4204,1841,0.4379162702,1553,288,0.8435632808,0.5182452264,0.2328863094
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,cash_open,2262,431,0.1905393457,224,207,0.5197215777,0.4445516689,0.1293169789
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,outside_cash,5387,2668,0.495266382,2508,160,0.940029985,0.552819689,0.2893401141
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,high_vol,2550,846,0.3317647059,530,316,0.6264775414,0.4588372433,0.1383354101
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,low_vol,2550,1421,0.557254902,1421,0,1.0,0.5782828724,0.3346561456
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,mid_vol,2549,832,0.3264025108,781,51,0.9387019231,0.5252880522,0.2530646269
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,high_adx,3373,1334,0.3954936259,1154,180,0.8650674663,0.5307945066,0.2532904918
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,low_adx,2559,999,0.3903868699,889,110,0.8898898899,0.5169723746,0.2415533211
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,mid_adx,1717,766,0.4461269656,689,77,0.8994778068,0.5068802345,0.2205628558
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,missing_column,7649,3099,0.4051510001,2732,367,0.8815747015,0.5208021362,0.2420172834
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,missing_column,7649,3099,0.4051510001,2732,367,0.8815747015,0.5208021362,0.2420172834
