row_id,attempt_name,axis,bucket,net_profit,profit_factor,trade_count,schema_use,forbidden_use,claim_boundary
regime_slice_0070,m48_plain_rf,open_hour,7,-25.41,0.638651877133,28,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0071,m48_plain_rf,open_hour,22,-3.83,0.782509937535,4,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0072,m48_plain_rf,open_hour,8,-3.71,0.831133363678,11,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0073,m48_plain_rf,open_hour,21,-3.46,0.727559055118,5,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0074,m48_plain_rf,open_hour,10,-2.18,0.943406022845,20,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0075,m48_plain_rf,open_hour,12,-0.31,0.992911045049,21,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0076,m48_plain_rf,open_hour,15,1.05,1.02154730146,17,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0077,m48_plain_rf,open_hour,23,9.96,3.47146401985,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0078,m48_plain_rf,open_hour,14,11.65,1.18045229244,27,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0079,m48_plain_rf,open_hour,11,12.42,1.37877401647,23,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0080,m48_plain_rf,open_hour,16,14.31,1.13906705539,27,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0081,m48_plain_rf,open_hour,20,14.55,3.05218617772,7,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0082,m48_plain_rf,open_hour,9,28.5,2.37151106833,24,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0083,m48_plain_rf,open_hour,19,45.57,4.49731389102,8,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0084,m48_plain_rf,open_hour,13,52.21,4.83897058824,24,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0085,m48_plain_rf,open_hour,18,54.09,7.7276119403,14,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0086,m48_plain_rf,open_hour,17,63.1,2.68897216274,12,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0087,m48_plain_rf,close_month,2026-04,26.46,1.11903904985,108,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0088,m48_plain_rf,close_month,2026-05,242.05,1.72150351735,166,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0089,m48_plain_rf,weekday,Mon,-1.09,0.990753308449,53,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0090,m48_plain_rf,weekday,Tue,35.56,1.26058918364,58,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0091,m48_plain_rf,weekday,Thu,50.04,1.37871792931,60,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0092,m48_plain_rf,weekday,Wed,72.21,1.78651563011,53,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0093,m48_plain_rf,weekday,Fri,111.79,2.40651736286,50,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0094,m48_plain_rf,volatility_bucket,histvol20_unknown,-2.52,0.568493150685,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0095,m48_plain_rf,volatility_bucket,histvol20_high,271.03,1.49106754602,272,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0096,m48_plain_rf,adx_bucket,adx_20_25,-42.34,0.780848861284,69,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0097,m48_plain_rf,adx_bucket,adx_unknown,-2.52,0.568493150685,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0098,m48_plain_rf,adx_bucket,adx_25_30,31.36,1.34945397816,42,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0099,m48_plain_rf,adx_bucket,adx_ge30,41.29,1.23904359405,75,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0100,m48_plain_rf,adx_bucket,adx_lt15,100.38,3.60051813472,34,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0101,m48_plain_rf,adx_bucket,adx_15_20,140.34,3.43434518647,52,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0102,m48_plain_rf,di_spread_sign,di_flat_or_missing,-2.52,0.568493150685,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0103,m48_plain_rf,di_spread_sign,di_negative,92.29,1.31897832924,133,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0104,m48_plain_rf,di_spread_sign,di_positive,178.74,1.6806809094,139,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0105,m48_plain_rf,vix_level_bucket,vix_level_mid,48.63,1.18917026491,104,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0106,m48_plain_rf,vix_level_bucket,vix_level_high,102.49,1.56122001971,97,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0107,m48_plain_rf,vix_level_bucket,vix_level_low,117.39,1.99424070467,73,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0108,m48_plain_rf,vix_change_bucket,vix_change_down,56.53,1.3543978434,81,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0109,m48_plain_rf,vix_change_bucket,vix_change_flat,78.84,1.47611570747,95,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0110,m48_plain_rf,vix_change_bucket,vix_change_up,133.14,1.57225135391,98,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0111,m48_plain_rf,usdx_level_bucket,usdx_level_low,61.1,1.53889574881,71,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0112,m48_plain_rf,usdx_level_bucket,usdx_level_high,100.05,1.3987167736,103,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0113,m48_plain_rf,usdx_level_bucket,usdx_level_mid,107.36,1.55497544585,100,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0114,m48_plain_rf,usdx_change_bucket,usdx_change_flat,-3.01,0.941371250487,20,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0115,m48_plain_rf,usdx_change_bucket,usdx_change_down,130.3,1.59932845775,117,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0116,m48_plain_rf,usdx_change_bucket,usdx_change_up,141.22,1.48863361129,137,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0117,m48_plain_rf,us10yr_level_bucket,us10yr_level_high,25.75,1.2025963808,77,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0118,m48_plain_rf,us10yr_level_bucket,us10yr_level_low,95.37,1.3584395084,100,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0119,m48_plain_rf,us10yr_level_bucket,us10yr_level_mid,147.39,1.89549790388,97,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0120,m48_plain_rf,us10yr_change_bucket,us10yr_change_flat,-13.77,0.944017563117,99,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0121,m48_plain_rf,us10yr_change_bucket,us10yr_change_up,103.41,1.65874633711,81,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0122,m48_plain_rf,us10yr_change_bucket,us10yr_change_down,178.87,2.15541631678,94,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0123,u42_bal_rf,direction,sell,-60.81,0.776557045747,58,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0124,u42_bal_rf,direction,buy,65.7,1.11730467076,275,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0125,u42_bal_rf,session_bucket,cash_open_0_30,-54.08,0.66728189984,29,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0126,u42_bal_rf,session_bucket,outside_cash_session,-27.27,0.92304870478,184,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0127,u42_bal_rf,session_bucket,cash_close_30,-14.66,0,1,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0128,u42_bal_rf,session_bucket,cash_late,-7.17,0.90560821485,18,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0129,u42_bal_rf,session_bucket,cash_or_overlap_unknown,15.55,1.08453384072,77,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0130,u42_bal_rf,session_bucket,cash_mid,92.52,3.27098674521,24,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0131,u42_bal_rf,open_hour,16,-87.66,0.530552134097,30,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0132,u42_bal_rf,open_hour,22,-34.52,0.244473626614,4,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0133,u42_bal_rf,open_hour,8,-20.48,0.650153741032,30,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0134,u42_bal_rf,open_hour,12,-18.31,0.7149750934,31,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0135,u42_bal_rf,open_hour,10,-17.64,0.74293208977,30,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0136,u42_bal_rf,open_hour,23,-16.47,0.458757804798,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0137,u42_bal_rf,open_hour,20,-16.42,0.388454376164,6,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0138,u42_bal_rf,open_hour,7,-14.58,0.69757311761,30,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0139,u42_bal_rf,open_hour,15,-5.4,0.910876382241,18,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
