row_id,attempt_name,axis,bucket,net_profit,profit_factor,trade_count,schema_use,forbidden_use,claim_boundary
regime_slice_0001,m48_bal_rf,direction,sell,-54.97,0.795193740686,61,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0002,m48_bal_rf,direction,buy,104.93,1.22919988642,221,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0003,m48_bal_rf,session_bucket,outside_cash_session,-42.76,0.862953110477,138,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0004,m48_bal_rf,session_bucket,cash_close_30,-17.61,0,1,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0005,m48_bal_rf,session_bucket,cash_open_0_30,-7.53,0.939639278557,23,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0006,m48_bal_rf,session_bucket,cash_or_overlap_unknown,-5.05,0.971378372251,74,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0007,m48_bal_rf,session_bucket,cash_late,26.05,1.54946213879,16,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0008,m48_bal_rf,session_bucket,cash_mid,96.86,3.01833715357,30,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0009,m48_bal_rf,open_hour,23,-34.65,0.287623355263,3,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0010,m48_bal_rf,open_hour,7,-32.51,0.580082665978,28,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0011,m48_bal_rf,open_hour,22,-30.46,0.153888888889,4,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0012,m48_bal_rf,open_hour,10,-21.29,0.605521586066,22,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0013,m48_bal_rf,open_hour,15,-8.19,0.860381861575,21,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0014,m48_bal_rf,open_hour,19,-6.38,0.728395061728,5,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0015,m48_bal_rf,open_hour,12,-5.82,0.873588184188,21,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0016,m48_bal_rf,open_hour,14,-4.03,0.947265113845,27,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0017,m48_bal_rf,open_hour,16,7.47,1.06240601504,26,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0018,m48_bal_rf,open_hour,8,11.01,1.66046790642,13,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0019,m48_bal_rf,open_hour,21,14.19,2.17857142857,5,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0020,m48_bal_rf,open_hour,11,14.27,1.3467800729,27,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0021,m48_bal_rf,open_hour,20,19.41,3.19570135747,6,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0022,m48_bal_rf,open_hour,13,19.45,2.0167276529,21,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0023,m48_bal_rf,open_hour,9,26.23,1.93278805121,24,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0024,m48_bal_rf,open_hour,18,26.79,2.6577970297,15,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0025,m48_bal_rf,open_hour,17,54.47,2.2447440585,14,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0026,m48_bal_rf,close_month,2026-04,-79.83,0.730458858088,115,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0027,m48_bal_rf,close_month,2026-05,129.79,1.30180913403,167,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0028,m48_bal_rf,weekday,Mon,-26.2,0.812455261274,53,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0029,m48_bal_rf,weekday,Tue,-25.97,0.873748176957,69,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0030,m48_bal_rf,weekday,Thu,-7.8,0.945500279486,57,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0031,m48_bal_rf,weekday,Wed,42.16,1.31845305537,53,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0032,m48_bal_rf,weekday,Fri,67.77,1.64358974359,50,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0033,m48_bal_rf,volatility_bucket,histvol20_unknown,-1.28,0.780821917808,3,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0034,m48_bal_rf,volatility_bucket,histvol20_high,51.24,1.07113011369,279,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0035,m48_bal_rf,adx_bucket,adx_20_25,-42.29,0.767445697003,68,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0036,m48_bal_rf,adx_bucket,adx_unknown,-1.28,0.780821917808,3,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0037,m48_bal_rf,adx_bucket,adx_25_30,0.74,1.00648042736,43,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0038,m48_bal_rf,adx_bucket,adx_lt15,16.46,1.2715723478,29,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0039,m48_bal_rf,adx_bucket,adx_15_20,16.57,1.10364023017,55,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0040,m48_bal_rf,adx_bucket,adx_ge30,59.76,1.2931711146,84,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0041,m48_bal_rf,di_spread_sign,di_flat_or_missing,-1.28,0.780821917808,3,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0042,m48_bal_rf,di_spread_sign,di_negative,16.35,1.0394384543,152,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0043,m48_bal_rf,di_spread_sign,di_positive,34.89,1.1140941792,127,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0044,m48_bal_rf,vix_level_bucket,vix_level_high,2.72,1.01062002186,99,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
