axis_id,label_mode,split,side,horizon_bars,target_atr,stop_atr,label_count,label_rate,label_trades_day
clean_value_h3_long,clean_fast_touch,train,long(롱),3,0.45,0.25,8774,0.30025323386489633,10.286049237983587
clean_value_h3_long,clean_fast_touch,validation,long(롱),3,0.45,0.25,2866,0.2911418122714344,10.536764705882353
clean_value_h3_long,clean_fast_touch,oos,long(롱),3,0.45,0.25,2192,0.2890295358649789,11.24102564102564
clean_value_h3_long,clean_value_q60,train,long(롱),3,0.45,0.25,3510,0.12011498186297995,4.1148886283704575
clean_value_h3_long,clean_value_q60,validation,long(롱),3,0.45,0.25,1946,0.19768386834620072,7.154411764705882
clean_value_h3_long,clean_value_q60,oos,long(롱),3,0.45,0.25,1807,0.23826476793248946,9.266666666666667
clean_value_h3_long,net_edge_q70,train,long(롱),3,0.45,0.25,8767,0.3000136883170214,10.277842907385697
clean_value_h3_long,net_edge_q70,validation,long(롱),3,0.45,0.25,2874,0.29195449004469726,10.566176470588236
clean_value_h3_long,net_edge_q70,oos,long(롱),3,0.45,0.25,2196,0.28955696202531644,11.261538461538462
clean_value_h3_short,clean_fast_touch,train,short(숏),3,0.45,0.25,8388,0.28704400793922386,9.833528722157093
clean_value_h3_short,clean_fast_touch,validation,short(숏),3,0.45,0.25,2862,0.29073547338480293,10.522058823529411
clean_value_h3_short,clean_fast_touch,oos,short(숏),3,0.45,0.25,2279,0.30050105485232065,11.687179487179487
clean_value_h3_short,clean_value_q60,train,short(숏),3,0.45,0.25,3355,0.11481075901717884,3.933177022274326
clean_value_h3_short,clean_value_q60,validation,short(숏),3,0.45,0.25,1977,0.20083299471759447,7.268382352941177
clean_value_h3_short,clean_value_q60,oos,short(숏),3,0.45,0.25,1853,0.24433016877637131,9.502564102564103
clean_value_h3_short,net_edge_q70,train,short(숏),3,0.45,0.25,8767,0.3000136883170214,10.277842907385697
clean_value_h3_short,net_edge_q70,validation,short(숏),3,0.45,0.25,2916,0.2962210483543275,10.720588235294118
clean_value_h3_short,net_edge_q70,oos,short(숏),3,0.45,0.25,2395,0.3157964135021097,12.282051282051283
clean_value_h6_long,clean_fast_touch,train,long(롱),6,0.7,0.35,9369,0.32061460543426185,10.98358733880422
clean_value_h6_long,clean_fast_touch,validation,long(롱),6,0.7,0.35,3025,0.3072937830150345,11.121323529411764
clean_value_h6_long,clean_fast_touch,oos,long(롱),6,0.7,0.35,2311,0.3047204641350211,11.851282051282052
clean_value_h6_long,clean_value_q60,train,long(롱),6,0.7,0.35,3748,0.12825953049072616,4.39390386869871
clean_value_h6_long,clean_value_q60,validation,long(롱),6,0.7,0.35,2047,0.20794392523364486,7.525735294117647
clean_value_h6_long,clean_value_q60,oos,long(롱),6,0.7,0.35,1897,0.2501318565400844,9.728205128205127
clean_value_h6_long,net_edge_q70,train,long(롱),6,0.7,0.35,8767,0.3000136883170214,10.277842907385697
clean_value_h6_long,net_edge_q70,validation,long(롱),6,0.7,0.35,2978,0.302519301097115,10.948529411764707
clean_value_h6_long,net_edge_q70,oos,long(롱),6,0.7,0.35,2276,0.30010548523206754,11.671794871794871
clean_value_h6_short,clean_fast_touch,train,short(숏),6,0.7,0.35,8988,0.3075764834713572,10.536928487690504
clean_value_h6_short,clean_fast_touch,validation,short(숏),6,0.7,0.35,3113,0.31623323852092644,11.444852941176471
clean_value_h6_short,clean_fast_touch,oos,short(숏),6,0.7,0.35,2437,0.321334388185654,12.497435897435897
clean_value_h6_short,clean_value_q60,train,short(숏),6,0.7,0.35,3595,0.12302374923003216,4.21453692848769
clean_value_h6_short,clean_value_q60,validation,short(숏),6,0.7,0.35,2132,0.2165786265745632,7.838235294117647
clean_value_h6_short,clean_value_q60,oos,short(숏),6,0.7,0.35,1978,0.26081223628691985,10.143589743589743
clean_value_h6_short,net_edge_q70,train,short(숏),6,0.7,0.35,8767,0.3000136883170214,10.277842907385697
clean_value_h6_short,net_edge_q70,validation,short(숏),6,0.7,0.35,3103,0.31521739130434784,11.408088235294118
clean_value_h6_short,net_edge_q70,oos,short(숏),6,0.7,0.35,2432,0.3206751054852321,12.471794871794872
clean_value_h9_long,clean_fast_touch,train,long(롱),9,1.0,0.45,9030,0.30901375675860654,10.586166471277842
clean_value_h9_long,clean_fast_touch,validation,long(롱),9,1.0,0.45,2871,0.2916497358797237,10.555147058823529
clean_value_h9_long,clean_fast_touch,oos,long(롱),9,1.0,0.45,2101,0.2770305907172996,10.774358974358975
clean_value_h9_long,clean_value_q60,train,long(롱),9,1.0,0.45,3612,0.12360550270344262,4.234466588511137
clean_value_h9_long,clean_value_q60,validation,long(롱),9,1.0,0.45,1940,0.19707436001625356,7.132352941176471
clean_value_h9_long,clean_value_q60,oos,long(롱),9,1.0,0.45,1711,0.22560654008438819,8.774358974358975
clean_value_h9_long,net_edge_q70,train,long(롱),9,1.0,0.45,8767,0.3000136883170214,10.277842907385697
clean_value_h9_long,net_edge_q70,validation,long(롱),9,1.0,0.45,2897,0.2942909386428281,10.650735294117647
clean_value_h9_long,net_edge_q70,oos,long(롱),9,1.0,0.45,2147,0.2830959915611814,11.01025641025641
clean_value_h9_short,clean_fast_touch,train,short(숏),9,1.0,0.45,8636,0.29553076449250565,10.124267291910902
clean_value_h9_short,clean_fast_touch,validation,short(숏),9,1.0,0.45,3008,0.30556684274685086,11.058823529411764
clean_value_h9_short,clean_fast_touch,oos,short(숏),9,1.0,0.45,2343,0.3089398734177215,12.015384615384615
clean_value_h9_short,clean_value_q60,train,short(숏),9,1.0,0.45,3455,0.11823283827253439,4.050410316529894
clean_value_h9_short,clean_value_q60,validation,short(숏),9,1.0,0.45,2027,0.2059122308004876,7.452205882352941
clean_value_h9_short,clean_value_q60,oos,short(숏),9,1.0,0.45,1894,0.2497362869198312,9.712820512820512
