candidate_id,axis_id,side,horizon_bars,target_atr,stop_atr,feature_bundle,feature_count,gate_id,model_id,target_trades_day,train_rows,train_positive_rate,train_auc,score_threshold,train_net_profit,train_gross_profit,train_gross_loss,train_profit_factor,train_max_drawdown_amount,train_max_drawdown_percent,train_trade_count,train_trades_day,train_win_rate,train_average_win,train_average_loss,train_payoff_ratio,train_expectancy,train_recovery_factor,train_smoothness_r2,train_max_consecutive_loss,train_long_trade_count,train_short_trade_count,train_raw_selected_count_before_lifecycle,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_smoothness_r2,validation_max_consecutive_loss,validation_long_trade_count,validation_short_trade_count,validation_raw_selected_count_before_lifecycle,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_smoothness_r2,oos_max_consecutive_loss,oos_long_trade_count,oos_short_trade_count,oos_raw_selected_count_before_lifecycle,scout_clue,meaningful_candidate,final_like_reference_only
f74b_0505,microburst_h9_long,long(롱),9,0.75,0.5,core_no_external,37,all,logistic_l2,7.0,29222,0.39459995893504896,0.5357219506460164,0.5364875546618845,-858.8092853069317,7342.581427469253,-8201.390712776185,0.8952849199137565,1061.4273418903394,10.614273418903394,925,1.0844079718640094,0.41621621621621624,19.07164007134871,-15.187760579215157,1.2557243032556586,-0.9284424706020883,-0.8091079355252362,0.8332842613098831,9,925,0,3211,-2236.544703836441,4103.396644792558,-6339.941348628998,0.6472294330735269,2411.652785882957,24.116527858829567,399,1.4669117647058822,0.3182957393483709,32.3102098015162,-23.308607899371314,1.3861921716220418,-5.605375197585065,-0.9273908403931351,0.9567559822110421,14,399,0,1904,811.9482618331907,5253.22917060852,-4441.280908775329,1.1828184882944237,298.38305950164977,2.9838305950164976,355,1.868421052631579,0.4394366197183099,33.67454596543923,-22.317994516458942,1.5088517895550662,2.287178202347016,2.721160722694116,0.791104304814713,10,355,0,1937,False,False,False
f74b_0249,microburst_h6_long,long(롱),6,0.55,0.4,micro_path_core,16,vol_adx_active,hist_gbm,5.0,11467,0.37978547135257695,0.6656346253934102,0.40684301161229725,1937.371084270478,11241.12509267807,-9303.754008407594,1.2082354157815993,206.3504559516914,2.063504559516914,1791,2.0996483001172335,0.5220547180346176,12.022593682008631,-10.868871505149057,1.1061492148759884,1.0817258985318134,9.388741475444256,0.9139997387951329,10,1791,0,4259,-1759.976968488693,3597.3032609272004,-5357.280229415894,0.6714793900783897,1929.7175950145738,19.297175950145736,564,2.073529411764706,0.3617021276595745,17.63383951434902,-14.881333970599705,1.1849636295500996,-3.1205265398735693,-0.9120386180006828,0.9571717181202135,10,564,0,1364,609.1341052532196,3957.357060194016,-3348.2229549407966,1.1819275817204324,217.71336841583252,2.1771336841583255,396,2.0307692307692307,0.46464646464646464,21.507375327141393,-15.79350450443772,1.3617861267648461,1.5382174375081301,2.79787185180918,0.8695601559511172,9,396,0,1018,False,False,False
f74b_0285,microburst_h6_long,long(롱),6,0.55,0.4,session_micro_path,17,vol_adx_active,hist_gbm,5.0,11467,0.37978547135257695,0.6656346253934102,0.40684301161229725,1937.371084270478,11241.12509267807,-9303.754008407594,1.2082354157815993,206.3504559516914,2.063504559516914,1791,2.0996483001172335,0.5220547180346176,12.022593682008631,-10.868871505149057,1.1061492148759884,1.0817258985318134,9.388741475444256,0.9139997387951329,10,1791,0,4259,-1759.976968488693,3597.3032609272004,-5357.280229415894,0.6714793900783897,1929.7175950145738,19.297175950145736,564,2.073529411764706,0.3617021276595745,17.63383951434902,-14.881333970599705,1.1849636295500996,-3.1205265398735693,-0.9120386180006828,0.9571717181202135,10,564,0,1364,609.1341052532196,3957.357060194016,-3348.2229549407966,1.1819275817204324,217.71336841583252,2.1771336841583255,396,2.0307692307692307,0.46464646464646464,21.507375327141393,-15.79350450443772,1.3617861267648461,1.5382174375081301,2.79787185180918,0.8695601559511172,9,396,0,1018,False,False,False
f74b_0522,microburst_h9_long,long(롱),9,0.75,0.5,core_no_external,37,cash_mid_late,logistic_l2,5.0,20861,0.4027131968745506,0.5330154840926031,0.5257532758919892,466.52869533538706,7944.050863895416,-7477.522168560028,1.0623908140716658,366.987733507156,3.66987733507156,1019,1.194607268464244,0.450441609421001,17.307300357070623,-13.352718158142908,1.2961630847061718,0.45782992672756334,1.2712378445921273,0.6028902619906855,9,1019,0,3341,-767.6578213882474,3613.895983428957,-4381.553804817201,0.8247978101868201,1125.2599199008982,11.252599199008982,343,1.2610294117647058,0.37026239067055394,28.45587388526738,-20.284971318598153,1.4028057244122294,-2.2380694501115084,-0.6822048913426643,0.8321767249256873,10,343,0,1360,367.0242145061493,3874.184092187881,-3507.1598776817314,1.104649980983689,333.85142841339075,3.3385142841339075,292,1.4974358974358974,0.4349315068493151,30.505386552660482,-21.255514410192312,1.4351751721441628,1.2569322414594153,1.0993639184064907,0.8260257216189419,8,292,0,1430,False,False,False
f74b_0639,microburst_h9_short,short(숏),9,0.75,0.5,core_no_external,37,vol_adx_active,logistic_l2,5.0,11467,0.3716752419987791,0.5430037277283132,0.5139011470435053,-1282.0749064826964,9479.570199451446,-10761.645105934143,0.8808662714796512,1419.0211473369673,14.190211473369674,1362,1.596717467760844,0.41262848751835535,16.86756263247588,-13.452056382417679,1.2539021658073328,-0.9413178461693806,-0.9034924594948612,0.8504594548262652,14,0,1362,4140,-984.0043424606323,3782.067805557252,-4766.072148017884,0.7935397719755753,1204.9052015972193,12.049052015972194,413,1.5183823529411764,0.3704600484261501,24.719397421942823,-18.331046723145707,1.3484989589127423,-2.38257710038894,-0.8166653618527322,0.9448940754443421,17,0,413,1360,210.2111120700833,3098.217216920853,-2888.0061048507687,1.0727876273242665,356.0350603580482,3.5603506035804826,270,1.3846153846153846,0.43703703703703706,26.256078109498755,-19.0000401634919,1.381895926722784,0.7785596743336418,0.5904225046226728,0.004109105847605086,9,0,270,887,False,False,False
f74b_0526,microburst_h9_long,long(롱),9,0.75,0.5,core_no_external,37,cash_mid_late,extra_trees_ref,7.0,20861,0.4027131968745506,0.8014509374887152,0.5129925512384678,15205.87461660385,20602.61622932434,-5396.741612720489,3.8176028625796286,86.77105522155762,0.8677105522155762,1666,1.9531066822977725,0.7496998799519808,16.495289214831338,-12.941826409401651,1.2745719725345919,9.127175640218399,175.24132416942263,0.9931019873342782,4,1666,0,6126,-1244.0579808902712,5036.3134053134945,-6280.371386203766,0.8019133098365613,1407.3120770359146,14.073120770359147,515,1.8933823529411764,0.39029126213592236,25.0562855985746,-20.001182758610717,1.252740195466071,-2.415646564835478,-0.8839958110147894,0.8074339353475534,11,515,0,1904,294.9585968494413,4881.045127820969,-4586.086530971526,1.0643159684967738,482.388585281371,4.82388585281371,395,2.0256410256410255,0.4379746835443038,28.21413368682641,-20.658047436808676,1.365769624313779,0.7467306249352944,0.6114543458307492,0.3698393530915708,7,395,0,1493,False,False,False
f74b_0456,microburst_h9_long,long(롱),9,0.75,0.5,micro_path_core,16,cash_mid_late,hist_gbm,5.0,20861,0.4027131968745506,0.5770997605383292,0.41101527521251113,2335.916906137463,10108.496251211163,-7772.5793450737,1.3005330408904707,273.6537803173069,2.7365378031730687,1178,1.3826291079812207,0.5067911714770797,16.932154524641813,-13.377933468285198,1.2656778840156842,1.9829515332236527,8.536030101352598,0.8155983588759669,7,1178,0,4016,-961.3985948657962,3586.599170465472,-4547.997765331268,0.7886105832781187,1075.4989479637188,10.754989479637187,385,1.4154411764705883,0.38441558441558443,24.233778178820756,-19.18986398873953,1.2628426232223928,-2.4971392074436265,-0.8939093773044102,0.8789697005221774,10,385,0,1362,184.91401527404787,3364.6736416816707,-3179.759626407623,1.0581534571790752,372.206239318848,3.72206239318848,284,1.4564102564102563,0.426056338028169,27.80722017918736,-19.507727769371918,1.425446392728837,0.6511056875846756,0.4968052540238115,0.6379199203280183,7,284,0,1193,False,False,False
f74b_0492,microburst_h9_long,long(롱),9,0.75,0.5,session_micro_path,17,cash_mid_late,hist_gbm,5.0,20861,0.4027131968745506,0.5770997605383292,0.41101527521251113,2335.916906137463,10108.496251211163,-7772.5793450737,1.3005330408904707,273.6537803173069,2.7365378031730687,1178,1.3826291079812207,0.5067911714770797,16.932154524641813,-13.377933468285198,1.2656778840156842,1.9829515332236527,8.536030101352598,0.8155983588759669,7,1178,0,4016,-961.3985948657962,3586.599170465472,-4547.997765331268,0.7886105832781187,1075.4989479637188,10.754989479637187,385,1.4154411764705883,0.38441558441558443,24.233778178820756,-19.18986398873953,1.2628426232223928,-2.4971392074436265,-0.8939093773044102,0.8789697005221774,10,385,0,1362,184.91401527404787,3364.6736416816707,-3179.759626407623,1.0581534571790752,372.206239318848,3.72206239318848,284,1.4564102564102563,0.426056338028169,27.80722017918736,-19.507727769371918,1.425446392728837,0.6511056875846756,0.4968052540238115,0.6379199203280183,7,284,0,1193,False,False,False
f74b_0489,microburst_h9_long,long(롱),9,0.75,0.5,session_micro_path,17,cash_mid_late,extra_trees_ref,5.0,20861,0.4027131968745506,0.7455731212156009,0.5134305555659787,10783.984407691954,16709.917080364226,-5925.932672672271,2.8197952969366034,110.22821044921875,1.1022821044921876,1434,1.6811254396248534,0.691771269177127,16.844674476173616,-13.407087494733645,1.2564007270624786,7.520212278725213,97.83325306419675,0.9878499971191776,7,1434,0,5096,-1509.9445406913756,3657.4323816490178,-5167.376922340392,0.7077928389231001,1478.6965632438787,14.786965632438786,426,1.5661764705882353,0.3591549295774648,23.904786808163514,-18.928120594653453,1.2629244772941588,-3.544470752796656,-1.0211321093348231,0.8084972109340004,14,426,0,1360,209.21098628044126,3991.313972330094,-3782.102986049652,1.055316046932651,341.1475103378307,3.4114751033783066,335,1.7179487179487178,0.4208955223880597,28.307191293121235,-19.495376216750785,1.4519951284037893,0.6245104068072873,0.6132566703279304,0.5520597205802714,11,335,0,1166,False,False,False
f74b_0481,microburst_h9_long,long(롱),9,0.75,0.5,session_micro_path,17,cash_open_90m,extra_trees_ref,7.0,8361,0.37435713431407724,0.6702125996226722,0.4858426703102243,171.80429964065547,8314.690546455386,-8142.886246814728,1.0210986982297416,658.7759532737709,6.587759532737709,1048,1.2286049237983587,0.4541984732824427,17.467837282469297,-14.235815116808965,1.2270345701416223,0.16393540042047278,0.2607932162473117,0.43647243387158347,10,1048,0,5717,-743.8948712539683,3173.4268531608604,-3917.3217244148254,0.8101011549249024,759.0034613037133,7.590034613037133,337,1.2389705882352942,0.3768545994065282,24.98761301701465,-18.65391297340393,1.3395373427892088,-2.207403178795158,-0.9800941750334136,0.84504936214924,12,337,0,1904,143.36233976364122,2991.7607774734497,-2848.3984377098077,1.0503308588663984,367.7403384399422,3.677403384399422,237,1.2153846153846153,0.4177215189873418,30.21980583306515,-20.640568389201505,1.4640975608440705,0.6049043871883596,0.38984665204754126,0.38004842721064863,9,237,0,1389,False,False,False
