candidate_id,axis_id,side,horizon_bars,target_atr,stop_atr,feature_bundle,feature_count,gate_id,model_id,target_trades_day,train_rows,train_positive_rate,train_auc,score_threshold,train_net_profit,train_gross_profit,train_gross_loss,train_profit_factor,train_max_drawdown_amount,train_max_drawdown_percent,train_trade_count,train_trades_day,train_win_rate,train_average_win,train_average_loss,train_payoff_ratio,train_expectancy,train_recovery_factor,train_smoothness_r2,train_max_consecutive_loss,train_long_trade_count,train_short_trade_count,train_raw_selected_count_before_lifecycle,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_smoothness_r2,validation_max_consecutive_loss,validation_long_trade_count,validation_short_trade_count,validation_raw_selected_count_before_lifecycle,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_smoothness_r2,oos_max_consecutive_loss,oos_long_trade_count,oos_short_trade_count,oos_raw_selected_count_before_lifecycle,scout_clue,meaningful_candidate,final_like_reference_only
f74b_0506,microburst_h9_long,long(롱),9,0.75,0.5,core_no_external,37,all,logistic_l2,9.0,29222,0.39459995893504896,0.5357219506460164,0.5296269734903705,-1044.8463788986205,9489.389384937285,-10534.235763835906,0.9008142211430672,1128.9185941696232,11.289185941696232,1240,1.4536928487690504,0.41451612903225804,18.46184705240717,-14.509966616853866,1.2723562734433205,-0.8426180474988875,-0.9255285405828202,0.6078043235200541,9,1240,0,4665,-2300.2582656478858,4950.843128356936,-7251.101394004821,0.6827711901050332,2566.705814723967,25.66705814723967,493,1.8125,0.3367139959432049,29.824356194921304,-22.174622000014743,1.344976982917746,-4.665838267034251,-0.896190849941743,0.9723012094105695,12,493,0,2448,260.9032925415049,5542.090150241853,-5281.186857700348,1.0494023975237856,422.7523421478254,4.227523421478254,417,2.1384615384615384,0.40047961630695444,33.18616856432247,-21.124747430801392,1.5709616729397988,0.6256673682050478,0.6171539848034098,0.41335109222524663,12,417,0,2370,False,False,False
f74b_0462,microburst_h9_long,long(롱),9,0.75,0.5,micro_path_core,16,vol_adx_active,extra_trees_ref,5.0,11467,0.3863259788959623,0.7062251093943621,0.5126595041198216,7225.095114526748,15146.989794282914,-7921.894679756166,1.9120412990329145,126.40948963165283,1.2640948963165282,1487,1.7432590855803047,0.5978480161398789,17.038233739350858,-13.2473155179869,1.286165013297731,4.858840023219064,57.15627153926575,0.9777903919286788,5,1487,0,4280,-1395.8864963722228,4017.792959747315,-5413.6794561195375,0.742155680311967,1453.2925283622862,14.532925283622863,461,1.6948529411764706,0.37093275488069416,23.495865261680205,-18.667860193515647,1.2586265923419324,-3.0279533543866006,-0.9604993276510172,0.8678273546151285,12,461,0,1360,171.928510313034,3923.8360929965966,-3751.9075826835633,1.045824292449672,307.7806601524353,3.0778066015243533,318,1.6307692307692307,0.39622641509433965,31.141556293623783,-19.541185326476892,1.5936370170661667,0.540655692808283,0.5586072569598185,0.28236487834137425,9,318,0,930,False,False,False
f74b_0450,microburst_h9_long,long(롱),9,0.75,0.5,micro_path_core,16,cash_mid_late,logistic_l2,5.0,20861,0.4027131968745506,0.5212739139248691,0.5115260833395169,-600.8322432804115,8712.9472270298,-9313.779470310212,0.9354899646061299,1190.1682641315492,11.901682641315492,1209,1.4173505275498242,0.4284532671629446,16.82036144214247,-13.478696773241985,1.2479219412023856,-0.4969662889002576,-0.5048296626518026,0.5719191947277995,11,1209,0,5052,-566.3309382915487,3422.8511152362844,-3989.1820535278302,0.8580333184366175,591.5330324459046,5.915330324459046,343,1.2610294117647058,0.36443148688046645,27.382808921890277,-18.299000245540505,1.496410107353461,-1.6511106072639905,-0.9573952885603888,0.5669240351711256,7,343,0,1360,153.63893680572482,3672.484900283813,-3518.845963478088,1.0436617397863774,543.2304405212399,5.432304405212399,297,1.523076923076923,0.4276094276094276,28.917203939242622,-20.699093902812283,1.3970275256983005,0.517302817527693,0.28282460875775917,0.26651574485565405,9,297,0,1414,False,False,False
f74b_0486,microburst_h9_long,long(롱),9,0.75,0.5,session_micro_path,17,cash_mid_late,logistic_l2,5.0,20861,0.4027131968745506,0.5212739139248691,0.5115260833395165,-600.8322432804115,8712.9472270298,-9313.779470310212,0.9354899646061299,1190.1682641315492,11.901682641315492,1209,1.4173505275498242,0.4284532671629446,16.82036144214247,-13.478696773241985,1.2479219412023856,-0.4969662889002576,-0.5048296626518026,0.5719191947277995,11,1209,0,5052,-566.3309382915487,3422.8511152362844,-3989.1820535278302,0.8580333184366175,591.5330324459046,5.915330324459046,343,1.2610294117647058,0.36443148688046645,27.382808921890277,-18.299000245540505,1.496410107353461,-1.6511106072639905,-0.9573952885603888,0.5669240351711256,7,343,0,1360,153.63893680572482,3672.484900283813,-3518.845963478088,1.0436617397863774,543.2304405212399,5.432304405212399,297,1.523076923076923,0.4276094276094276,28.917203939242622,-20.699093902812283,1.3970275256983005,0.517302817527693,0.28282460875775917,0.26651574485565405,9,297,0,1414,False,False,False
f74b_0523,microburst_h9_long,long(롱),9,0.75,0.5,core_no_external,37,cash_mid_late,logistic_l2,7.0,20861,0.4027131968745506,0.5330154840926031,0.5178143302339713,407.8556193828573,10196.676145315168,-9788.820525932311,1.0416654507355994,669.3759686565409,6.693759686565409,1344,1.5756154747948417,0.45089285714285715,16.826198259595987,-13.263984452482807,1.268562875648304,0.3034640025170069,0.6093072331255582,0.6754211733745629,11,1344,0,5034,-1429.7365508937835,4147.966573648453,-5577.703124542236,0.7436692991774958,1682.6510846614929,16.82651084661493,449,1.650735294117647,0.33853006681514475,27.28925377400298,-18.78014520047891,1.4530906701033963,-3.1842684875139944,-0.8496928233825793,0.8753125867080731,13,449,0,1904,170.58119683265693,4326.491960954667,-4155.910764122009,1.0410454426272302,327.0388059616089,3.270388059616089,355,1.8205128205128205,0.4140845070422535,29.43191810173243,-19.980340212125043,1.4730438916085977,0.4805104136131181,0.5215931373375962,0.6149301467700019,7,355,0,1814,False,False,False
f74b_0364,microburst_h6_short,short(숏),6,0.55,0.4,session_micro_path,17,all,extra_trees_ref,7.0,29222,0.37810553692423515,0.7099450695801238,0.5265085919096156,11608.368639545442,17738.102174243926,-6129.733534698487,2.8937803044511035,67.94472465515173,0.6794472465515173,2203,2.582649472450176,0.7194734453018611,11.191231655674402,-9.918662677505642,1.1283004594011243,5.269345728345639,170.85018297539406,0.9901942925376953,5,0,2203,5839,-1710.8054233550997,3860.1118267822267,-5570.917250137327,0.6929041760020888,1856.8094098091096,18.568094098091095,687,2.525735294117647,0.3915574963609898,14.349858092127237,-13.327553229993605,1.0767061173564056,-2.4902553469506548,-0.9213683506327017,0.9716687635032021,11,0,687,1904,155.9446743965149,4479.294648456575,-4323.349974060058,1.0360703332675307,379.88764815330615,3.798876481533062,541,2.7743589743589743,0.4510166358595194,18.35776495269088,-14.556733919394135,1.2611183974608877,0.28825263289559133,0.4105020922754046,0.12223562738963153,12,0,541,1556,False,False,False
f74b_0250,microburst_h6_long,long(롱),6,0.55,0.4,micro_path_core,16,vol_adx_active,hist_gbm,7.0,11467,0.37978547135257695,0.6656346253934102,0.39844668297199703,1145.8596253776554,12412.649928188324,-11266.79030281067,1.1017024010016234,462.01719541549755,4.6201719541549755,2073,2.430246189917937,0.5012059816690786,11.946727553598002,-10.896315573317862,1.096400657012203,0.5527542814171035,2.4801233303604,0.6921211854933496,10,2073,0,5841,-2135.820931034088,4050.5188415336615,-6186.33977256775,0.6547520812702504,2257.880753307347,22.57880753307347,650,2.389705882352941,0.35384615384615387,17.610951484928965,-14.729380410875594,1.195634235363066,-3.2858783554370588,-0.9459405364546088,0.9562011954186863,11,650,0,1904,142.09064310073848,4118.193397235871,-3976.1027541351323,1.0357361597239823,316.9097114562974,3.1690971145629736,448,2.2974358974358973,0.42410714285714285,21.674702090715112,-15.411250985019892,1.4064206800462498,0.31716661406414837,0.4483631708469531,0.4598375932106657,10,448,0,1373,False,False,False
f74b_0286,microburst_h6_long,long(롱),6,0.55,0.4,session_micro_path,17,vol_adx_active,hist_gbm,7.0,11467,0.37978547135257695,0.6656346253934102,0.39844668297199703,1145.8596253776554,12412.649928188324,-11266.79030281067,1.1017024010016234,462.01719541549755,4.6201719541549755,2073,2.430246189917937,0.5012059816690786,11.946727553598002,-10.896315573317862,1.096400657012203,0.5527542814171035,2.4801233303604,0.6921211854933496,10,2073,0,5841,-2135.820931034088,4050.5188415336615,-6186.33977256775,0.6547520812702504,2257.880753307347,22.57880753307347,650,2.389705882352941,0.35384615384615387,17.610951484928965,-14.729380410875594,1.195634235363066,-3.2858783554370588,-0.9459405364546088,0.9562011954186863,11,650,0,1904,142.09064310073848,4118.193397235871,-3976.1027541351323,1.0357361597239823,316.9097114562974,3.1690971145629736,448,2.2974358974358973,0.42410714285714285,21.674702090715112,-15.411250985019892,1.4064206800462498,0.31716661406414837,0.4483631708469531,0.4598375932106657,10,448,0,1373,False,False,False
f74b_0236,microburst_h6_long,long(롱),6,0.55,0.4,micro_path_core,16,cash_mid_late,logistic_l2,9.0,20861,0.41057475672307175,0.5221728023408577,0.5079991537455901,-2420.383141403198,10528.72172431946,-12949.104865722657,0.8130849069104267,2587.832271270756,25.878322712707558,2026,2.3751465416178195,0.4269496544916091,12.171932629271051,-11.153406430424338,1.0913197421075207,-1.1946609779877582,-0.9352936696375101,0.97304478638392,15,2026,0,8086,-1407.3276601696034,4289.254988527296,-5696.5826486969,0.7529522966735974,1465.6874541664147,14.656874541664147,624,2.2941176470588234,0.38782051282051283,17.724194167468163,-14.912520022766754,1.1885445344186536,-2.2553327887333388,-0.9601826475140278,0.9630256952301639,8,624,0,2448,154.45173535346967,4783.428630495072,-4628.976895141601,1.0333662791697185,376.3192893028263,3.763192893028263,510,2.6153846153846154,0.4411764705882353,21.25968280220032,-16.242024193479303,1.3089306202816433,0.3028465399087641,0.41042736778018696,0.517188633884926,10,510,0,2261,False,False,False
f74b_0272,microburst_h6_long,long(롱),6,0.55,0.4,session_micro_path,17,cash_mid_late,logistic_l2,9.0,20861,0.41057475672307175,0.5221728023408577,0.5079991537455901,-2420.383141403198,10528.72172431946,-12949.104865722657,0.8130849069104267,2587.832271270756,25.878322712707558,2026,2.3751465416178195,0.4269496544916091,12.171932629271051,-11.153406430424338,1.0913197421075207,-1.1946609779877582,-0.9352936696375101,0.97304478638392,15,2026,0,8086,-1407.3276601696034,4289.254988527296,-5696.5826486969,0.7529522966735974,1465.6874541664147,14.656874541664147,624,2.2941176470588234,0.38782051282051283,17.724194167468163,-14.912520022766754,1.1885445344186536,-2.2553327887333388,-0.9601826475140278,0.9630256952301639,8,624,0,2448,154.45173535346967,4783.428630495072,-4628.976895141601,1.0333662791697185,376.3192893028263,3.763192893028263,510,2.6153846153846154,0.4411764705882353,21.25968280220032,-16.242024193479303,1.3089306202816433,0.3028465399087641,0.41042736778018696,0.517188633884926,10,510,0,2261,False,False,False
f74b_0292,microburst_h6_long,long(롱),6,0.55,0.4,core_no_external,37,all,extra_trees_ref,7.0,29222,0.39412086783929917,0.776580719532098,0.5255353825420053,17398.425171518327,22494.309419031146,-5095.884247512817,4.414211219575896,67.78890609741211,0.677889060974121,2267,2.6576787807737396,0.8081164534627261,12.278553176327044,-11.714676431063946,1.0481342142551935,7.674647186377736,256.6559363934407,0.9922273261109508,4,2267,0,6081,-1080.2390110969538,5545.735114040375,-6625.974125137329,0.8369690266373376,1281.5071938705441,12.815071938705442,678,2.4926470588235294,0.4218289085545723,19.39068221692439,-16.902995217187062,1.1471743302162112,-1.5932728777241207,-0.8429441647021124,0.9049741368146612,10,678,0,1904,171.3150772285453,5361.082444400787,-5189.767367172241,1.0330101650243892,372.81548295021094,3.7281548295021096,559,2.8666666666666667,0.4490161001788909,21.35889420079995,-16.849894049260524,1.2675981307869,0.30646704334265706,0.45951706692241706,0.31387696919974,13,559,0,1664,False,False,False
f74b_0246,microburst_h6_long,long(롱),6,0.55,0.4,micro_path_core,16,vol_adx_active,extra_trees_ref,5.0,11467,0.37978547135257695,0.6910979195912796,0.5223078912637009,3686.1262330818186,11624.077298603059,-7937.951065521241,1.464367467455504,236.41577091217005,2.3641577091217005,1695,1.9871043376318875,0.5646017699115045,12.146371262908108,-10.756031254093822,1.1292614325832415,2.1747057422311613,15.591710395882336,0.9637342251720258,7,1695,0,4276,-1632.4479592037198,3387.29045701027,-5019.73841621399,0.6747942175769884,1672.8314479541787,16.728314479541787,540,1.9852941176470589,0.37777777777777777,16.60436498534446,-14.939697667303541,1.1114257701268044,-3.023051776303185,-0.9758592003995104,0.9546882930992278,10,540,0,1360,115.66956338882454,3670.630599308014,-3554.9610359191893,1.0325375052553611,370.21825103759693,3.702182510375969,391,2.005128205128205,0.4322250639386189,21.719707688213102,-16.013337999635986,1.3563510424064509,0.29583008539341316,0.3124361456104386,0.25808776021913343,8,391,0,1048,False,False,False
f74b_0580,microburst_h9_short,short(숏),9,0.75,0.5,session_micro_path,17,all,extra_trees_ref,7.0,29222,0.37755800424337826,0.7429510956332767,0.518535954543051,16610.48688556671,22732.72477542877,-6122.237889862061,3.7131397349116986,87.66739845275879,0.8766739845275879,1911,2.2403282532239155,0.7352171637885924,16.179875285002684,-12.099284367316326,1.3372588653845692,8.69203918658645,189.47165284615556,0.9911900299836155,6,0,1911,5869,-886.6155498600006,5045.331725683212,-5931.9472755432125,0.8505354972530822,1116.4097459411696,11.164097459411696,605,2.224264705882353,0.39173553719008264,21.288319517650685,-16.119421944410902,1.3206627130343218,-1.4654802477024802,-0.7941667950171422,0.869456600254407,11,0,605,1904,130.8413079261778,4704.517279148102,-4573.675971221923,1.0286074721404506,289.0280889511105,2.8902808895111045,431,2.2102564102564104,0.41531322505800466,26.282219436581574,-18.149507822309218,1.4480954356390698,0.30357612047837074,0.45269409074046707,0.726808588623749,10,0,431,1497,False,False,False
f74b_0624,microburst_h9_short,short(숏),9,0.75,0.5,core_no_external,37,cash_open_90m,extra_trees_ref,5.0,8361,0.3560578878124626,0.774270334575979,0.4948263575145127,3241.1740647029874,8878.422959947588,-5637.248895244598,1.5749567075949298,223.32013338089018,2.233201333808902,933,1.0937866354044548,0.5605573419078242,16.975952122270723,-13.749387549377069,1.2346696942904805,3.4739271861768355,14.51357750702624,0.9616972207897359,9,0,933,4444,-1307.371314678192,2064.196824588776,-3371.5681392669676,0.6122364251067948,1376.4771219825816,13.764771219825816,277,1.0183823529411764,0.3285198555956679,22.68348158888765,-18.126710426166493,1.2513843414270749,-4.719752038549429,-0.9497951646265981,0.9454233409693614,12,0,277,1360,59.20535629272467,2396.8697790145875,-2337.6644227218626,1.025326713157481,272.0239392280564,2.720239392280564,201,1.0307692307692307,0.39800995024875624,29.960872237682345,-19.319540683651756,1.5508066536506901,0.29455401140659043,0.21764759550477925,0.5157478254385933,10,0,201,979,False,False,False
f74b_0234,microburst_h6_long,long(롱),6,0.55,0.4,micro_path_core,16,cash_mid_late,logistic_l2,5.0,20861,0.41057475672307175,0.5221728023408577,0.5155855266948031,-1512.6537816238401,7112.062438468934,-8624.716220092774,0.8246140808552227,1649.2964414787293,16.49296441478729,1338,1.5685814771395077,0.4319880418535127,12.30460629492895,-11.348310815911544,1.0842676495674208,-1.1305334690761137,-0.9171509399896735,0.8649208388920787,17,1338,0,4688,-1009.1939044284818,2880.8862522029876,-3890.0801566314703,0.7405724654007202,1099.2310180950171,10.99231018095017,410,1.5073529411764706,0.37073170731707317,18.953199027651234,-15.077830064463063,1.257024316272275,-2.461448547386541,-0.9180908178677755,0.8506984917043543,14,410,0,1360,80.25415215492234,3361.6641214847564,-3281.4099693298344,1.024457215923956,368.3859716892239,3.683859716892239,352,1.8051282051282052,0.4403409090909091,21.6881556224823,-16.656903397613373,1.302052074432383,0.22799475044012027,0.21785344264581818,0.07000296231052866,9,352,0,1335,False,False,False
