candidate_id,artifact_slug,feature_set_id,model_id,split,rows,signal_rows,signal_rate,signals_per_day,label_agreement_rate,mean_proxy_log_return,median_proxy_log_return
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,train,29222,6220,0.21285332968311546,10.855148342059337,0.45755627009646305,0.000566264414920446,0.0008319539192598313
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,validation,9844,2851,0.28961804144656644,15.579234972677595,0.3767099263416345,-0.0006533168913704879,-4.049931521876715e-05
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,oos,7584,2490,0.32832278481012656,19.00763358778626,0.3931726907630522,0.00011648838835644272,0.00022269213513936847
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,train,29222,6583,0.22527547738005613,11.488656195462479,0.45951693756645906,0.0005160792918750313,0.0008778001647442579
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,validation,9844,3028,0.3075985371800081,16.546448087431695,0.4025759577278732,-0.00037489593666744405,0.0002697135496418923
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,oos,7584,2626,0.34625527426160335,20.045801526717558,0.38842345773038844,0.00014942959463818415,0.0002466988516971469
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,train,29222,6216,0.21271644651290122,10.848167539267015,0.4547940797940798,0.0005530656598184426,0.0007880021294113249
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,validation,9844,2846,0.2891101178382771,15.551912568306012,0.38018271257905834,-0.000597573933730072,-3.8358013625838794e-05
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,oos,7584,2475,0.3263449367088608,18.893129770992367,0.397979797979798,0.0001498858647693226,0.00027827793383039534
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,train,29222,6599,0.22582301006091302,11.516579406631763,0.45658433095923623,0.0004941247009953528,0.0008087292080745101
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,validation,9844,3025,0.3072937830150345,16.530054644808743,0.4069421487603306,-0.00030248293065506757,0.00030912106740288436
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,oos,7584,2612,0.3444092827004219,19.938931297709924,0.3889739663093415,0.00014010452472419714,0.00026557948149275035
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,train,29222,6103,0.20884949695434946,10.650959860383944,0.44863182041618876,0.00044838818159394163,0.0007009023684076965
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,validation,9844,2826,0.28707842340511985,15.442622950819672,0.37898089171974525,-0.000549357320262115,-4.0812990846461616e-05
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,oos,7584,2457,0.3239715189873418,18.755725190839694,0.4078144078144078,0.00025519003380276395,0.00043202750384807587
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,train,29222,6510,0.22277735952364658,11.361256544502618,0.45606758832565286,0.0005077856511135246,0.0008036915096454322
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,validation,9844,2989,0.3036367330353515,16.333333333333332,0.40414854466376715,-0.00019983787236003647,0.00030840004910714924
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,oos,7584,2581,0.3403217299578059,19.702290076335878,0.40565672220069743,0.0002942737028287513,0.00045439525274559855
