candidate_id,artifact_slug,feature_set_id,model_id,feature_count,queue_decision,reason_codes,decision_threshold_policy,decision_threshold,onnx_path,prediction_path
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,56,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.06677452101508195,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/c56_bal.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/c56_bal_pred.parquet
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,56,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.07096937220715405,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/c56_plain.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/c56_plain_pred.parquet
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,48,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.06601092665437092,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/m48_bal.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/m48_bal_pred.parquet
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,48,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.07078808758599892,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/m48_plain.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/m48_plain_pred.parquet
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,42,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.06160298154533757,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/u42_bal.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/u42_bal_pred.parquet
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,42,forward_replay_queue_not_selected_candidate,passed_predeclared_research_gate,train_only_nonflat_margin_q60,0.06695556909679398,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/onnx/u42_plain.onnx,stages/329_onnx_rebuild__live_feature_control/02_runs/run329C/predictions/u42_plain_pred.parquet
