attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267cz_01_s258_stc_explosive_second_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_01_s258_stc_explosive_second_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_01_s258_stc_explosive_second_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_01_s258_stc_explosive_second_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_02_s264_aia_explosive_second_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_02_s264_aia_explosive_second_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_02_s264_aia_explosive_second_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_02_s264_aia_explosive_second_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_03_s264_aih_explosive_second_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_03_s264_aih_explosive_second_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_03_s264_aih_explosive_second_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_03_s264_aih_explosive_second_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_04_s264_aia_aia_val_damage_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_04_s264_aia_aia_val_damage_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_04_s264_aia_aia_val_damage_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_04_s264_aia_aia_val_damage_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_05_s264_aih_aih_final_supply_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_05_s264_aih_aih_final_supply_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_05_s264_aih_aih_final_supply_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_05_s264_aih_aih_final_supply_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_06_s264_lc_control_rejoin_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_06_s264_lc_control_rejoin_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_06_s264_lc_control_rejoin_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_06_s264_lc_control_rejoin_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_07_s262_lih_control_rejoin_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_07_s262_lih_control_rejoin_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cz_07_s262_lih_control_rejoin_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267da_run267cz_07_s262_lih_control_rejoin_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
