attempt_name,candidate_id,candidate_alias,candidate_role,variant_id,profile_label,tier,attempt_role,record_view_prefix,set_path,ini_path,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267cz_01_s258_stc_explosive_second_ta_2024,s258_short_tight_control,s258_stc,stress_challenger,run267cz_01_s258_stc_explosive_second,explosive_second_survival,Tier A,tier_only_total,mt5_ta_s258_stc_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_01_s258_stc_explosive_second_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_01_s258_stc_explosive_second_ta_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_01_s258_stc_explosive_second_ta_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_01_s258_stc_explosive_second_ta_2024_summary.csv,completed,completed,completed
run267cz_01_s258_stc_explosive_second_rt_2024,s258_short_tight_control,s258_stc,stress_challenger,run267cz_01_s258_stc_explosive_second,explosive_second_survival,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s258_stc_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_01_s258_stc_explosive_second_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_01_s258_stc_explosive_second_rt_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_01_s258_stc_explosive_second_rt_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_01_s258_stc_explosive_second_rt_2024_summary.csv,completed,completed,completed
run267cz_02_s264_aia_explosive_second_ta_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267cz_02_s264_aia_explosive_second,explosive_second_survival,Tier A,tier_only_total,mt5_ta_s264_aia_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_02_s264_aia_explosive_second_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_02_s264_aia_explosive_second_ta_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_02_s264_aia_explosive_second_ta_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_02_s264_aia_explosive_second_ta_2024_summary.csv,completed,completed,completed
run267cz_02_s264_aia_explosive_second_rt_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267cz_02_s264_aia_explosive_second,explosive_second_survival,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aia_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_02_s264_aia_explosive_second_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_02_s264_aia_explosive_second_rt_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_02_s264_aia_explosive_second_rt_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_02_s264_aia_explosive_second_rt_2024_summary.csv,completed,completed,completed
run267cz_03_s264_aih_explosive_second_ta_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267cz_03_s264_aih_explosive_second,explosive_second_survival,Tier A,tier_only_total,mt5_ta_s264_aih_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_03_s264_aih_explosive_second_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_03_s264_aih_explosive_second_ta_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_03_s264_aih_explosive_second_ta_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_03_s264_aih_explosive_second_ta_2024_summary.csv,completed,completed,completed
run267cz_03_s264_aih_explosive_second_rt_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267cz_03_s264_aih_explosive_second,explosive_second_survival,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aih_explosive_second,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_03_s264_aih_explosive_second_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_03_s264_aih_explosive_second_rt_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_03_s264_aih_explosive_second_rt_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_03_s264_aih_explosive_second_rt_2024_summary.csv,completed,completed,completed
run267cz_04_s264_aia_aia_val_damage_ta_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267cz_04_s264_aia_aia_val_damage,aia_validation_damage_probe,Tier A,tier_only_total,mt5_ta_s264_aia_aia_val_damage,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_04_s264_aia_aia_val_damage_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_04_s264_aia_aia_val_damage_ta_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_04_s264_aia_aia_val_damage_ta_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_04_s264_aia_aia_val_damage_ta_2024_summary.csv,completed,completed,completed
run267cz_04_s264_aia_aia_val_damage_rt_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267cz_04_s264_aia_aia_val_damage,aia_validation_damage_probe,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aia_aia_val_damage,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_04_s264_aia_aia_val_damage_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_04_s264_aia_aia_val_damage_rt_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_04_s264_aia_aia_val_damage_rt_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_04_s264_aia_aia_val_damage_rt_2024_summary.csv,completed,completed,completed
run267cz_05_s264_aih_aih_final_supply_ta_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267cz_05_s264_aih_aih_final_supply,aih_final_supply_or_prune,Tier A,tier_only_total,mt5_ta_s264_aih_aih_final_supply,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_05_s264_aih_aih_final_supply_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_05_s264_aih_aih_final_supply_ta_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_05_s264_aih_aih_final_supply_ta_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_05_s264_aih_aih_final_supply_ta_2024_summary.csv,completed,completed,completed
run267cz_05_s264_aih_aih_final_supply_rt_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267cz_05_s264_aih_aih_final_supply,aih_final_supply_or_prune,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aih_aih_final_supply,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_05_s264_aih_aih_final_supply_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267cz_05_s264_aih_aih_final_supply_rt_2024.ini,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_05_s264_aih_aih_final_supply_rt_2024_telemetry.csv,OPV2/s267da/run267DA_shared_weakness_second_followup_or_prune/telemetry/run267cz_05_s264_aih_aih_final_supply_rt_2024_summary.csv,completed,completed,completed
