run_id,session_bucket_id,session_bucket_label,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03N_et_volatility_regime_probe_v1,low_vol,low_vol_zero_flags,fold05,low_vol_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_tier_a_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,low_vol,low_vol_zero_flags,fold05,low_vol_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,19.54,2,6,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_tier_b_fallback_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,low_vol,low_vol_zero_flags,fold05,low_vol_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-11.52,0.44,6,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_routed_validation_is.htm
run03N_et_volatility_regime_probe_v1,mid_vol,mid_vol_one_flag,fold05,mid_vol_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-161.57,0.53,25,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_tier_a_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,mid_vol,mid_vol_one_flag,fold05,mid_vol_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,122.78,2.13,5,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_tier_b_fallback_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,mid_vol,mid_vol_one_flag,fold05,mid_vol_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-172.2,0.53,27,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_routed_validation_is.htm
run03N_et_volatility_regime_probe_v1,high_vol,high_vol_two_plus_flags,fold05,high_vol_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,90.88,1.16,71,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_high_vol_tier_a_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,high_vol,high_vol_two_plus_flags,fold05,high_vol_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-51.73,0.58,7,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_high_vol_tier_b_fallback_only_validation_is.htm
run03N_et_volatility_regime_probe_v1,high_vol,high_vol_two_plus_flags,fold05,high_vol_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,177.24,1.31,79,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_high_vol_routed_validation_is.htm
run03N_et_volatility_regime_probe_v1,low_vol,low_vol_zero_flags,fold05,low_vol_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_tier_a_only_oos.htm
