run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_low_vol_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_tier_a_only_validation_is.htm,8300f4b859270c2e83e20c2d9d31f45d2a272c9e9db1f2ce555b9f48a0a729b6,0,NA,0,0,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_low_vol_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_tier_b_fallback_only_validation_is.htm,a2cb9bd142f0d060de741a244e615b34984276e543e3b271b8bd41d6c8e50d9b,19.54,2,6,48.05,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_low_vol_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_routed_validation_is.htm,3d2b0c377e1bf7c9a922144ba717a91d7b1565dbcfa3cf90c9583754eac78d31,NA,NA,NA,NA,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_low_vol_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_routed_validation_is.htm,3d2b0c377e1bf7c9a922144ba717a91d7b1565dbcfa3cf90c9583754eac78d31,NA,NA,NA,NA,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_low_vol_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_low_vol_routed_validation_is.htm,3d2b0c377e1bf7c9a922144ba717a91d7b1565dbcfa3cf90c9583754eac78d31,-11.52,0.44,6,21.08,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mid_vol_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_tier_a_only_validation_is.htm,53e738671f8ff8b86aa28175b043b6218dcaf61337972474658507744b6b367f,-161.57,0.53,25,274.22,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mid_vol_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_tier_b_fallback_only_validation_is.htm,e3f725e60b6346830ad8cc7f57b21e76f7ab82bfc3f5995e699ea3e0c58e9c0a,122.78,2.13,5,288.39,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mid_vol_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_routed_validation_is.htm,30a556336e66967136ed982721957dc265563aae098ef8f89e79f80f17a143af,NA,NA,NA,NA,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mid_vol_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_routed_validation_is.htm,30a556336e66967136ed982721957dc265563aae098ef8f89e79f80f17a143af,NA,NA,NA,NA,recorded
run03N_et_volatility_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mid_vol_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03N_et_volatility_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03N_et_volatility_regime_probe_v1_mid_vol_routed_validation_is.htm,30a556336e66967136ed982721957dc265563aae098ef8f89e79f80f17a143af,-172.2,0.53,27,278.43,recorded
