run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03N_et_volatility_regime_probe_v1,mt5_low_vol_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,6,203.5,8.71817,10.0058,37.53,-17.99,0.5,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_low_vol_routed_total_validation_is,validation,Tier A+B,routed_total,6,10,3.74617,5.43083,6.47,-17.99,0,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_mid_vol_tier_a_only_validation_is,validation,Tier A,tier_only_total,25,97.48,17.7345,24.1204,-140.33,-21.24,0,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_mid_vol_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,5,2814.6,105.128,41.061,180.28,-57.5,0.666667,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_mid_vol_routed_total_validation_is,validation,Tier A+B,routed_total,27,62.037,16.75,22.6304,-180.73,8.53,0,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_tier_a_only_validation_is,validation,Tier A,tier_only_total,71,94.5634,20.6765,15.3822,154.03,-63.15,0.666667,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,7,1448,19.7733,22.234,61.86,-113.59,0.5,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_routed_total_validation_is,validation,Tier A+B,routed_total,79,96.6456,19.7991,14.3014,212.08,-34.84,0.666667,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_low_vol_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,2,728,24.1485,14.5195,0,24.16,0.5,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_low_vol_routed_total_oos,oos,Tier A+B,routed_total,3,92.6667,1.77033,11.5,0,-23.45,0,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_tier_a_only_oos,oos,Tier A,tier_only_total,22,35,8.97786,7.95618,15.06,-44.09,0.333333,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,4,1882.75,15.2625,29.7258,19.97,-27.09,0.5,trade_attribution_recorded
run03N_et_volatility_regime_probe_v1,mt5_high_vol_routed_total_oos,oos,Tier A+B,routed_total,26,75.3846,7.72192,8.12246,4.58,-62.2,0,trade_attribution_recorded
