attempt_name,ini_path,ini_sha256,expert,symbol,period,model,deposit,leverage,from_date,to_date,report,claim_boundary
run364AU_threshold_edge_floor001_pshort0455_floor001_hold6,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AU/mt5/inis/OPv2_run364AU.ini,c7c83bdf92e169707a5066afff5b181673865db6f5f57259e44eb0969f59fd62,Project_Obsidian_Prime_v2\foundation\mt5\ObsidianPrimeV2_RuntimeProbeEA.ex5,US100,M5,4,500.0,1:100,2025.01.02,2026.04.14,OPv2_run364AU_threshold_edge_floor001,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
