run_id,close_month,trade_count,net_profit,gross_profit,swap,expectancy,win_count,loss_count,avg_p_short,avg_margin_vs_long,avg_margin_vs_flat,min_margin_vs_long,timestamp_safe_inputs,claim_boundary
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-01,1,11.53,11.53,0.0,11.53,1,0,0.449526,0.080599,0.267978,0.080599,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-02,7,-3.92,-3.92,0.0,-0.56,3,4,0.468303,0.10632,0.298591,0.080438,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-03,2,4.09,4.09,0.0,2.045,1,1,0.468342,0.135573,0.269453,0.129636,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-04,2,-11.6,-11.6,0.0,-5.8,1,1,0.475426,0.121974,0.304303,0.089091,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-05,1,5.42,5.42,0.0,5.42,1,0,0.438436,0.078636,0.236671,0.078636,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-06,1,-4.01,-4.01,0.0,-4.01,0,1,0.471195,0.103109,0.310475,0.103109,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-07,1,-6.96,-6.96,0.0,-6.96,0,1,0.445012,0.105643,0.229392,0.105643,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-08,4,-7.0,-7.0,0.0,-1.75,1,3,0.448661,0.099108,0.246876,0.088038,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-11,4,7.36,7.36,0.0,1.84,3,1,0.455566,0.088819,0.277878,0.076329,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2025-12,4,3.28,3.28,0.0,0.82,2,2,0.460758,0.097183,0.28509,0.08769,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2026-01,5,17.75,17.75,0.0,3.55,3,2,0.461314,0.103859,0.280082,0.076192,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2026-02,6,53.56,53.56,0.0,8.926667,4,2,0.471247,0.114335,0.299406,0.085583,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,2026-03,1,-0.31,-0.31,0.0,-0.31,0,1,0.471759,0.10052,0.314758,0.10052,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
