run_id,open_hour,trade_count,net_profit,gross_profit,swap,expectancy,win_count,loss_count,avg_p_short,avg_margin_vs_long,avg_margin_vs_flat,min_margin_vs_long,timestamp_safe_inputs,claim_boundary
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,17,38,73.2,73.2,0.0,1.926316,20,18,0.462221,0.104486,0.282175,0.076192,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CF_materialize_cost_stable_h17_source_guard_offensive_inputs_without_db_v1,18,1,-4.01,-4.01,0.0,-4.01,0,1,0.471195,0.103109,0.310475,0.103109,open_time/open_hour/month/probability only(진입 시각/시간/월/확률만 사용),research_development_runtime_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
