adapter_id,split,chron_segment,direction,session_slice,trend_regime,adx_bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,mfe_mean,mae_mean,mfe_capture_ratio,max_closed_trade_drawdown,stage99_read
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,buy,late,downtrend,adx_gt25,4,7.67,inf,1.917500,1.000000,8.262500,5.248750,0.232073,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,buy,late,range_or_weak_trend,adx_lt20,2,6.82,inf,3.410000,1.000000,6.463000,3.681500,0.527619,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,buy,mid,downtrend,adx_20_25,4,-12.86,0.443290,-3.215000,0.250000,4.059250,11.357500,-0.792018,23.10,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,buy,mid,downtrend,adx_gt25,5,35.04,7.725528,7.008000,0.800000,11.630500,6.304080,0.602554,5.21,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,buy,mid,range_or_weak_trend,adx_lt20,8,-38.98,0.384979,-4.872500,0.375000,8.537362,10.880438,-0.570727,39.99,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,sell,early,downtrend,adx_20_25,1,14.48,inf,14.480000,1.000000,16.087500,22.558500,0.900078,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,sell,early,downtrend,adx_gt25,9,-24.00,0.623529,-2.666667,0.444444,10.999133,12.518778,-0.242443,50.30,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,sell,late,downtrend,adx_gt25,4,-19.90,0.000000,-4.975000,0.000000,2.944650,10.512500,-1.689505,19.90,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,early,sell,mid,downtrend,adx_gt25,2,-4.39,0.211849,-2.195000,0.500000,10.369550,5.663900,-0.211677,5.57,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,early,downtrend,adx_20_25,11,-15.46,0.719521,-1.405455,0.636364,7.336309,11.758518,-0.191575,27.41,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,early,downtrend,adx_gt25,18,93.93,3.972468,5.218333,0.722222,10.991239,5.878078,0.474772,17.10,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,early,range_or_weak_trend,adx_lt20,5,-30.85,0.338409,-6.170000,0.400000,8.415360,11.353440,-0.733183,37.74,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,late,downtrend,adx_gt25,4,33.78,6.011869,8.445000,0.750000,12.235875,5.372175,0.690184,6.74,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,mid,downtrend,adx_20_25,2,16.52,inf,8.260000,1.000000,18.865000,1.487500,0.437848,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,mid,downtrend,adx_gt25,7,-12.24,0.727212,-1.748571,0.428571,9.283029,10.425457,-0.188362,37.20,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,buy,mid,range_or_weak_trend,adx_lt20,3,-2.44,0.742072,-0.813333,0.666667,6.186667,10.514167,-0.131466,9.46,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,sell,early,downtrend,adx_20_25,1,29.92,inf,29.920000,1.000000,41.940000,0.360000,0.713400,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,sell,early,downtrend,adx_gt25,13,24.20,1.207085,1.861538,0.538462,17.925731,16.579731,0.103847,81.79,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,sell,early,range_or_weak_trend,adx_lt20,2,11.28,1.412733,5.640000,0.500000,24.957500,24.495000,0.225984,27.33,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,sell,late,downtrend,adx_gt25,2,-24.97,0.000000,-12.485000,0.000000,4.071000,20.140000,-3.066814,24.97,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,late,sell,mid,downtrend,adx_gt25,1,-7.58,0.000000,-7.580000,0.000000,0.365400,13.554600,-20.744390,7.58,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,early,downtrend,adx_20_25,8,66.43,4.824410,8.303750,0.500000,17.524250,8.232050,0.473843,16.76,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,early,downtrend,adx_gt25,16,-1.82,0.979523,-0.113750,0.500000,11.459888,11.595356,-0.009926,64.78,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,early,range_or_weak_trend,adx_lt20,2,-31.00,0.000000,-15.500000,0.000000,5.933750,16.936500,-2.612176,31.00,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,late,downtrend,adx_20_25,2,21.68,9.637450,10.840000,0.500000,18.801750,7.669200,0.576542,2.51,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,late,downtrend,adx_gt25,5,-11.97,0.572958,-2.394000,0.600000,6.296860,10.620580,-0.380189,27.76,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,late,range_or_weak_trend,adx_lt20,4,0.59,1.103147,0.147500,0.750000,6.469125,7.112350,0.022801,5.72,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,mid,downtrend,adx_20_25,3,26.32,inf,8.773333,1.000000,12.694000,5.374400,0.691140,0.00,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,mid,downtrend,adx_gt25,6,38.89,2.335508,6.481667,0.333333,20.467250,13.946350,0.316685,15.34,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,buy,mid,range_or_weak_trend,adx_lt20,11,-4.85,0.922051,-0.440909,0.454545,9.782709,11.185855,-0.045070,43.33,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,sell,early,downtrend,adx_20_25,1,-29.16,0.000000,-29.160000,0.000000,9.144800,72.420000,-3.188697,29.16,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,sell,early,downtrend,adx_gt25,3,24.92,5.924901,8.306667,0.666667,13.006033,12.973967,0.638678,5.06,context_slice_measurement
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,sell,late,downtrend,adx_gt25,5,-2.57,0.932916,-0.514000,0.600000,10.977420,12.101360,-0.046823,29.58,negative_context_slice
s97_v41_h2_risk475_gate08_sl2075_tp40_cd10,validation_is,mid,sell,mid,downtrend,adx_gt25,3,10.09,3.627604,3.363333,0.666667,7.402500,6.794567,0.454351,3.84,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,early,downtrend,adx_20_25,7,11.44,1.413594,1.634286,0.571429,8.635457,9.057586,0.189253,19.20,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,early,downtrend,adx_gt25,15,0.65,1.013673,0.043333,0.666667,6.840653,9.769887,0.006335,34.24,weak_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,early,range_or_weak_trend,adx_lt20,7,-37.22,0.430190,-5.317143,0.428571,7.056300,17.626071,-0.753531,56.08,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,late,downtrend,adx_20_25,1,2.61,inf,2.610000,1.000000,9.972800,7.682000,0.261712,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,late,downtrend,adx_gt25,2,5.28,inf,2.640000,1.000000,6.637250,4.745750,0.397755,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,late,range_or_weak_trend,adx_lt20,1,12.07,inf,12.070000,1.000000,15.904200,4.505800,0.758919,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,mid,downtrend,adx_20_25,1,13.29,inf,13.290000,1.000000,15.500600,0.989400,0.857386,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,mid,downtrend,adx_gt25,3,-13.36,0.455139,-4.453333,0.666667,9.004100,12.839100,-0.494590,24.52,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,buy,mid,range_or_weak_trend,adx_lt20,3,-13.48,0.000000,-4.493333,0.000000,7.606167,17.002300,-0.590749,13.48,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,sell,early,downtrend,adx_20_25,1,-24.53,0.000000,-24.530000,0.000000,6.435000,37.346400,-3.811966,24.53,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,sell,early,downtrend,adx_gt25,6,37.05,1.766922,6.175000,0.500000,21.046683,12.390083,0.293395,24.16,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,sell,early,range_or_weak_trend,adx_lt20,2,18.47,1.892702,9.235000,0.500000,31.648600,24.747450,0.291798,20.69,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,sell,late,downtrend,adx_gt25,4,-21.90,0.270972,-5.475000,0.500000,5.426925,9.772050,-1.008859,30.04,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,early,sell,mid,downtrend,adx_gt25,3,7.68,4.622642,2.560000,0.333333,9.164467,5.837500,0.279340,1.42,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,early,downtrend,adx_20_25,5,-60.53,0.388030,-12.106000,0.400000,22.879400,25.834500,-0.529122,98.91,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,early,downtrend,adx_gt25,18,133.12,2.182553,7.395556,0.555556,21.021889,16.542056,0.351803,65.98,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,early,range_or_weak_trend,adx_lt20,4,-45.30,0.344049,-11.325000,0.500000,10.873625,29.170000,-1.041511,53.34,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,late,downtrend,adx_20_25,1,-24.89,0.000000,-24.890000,0.000000,12.432000,29.208000,-2.002091,24.89,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,late,downtrend,adx_gt25,3,-50.21,0.000000,-16.736667,0.000000,9.721333,27.723667,-1.721643,50.21,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,late,range_or_weak_trend,adx_lt20,1,33.82,inf,33.820000,1.000000,41.804000,5.376000,0.809013,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,mid,downtrend,adx_20_25,2,9.23,1.458520,4.615000,0.500000,27.109250,18.540750,0.170237,20.13,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,mid,downtrend,adx_gt25,11,116.83,3.605486,10.620909,0.545455,20.724455,10.349409,0.512482,20.66,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,buy,mid,range_or_weak_trend,adx_lt20,6,62.12,4.309536,10.353333,0.666667,21.346167,10.769667,0.485021,11.91,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,sell,early,downtrend,adx_20_25,1,-38.75,0.000000,-38.750000,0.000000,30.625000,52.325000,-1.265306,38.75,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,sell,early,downtrend,adx_gt25,1,-2.86,0.000000,-2.860000,0.000000,8.910000,3.307500,-0.320988,2.86,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,late,sell,early,range_or_weak_trend,adx_lt20,1,35.41,inf,35.410000,1.000000,52.920000,19.110000,0.669123,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,early,downtrend,adx_20_25,4,-86.33,0.114201,-21.582500,0.250000,6.528375,28.458625,-3.305953,86.33,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,early,downtrend,adx_gt25,18,73.45,2.276503,4.080556,0.666667,13.122972,9.647833,0.310948,23.34,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,early,range_or_weak_trend,adx_lt20,6,21.68,2.364380,3.613333,0.666667,11.075917,12.402667,0.326233,8.51,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,late,downtrend,adx_gt25,1,10.19,inf,10.190000,1.000000,10.649000,8.096000,0.956897,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,late,range_or_weak_trend,adx_lt20,1,56.77,inf,56.770000,1.000000,68.742000,9.633000,0.825842,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,mid,downtrend,adx_20_25,5,-10.62,0.703931,-2.124000,0.400000,10.575000,16.119100,-0.200851,16.16,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,mid,downtrend,adx_gt25,2,57.20,inf,28.600000,1.000000,31.657750,11.740500,0.903412,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,buy,mid,range_or_weak_trend,adx_lt20,4,-15.23,0.435089,-3.807500,0.250000,6.766875,16.285750,-0.562667,21.08,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,early,downtrend,adx_20_25,1,80.67,inf,80.670000,1.000000,88.952500,12.740000,0.906889,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,early,downtrend,adx_gt25,8,100.63,2.590485,12.578750,0.625000,32.261250,14.990812,0.389903,40.93,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,early,range_or_weak_trend,adx_lt20,1,48.66,inf,48.660000,1.000000,49.700000,14.560000,0.979074,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,late,downtrend,adx_20_25,1,14.81,inf,14.810000,1.000000,34.087500,4.500000,0.434470,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,late,downtrend,adx_gt25,1,-29.19,0.000000,-29.190000,0.000000,8.536000,30.250000,-3.419634,29.19,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,oos,mid,sell,mid,downtrend,adx_gt25,3,6.78,1.531348,2.260000,0.333333,14.916667,12.488333,0.151508,10.09,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,early,downtrend,adx_20_25,5,-4.56,0.860422,-0.912000,0.600000,10.863740,13.248120,-0.083949,17.56,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,early,downtrend,adx_gt25,18,105.11,3.732969,5.839444,0.722222,13.016850,8.019150,0.448607,27.72,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,early,range_or_weak_trend,adx_lt20,5,-2.09,0.938960,-0.418000,0.400000,13.097760,16.597280,-0.031914,20.85,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,late,downtrend,adx_20_25,2,7.72,1.506230,3.860000,0.500000,16.709000,9.821000,0.231013,15.25,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,late,downtrend,adx_gt25,4,8.80,3.838710,2.200000,0.750000,11.860675,7.679500,0.185487,3.10,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,late,range_or_weak_trend,adx_lt20,1,-5.87,0.000000,-5.870000,0.000000,7.612000,6.358000,-0.771151,5.87,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,mid,downtrend,adx_20_25,4,4.29,1.176253,1.072500,0.500000,8.446225,11.475375,0.126980,24.34,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,mid,downtrend,adx_gt25,6,71.31,20.590659,11.885000,0.833333,19.484400,8.501667,0.609975,3.64,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,buy,mid,range_or_weak_trend,adx_lt20,8,-23.43,0.751168,-2.928750,0.500000,13.679162,16.376262,-0.214103,71.38,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,sell,early,downtrend,adx_20_25,1,38.72,inf,38.720000,1.000000,45.375000,33.085800,0.853333,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,sell,early,downtrend,adx_gt25,9,-85.08,0.259143,-9.453333,0.333333,15.660944,20.201233,-0.603625,85.08,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,sell,early,range_or_weak_trend,adx_lt20,1,-38.38,0.000000,-38.380000,0.000000,0.240000,68.280000,-159.916667,38.38,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,sell,late,downtrend,adx_gt25,4,191.28,13.300965,47.820000,0.750000,55.890675,19.988925,0.855599,15.55,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,early,sell,mid,downtrend,adx_gt25,2,-2.82,0.830529,-1.410000,0.500000,15.904950,12.165000,-0.088652,16.64,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,early,downtrend,adx_20_25,11,90.38,2.437112,8.216364,0.727273,21.379291,23.986045,0.384314,49.63,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,early,downtrend,adx_gt25,18,207.28,2.785973,11.515556,0.722222,26.444200,14.702650,0.435466,83.58,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,early,range_or_weak_trend,adx_lt20,5,-95.74,0.207253,-19.148000,0.400000,18.014240,31.744840,-1.062937,102.58,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,late,downtrend,adx_gt25,4,105.17,28.105670,26.292500,0.750000,34.010000,10.536875,0.773081,3.88,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,mid,downtrend,adx_20_25,2,11.96,6.615023,5.980000,0.500000,38.289500,4.508000,0.156179,2.13,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,mid,downtrend,adx_gt25,7,-27.90,0.724852,-3.985714,0.428571,20.923686,24.117471,-0.190488,72.58,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,buy,mid,range_or_weak_trend,adx_lt20,3,0.28,1.070352,0.093333,0.333333,14.834667,23.064567,0.006292,3.98,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,sell,early,downtrend,adx_20_25,1,48.22,inf,48.220000,1.000000,101.797500,0.735000,0.473686,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,sell,early,downtrend,adx_gt25,13,213.28,1.859965,16.406154,0.615385,53.697100,34.623223,0.305531,195.29,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,sell,early,range_or_weak_trend,adx_lt20,2,-63.47,0.000000,-31.735000,0.000000,55.561200,53.985000,-0.571172,63.47,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,sell,late,downtrend,adx_gt25,2,-23.14,0.000000,-11.570000,0.000000,7.256800,46.093900,-1.594367,23.14,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,late,sell,mid,downtrend,adx_gt25,1,-8.06,0.000000,-8.060000,0.000000,0.718200,26.641800,-11.222501,8.06,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,mid,buy,early,downtrend,adx_20_25,8,95.26,2.101654,11.907500,0.625000,36.540625,19.127700,0.325870,48.71,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,mid,buy,early,downtrend,adx_gt25,16,52.22,1.380751,3.263750,0.687500,24.811581,21.647025,0.131541,60.58,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,mid,buy,early,range_or_weak_trend,adx_lt20,2,-108.17,0.000000,-54.085000,0.000000,10.675350,72.957700,-5.066344,108.17,negative_context_slice
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,mid,buy,late,downtrend,adx_20_25,2,66.10,inf,33.050000,1.000000,39.429150,13.715850,0.838212,0.00,context_slice_measurement
s97_v41_h3_risk475_gate08_sl2075_tp40_cd8,validation_is,mid,buy,late,downtrend,adx_gt25,5,25.19,1.679342,5.038000,0.600000,16.564120,18.945620,0.304151,27.54,context_slice_measurement
