bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close
2026.04.14 01:55:00,2026-04-14T01:55:00Z,run336M_live_safe_forward_repair,10,0.0002946144377,0.0002455060021,0.0004516756162,1.000294685,0,1.000294685,1.166348696,-0.2903038859,-0.002382543404,0.5984185934,1.001028419,1.003333569,17.06240082,58.43684769,180.140564,0.6887717247,1.009216905,79.95415497,70.75327301,0.3117996752,29.95415306,1.29409039,3.519060373,-0.01542987954,0.0007940079668,0.0001697080152,12.536726,17.82880783,0.7031724453,0.002088709269,0.8501988649,0,0.04945944995,0.9319308996,64.85964966,29.92064857,-1,0.3536626995,0,565,0,0
2026.04.14 02:00:00,2026-04-14T02:00:00Z,run336M_live_safe_forward_repair,11,4.909397103e-05,0.0003044214682,0.0003043751349,1.000058889,-9.819034858e-06,1.000049114,-0.2338920385,-0.7275266051,-0.002382543404,0.1025075912,1.000974774,1.003249764,16.52103615,57.68056488,180.8603516,0.5996149182,1.009257793,80.32420349,70.84457397,0.525065124,30.32420731,4.437184334,5.219103336,-0.01470889896,0.0004951001029,0.0001640271075,12.19481754,17.6272316,0.691816926,0.001969195902,0.850513339,0,0.04747769237,0.8484370112,65.18289185,29.8803215,-1,0.3182758689,0,570,0,0
2026.04.14 02:05:00,2026-04-14T02:05:00Z,run336M_live_safe_forward_repair,12,9.818070976e-05,0.0004418891331,0.0006381432759,1.000098228,0,1.000098228,0.05311839655,0.2801634669,-0.002382543404,0.2002684027,1.000970721,1.003216505,16.07641029,56.94776917,181.5476227,0.5112596154,1.009304881,81.07661438,71.02915192,1.156275153,31.07661438,4.287525654,10.87413406,-0.01386822481,0.0007761915331,0.0001585478312,12.48447323,17.59968758,0.7093576789,0.00186210603,0.875703454,0,0.04742445797,0.670368135,65.67980194,30.9642086,-1,0.3039872348,0,575,0,0
2026.04.14 02:10:00,2026-04-14T02:10:00Z,run336M_live_safe_forward_repair,13,0.0006379397819,0.0007852144772,0.0007750949007,1.000628352,9.817588762e-06,1.000638127,2.485117435,0.6749405265,-0.002382543404,1.250466824,1.001456022,1.003704906,17.15074921,57.00843811,182.6060944,0.5099076033,1.00936532,85.07244873,72.19663239,1.706098795,35.07244873,2.859271526,18.4001503,-0.009517689236,0.001198416576,0.0001543785911,13.00343895,17.64269257,0.7370439172,0.001865513972,1.1491009,0,0.05537544936,1.173277497,66.40725708,33.51000214,-1,0.3271623552,0,580,0,0
2026.04.14 02:15:00,2026-04-14T02:15:00Z,run336M_live_safe_forward_repair,14,-0.0001766195055,0.0005595010007,0.0005004660925,0.9998332262,-9.8113278e-06,0.9998233914,-1.386611819,-0.1356418431,-0.002382543404,-0.3464835286,1.001157165,1.003388882,17.13025665,56.59616089,183.4099884,0.4528695643,1.009411812,80.03257751,71.38376617,-0.09720918536,30.03257942,-2.09088707,6.593512058,-0.008376963437,0.0009134483407,0.0001506175904,12.9853363,17.54483986,0.7401228547,0.001920186915,0.9907094836,0,0.05213813856,1.412880898,67.17041016,33.36009216,-1,0.4541212916,0,585,0,0
2026.04.14 02:20:00,2026-04-14T02:20:00Z,run336M_live_safe_forward_repair,15,9.81257981e-05,0.0005594460526,0.0002060540719,1.000088334,9.813061297e-06,1.000098109,0.01531565003,-1.005523562,-0.002382543404,0.2011005431,1.001135707,1.003350139,17.05103683,56.1664505,184.1762695,0.3932219744,1.009456158,80.71607971,71.56525421,-0.1201787144,30.7160778,-1.179015756,-0.6895156503,-0.007533365395,0.00104116532,0.0001471890573,12.43281269,17.29894257,0.7187036276,0.001952329418,0.9841442108,0,0.05199633539,1.390142441,67.87905121,32.35388184,-1,0.3623931706,0,590,0,0
2026.04.14 02:25:00,2026-04-14T02:25:00Z,run336M_live_safe_forward_repair,16,-0.000215889464,-0.0002943831787,0.0003140549525,0.999784112,0,0.999784112,-1.435617924,-0.6719310284,-0.002382543404,-0.4538403451,1.000831962,1.003010273,16.09272575,55.2750206,184.672348,0.2804198265,1.009500623,74.66103363,70.56063843,-3.470472336,24.66103363,-6.085056305,-22.46921539,-0.008908088319,0.0008742288919,0.0001434197329,12.11618328,17.11296463,0.7080119848,0.001901446725,0.8429436088,0,0.05496237054,1.494782329,67.79125977,28.32249069,-1,0.3648881316,0,595,0,0
2026.04.14 02:30:00,2026-04-14T02:30:00Z,run336M_live_safe_forward_repair,17,-9.814698569e-05,-0.0002159106516,0.0001864884252,0.9998822212,1.962843453e-05,0.9999018312,-0.7876477838,-1.030403376,-0.002382543404,-0.2156815231,1.000663877,1.002797246,14.83065796,54.15361786,184.9990082,0.1402386129,1.009550691,72.01648712,70.10418701,-2.672030926,22.01648521,-6.321224213,-19.9185257,-0.01082837395,0.0008546504541,0.0001391115366,11.59002686,16.86570549,0.6871949434,0.00183162163,0.7670493126,0,0.0557067655,1.516980648,67.44881439,26.56894112,-1,0.2816399336,0,600,0,0
2026.04.14 02:35:00,2026-04-14T02:35:00Z,run336M_live_safe_forward_repair,18,-0.0001963228715,-0.0005103592994,0.0003337816452,0.9998134971,-9.81518042e-06,0.9998037219,-1.148165703,-0.5854024291,-0.002382543404,-0.439694047,1.000422835,1.002498269,13.11086369,52.69643784,185.091217,-0.04055993631,1.009603262,66.91173553,69.19073486,-4.601446629,16.91173935,-8.522727013,-15.03041649,-0.01359157264,0.000746657257,0.0001339714654,11.36931133,16.69839096,0.6808626652,0.001730641932,0.6405425668,0,0.05767917261,0.5376620293,66.08826447,21.22349739,-1,0.2095914781,0,605,0,0
2026.04.14 02:40:00,2026-04-14T02:40:00Z,run336M_live_safe_forward_repair,19,0.0002159530413,-7.851681585e-05,0.0003140796034,1.000216007,0,1.000216007,0.8370956779,-0.6364138126,-0.002382543404,0.4943268001,1.000578046,1.002607942,12.19251919,51.54104614,185.2676697,-0.1909969449,1.00966239,69.47490692,69.63484192,-1.728709459,19.47490501,-4.52428484,-2.176955223,-0.01407557447,0.0006580369081,0.0001286559855,11.1286459,16.5244236,0.6734665632,0.00173401169,0.740095675,0,0.05568981543,0.8190754056,64.82489014,20.13372421,-1,0.2547332048,0,610,0,0
2026.04.14 02:45:00,2026-04-14T02:45:00Z,run336M_live_safe_forward_repair,20,0.0001668408659,0.0001864710357,0.0003925340134,1.000166893,0,1.000166893,0.5279938579,-0.3942235112,-0.002382543404,0.3847482204,1.000674009,1.002666116,11.7408123,50.58228683,185.4875946,-0.3228259385,1.009716392,71.32349396,69.97608948,-0.2309980392,21.32349205,1.996008039,6.966609478,-0.01338707376,0.0008348310948,0.0001235265372,11.04802799,16.39393425,0.6739095449,0.001705360133,0.8065828085,0,0.0543153733,0.9037405849,63.8814621,21.41813278,-1,0.3003355563,0,615,0,0
2026.04.14 02:50:00,2026-04-14T02:50:00Z,run336M_live_safe_forward_repair,21,-0.0004122456594,-2.945175584e-05,0.0007068525301,0.9995878339,0,0.9995878339,-1.980746746,0.5154003501,-0.002382543404,-0.9091414809,1.00023663,1.002164364,10.09022808,48.97170639,185.3171387,-0.5347269177,1.009757757,61.42609787,68.04818726,-1.828547359,11.42609692,0.364271462,2.699204922,-0.0156656336,0.0004616306396,0.0001176941369,11.54459763,16.42605591,0.702822268,0.001651844359,0.549333334,0,0.06000924855,1.046321154,63.3215332,22.745121,-1,0.3023999929,0,620,0,0
2026.04.14 02:55:00,2026-04-14T02:55:00Z,run336M_live_safe_forward_repair,22,-0.0002651048417,-0.0005105096498,0.0004517199704,0.9997447729,-9.817396858e-06,0.9997349381,-1.193168044,-0.2325203568,-0.002382543404,-0.5846953988,0.9999741912,1.001824141,7.996182442,47.01060486,184.8851318,-0.7912754416,1.009791374,56.04213333,66.84020996,-4.477590561,6.042132854,-8.0272789,-3.136399508,-0.0187087357,-9.81903504e-05,0.0001108933211,11.54141235,16.32753372,0.7068680525,0.00162242353,0.3804828823,0,0.06218497828,1.070066333,61.29776764,15.24685001,-1,0.05737704784,0,625,0,0
2026.04.14 03:00:00,2026-04-14T03:00:00Z,run336M_live_safe_forward_repair,23,-0.0001178469392,-0.0007951974403,0.0003339193354,0.9998821616,0,0.9998821616,-0.5324710011,-0.5591347814,-0.002382543404,-0.2648888826,0.9998700619,1.001639009,6.013897896,44.96221161,184.3142548,-1.056219816,1.009817362,53.78572083,66.30639648,-5.845923901,3.785720825,-17.63426781,-6.966609478,-0.0210891068,-0.0002651009418,0.0001032893633,11.32416821,16.17098427,0.7002770305,0.001600564108,0.3015615344,0,0.06260522455,1.04447031,59.06344604,12.85248852,-1,0.06976744533,0,630,0,0
2026.04.14 03:05:00,2026-04-14T03:05:00Z,run336M_live_safe_forward_repair,24,-0.0003339750983,-0.0007169268792,0.0005010463065,0.9996660948,0,0.9996660948,-1.335767269,-0.05252965167,-0.002382543404,-0.7436680794,0.9995803237,1.001253366,3.574074745,42.53746796,183.4505463,-1.353027225,1.009829283,47.90094376,64.80992889,-4.508384705,-2.099057913,-15.52098846,-2.699204922,-0.02425987087,-0.0006970488466,9.462005983e-05,11.42601395,16.10256386,0.7095772624,0.001646940829,0.1095264703,0,0.06567248702,0.83723104,55.80027008,6.045532227,-1,-0.09390445054,0,635,0,0
2026.04.14 03:10:00,2026-04-14T03:10:00Z,run336M_live_safe_forward_repair,25,-0.0003930547391,-0.0008448767476,0.0007174658822,0.9996070266,0,0.9996070266,-1.432662249,0.5650194287,-0.002382543404,-0.8390581608,0.9992648363,1.00082612,0.6924109459,39.71059036,182.26474,-1.673946381,1.00983727,42.06925964,63.10032272,-4.657623768,-7.930738926,-7.91566515,0,-0.02808097936,-0.001726793707,8.465745486e-05,11.9134407,16.14551353,0.7378793955,0.001820842037,-0.05566684157,0,0.06938361377,0.4135127664,52.27716064,-3.159742594,-1,-0.2804314196,0,640,0,0
2026.04.14 03:15:00,2026-04-14T03:15:00Z,run336M_live_safe_forward_repair,26,0.0004814707499,-0.0002455590584,0.0006778262323,1.000481606,0,1.000481606,1.707112074,0.4311733842,-0.002382543404,0.9968503118,0.9997702837,1.001256704,-0.1232201979,37.79119873,181.4241486,-1.860426545,1.009850621,50.08592224,64.27819824,-1.233266115,0.08592239022,3.336225986,4.142670155,-0.02646776102,-0.001069623628,7.503225788e-05,12.29462433,16.16760254,0.7604481578,0.001798290294,0.202440694,0,0.07528324425,1.135013342,48.73860931,-1.245400786,-1,-0.2695252597,0,645,0,0
2026.04.14 03:20:00,2026-04-14T03:20:00Z,run336M_live_safe_forward_repair,27,1.964694457e-05,0.0001080629736,0.0003732882906,1.000029445,-9.823568689e-06,1.00001967,0.1087752357,-0.4586906135,-0.002382543404,0.04134018347,0.9998099208,1.001226306,-0.6588537693,36.0095787,180.5683899,-2.007961273,1.009866834,50.38770294,64.32562256,0.8289205432,0.3877037466,8.752930641,6.854504585,-0.02441806905,-0.001148015494,6.593867147e-05,12.0950079,16.03425026,0.7543232441,0.00183397776,0.2242888957,0,0.0729855895,1.153719306,45.59951782,2.220204353,-1,-0.279411763,0,650,0,0
2026.04.14 03:25:00,2026-04-14T03:25:00Z,run336M_live_safe_forward_repair,28,-0.0001964868134,0.0003046308702,0.0006386449095,0.9998133779,-9.823375876e-06,0.9998035431,-0.6472949982,0.3120201528,-0.002382543404,-0.4034135938,0.9996502995,1.000989199,-1.557810426,34.04624557,179.5375824,-2.153563261,1.009884596,47.30746841,63.46577835,1.746069551,-2.692530632,6.513501167,5.403595924,-0.02352554537,-0.001128634904,5.707944001e-05,12.39179325,16.03856468,0.7726247907,0.001915868605,0.1435645968,0,0.07380389422,1.155627847,42.4582901,-0.7257449627,-1,-0.3865814805,0,655,0,0
2026.04.14 03:30:00,2026-04-14T03:30:00Z,run336M_live_safe_forward_repair,29,0,-0.0001768398652,0.0003930122475,1,0,1,0.06275429577,-0.3879552186,-0.002382543404,0,0.9996835589,1.000950336,-2.178811312,32.21240234,178.4870148,-2.255993128,1.009891629,47.30746841,63.46577835,-0.9261509776,-2.692530632,0.3797720969,0.934930861,-0.02209794335,-0.001030593878,4.864652146e-05,12.22095108,15.91779423,0.7677540183,0.001986697083,0.1649150401,0,0.0738010481,1.062664866,40.03969574,-3.897947073,-1,-0.4666666687,0,660,0,0
2026.04.14 03:35:00,2026-04-14T03:35:00Z,run336M_live_safe_forward_repair,30,0.0007169902674,0.0005205034395,0.0008640072192,1.000717282,0,1.000717282,2.29316473,0.9664517045,-0.002382543404,1.413611531,1.000362396,1.001602769,-0.6748915911,31.52038002,177.9521179,-2.225517988,1.009905219,58.13981628,65.23204803,2.584037542,8.139816284,5.388682365,6.856386185,-0.01578351296,-0.0001178052844,4.216737943e-05,12.91945457,16.03943825,0.8054804802,0.001986999763,0.5237191319,0,0.0837700963,1.091657996,38.20152664,7.219035625,-1,-0.2453637719,0,665,0,0
2026.04.14 03:40:00,2026-04-14T03:40:00Z,run336M_live_safe_forward_repair,31,3.927228317e-05,0.0007562625105,0.0003436257539,1.000049114,-9.818263607e-06,1.00003922,0.115269728,-0.5619515777,-0.002382543404,0.07923214138,1.000363469,1.001577616,0.5312767625,30.85711479,177.4031525,-2.189897776,1.009919763,58.6415329,65.32577515,3.778021574,8.641533852,11.02313995,13.14765072,-0.01102647558,-0.0002944496227,3.726973227e-05,12.62163639,15.8936491,0.7941307425,0.001988384873,0.5417262912,0,0.08375286311,1.004345775,36.75400162,8.983768463,-1,-0.08926080912,0,670,0,0
2026.04.14 03:45:00,2026-04-14T03:45:00Z,run336M_live_safe_forward_repair,32,-7.854610885e-05,0.0006777163944,0.0002552848891,0.9999214411,0,0.9999214411,-0.2355144173,-0.789100945,-0.002382543404,-0.1641317457,1.00025773,1.001440048,1.184669495,30.0532608,176.7532043,-2.160967112,1.009923339,57.16579437,64.96833801,3.286108494,7.165795326,11.16303253,12.68444157,-0.008221914992,-0.0005397342611,3.341559204e-05,12.18437672,15.70577621,0.7757894993,0.001985737821,0.5049446225,0,0.08367013186,1.032417536,35.20973969,7.468980312,-1,-0.07616361231,0,675,0,0
2026.04.14 03:50:00,2026-04-14T03:50:00Z,run336M_live_safe_forward_repair,33,-0.0002454963687,-0.0002847701835,0.0003437371051,0.9997545481,0,0.9997545481,-0.7074565291,-0.5004768372,-0.002382543404,-0.5233631134,1.000011086,1.001147389,0.9802744389,28.89210129,175.8830719,-2.158263683,1.009923816,52.70236206,63.85422134,-1.812484503,2.702362537,0.5711318851,0.1001169905,-0.007834771648,-0.000373061077,2.988113374e-05,11.93906403,15.56666088,0.7669637203,0.00186850375,0.4004152715,0,0.07460805029,1.191794753,33.44751358,5.133587837,-1,-0.1025280878,0,680,0,0
2026.04.14 03:55:00,2026-04-14T03:55:00Z,run336M_live_safe_forward_repair,34,0.0001571246248,-0.00016691786,0.0004320587614,1.000167012,-9.821060303e-06,1.000157118,0.681445241,-0.2286111563,-0.002382543404,0.3369805217,1.000152111,1.001253486,1.232707024,27.9989109,175.1038208,-2.128204584,1.009929895,55.11767197,64.25453949,-1.174620748,5.117671967,-3.271028042,0.4672976136,-0.006395546719,4.909999552e-05,2.696132469e-05,11.87198734,15.47532749,0.7671558261,0.001777199679,0.5022101402,0,0.07511733472,1.175630569,31.46182442,2.688038349,-1,-0.1620111763,0,685,0,0
2026.04.14 04:00:00,2026-04-14T04:00:00Z,run336M_live_safe_forward_repair,35,3.927729631e-05,-4.909445124e-05,0.0001767443755,1.00003922,0,1.00003922,0.270409286,-0.9622614384,-0.002382543404,0.08814477921,1.000173211,1.001242042,1.496701837,27.17392921,174.3235168,-2.091186762,1.009933472,55.72637177,64.3552475,-0.4798078537,5.726371765,2.978971958,8.041138649,-0.00510989828,0.0002062442945,2.460279757e-05,11.34541702,15.25582123,0.7436779141,0.001636291272,0.5483106375,0,0.07482378185,0.4901093841,29.64082718,2.769278288,-1,-0.157099694,0,690,0,0
2026.04.14 04:05:00,2026-04-14T04:05:00Z,run336M_live_safe_forward_repair,36,-0.000451782078,-0.0002553801751,0.0007564147818,0.999548316,0,0.999548316,-1.394221663,1.400665522,-0.002382543404,-0.9651365876,0.9997479916,1.000758767,0.454513371,25.71103859,173.1766968,-2.091002226,1.009884715,47.71249771,62.29573441,-1.663287878,-2.287501097,1.999610543,2.912766933,-0.007109902799,8.841993258e-05,2.179104376e-05,11.91003036,15.3357048,0.7766209841,0.001575912931,0.2937358022,0,0.0780941546,0.7392767668,28.62106705,-7.895853519,-1,-0.116883114,0,695,0,0
2026.04.14 04:10:00,2026-04-14T04:10:00Z,run336M_live_safe_forward_repair,37,0.0001571647445,-0.0002553400409,0.0003634149325,1.000157118,0,1.000157118,0.6554024816,-0.4791155756,-0.002382543404,0.3413497508,0.9999141693,1.000880122,0.1105576232,24.56744003,172.1352997,-2.053639412,1.009829879,50.38513947,62.71918106,-1.577511311,0.3851379156,0.6639407873,-4.083965778,-0.007162468042,0.0006388394977,1.906092075e-05,11.72002792,15.21399021,0.7703454494,0.001504204469,0.4115341604,0,0.0789290145,0.8243807554,27.67414665,-7.450726509,-1,-0.05316092074,0,700,0,0
2026.04.14 04:15:00,2026-04-14T04:15:00Z,run336M_live_safe_forward_repair,38,0.000176780828,-0.0001178365201,0.0003240695223,1.000176787,0,1.000176787,0.656437993,-0.6604606509,-0.002382543404,0.3923229873,1.000082254,1.001015544,0.3309218884,23.73367882,171.2092133,-1.991213679,1.00977385,53.27846146,63.19370651,-0.8159705997,3.278460026,-1.351895094,-5.196959496,-0.005849953275,0.00033400135,1.681089634e-05,11.47216892,15.07471085,0.7610208392,0.001466906397,0.5408392549,0,0.07919884473,0.8121896386,26.73947334,-6.756695747,-1,0.04129793495,0,705,0,0
2026.04.14 04:20:00,2026-04-14T04:20:00Z,run336M_live_safe_forward_repair,39,-1.964077092e-05,0.0003143048089,0.0002160505974,0.9999803305,0,0.9999803305,0.02884489112,-1.196490884,-0.002382543404,-0.04526606575,1.000056624,1.000956774,0.4317394197,22.89225197,170.2468719,-1.932153225,1.009713411,52.90926361,63.10264206,1.732254505,2.909262419,2.907088041,1.774787426,-0.004990833346,0.0002947012836,1.490796421e-05,11.04558563,14.88321686,0.7421504259,0.00136111246,0.5501479506,0,0.07789001614,0.788797915,25.64123917,-5.223039627,-1,0.2344497591,0,710,0,0
2026.04.14 04:25:00,2026-04-14T04:25:00Z,run336M_live_safe_forward_repair,40,-0.0001571400499,0,0.0004911012365,0.9998527169,-9.820481864e-06,0.9998428822,-0.3938342631,0.3147917986,-0.002382543404,-0.358705014,0.9999091029,1.000768185,0.07744088769,21.85122681,169.1479797,-1.889830947,1.009644389,49.92848206,62.3689537,-0.1522192061,-0.07151968777,-0.0447724387,-4.304073334,-0.005327002145,0.0003340604017,1.298326242e-05,11.14947224,14.83555222,0.7515373826,0.001149853924,0.461135745,1,0.0772697404,0.8068440557,24.98324776,-7.3673563,-1,0.1924342066,0,715,0,0
2026.04.14 04:30:00,2026-04-14T04:30:00Z,run336M_live_safe_forward_repair,41,2.946564018e-05,-0.0001473151788,0.0002062564454,1.000039339,-9.822025277e-06,1.000029445,0.1879227757,-1.217640638,-0.002382543404,0.06991204619,0.9999443889,1.000766397,-0.1019074097,20.9066906,168.0586243,-1.844313145,1.009576797,50.49168015,62.45248032,-0.9289265275,0.4916803241,-4.867424011,-11.79362202,-0.005191754084,0.0003635363246,1.115888062e-05,10.7280817,14.64384079,0.7326002121,0.001081155264,0.5063591599,1,0.07391408086,0.4461911619,24.37225723,-7.109830379,-1,0.03553299606,0,720,0,0
2026.04.14 04:35:00,2026-04-14T04:35:00Z,run336M_live_safe_forward_repair,42,-0.0003045201593,-0.0004321945598,0.0004421127087,0.9996955395,0,0.9996955395,-1.015260339,0.06464399397,-0.002382543404,-0.7196823359,0.999674201,1.000443578,-1.041685104,19.57336617,166.730011,-1.826085448,1.009501457,44.87474823,61.02427292,-2.678170919,-5.125249863,-10.10195351,-15.37698841,-0.006887348369,-0.0006578236935,8.863629773e-06,10.76536083,14.57596397,0.7385693789,0.001097066794,0.2506589592,1,0.07441882789,0.5943928361,24.56075287,-12.38478088,-1,-0.02451838925,0,725,0,0
