bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close
2026.04.14 01:05:00,2026-04-14T01:05:00Z,run336M_live_safe_forward_repair,0,-0.0001827321976,0.0002731781278,0.0006582890637,1.00024569,-0.0004283008748,0.9998173118,-0.916361928,0.1552326977,-0.002382543404,-0.3120780587,1.001655817,1.004193783,29.23462105,64.20381165,169.4499512,1.589382887,1.008921146,81.48477173,70.35787964,-0.7116331458,31.48476982,-1.032410145,-14.73936081,0.001537191565,0.001552825561,0.0002034995123,14.89739609,19.49112892,0.764316678,0.006591220386,0.7660101652,0,0.12463101,0.3680869639,59.0514946,34.23860931,-1,0.8359249234,0,515,0,0
2026.04.14 01:10:00,2026-04-14T01:10:00Z,run336M_live_safe_forward_repair,1,0.0002161312586,0.0003812084033,0.0007760238368,1.000216126,0,1.000216126,-0.07253160328,0.5405516624,-0.002382543404,0.3608754277,1.001693606,1.004237175,28.37024689,64.35047913,171.0347137,1.548876286,1.008956432,82.51153564,70.71250916,-0.5164722204,32.51153564,-4.464848042,-19.64147186,-0.0005918476963,0.001532782684,0.0002040614927,15.24401093,19.49630737,0.7818921804,0.006184344646,0.7781262994,0,0.1240829453,0.3802988231,60.04854202,35.87291718,-1,0.5842916965,0,520,0,0
2026.04.14 01:15:00,2026-04-14T01:15:00Z,run336M_live_safe_forward_repair,2,0.0001080481088,0.0001414471626,0.0003535928845,1.000108004,0,1.000108004,-0.2597068548,-0.7130360603,-0.002382543404,0.1858558804,1.001629949,1.00417459,27.49231529,64.39170074,172.5559387,1.504398704,1.008987665,83.01860809,70.89019012,-0.8011448383,33.01861191,-4.998132706,-16.05008125,-0.002483051037,0.001306068501,0.0002038237581,14.79800987,19.28638077,0.7672777176,0.005854096264,0.7736007571,0,0.1226856709,0.3842023909,60.97437668,34.31452179,-1,0.514787674,0,525,0,0
2026.04.14 01:20:00,2026-04-14T01:20:00Z,run336M_live_safe_forward_repair,3,-2.946650966e-05,0.0002947128669,0.0003830702626,0.9999803305,-9.822025277e-06,0.9999705553,-0.5816159248,-0.5945965648,-0.002382543404,-0.05194674432,1.001447797,1.003981709,26.25462341,64.14501953,173.9136658,1.431546926,1.009027243,82.31759644,70.77070618,0.2776095569,32.31760025,-3.094881535,-1.555572271,-0.004998562858,0.001424296875,0.0002026033762,14.43743801,19.09565353,0.7560588717,0.005271122791,0.7540817261,0,0.121451892,0.4106124043,61.91575241,34.63824844,-1,0.4909923673,0,530,0,0
2026.04.14 01:25:00,2026-04-14T01:25:00Z,run336M_live_safe_forward_repair,4,-4.911277938e-05,2.946882523e-05,0.0003143294889,0.9999508858,0,0.9999508858,-0.6396926045,-0.7905598879,-0.002382543404,-0.08942427486,1.001265287,1.003777623,24.7277317,63.62099075,175.1007233,1.334905386,1.009060383,81.08862305,70.56842041,-0.4743041098,31.08862495,-1.609467149,-4.244317532,-0.007887070067,0.001247083885,0.000200284223,13.97762108,18.87374115,0.7405856252,0.004323753994,0.7435227633,0,0.1205744073,0.3067881763,62.78989029,33.22217941,-1,0.5041935444,0,535,0,0
2026.04.14 01:30:00,2026-04-14T01:30:00Z,run336M_live_safe_forward_repair,5,-7.858546451e-05,-0.0001571647445,0.0001375299616,0.9999214411,0,0.9999214411,-0.6646807194,-1.282376409,-0.002382543404,-0.1511686146,1.00107348,1.003553152,22.94202423,62.81580353,176.1030273,1.218632579,1.009078383,79.05493927,70.2406311,-1.321223617,29.05493927,-3.003007412,-15.08729172,-0.01102769095,0.001296424889,0.0001967827702,13.22921944,18.56626511,0.7125406861,0.003006190993,0.7501404285,0,0.121994704,0.2464281172,63.41347122,31.91944885,-1,0.4550918341,0,540,0,0
2026.04.14 01:35:00,2026-04-14T01:35:00Z,run336M_live_safe_forward_repair,6,-8.841602539e-05,-0.000216114262,0.0002456109214,0.9999116063,0,0.9999116063,-0.9830163121,-0.9304526448,-0.002382543404,-0.176722452,1.000891089,1.003328204,20.97680664,61.75521088,176.9218903,1.08178544,1.009105444,76.72367859,69.86807251,-1.864639521,26.7236805,-4.500692368,-15.17460632,-0.01419888623,0.0006763784913,0.0001920817595,12.73070335,18.31994057,0.6949096918,0.002610072494,0.7086417675,0,0.05682088062,0.3363565803,63.64359665,29.5377121,-1,0.3993043602,0,545,0,0
2026.04.14 01:40:00,2026-04-14T01:40:00Z,run336M_live_safe_forward_repair,7,0.0003045111953,0.0001375097054,0.0004223221913,1.00030458,0,1.00030458,1.080587745,-0.3915897906,-0.002382543404,0.6157932878,1.001081944,1.003490686,19.96670914,61.03678894,177.8585815,0.9917062521,1.009129882,79.01875305,70.41951752,-0.6899569035,29.01875496,-0.2421071529,-2.650712729,-0.01468176953,0.0009516206919,0.0001870004198,12.58922482,18.16854095,0.6929133534,0.002449354623,0.804210186,0,0.04995979741,0.7972833514,63.95091629,29.43824768,-1,0.4145762622,0,550,0,0
2026.04.14 01:45:00,2026-04-14T01:45:00Z,run336M_live_safe_forward_repair,8,-9.821494132e-06,0.0002062736603,0.0005991141079,0.9999901652,0,0.9999901652,-0.5678952932,0.1479694843,-0.002382543404,-0.01956272498,1.000969887,1.00334394,18.8290844,60.17031097,178.6728516,0.8885333538,1.009158134,78.74900818,70.37712097,-0.101976119,28.74901199,0.6837688684,6.131633282,-0.01542812865,0.0007942109369,0.0001814976858,12.77927971,18.11017036,0.7056410909,0.002269669669,0.7815408707,0,0.05031626299,0.7868692875,64.48778534,31.81970787,-1,0.4595155716,0,555,0,0
2026.04.14 01:50:00,2026-04-14T01:50:00Z,run336M_live_safe_forward_repair,9,-3.928694059e-05,0.0002554027596,0.0004125209816,0.9999607205,0,0.9999607205,-0.6542690396,-0.4107953608,-0.002382543404,-0.07925833017,1.000841856,1.003174543,17.54224777,59.13634872,179.3484344,0.7693222165,1.009183645,77.60778809,70.2046051,0.2947027385,27.60778809,0.4317598641,4.845798492,-0.01645326056,0.0006073638215,0.0001755173435,12.61647415,17.95796776,0.7025558352,0.002109164139,0.745213449,0,0.0501358062,0.7853138447,64.58588409,28.51276779,-1,0.2382300943,0,560,0,0
