run_id,model_id,base_model_id,label_id,feature_set_id,label_horizon_m5,policy_id,threshold_id,validation_density_target,score_threshold,max_hold_m5,exit_mode,cost_per_trade,trade_shape,proxy_boundary,validation_trade_count,validation_trade_density,validation_net,validation_profit_factor,validation_expectancy,validation_win_rate,validation_max_drawdown,validation_recovery_factor,validation_long_trade_count,validation_short_trade_count,validation_long_short_balance,oos_trade_count,oos_trade_density,oos_net,oos_profit_factor,oos_expectancy,oos_win_rate,oos_max_drawdown,oos_recovery_factor,oos_long_trade_count,oos_short_trade_count,oos_long_short_balance,claim_boundary,strict_cross_split_success,selection_score
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_6__flat_or_opp,16.0,0.135721633624,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,768,4.1967213115,-558.638,0.8007650728,-0.7273932292,0.421875,-558.638,-1.0,208,560,0.3714285714,563,4.2977099237,187.177,1.1100720673,0.3324635879,0.4813499112,-317.04,0.5903892253,168,395,0.4253164557,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-14.0510725344
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_6__weak_or_opp,16.0,0.135721633624,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,772,4.218579235,-548.08,0.8024684951,-0.7099481865,0.4196891192,-548.08,-1.0,209,563,0.3712255773,565,4.3129770992,179.98,1.1065466581,0.3185486726,0.4761061947,-287.13,0.6268240867,168,397,0.4231738035,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-14.9329842344
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_8__flat_or_opp,16.0,0.135721633624,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,669,3.6557377049,-469.73,0.8249015344,-0.7021375187,0.4409566517,-519.07,-0.9049453831,187,482,0.387966805,495,3.7786259542,309.263,1.1968913797,0.6247737374,0.4484848485,-274.871,1.1251205111,156,339,0.4601769912,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,153.2372931976
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_8__weak_or_opp,16.0,0.135721633624,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,679,3.7103825137,-454.032,0.8286897957,-0.6686774669,0.4256259205,-489.703,-0.9271578896,188,491,0.382892057,500,3.8167938931,284.984,1.1813110607,0.569968,0.438,-291.566,0.9774253514,156,344,0.4534883721,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,132.3375984288
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_12__flat_or_opp,16.0,0.135721633624,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,577,3.1530054645,-539.801,0.8061802463,-0.9355303293,0.4072790295,-588.041,-0.9179649038,171,406,0.421182266,426,3.2519083969,88.609,1.0557936023,0.2080023474,0.4225352113,-294.249,0.3011361126,140,286,0.4895104895,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-118.1408205488
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_16_0__maxhold_12__weak_or_opp,16.0,0.135721633624,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,589,3.218579235,-505.886,0.8095540339,-0.8588896435,0.4125636672,-549.941,-0.9198914065,172,417,0.412470024,431,3.2900763359,100.03,1.0655885826,0.2320881671,0.4129930394,-322.021,0.3106319153,143,288,0.4965277778,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-93.8948394008
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_4__flat_or_opp,20.0,0.108025582784,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1109,6.0601092896,-951.09,0.7296532897,-0.8576104599,0.4301172227,-953.327,-0.9976534809,315,794,0.3967254408,874,6.6717557252,-186.433,0.9248449193,-0.2133100686,0.4610983982,-433.235,-0.4303276513,249,625,0.3984,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-548.1537541984
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_4__weak_or_opp,20.0,0.108025582784,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1116,6.0983606557,-920.261,0.7352353579,-0.8246066308,0.4327956989,-925.098,-0.9947713648,315,801,0.393258427,876,6.6870229008,-184.378,0.9249711182,-0.2104771689,0.4554794521,-436.635,-0.4222703173,249,627,0.3971291866,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-533.9170167936
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_6__flat_or_opp,20.0,0.108025582784,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,912,4.9836065574,-439.745,0.8585720617,-0.4821765351,0.4199561404,-538.778,-0.8161895994,264,648,0.4074074074,712,5.4351145038,48.587,1.0227798154,0.0682401685,0.4648876404,-353.2,0.1375622877,220,492,0.4471544715,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-109.3525061216
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_6__weak_or_opp,20.0,0.108025582784,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,922,5.0382513661,-371.41,0.8781629541,-0.4028308026,0.4219088937,-525.027,-0.7074112379,266,656,0.4054878049,716,5.465648855,23.798,1.0112459159,0.0332374302,0.4608938547,-357.065,0.0666489295,222,494,0.4493927126,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-108.256499252
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_8__flat_or_opp,20.0,0.108025582784,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,812,4.4371584699,-556.761,0.8176315598,-0.6856662562,0.407635468,-584.421,-0.9526711052,234,578,0.4048442907,621,4.7404580153,155.939,1.0786055763,0.2511095008,0.4524959742,-349.205,0.4465543162,190,431,0.4408352668,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-47.3454667216
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_8__weak_or_opp,20.0,0.108025582784,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,822,4.4918032787,-490.778,0.8360351331,-0.597053528,0.4075425791,-569.67,-0.8615128057,235,587,0.4003407155,627,4.786259542,144.541,1.0738787669,0.2305279107,0.4545454545,-351.955,0.4106803427,192,435,0.4413793103,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-32.771071636
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_12__flat_or_opp,20.0,0.108025582784,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,708,3.868852459,-510.215,0.8266847971,-0.7206426554,0.4025423729,-602.845,-0.8463452463,225,483,0.4658385093,533,4.0687022901,132.073,1.0694012459,0.2477917448,0.4240150094,-263.718,0.5008114729,173,360,0.4805555556,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-52.2326721712
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_20_0__maxhold_12__weak_or_opp,20.0,0.108025582784,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,722,3.9453551913,-391.378,0.8597607557,-0.5420747922,0.4113573407,-509.99,-0.7674228906,228,494,0.4615384615,545,4.1603053435,106.443,1.0571889859,0.1953082569,0.4201834862,-324.893,0.3276247872,179,366,0.4890710383,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-35.954518944
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_4__flat_or_opp,28.0,0.060035058551,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1438,7.8579234973,-348.297,0.909390696,-0.2422093185,0.4436717663,-487.821,-0.7139852528,440,998,0.4408817635,1166,8.9007633588,-442.698,0.8560082122,-0.3796723842,0.4391080617,-557.744,-0.7937297398,351,815,0.4306748466,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-562.63632
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_4__weak_or_opp,28.0,0.060035058551,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1450,7.9234972678,-383.03,0.8993620104,-0.2641586207,0.444137931,-537.859,-0.7121383113,440,1010,0.4356435644,1180,9.0076335878,-386.408,0.8720239731,-0.3274644068,0.4406779661,-518.526,-0.7452046763,356,824,0.432038835,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-517.10208
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_6__flat_or_opp,28.0,0.060035058551,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1193,6.5191256831,-374.245,0.893975279,-0.3137007544,0.4249790444,-572.278,-0.6539566434,370,823,0.4495747266,963,7.3511450382,153.639,1.0579767186,0.1595420561,0.4465212876,-219.97,0.6984543347,305,658,0.4635258359,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,52.1097665376
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_6__weak_or_opp,28.0,0.060035058551,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1214,6.6338797814,-411.233,0.8822224603,-0.3387421746,0.4283360791,-607.387,-0.6770526863,375,839,0.4469606675,979,7.4732824427,94.487,1.0361858054,0.0965137896,0.4443309499,-283.98,0.3327241355,312,667,0.4677661169,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-28.5960438104
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_8__flat_or_opp,28.0,0.060035058551,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1063,5.8087431694,-268.839,0.9180868123,-0.2529059266,0.4148635936,-562.237,-0.4781595662,344,719,0.4784422809,842,6.427480916,-21.669,0.9913569256,-0.0257351544,0.4299287411,-318.355,-0.0680655243,276,566,0.4876325088,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-103.253152672
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_8__weak_or_opp,28.0,0.060035058551,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1085,5.9289617486,-326.069,0.8999838045,-0.300524424,0.4147465438,-635.254,-0.5132891725,348,737,0.4721845319,864,6.5954198473,-2.391,0.9990134124,-0.0027673611,0.4351851852,-323.693,-0.0073866287,289,575,0.5026086957,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-105.9506812216
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_12__flat_or_opp,28.0,0.060035058551,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,930,5.0819672131,-132.468,0.9570030683,-0.1424387097,0.4010752688,-454.612,-0.291386941,318,612,0.5196078431,728,5.5572519084,178.259,1.0782788739,0.2448612637,0.4120879121,-182.055,0.9791491582,249,479,0.5198329854,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,164.5588801352
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf5_l80_n64,rf5_l80_n64,h6_move3,all58,6,two_sided_argmax_margin,two_sided_argmax_margin__density_28_0__maxhold_12__weak_or_opp,28.0,0.060035058551,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,953,5.2076502732,-223.362,0.9270971301,-0.2343777545,0.4008394544,-555.662,-0.4019745817,325,628,0.5175159236,753,5.7480916031,182.749,1.0825118971,0.2426945551,0.416998672,-216.223,0.8451876072,259,494,0.524291498,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,131.9925204768
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_4__flat_or_opp,8.0,0.009275789247,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,486,2.6557377049,29.749,1.022094101,0.0612119342,0.5226337449,-206.13,0.1443215447,486,0,0.0,457,3.4885496183,256.471,1.2762050201,0.5612056893,0.5382932166,-86.1,2.978757259,457,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,322.5355993584
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_4__weak_or_opp,8.0,0.009275789247,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,528,2.8852459016,-10.545,0.9917299761,-0.0199715909,0.4734848485,-279.101,-0.0377820216,528,0,0.0,488,3.7251908397,100.381,1.0967350557,0.2056987705,0.4795081967,-125.04,0.8027911068,488,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,127.5695334016
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_6__flat_or_opp,8.0,0.009275789247,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,400,2.1857923497,44.341,1.0340036257,0.1108525,0.52,-251.613,0.1762269835,400,0,0.0,366,2.7938931298,190.994,1.2194639625,0.5218415301,0.5628415301,-91.1,2.0965312843,366,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,250.1292205384
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_6__weak_or_opp,8.0,0.009275789247,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,452,2.4699453552,76.33,1.0686394938,0.1688716814,0.4623893805,-283.597,0.2691495326,452,0,0.0,411,3.1374045802,65.276,1.0671701305,0.1588223844,0.4720194647,-143.14,0.4560290625,411,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,117.5164523016
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_8__flat_or_opp,8.0,0.009275789247,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,344,1.8797814208,36.123,1.0281195996,0.1050087209,0.5261627907,-198.475,0.1820027711,344,0,0.0,313,2.3893129771,85.573,1.090212731,0.2733961661,0.5303514377,-135.065,0.6335690223,313,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,119.1570315368
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_8__weak_or_opp,8.0,0.009275789247,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,419,2.2896174863,40.244,1.0350201494,0.0960477327,0.446300716,-301.402,0.1335226707,419,0,0.0,365,2.786259542,100.09,1.104465321,0.2742191781,0.4493150685,-125.99,0.7944281292,365,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,140.934314856
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_12__flat_or_opp,8.0,0.009275789247,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,284,1.5519125683,7.853,1.006426913,0.0276514085,0.5281690141,-316.345,0.0248241635,284,0,0.0,251,1.9160305344,186.641,1.2027983502,0.7435896414,0.5577689243,-148.375,1.2579005897,251,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,217.5762462992
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_8_0__maxhold_12__weak_or_opp,8.0,0.009275789247,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,385,2.1038251366,2.862,1.0025472469,0.0074337662,0.4051948052,-300.825,0.0095138369,385,0,0.0,325,2.4809160305,128.499,1.1441496116,0.3953815385,0.4276923077,-123.184,1.0431468373,325,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,156.934361636
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_12_0__maxhold_4__flat_or_opp,12.0,0.003472617862,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,710,3.8797814208,-45.271,0.9749291141,-0.0637619718,0.5183098592,-287.514,-0.1574566804,710,0,0.0,633,4.8320610687,86.49,1.0653330141,0.1366350711,0.5055292259,-175.385,0.4931436554,633,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,100.8472502416
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_12_0__maxhold_4__weak_or_opp,12.0,0.003472617862,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,799,4.3661202186,-233.883,0.8724817541,-0.2927196496,0.4543178974,-334.434,-0.69933978,799,0,0.0,686,5.2366412214,-49.93,0.9655079274,-0.0727842566,0.4548104956,-243.503,-0.2050488084,686,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-121.0703102288
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_12_0__maxhold_6__flat_or_opp,12.0,0.003472617862,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,580,3.1693989071,-85.262,0.9501355362,-0.1470034483,0.5206896552,-261.419,-0.3261507389,580,0,0.0,514,3.9236641221,46.615,1.0351556343,0.0906906615,0.5408560311,-173.145,0.2692252159,514,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,34.2665890928
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h12_move5__rf4_l120_n64,rf4_l120_n64,h12_move5,all58,12,long_only_margin,long_only_margin__density_12_0__maxhold_6__weak_or_opp,12.0,0.003472617862,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,700,3.825136612,-107.806,0.9338949294,-0.1540085714,0.4414285714,-257.631,-0.4184511957,700,0,0.0,589,4.4961832061,40.423,1.031418565,0.0686298812,0.4634974533,-198.427,0.2037172361,589,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,21.1661334488
