candidate_id,candidate_alias,candidate_role,record_view,tier_scope,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,max_losing_streak,slice_read
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-12,29,-55.57,0.690556,-1.916207,0.413793,99.54,19.908,6,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Friday,88,-131.43,0.763129,-1.493523,0.454545,228.95,41.825755,5,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Monday,66,-135.55,0.701754,-2.053788,0.484848,228.66,39.369157,4,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Thursday,79,160.83,1.480865,2.035823,0.556962,63.72,10.968808,4,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Tuesday,75,118.71,1.261678,1.5828,0.52,80.84,11.556,6,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Wednesday,70,90.33,1.223944,1.290429,0.471429,161.81,24.710985,5,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Friday,88,-131.43,0.763129,-1.493523,0.454545,228.95,41.825755,5,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Monday,66,-135.55,0.701754,-2.053788,0.484848,228.66,39.369157,4,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Thursday,79,160.83,1.480865,2.035823,0.556962,63.72,10.968808,4,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Tuesday,75,118.71,1.261678,1.5828,0.52,80.84,11.556,6,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Wednesday,70,90.33,1.223944,1.290429,0.471429,161.81,24.710985,5,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Friday,84,-130.06,0.734907,-1.548333,0.440476,205.3,38.787077,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Monday,60,-153.33,0.588718,-2.5555,0.466667,169.64,33.565493,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Thursday,73,165.17,1.629051,2.262603,0.575342,59.5,10.261274,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Tuesday,71,84.5,1.215853,1.190141,0.521127,83.35,12.99177,6,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Wednesday,64,78.21,1.236063,1.222031,0.46875,149.8,23.175939,7,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Friday,84,-130.06,0.734907,-1.548333,0.440476,205.3,38.787077,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Monday,60,-153.33,0.588718,-2.5555,0.466667,169.64,33.565493,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Thursday,73,165.17,1.629051,2.262603,0.575342,59.5,10.261274,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Tuesday,71,84.5,1.215853,1.190141,0.521127,83.35,12.99177,6,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Wednesday,64,78.21,1.236063,1.222031,0.46875,149.8,23.175939,7,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Friday,84,-92.24,0.806767,-1.098095,0.464286,176.86,33.414574,4,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Monday,61,-146.15,0.622166,-2.395902,0.47541,175.55,33.937789,4,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Thursday,73,168.91,1.620058,2.313836,0.575342,61.21,10.551447,4,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Tuesday,71,80.34,1.197984,1.131549,0.521127,85.47,13.313499,6,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Wednesday,65,76.21,1.217693,1.172462,0.461538,155.26,24.164981,7,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Friday,84,-92.24,0.806767,-1.098095,0.464286,176.86,33.414574,4,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Monday,61,-146.15,0.622166,-2.395902,0.47541,175.55,33.937789,4,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Thursday,73,168.91,1.620058,2.313836,0.575342,61.21,10.551447,4,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Tuesday,71,80.34,1.197984,1.131549,0.521127,85.47,13.313499,6,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Wednesday,65,76.21,1.217693,1.172462,0.461538,155.26,24.164981,7,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Friday,84,-91.46,0.809827,-1.08881,0.464286,178.51,33.655097,4,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Monday,61,-147.37,0.623624,-2.415902,0.47541,177.18,34.23702,4,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Thursday,73,170.35,1.619477,2.333562,0.575342,61.21,10.547992,4,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Tuesday,71,80.82,1.196518,1.13831,0.521127,87.81,13.449802,6,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Wednesday,64,83.22,1.23885,1.300312,0.46875,157.27,24.194268,7,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Friday,84,-91.46,0.809827,-1.08881,0.464286,178.51,33.655097,4,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Monday,61,-147.37,0.623624,-2.415902,0.47541,177.18,34.23702,4,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Thursday,73,170.35,1.619477,2.333562,0.575342,61.21,10.547992,4,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Tuesday,71,80.82,1.196518,1.13831,0.521127,87.81,13.449802,6,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Wednesday,64,83.22,1.23885,1.300312,0.46875,157.27,24.194268,7,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Friday,82,-102.91,0.780191,-1.255,0.45122,184.34,34.82713,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Monday,60,-155.46,0.589707,-2.591,0.466667,172.77,34.184804,4,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Thursday,73,168.88,1.636947,2.313425,0.575342,59.5,10.261274,4,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Tuesday,71,81.5,1.205001,1.147887,0.521127,84.02,13.096203,6,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,weekday,Wednesday,64,79.33,1.234822,1.239531,0.46875,152.12,23.534872,7,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Friday,82,-102.91,0.780191,-1.255,0.45122,184.34,34.82713,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Monday,60,-155.46,0.589707,-2.591,0.466667,172.77,34.184804,4,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Thursday,73,168.88,1.636947,2.313425,0.575342,59.5,10.261274,4,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Tuesday,71,81.5,1.205001,1.147887,0.521127,84.02,13.096203,6,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,weekday,Wednesday,64,79.33,1.234822,1.239531,0.46875,152.12,23.534872,7,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,01,3,-4.03,0.916077,-1.343333,0.333333,48.02,8.827368,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,02,3,3.51,1.102183,1.17,0.333333,34.35,6.87,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,03,1,55.69,,55.69,1.0,0.0,0.0,0,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,09,1,-18.61,0.0,-18.61,0.0,18.61,3.722,1,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,10,2,-26.37,0.0,-13.185,0.0,26.37,5.274,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,12,3,-66.73,0.0,-22.243333,0.0,66.73,13.346,3,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,15,1,28.35,,28.35,1.0,0.0,0.0,0,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,16,114,-67.01,0.932184,-0.587807,0.429825,297.24,43.161456,6,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,17,123,117.55,1.252508,0.955691,0.520325,122.4,17.027196,6,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,18,85,177.92,1.847238,2.093176,0.623529,57.01,11.108297,4,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,19,5,-7.7,0.709324,-1.54,0.6,26.49,5.298,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,20,4,-8.33,0.619808,-2.0825,0.5,21.91,4.359331,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,21,13,47.03,4.182003,3.617692,0.692308,6.53,1.258625,1,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,22,18,-92.26,0.621575,-5.125556,0.222222,158.7,30.496945,7,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_rt_s258_stc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,23,2,-36.12,0.0,-18.06,0.0,36.12,7.224,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,01,3,-4.03,0.916077,-1.343333,0.333333,48.02,8.827368,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,02,3,3.51,1.102183,1.17,0.333333,34.35,6.87,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,03,1,55.69,,55.69,1.0,0.0,0.0,0,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,09,1,-18.61,0.0,-18.61,0.0,18.61,3.722,1,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,10,2,-26.37,0.0,-13.185,0.0,26.37,5.274,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,12,3,-66.73,0.0,-22.243333,0.0,66.73,13.346,3,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,15,1,28.35,,28.35,1.0,0.0,0.0,0,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,16,114,-67.01,0.932184,-0.587807,0.429825,297.24,43.161456,6,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,17,123,117.55,1.252508,0.955691,0.520325,122.4,17.027196,6,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,18,85,177.92,1.847238,2.093176,0.623529,57.01,11.108297,4,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,19,5,-7.7,0.709324,-1.54,0.6,26.49,5.298,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,20,4,-8.33,0.619808,-2.0825,0.5,21.91,4.359331,2,thin_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,21,13,47.03,4.182003,3.617692,0.692308,6.53,1.258625,1,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,22,18,-92.26,0.621575,-5.125556,0.222222,158.7,30.496945,7,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,23,2,-36.12,0.0,-18.06,0.0,36.12,7.224,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,01,2,-41.34,0.0,-20.67,0.0,41.34,8.268,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,02,2,-31.7,0.0,-15.85,0.0,31.7,6.34,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,03,1,52.85,,52.85,1.0,0.0,0.0,0,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,09,1,-16.84,0.0,-16.84,0.0,16.84,3.368,1,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,10,2,-25.83,0.0,-12.915,0.0,25.83,5.166,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,12,3,-59.23,0.0,-19.743333,0.0,59.23,11.846,3,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,15,1,28.35,,28.35,1.0,0.0,0.0,0,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,16,99,-50.07,0.937326,-0.505758,0.424242,252.58,37.63223,8,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,17,120,86.59,1.205971,0.721583,0.516667,105.8,15.716917,6,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,18,82,138.67,1.714242,1.691098,0.609756,52.24,10.19934,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,19,5,-4.74,0.788014,-0.948,0.6,22.36,4.472,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,20,4,-7.56,0.616049,-1.89,0.5,19.69,3.919968,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,21,13,43.65,4.250186,3.357692,0.692308,5.96,1.152649,1,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,22,15,-36.04,0.791242,-2.402667,0.266667,94.31,18.316889,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,23,2,-32.27,0.0,-16.135,0.0,32.27,6.454,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,01,2,-41.34,0.0,-20.67,0.0,41.34,8.268,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,02,2,-31.7,0.0,-15.85,0.0,31.7,6.34,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,03,1,52.85,,52.85,1.0,0.0,0.0,0,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,09,1,-16.84,0.0,-16.84,0.0,16.84,3.368,1,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,10,2,-25.83,0.0,-12.915,0.0,25.83,5.166,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,12,3,-59.23,0.0,-19.743333,0.0,59.23,11.846,3,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,15,1,28.35,,28.35,1.0,0.0,0.0,0,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,16,99,-50.07,0.937326,-0.505758,0.424242,252.58,37.63223,8,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,17,120,86.59,1.205971,0.721583,0.516667,105.8,15.716917,6,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,18,82,138.67,1.714242,1.691098,0.609756,52.24,10.19934,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,19,5,-4.74,0.788014,-0.948,0.6,22.36,4.472,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,20,4,-7.56,0.616049,-1.89,0.5,19.69,3.919968,2,thin_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,21,13,43.65,4.250186,3.357692,0.692308,5.96,1.152649,1,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,22,15,-36.04,0.791242,-2.402667,0.266667,94.31,18.316889,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,close_hour_utc,23,2,-32.27,0.0,-16.135,0.0,32.27,6.454,2,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,01,2,-42.08,0.0,-21.04,0.0,42.08,8.416,2,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,02,2,-32.96,0.0,-16.48,0.0,32.96,6.592,2,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,03,1,53.79,,53.79,1.0,0.0,0.0,0,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,09,1,-17.73,0.0,-17.73,0.0,17.73,3.546,1,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,10,2,-26.37,0.0,-13.185,0.0,26.37,5.274,2,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,12,3,-60.67,0.0,-20.223333,0.0,60.67,12.134,3,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,15,1,28.35,,28.35,1.0,0.0,0.0,0,thin_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,close_hour_utc,16,99,-16.05,0.980014,-0.162121,0.434343,228.96,33.733094,7,minor_negative_slice
