time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1779670800,1779671100,US100,US100,M5,Bid,29703.4,29727.15,29695.9,29697.65,4460,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779671100,1779671400,US100,US100,M5,Bid,29697.9,29730.65,29695.65,29719.65,4483,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779671400,1779671700,US100,US100,M5,Bid,29719.65,29729.4,29705.4,29724.9,2877,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779671700,1779672000,US100,US100,M5,Bid,29724.65,29737.15,29708.9,29730.4,3099,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779672000,1779672300,US100,US100,M5,Bid,29730.9,29733.65,29718.65,29724.9,2303,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779672300,1779672600,US100,US100,M5,Bid,29724.9,29734.9,29722.7,29726.65,1235,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779672600,1779672900,US100,US100,M5,Bid,29726.15,29759.9,29726.15,29746.4,2567,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779672900,1779673200,US100,US100,M5,Bid,29746.4,29755.15,29741.15,29746.65,1919,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779673200,1779673500,US100,US100,M5,Bid,29746.65,29759.65,29737.4,29755.65,1533,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779673500,1779673800,US100,US100,M5,Bid,29755.65,29774.4,29755.15,29770.4,1910,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779673800,1779674100,US100,US100,M5,Bid,29770.15,29776.9,29762.65,29765.15,1157,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779674100,1779674400,US100,US100,M5,Bid,29765.15,29766.15,29756.15,29760.15,991,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779674400,1779674700,US100,US100,M5,Bid,29759.65,29777.4,29759.65,29769.9,1517,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779674700,1779675000,US100,US100,M5,Bid,29769.65,29783.4,29769.15,29772.9,1120,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779675000,1779675300,US100,US100,M5,Bid,29772.9,29778.15,29768.65,29775.15,860,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779675300,1779675600,US100,US100,M5,Bid,29775.4,29776.65,29766.9,29768.65,622,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779675600,1779675900,US100,US100,M5,Bid,29768.65,29772.65,29762.65,29764.9,793,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779675900,1779676200,US100,US100,M5,Bid,29764.9,29769.65,29757.65,29763.4,719,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779676200,1779676500,US100,US100,M5,Bid,29763.4,29817.15,29763.4,29802.9,2142,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779676500,1779676800,US100,US100,M5,Bid,29802.9,29834.9,29799.65,29819.9,3588,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779676800,1779677100,US100,US100,M5,Bid,29819.9,29820.15,29807.65,29811.4,1522,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779677100,1779677400,US100,US100,M5,Bid,29811.4,29819.15,29801.4,29801.4,3008,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779677400,1779677700,US100,US100,M5,Bid,29801.4,29802.9,29791.4,29798.4,2087,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779677700,1779678000,US100,US100,M5,Bid,29798.15,29798.9,29791.9,29796.4,1253,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779678000,1779678300,US100,US100,M5,Bid,29796.4,29810.65,29779.65,29796.4,5004,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779678300,1779678600,US100,US100,M5,Bid,29796.65,29825.4,29795.9,29819.15,3718,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779678600,1779678900,US100,US100,M5,Bid,29819.15,29826.15,29815.4,29823.65,2144,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779678900,1779679200,US100,US100,M5,Bid,29823.65,29828.15,29813.65,29822.15,2833,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779679200,1779679500,US100,US100,M5,Bid,29822.15,29842.4,29815.9,29840.15,2484,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779679500,1779679800,US100,US100,M5,Bid,29840.4,29844.9,29827.15,29838.4,2565,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779679800,1779680100,US100,US100,M5,Bid,29838.15,29853.15,29837.4,29844.9,2077,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779680100,1779680400,US100,US100,M5,Bid,29844.9,29868.9,29843.65,29863.9,2186,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779680400,1779680700,US100,US100,M5,Bid,29863.9,29874.4,29854.9,29866.15,1986,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779680700,1779681000,US100,US100,M5,Bid,29866.15,29890.4,29861.65,29881.65,2648,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779681000,1779681300,US100,US100,M5,Bid,29881.65,29884.15,29864.15,29869.15,2672,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779681300,1779681600,US100,US100,M5,Bid,29869.15,29870.15,29857.9,29868.65,1727,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779681600,1779681900,US100,US100,M5,Bid,29868.9,29881.65,29865.4,29871.4,3238,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779681900,1779682200,US100,US100,M5,Bid,29871.15,29873.4,29859.9,29867.15,1665,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779682200,1779682500,US100,US100,M5,Bid,29867.15,29877.65,29862.4,29876.15,1888,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779682500,1779682800,US100,US100,M5,Bid,29876.4,29878.65,29868.65,29871.65,1467,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779682800,1779683100,US100,US100,M5,Bid,29871.65,29882.65,29868.9,29878.9,1837,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779683100,1779683400,US100,US100,M5,Bid,29879.15,29881.65,29873.4,29880.15,1483,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779683400,1779683700,US100,US100,M5,Bid,29880.4,29899.9,29874.65,29893.9,2537,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779683700,1779684000,US100,US100,M5,Bid,29893.9,29901.9,29882.4,29886.4,1429,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779684000,1779684300,US100,US100,M5,Bid,29886.4,29889.65,29878.9,29886.65,1297,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779684300,1779684600,US100,US100,M5,Bid,29886.65,29888.4,29875.9,29878.9,1341,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779684600,1779684900,US100,US100,M5,Bid,29879.15,29883.15,29877.4,29880.15,858,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779684900,1779685200,US100,US100,M5,Bid,29880.15,29886.15,29875.15,29878.15,790,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779685200,1779685500,US100,US100,M5,Bid,29878.15,29879.9,29874.4,29875.4,919,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779685500,1779685800,US100,US100,M5,Bid,29875.15,29888.15,29871.65,29880.65,1336,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779685800,1779686100,US100,US100,M5,Bid,29880.65,29886.15,29877.65,29878.15,929,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779686100,1779686400,US100,US100,M5,Bid,29878.9,29878.9,29859.15,29871.4,1299,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779686400,1779686700,US100,US100,M5,Bid,29871.4,29874.65,29864.4,29871.15,1044,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779686700,1779687000,US100,US100,M5,Bid,29871.15,29871.15,29860.4,29867.9,1196,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779687000,1779687300,US100,US100,M5,Bid,29867.9,29870.4,29861.65,29862.65,809,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779687300,1779687600,US100,US100,M5,Bid,29862.65,29866.4,29859.4,29861.65,787,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779687600,1779687900,US100,US100,M5,Bid,29861.9,29868.9,29856.65,29868.65,783,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779687900,1779688200,US100,US100,M5,Bid,29868.65,29898.65,29868.65,29889.9,1843,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779688200,1779688500,US100,US100,M5,Bid,29889.9,29898.4,29889.65,29892.15,981,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779688500,1779688800,US100,US100,M5,Bid,29892.15,29913.9,29890.65,29911.15,1117,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779688800,1779689100,US100,US100,M5,Bid,29911.15,29936.9,29910.65,29925.65,3225,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779689100,1779689400,US100,US100,M5,Bid,29925.65,29941.65,29918.9,29928.9,1885,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779689400,1779689700,US100,US100,M5,Bid,29929.15,29932.4,29914.65,29918.4,1186,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1779689700,1779690000,US100,US100,M5,Bid,29918.65,29922.65,29913.15,29916.9,1069,60,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
