bar_time_server,timestamp_utc,split,row_index,stage38_decision_signal,candidate_id,candidate_label,enabled_surfaces,tier_label,routing_source,entry_decision
2025.10.30 16:25:00,2025-10-30T16:25:00Z,oos,199,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 16:30:00,2025-10-30T16:30:00Z,oos,200,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 20:10:00,2025-10-30T20:10:00Z,oos,201,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 20:15:00,2025-10-30T20:15:00Z,oos,202,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 20:50:00,2025-10-30T20:50:00Z,oos,203,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 15:35:00,2025-10-31T15:35:00Z,oos,204,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 15:40:00,2025-10-31T15:40:00Z,oos,205,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 15:45:00,2025-10-31T15:45:00Z,oos,206,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 15:50:00,2025-10-31T15:50:00Z,oos,207,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 15:55:00,2025-10-31T15:55:00Z,oos,208,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 16:00:00,2025-10-31T16:00:00Z,oos,209,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 16:05:00,2025-10-31T16:05:00Z,oos,210,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 16:10:00,2025-10-31T16:10:00Z,oos,211,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 16:15:00,2025-10-31T16:15:00Z,oos,212,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.31 16:20:00,2025-10-31T16:20:00Z,oos,213,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 16:25:00,2025-10-31T16:25:00Z,oos,214,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 16:30:00,2025-10-31T16:30:00Z,oos,215,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.31 20:55:00,2025-10-31T20:55:00Z,oos,216,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 16:35:00,2025-11-03T16:35:00Z,oos,217,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 16:40:00,2025-11-03T16:40:00Z,oos,218,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 16:45:00,2025-11-03T16:45:00Z,oos,219,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 16:50:00,2025-11-03T16:50:00Z,oos,220,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 16:55:00,2025-11-03T16:55:00Z,oos,221,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:00:00,2025-11-03T17:00:00Z,oos,222,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:05:00,2025-11-03T17:05:00Z,oos,223,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:10:00,2025-11-03T17:10:00Z,oos,224,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:15:00,2025-11-03T17:15:00Z,oos,225,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:20:00,2025-11-03T17:20:00Z,oos,226,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:25:00,2025-11-03T17:25:00Z,oos,227,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:30:00,2025-11-03T17:30:00Z,oos,228,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 17:35:00,2025-11-03T17:35:00Z,oos,229,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 18:55:00,2025-11-03T18:55:00Z,oos,230,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 19:20:00,2025-11-03T19:20:00Z,oos,231,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 19:25:00,2025-11-03T19:25:00Z,oos,232,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 19:35:00,2025-11-03T19:35:00Z,oos,233,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 19:40:00,2025-11-03T19:40:00Z,oos,234,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.03 19:55:00,2025-11-03T19:55:00Z,oos,235,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 20:25:00,2025-11-03T20:25:00Z,oos,236,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 20:30:00,2025-11-03T20:30:00Z,oos,237,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 20:40:00,2025-11-03T20:40:00Z,oos,238,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 20:45:00,2025-11-03T20:45:00Z,oos,239,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 21:00:00,2025-11-03T21:00:00Z,oos,240,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.03 21:35:00,2025-11-03T21:35:00Z,oos,241,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.04 19:10:00,2025-11-04T19:10:00Z,oos,242,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.04 19:30:00,2025-11-04T19:30:00Z,oos,243,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.04 19:40:00,2025-11-04T19:40:00Z,oos,244,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.04 20:00:00,2025-11-04T20:00:00Z,oos,245,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.04 20:50:00,2025-11-04T20:50:00Z,oos,246,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.04 21:30:00,2025-11-04T21:30:00Z,oos,247,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.04 21:50:00,2025-11-04T21:50:00Z,oos,248,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.04 21:55:00,2025-11-04T21:55:00Z,oos,249,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 19:25:00,2025-11-05T19:25:00Z,oos,250,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.05 20:00:00,2025-11-05T20:00:00Z,oos,251,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.05 20:40:00,2025-11-05T20:40:00Z,oos,252,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.05 20:50:00,2025-11-05T20:50:00Z,oos,253,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:00:00,2025-11-05T21:00:00Z,oos,254,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:15:00,2025-11-05T21:15:00Z,oos,255,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:35:00,2025-11-05T21:35:00Z,oos,256,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:40:00,2025-11-05T21:40:00Z,oos,257,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:50:00,2025-11-05T21:50:00Z,oos,258,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 21:55:00,2025-11-05T21:55:00Z,oos,259,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.05 22:00:00,2025-11-05T22:00:00Z,oos,260,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.06 20:35:00,2025-11-06T20:35:00Z,oos,261,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.06 20:55:00,2025-11-06T20:55:00Z,oos,262,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.06 21:20:00,2025-11-06T21:20:00Z,oos,263,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.06 21:25:00,2025-11-06T21:25:00Z,oos,264,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.06 21:30:00,2025-11-06T21:30:00Z,oos,265,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.07 20:05:00,2025-11-07T20:05:00Z,oos,266,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.07 20:30:00,2025-11-07T20:30:00Z,oos,267,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.07 21:05:00,2025-11-07T21:05:00Z,oos,268,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.07 21:30:00,2025-11-07T21:30:00Z,oos,269,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 18:20:00,2025-11-10T18:20:00Z,oos,270,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 19:00:00,2025-11-10T19:00:00Z,oos,271,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.10 19:35:00,2025-11-10T19:35:00Z,oos,272,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 19:40:00,2025-11-10T19:40:00Z,oos,273,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 19:55:00,2025-11-10T19:55:00Z,oos,274,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 20:05:00,2025-11-10T20:05:00Z,oos,275,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 20:20:00,2025-11-10T20:20:00Z,oos,276,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 20:25:00,2025-11-10T20:25:00Z,oos,277,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.10 20:35:00,2025-11-10T20:35:00Z,oos,278,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 20:45:00,2025-11-10T20:45:00Z,oos,279,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 20:50:00,2025-11-10T20:50:00Z,oos,280,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:00:00,2025-11-10T21:00:00Z,oos,281,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:10:00,2025-11-10T21:10:00Z,oos,282,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:15:00,2025-11-10T21:15:00Z,oos,283,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:20:00,2025-11-10T21:20:00Z,oos,284,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:30:00,2025-11-10T21:30:00Z,oos,285,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:35:00,2025-11-10T21:35:00Z,oos,286,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:40:00,2025-11-10T21:40:00Z,oos,287,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.10 21:50:00,2025-11-10T21:50:00Z,oos,288,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 17:45:00,2025-11-11T17:45:00Z,oos,289,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.11 17:55:00,2025-11-11T17:55:00Z,oos,290,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 18:50:00,2025-11-11T18:50:00Z,oos,291,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.11 18:55:00,2025-11-11T18:55:00Z,oos,292,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 19:15:00,2025-11-11T19:15:00Z,oos,293,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.11 19:20:00,2025-11-11T19:20:00Z,oos,294,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.11 19:35:00,2025-11-11T19:35:00Z,oos,295,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 19:45:00,2025-11-11T19:45:00Z,oos,296,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 19:55:00,2025-11-11T19:55:00Z,oos,297,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:00:00,2025-11-11T20:00:00Z,oos,298,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 20:05:00,2025-11-11T20:05:00Z,oos,299,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 20:10:00,2025-11-11T20:10:00Z,oos,300,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:15:00,2025-11-11T20:15:00Z,oos,301,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:25:00,2025-11-11T20:25:00Z,oos,302,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:40:00,2025-11-11T20:40:00Z,oos,303,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:45:00,2025-11-11T20:45:00Z,oos,304,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:50:00,2025-11-11T20:50:00Z,oos,305,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 20:55:00,2025-11-11T20:55:00Z,oos,306,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:00:00,2025-11-11T21:00:00Z,oos,307,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:05:00,2025-11-11T21:05:00Z,oos,308,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:10:00,2025-11-11T21:10:00Z,oos,309,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:15:00,2025-11-11T21:15:00Z,oos,310,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:30:00,2025-11-11T21:30:00Z,oos,311,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:35:00,2025-11-11T21:35:00Z,oos,312,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:40:00,2025-11-11T21:40:00Z,oos,313,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 21:45:00,2025-11-11T21:45:00Z,oos,314,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 21:50:00,2025-11-11T21:50:00Z,oos,315,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.11 21:55:00,2025-11-11T21:55:00Z,oos,316,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.11 22:00:00,2025-11-11T22:00:00Z,oos,317,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 19:05:00,2025-11-12T19:05:00Z,oos,318,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.12 20:05:00,2025-11-12T20:05:00Z,oos,319,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.12 20:35:00,2025-11-12T20:35:00Z,oos,320,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 20:50:00,2025-11-12T20:50:00Z,oos,321,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 20:55:00,2025-11-12T20:55:00Z,oos,322,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 21:10:00,2025-11-12T21:10:00Z,oos,323,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 21:25:00,2025-11-12T21:25:00Z,oos,324,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 21:35:00,2025-11-12T21:35:00Z,oos,325,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 21:40:00,2025-11-12T21:40:00Z,oos,326,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.12 21:50:00,2025-11-12T21:50:00Z,oos,327,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.13 19:15:00,2025-11-13T19:15:00Z,oos,328,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.14 19:50:00,2025-11-14T19:50:00Z,oos,329,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.14 20:45:00,2025-11-14T20:45:00Z,oos,330,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.14 21:45:00,2025-11-14T21:45:00Z,oos,331,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.14 21:50:00,2025-11-14T21:50:00Z,oos,332,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.17 18:00:00,2025-11-17T18:00:00Z,oos,333,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.17 18:40:00,2025-11-17T18:40:00Z,oos,334,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.17 19:05:00,2025-11-17T19:05:00Z,oos,335,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.17 19:55:00,2025-11-17T19:55:00Z,oos,336,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.17 20:20:00,2025-11-17T20:20:00Z,oos,337,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.17 20:35:00,2025-11-17T20:35:00Z,oos,338,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.18 19:10:00,2025-11-18T19:10:00Z,oos,339,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.18 21:15:00,2025-11-18T21:15:00Z,oos,340,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.18 21:30:00,2025-11-18T21:30:00Z,oos,341,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.20 21:55:00,2025-11-20T21:55:00Z,oos,342,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.21 19:20:00,2025-11-21T19:20:00Z,oos,343,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.21 20:00:00,2025-11-21T20:00:00Z,oos,344,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.24 18:45:00,2025-11-24T18:45:00Z,oos,345,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.24 18:50:00,2025-11-24T18:50:00Z,oos,346,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.24 19:25:00,2025-11-24T19:25:00Z,oos,347,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.24 19:35:00,2025-11-24T19:35:00Z,oos,348,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.24 20:55:00,2025-11-24T20:55:00Z,oos,349,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.25 19:00:00,2025-11-25T19:00:00Z,oos,350,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.25 20:50:00,2025-11-25T20:50:00Z,oos,351,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.25 21:15:00,2025-11-25T21:15:00Z,oos,352,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.25 21:30:00,2025-11-25T21:30:00Z,oos,353,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.25 21:35:00,2025-11-25T21:35:00Z,oos,354,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.26 19:30:00,2025-11-26T19:30:00Z,oos,355,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.26 19:55:00,2025-11-26T19:55:00Z,oos,356,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.26 20:20:00,2025-11-26T20:20:00Z,oos,357,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.26 20:35:00,2025-11-26T20:35:00Z,oos,358,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.11.26 20:40:00,2025-11-26T20:40:00Z,oos,359,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.26 21:25:00,2025-11-26T21:25:00Z,oos,360,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.11.26 21:50:00,2025-11-26T21:50:00Z,oos,361,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.11.26 21:55:00,2025-11-26T21:55:00Z,oos,362,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 16:40:00,2025-12-01T16:40:00Z,oos,363,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 19:10:00,2025-12-01T19:10:00Z,oos,364,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 19:25:00,2025-12-01T19:25:00Z,oos,365,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 19:45:00,2025-12-01T19:45:00Z,oos,366,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 19:55:00,2025-12-01T19:55:00Z,oos,367,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 20:15:00,2025-12-01T20:15:00Z,oos,368,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 20:20:00,2025-12-01T20:20:00Z,oos,369,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 20:40:00,2025-12-01T20:40:00Z,oos,370,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 20:55:00,2025-12-01T20:55:00Z,oos,371,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 21:10:00,2025-12-01T21:10:00Z,oos,372,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.01 21:30:00,2025-12-01T21:30:00Z,oos,373,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 21:40:00,2025-12-01T21:40:00Z,oos,374,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.12.01 21:45:00,2025-12-01T21:45:00Z,oos,375,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.01 21:50:00,2025-12-01T21:50:00Z,oos,376,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.02 20:25:00,2025-12-02T20:25:00Z,oos,377,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.12.02 20:45:00,2025-12-02T20:45:00Z,oos,378,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.02 21:40:00,2025-12-02T21:40:00Z,oos,379,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.12.03 18:50:00,2025-12-03T18:50:00Z,oos,380,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.03 19:20:00,2025-12-03T19:20:00Z,oos,381,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.03 19:25:00,2025-12-03T19:25:00Z,oos,382,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.12.03 19:35:00,2025-12-03T19:35:00Z,oos,383,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.03 19:50:00,2025-12-03T19:50:00Z,oos,384,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.03 20:15:00,2025-12-03T20:15:00Z,oos,385,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.03 20:35:00,2025-12-03T20:35:00Z,oos,386,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.03 20:40:00,2025-12-03T20:40:00Z,oos,387,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.03 21:25:00,2025-12-03T21:25:00Z,oos,388,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.03 21:35:00,2025-12-03T21:35:00Z,oos,389,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.03 21:45:00,2025-12-03T21:45:00Z,oos,390,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.04 18:05:00,2025-12-04T18:05:00Z,oos,391,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.04 19:20:00,2025-12-04T19:20:00Z,oos,392,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.04 19:55:00,2025-12-04T19:55:00Z,oos,393,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.04 20:15:00,2025-12-04T20:15:00Z,oos,394,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.12.04 21:35:00,2025-12-04T21:35:00Z,oos,395,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.12.04 21:55:00,2025-12-04T21:55:00Z,oos,396,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.05 20:30:00,2025-12-05T20:30:00Z,oos,397,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.12.05 21:10:00,2025-12-05T21:10:00Z,oos,398,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
