candidate_id,surface_family,label_name,side,entry_mode,fill_order,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,regime,risk_filter,cooldown_bars,contract_pnl_scale,initial_balance,raw_signal_total_diagnostic_only,lifecycle_trade_total,overall_signal_to_trade_ratio_diagnostic_only,scout_clue,materialization_candidate,meaningful_signal,final_like_reference,dual_positive,rank_score,signal_count_claim_boundary,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f80b_14998,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,compact_exportable_28,28,histgbm_shallow,0.7,0.26190819755007694,chop,order_intent_guard,0,0.08870965974736267,500.0,618,609,0.9854368932038835,1,1,1,0,1,1996069.2097633374,diagnostic_only_not_economics,355,353,0.9943661971830986,263,256,0.973384030418251,92.48780415600287,299.05534365051665,-206.56753949451377,1.4477363887004098,2.203547948124515,353,271,1.3025830258302582,37,9.54054054054054,0.45892351274787535,1.846020639818004,-1.0815054423796533,1.7068990755665325,0.26200511092352086,8.394444444444348,1.0169971671388103,15.431997748210788,0.10564993783112955,6,47,1,66.7806318578146,215.72415057363654,-148.9435187158219,1.4483621203097083,4.140966917006892,256,194,1.3195876288659794,39,6.564102564102564,0.44921875,1.8758621789011873,-1.0563370121689497,1.7758179040319033,0.26086184319458827,3.225364181662379,1.0390625,7.746709646281794,0.0783833009173962,10,90,0
f80b_13481,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,micro_reversal,19,histgbm_shallow,0.7,0.26351898299067533,cash_mid,liquidity_release,4,0.08870965974736267,500.0,1988,621,0.31237424547283704,1,1,1,0,1,1995977.667816117,diagnostic_only_not_economics,1128,349,0.30939716312056736,860,272,0.31627906976744186,99.65022208400492,300.80558523733214,-201.1553631533272,1.4953893374846203,3.3180961131903586,349,271,1.2878228782287824,103,3.3883495145631066,0.4670487106017192,1.8454330382658413,-1.081480447060899,1.7063951949211003,0.28553072230373905,6.00646989626777,1.1203438395415473,10.63775991984041,0.10591018317172951,7,63,1,60.185068655598194,221.59673004891192,-161.41166139331375,1.3728669176444723,2.8812897485943494,272,194,1.402061855670103,85,3.2,0.4338235294117647,1.8779383902450162,-1.0481276713851542,1.791707672180074,0.22126863476322867,4.177647783251216,1.0661764705882353,8.82657200824799,0.0729082516048637,14,49,0
f80b_12115,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,price_vol_session,25,histgbm_shallow,0.7,0.25902660436602126,chop,liquidity_release,0,0.08870965974736267,500.0,517,508,0.9825918762088974,1,1,1,0,1,1995859.9458722507,diagnostic_only_not_economics,307,304,0.990228013029316,210,204,0.9714285714285714,78.10974250415032,256.61664242737834,-178.506899923228,1.4375726794748196,2.1104028053897537,304,271,1.121771217712177,30,10.133333333333333,0.45723684210526316,1.8461628951609952,-1.0818599995347151,1.7064711662830592,0.2569399424478629,7.402353930222799,1.0098684210526316,16.601881508077835,0.10577751500599175,7,53,1,78.2774037610728,187.67415616152044,-109.39675240044767,1.7155368147907877,2.011935083070193,204,194,1.0515463917525774,31,6.580645161290323,0.49019607843137253,1.8767415616152043,-1.0518918500043044,1.784158287382419,0.3837127635346706,7.781305114638416,1.0343137254901962,8.31457811909826,0.07549018103991254,6,31,1
f80b_12118,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,price_vol_session,25,histgbm_shallow,0.7,0.25902660436602126,chop,order_intent_guard,0,0.08870965974736267,500.0,517,508,0.9825918762088974,1,1,1,0,1,1995859.9458722507,diagnostic_only_not_economics,307,304,0.990228013029316,210,204,0.9714285714285714,78.10974250415032,256.61664242737834,-178.506899923228,1.4375726794748196,2.1104028053897537,304,271,1.121771217712177,30,10.133333333333333,0.45723684210526316,1.8461628951609952,-1.0818599995347151,1.7064711662830592,0.2569399424478629,7.402353930222799,1.0098684210526316,16.601881508077835,0.10577751500599175,7,53,1,78.2774037610728,187.67415616152044,-109.39675240044767,1.7155368147907877,2.011935083070193,204,194,1.0515463917525774,31,6.580645161290323,0.49019607843137253,1.8767415616152043,-1.0518918500043044,1.784158287382419,0.3837127635346706,7.781305114638416,1.0343137254901962,8.31457811909826,0.07549018103991254,6,31,1
f80b_15823,order_intent_swing,order_intent_swing_short_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,short,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,full58,58,histgbm_shallow,0.86,0.2749568778869101,trend,order_intent_guard,0,0.08870965974736267,500.0,662,600,0.9063444108761329,1,1,1,0,1,1995796.135879437,diagnostic_only_not_economics,397,354,0.8916876574307305,265,246,0.9283018867924528,84.51369284131243,293.7070382643483,-209.19334542303582,1.4039979984564368,2.4838704729261507,354,271,1.3062730627306274,94,3.765957446808511,0.4519774011299435,1.8356689891521767,-1.0783162135208033,1.7023475731284292,0.2387392453144419,6.805000000000012,1.4011299435028248,9.470074430200114,0.10620099943766183,8,63,1,59.20482691538984,203.2693143451068,-144.064487429717,1.4109605911330048,3.2751606378726255,246,194,1.268041237113402,74,3.324324324324324,0.43902439024390244,1.8821232809732111,-1.0439455610849058,1.8028940886699503,0.2406700281113408,3.61538461538462,1.1097560975609757,6.744242034386507,0.06873195588555824,10,64,0
f80b_13315,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,micro_reversal,19,extra_trees_d6_l120,0.7,0.5047805635455077,chop,liquidity_release,0,0.08870965974736267,500.0,683,648,0.9487554904831625,1,1,1,0,1,1995762.698328543,diagnostic_only_not_economics,421,396,0.9406175771971497,262,252,0.9618320610687023,89.72893373785989,326.69993491758726,-236.9710011797274,1.3786494266857832,4.056337901607913,396,271,1.4612546125461254,43,9.209302325581396,0.44696969696969696,1.8457623441671596,-1.0820593661174767,1.705786578780715,0.2265882165097472,4.424135065389487,1.095959595959596,11.63005144659984,0.10607300754286286,8,87,1,65.20159991431154,211.5902804294094,-146.3886805150979,1.4454005575081805,3.2467735467534564,252,194,1.2989690721649485,34,7.411764705882353,0.44841269841269843,1.872480357782384,-1.0531559749287618,1.7779705972888238,0.2587365075964744,4.016393442622971,1.0793650793650793,7.150248511583547,0.07814898596791471,11,62,0
f80b_13318,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,micro_reversal,19,extra_trees_d6_l120,0.7,0.5047805635455077,chop,order_intent_guard,0,0.08870965974736267,500.0,683,648,0.9487554904831625,1,1,1,0,1,1995762.698328543,diagnostic_only_not_economics,421,396,0.9406175771971497,262,252,0.9618320610687023,89.72893373785989,326.69993491758726,-236.9710011797274,1.3786494266857832,4.056337901607913,396,271,1.4612546125461254,43,9.209302325581396,0.44696969696969696,1.8457623441671596,-1.0820593661174767,1.705786578780715,0.2265882165097472,4.424135065389487,1.095959595959596,11.63005144659984,0.10607300754286286,8,87,1,65.20159991431154,211.5902804294094,-146.3886805150979,1.4454005575081805,3.2467735467534564,252,194,1.2989690721649485,34,7.411764705882353,0.44841269841269843,1.872480357782384,-1.0531559749287618,1.7779705972888238,0.2587365075964744,4.016393442622971,1.0793650793650793,7.150248511583547,0.07814898596791471,11,62,0
f80b_13451,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,micro_reversal,19,histgbm_shallow,0.7,0.26351898299067533,all,liquidity_release,4,0.08870965974736267,500.0,2137,670,0.31352363125877397,1,1,1,0,1,1991979.2309106595,diagnostic_only_not_economics,1222,379,0.31014729950900166,915,291,0.3180327868852459,81.88611271959556,310.03138985105784,-228.1452771314623,1.3589209198155392,6.121321361206992,379,271,1.3985239852398523,107,3.542056074766355,0.44327176781002636,1.84542493958963,-1.0812572375898688,1.706739964768326,0.2160583449065846,2.6754391049794317,1.1108179419525066,11.079052393315902,0.10577749190772595,13,210,0,72.60442102022895,242.23059690614846,-169.62617588591957,1.4280260439819046,2.8812897485943494,291,194,1.5,85,3.4235294117647057,0.44329896907216493,1.8777565651639416,-1.0470751597896268,1.7933350319772758,0.24949972859185207,5.039716748768454,1.0618556701030928,8.925002656134263,0.07241573770785567,14,35,0
f80b_13511,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,micro_reversal,19,histgbm_shallow,0.7,0.26351898299067533,high_vol,liquidity_release,4,0.08870965974736267,500.0,2137,670,0.31352363125877397,1,1,1,0,1,1991979.2309106595,diagnostic_only_not_economics,1222,379,0.31014729950900166,915,291,0.3180327868852459,81.88611271959556,310.03138985105784,-228.1452771314623,1.3589209198155392,6.121321361206992,379,271,1.3985239852398523,107,3.542056074766355,0.44327176781002636,1.84542493958963,-1.0812572375898688,1.706739964768326,0.2160583449065846,2.6754391049794317,1.1108179419525066,11.079052393315902,0.10577749190772595,13,210,0,72.60442102022895,242.23059690614846,-169.62617588591957,1.4280260439819046,2.8812897485943494,291,194,1.5,85,3.4235294117647057,0.44329896907216493,1.8777565651639416,-1.0470751597896268,1.7933350319772758,0.24949972859185207,5.039716748768454,1.0618556701030928,8.925002656134263,0.07241573770785567,14,35,0
f80b_11500,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,runtime_fill_context,27,histgbm_shallow,0.86,0.2803784093144682,trend,liquidity_release,0,0.08870965974736267,500.0,616,595,0.9659090909090909,1,1,1,0,1,1991794.3768906696,diagnostic_only_not_economics,275,271,0.9854545454545455,341,324,0.9501466275659824,72.86434032328876,230.81809917965037,-157.95375885636153,1.4613017179891838,3.1261284094970505,271,271,1.0,43,6.3023255813953485,0.4612546125461255,1.846544793437203,-1.0818750606600105,1.706800406611367,0.26887210451398064,4.661634506242922,1.055350553505535,14.784060559188552,0.10560704954868685,12,87,0,73.11627575697123,264.84889885193354,-191.7326230949623,1.3813449927128878,1.745806103828113,324,194,1.6701030927835052,61,5.311475409836065,0.4351851851851852,1.878360984765486,-1.0477192518850398,1.792809458627365,0.22566751776842975,8.376219512195044,1.0740740740740742,9.280549973190173,0.07249550527131692,7,69,1
f80b_15100,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,compact_exportable_28,28,histgbm_shallow,0.86,0.2803784093144682,trend,liquidity_release,0,0.08870965974736267,500.0,616,595,0.9659090909090909,1,1,1,0,1,1991794.3768906696,diagnostic_only_not_economics,275,271,0.9854545454545455,341,324,0.9501466275659824,72.86434032328876,230.81809917965037,-157.95375885636153,1.4613017179891838,3.1261284094970505,271,271,1.0,43,6.3023255813953485,0.4612546125461255,1.846544793437203,-1.0818750606600105,1.706800406611367,0.26887210451398064,4.661634506242922,1.055350553505535,14.784060559188552,0.10560704954868685,12,87,0,73.11627575697123,264.84889885193354,-191.7326230949623,1.3813449927128878,1.745806103828113,324,194,1.6701030927835052,61,5.311475409836065,0.4351851851851852,1.878360984765486,-1.0477192518850398,1.792809458627365,0.22566751776842975,8.376219512195044,1.0740740740740742,9.280549973190173,0.07249550527131692,7,69,1
f80b_12010,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,price_vol_session,25,histgbm_shallow,0.7,0.25902660436602126,all,liquidity_release,0,0.08870965974736267,500.0,1362,1331,0.9772393538913363,1,1,0,0,1,816676.9538686047,diagnostic_only_not_economics,701,691,0.985734664764622,661,640,0.9682299546142209,142.67351996487835,561.2083559427278,-418.5348359778495,1.3408880401353955,3.158063887006119,691,271,2.5498154981549814,65,10.63076923076923,0.4399421128798842,1.8460801182326574,-1.081485364283849,1.7069857616197304,0.20647397968868067,9.035505617977506,1.0347322720694645,14.773972478169012,0.1056145627799715,7,125,1,127.93884548084137,513.0585268250543,-385.11968134421295,1.3322054199730498,3.0977413183778935,640,194,3.2989690721649483,65,9.846153846153847,0.4265625,1.879335263095437,-1.0493724287308255,1.7909135132971035,0.19990444606381463,8.260137457044701,1.05,9.8671075353659,0.07301636650268077,11,82,0
f80b_12070,order_intent_swing,order_intent_swing_long_same_bar_open_h18_tp22_sl11_close_direction_order_intent_asymmetry_q64,long,same_bar_open,close_direction,18,22.0,11.0,2200.0,1100.0,order_intent_asymmetry,0.64,price_vol_session,25,histgbm_shallow,0.7,0.25902660436602126,high_vol,liquidity_release,0,0.08870965974736267,500.0,1362,1331,0.9772393538913363,1,1,0,0,1,816676.9538686047,diagnostic_only_not_economics,701,691,0.985734664764622,661,640,0.9682299546142209,142.67351996487835,561.2083559427278,-418.5348359778495,1.3408880401353955,3.158063887006119,691,271,2.5498154981549814,65,10.63076923076923,0.4399421128798842,1.8460801182326574,-1.081485364283849,1.7069857616197304,0.20647397968868067,9.035505617977506,1.0347322720694645,14.773972478169012,0.1056145627799715,7,125,1,127.93884548084137,513.0585268250543,-385.11968134421295,1.3322054199730498,3.0977413183778935,640,194,3.2989690721649483,65,9.846153846153847,0.4265625,1.879335263095437,-1.0493724287308255,1.7909135132971035,0.19990444606381463,8.260137457044701,1.05,9.8671075353659,0.07301636650268077,11,82,0
