candidate_id,split,period,trade_count,net,pf,dd_pct,calendar_trades_day,positive_period,active_period
f80b_11410,validation,2025-08,12,1.6499996713009464,1.2177985948477754,0.6493547093506891,0.42857142857142855,1,1
f80b_11410,validation,2025-09,2,3.690321845490287,999.0,0.0,0.07142857142857142,1,1
f80b_11410,oos,2025-10,59,12.314674966128889,1.345022989934137,1.146128803935926,1.9666666666666666,1,1
f80b_11410,oos,2025-11,147,25.33547882384679,1.2786885245901638,3.3248380473311503,6.391304347826087,1,1
f80b_11410,oos,2025-12,17,0.12419352364630676,1.011006289308176,0.8232256424555316,0.5666666666666667,1,1
f80b_11410,oos,2026-01,22,0.7806450057767895,1.0541871921182262,0.919032074982681,0.7857142857142857,1,1
f80b_11410,oos,2026-02,109,42.988701113571935,1.7459975369458116,1.3625803737194928,4.36,1,1
f80b_11410,oos,2026-03,111,29.220961920781253,1.4580088987764175,2.058064106138818,3.8275862068965516,1,1
f80b_11410,oos,2026-04,33,4.098386280328153,1.1991379310344823,1.029032053069409,2.75,1,1
f80b_11470,validation,2025-01,46,17.546770698028343,1.704918032786886,0.7132256643687924,1.5862068965517242,1,1
f80b_11470,validation,2025-02,50,-1.4193545559577996,0.9590163934426229,2.292257607871852,2.0,0,1
f80b_11470,validation,2025-03,62,17.79515774532096,1.4982613015399902,1.082257848917834,2.2142857142857144,1,1
f80b_11470,validation,2025-04,349,85.28103139812713,1.4128712233460032,3.3439993338365865,12.03448275862069,1,1
f80b_11470,validation,2025-05,3,2.6080639965724624,3.4098360655737707,0.21645156978356683,0.10344827586206896,1,1
f80b_11470,validation,2025-06,4,1.5258061476546378,1.7049180327868854,0.43290313956713367,0.14285714285714285,1,1
f80b_11470,validation,2025-07,1,-1.0822578489178245,0.0,0.0,0.03333333333333333,0,1
f80b_11470,validation,2025-08,12,1.6499996713009464,1.2177985948477754,0.6493547093506891,0.42857142857142855,1,1
f80b_11470,validation,2025-09,2,3.690321845490287,999.0,0.0,0.07142857142857142,1,1
f80b_11470,oos,2025-10,59,12.314674966128889,1.345022989934137,1.146128803935926,1.9666666666666666,1,1
f80b_11470,oos,2025-11,147,25.33547882384679,1.2786885245901638,3.3248380473311503,6.391304347826087,1,1
f80b_11470,oos,2025-12,17,0.12419352364630676,1.011006289308176,0.8232256424555316,0.5666666666666667,1,1
f80b_11470,oos,2026-01,22,0.7806450057767895,1.0541871921182262,0.919032074982681,0.7857142857142857,1,1
f80b_11470,oos,2026-02,109,42.988701113571935,1.7459975369458116,1.3625803737194928,4.36,1,1
f80b_11470,oos,2026-03,111,29.220961920781253,1.4580088987764175,2.058064106138818,3.8275862068965516,1,1
