run_id,attempt_name,set_path,set_sha256,parameter_count,synthetic_short_source_enabled,synthetic_hours,calendar_block,claim_boundary
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,run364BV_synthetic_short_source_overlay_calendar_block,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/mt5/sets/OPv2_run364BV.set,fd2f48a6663bc39647b63afb2b4dbf3e27146870068878619fcd81b653340966,80,True,17|19|20,"month=12,hour=21,side=long",research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
