run_id,comparison_id,proxy_net_profit,proxy_profit_factor,proxy_trade_count,proxy_expectancy,proxy_long_trade_count,proxy_short_trade_count,mt5_net_profit,mt5_profit_factor,mt5_trade_count,mt5_expectancy,mt5_recovery_factor,mt5_equity_dd_amount,mt5_long_trade_count,mt5_short_trade_count,runtime_short_decision_count,runtime_long_decision_count,bk_mt5_net_profit,bk_mt5_profit_factor,bk_mt5_trade_count,net_diff_proxy_minus_mt5,net_diff_bv_minus_bk,profit_factor_diff_bv_minus_bk,usability,claim_boundary
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,bs_proxy_vs_bv_mt5_runtime_probe,1063.14,1.4220035161,1023,1.0392346041,898,125,966.32,1.38,1018,0.95,7.43,130.11,904,114,250,3733,959.64,1.38,1006,96.82,6.68,0.0,usable_runtime_probe_diff,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
