timestamp,source_tier,route_role,label,future_log_return_12,regime_key,cost_bucket,variant_id,split,cluster_id,state_class,side
2025-01-02 17:00:00+00:00,Tier A,tier_a_primary,short,-0.005396073218435049,vol_high|cost_high|trend_high|session_first_30m,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 17:05:00+00:00,Tier A,tier_a_primary,short,-0.009979953989386559,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 17:10:00+00:00,Tier A,tier_a_primary,short,-0.008994023315608501,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 17:15:00+00:00,Tier A,tier_a_primary,short,-0.00818835198879242,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:00:00+00:00,Tier A,tier_a_primary,long,0.0018889722414314747,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:20:00+00:00,Tier A,tier_a_primary,flat,0.0012719432124868035,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:25:00+00:00,Tier A,tier_a_primary,short,-0.0020049496088176966,vol_high|cost_high|trend_mid|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:30:00+00:00,Tier A,tier_a_primary,short,-0.006736177485436201,vol_high|cost_mid|trend_mid|session_mid,cost_mid,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:35:00+00:00,Tier A,tier_a_primary,short,-0.008950124494731426,vol_high|cost_mid|trend_mid|session_mid,cost_mid,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:40:00+00:00,Tier A,tier_a_primary,short,-0.011773102916777134,vol_high|cost_mid|trend_mid|session_mid,cost_mid,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:45:00+00:00,Tier A,tier_a_primary,short,-0.011848464608192444,vol_high|cost_mid|trend_low|session_mid,cost_mid,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 18:55:00+00:00,Tier A,tier_a_primary,short,-0.012445207685232162,vol_high|cost_high|trend_low|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 19:05:00+00:00,Tier A,tier_a_primary,short,-0.015608741901814938,vol_high|cost_high|trend_low|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 20:00:00+00:00,Tier A,tier_a_primary,short,-0.0013158003566786647,vol_high|cost_high|trend_high|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 20:30:00+00:00,Tier A,tier_a_primary,long,0.0022678254172205925,vol_high|cost_high|trend_high|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 20:50:00+00:00,Tier A,tier_a_primary,long,0.004467119462788105,vol_high|cost_high|trend_high|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 21:05:00+00:00,Tier A,tier_a_primary,long,0.0023980895057320595,vol_high|cost_high|trend_high|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
2025-01-02 21:10:00+00:00,Tier A,tier_a_primary,long,0.002698271069675684,vol_high|cost_high|trend_high|session_mid,cost_high,k5_pca5_seed9502,validation,3,continuation_pressure,1
