time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1776184200,1776184500,NVDA,NVDA.xnas,M5,Bid,192.36,193.27,191.82,192.17,1053,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184500,1776184800,NVDA,NVDA.xnas,M5,Bid,192.16,192.35,190.78,190.83,1143,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184800,1776185100,NVDA,NVDA.xnas,M5,Bid,190.83,192.27,190.81,192.27,1191,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185100,1776185400,NVDA,NVDA.xnas,M5,Bid,192.24,192.79,192.23,192.78,923,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185400,1776185700,NVDA,NVDA.xnas,M5,Bid,192.79,193.16,192.61,192.79,928,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185700,1776186000,NVDA,NVDA.xnas,M5,Bid,192.79,192.83,192.1,192.2,889,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186000,1776186300,NVDA,NVDA.xnas,M5,Bid,192.19,192.2,191.43,191.55,904,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186300,1776186600,NVDA,NVDA.xnas,M5,Bid,191.58,191.96,191.58,191.96,824,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186600,1776186900,NVDA,NVDA.xnas,M5,Bid,191.94,192.51,191.86,192.41,692,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186900,1776187200,NVDA,NVDA.xnas,M5,Bid,192.39,192.55,192.24,192.31,596,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187200,1776187500,NVDA,NVDA.xnas,M5,Bid,192.32,192.7,192.27,192.69,582,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187500,1776187800,NVDA,NVDA.xnas,M5,Bid,192.68,192.97,192.5,192.85,497,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187800,1776188100,NVDA,NVDA.xnas,M5,Bid,192.86,192.87,192.63,192.8,489,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188100,1776188400,NVDA,NVDA.xnas,M5,Bid,192.79,193.44,192.76,193.11,497,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188400,1776188700,NVDA,NVDA.xnas,M5,Bid,193.11,193.22,192.9,193.09,514,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188700,1776189000,NVDA,NVDA.xnas,M5,Bid,193.06,193.32,193.01,193.25,490,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189000,1776189300,NVDA,NVDA.xnas,M5,Bid,193.28,193.4,193.04,193.34,423,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189300,1776189600,NVDA,NVDA.xnas,M5,Bid,193.31,193.37,193.19,193.28,486,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189600,1776189900,NVDA,NVDA.xnas,M5,Bid,193.3,193.3,192.92,192.96,535,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189900,1776190200,NVDA,NVDA.xnas,M5,Bid,192.96,192.98,192.63,192.67,575,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190200,1776190500,NVDA,NVDA.xnas,M5,Bid,192.67,193.19,192.64,193.07,598,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190500,1776190800,NVDA,NVDA.xnas,M5,Bid,193.09,193.22,192.94,193.14,467,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190800,1776191100,NVDA,NVDA.xnas,M5,Bid,193.13,193.59,193.09,193.52,472,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191100,1776191400,NVDA,NVDA.xnas,M5,Bid,193.52,193.71,193.39,193.43,526,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191400,1776191700,NVDA,NVDA.xnas,M5,Bid,193.41,193.48,193.3,193.34,406,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191700,1776192000,NVDA,NVDA.xnas,M5,Bid,193.32,193.79,193.31,193.79,505,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192000,1776192300,NVDA,NVDA.xnas,M5,Bid,193.78,194.05,193.69,193.83,471,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192300,1776192600,NVDA,NVDA.xnas,M5,Bid,193.83,194.22,193.81,194.13,558,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192600,1776192900,NVDA,NVDA.xnas,M5,Bid,194.11,194.37,194.1,194.26,409,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192900,1776193200,NVDA,NVDA.xnas,M5,Bid,194.25,194.3,193.95,193.99,482,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193200,1776193500,NVDA,NVDA.xnas,M5,Bid,194.0,194.25,193.96,194.18,441,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193500,1776193800,NVDA,NVDA.xnas,M5,Bid,194.21,194.56,194.12,194.54,393,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193800,1776194100,NVDA,NVDA.xnas,M5,Bid,194.55,194.58,194.44,194.53,323,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194100,1776194400,NVDA,NVDA.xnas,M5,Bid,194.52,194.73,194.48,194.66,308,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194400,1776194700,NVDA,NVDA.xnas,M5,Bid,194.67,194.87,194.64,194.77,347,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194700,1776195000,NVDA,NVDA.xnas,M5,Bid,194.79,194.92,194.74,194.76,303,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776195000,1776195300,NVDA,NVDA.xnas,M5,Bid,194.78,194.85,194.5,194.53,377,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776195300,1776195600,NVDA,NVDA.xnas,M5,Bid,194.54,194.8,194.53,194.78,288,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776195600,1776195900,NVDA,NVDA.xnas,M5,Bid,194.77,194.81,194.63,194.68,358,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776195900,1776196200,NVDA,NVDA.xnas,M5,Bid,194.68,194.8,194.53,194.76,316,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776196200,1776196500,NVDA,NVDA.xnas,M5,Bid,194.79,194.8,194.55,194.59,332,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776196500,1776196800,NVDA,NVDA.xnas,M5,Bid,194.62,194.63,194.42,194.54,301,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776196800,1776197100,NVDA,NVDA.xnas,M5,Bid,194.55,194.63,194.49,194.51,278,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776197100,1776197400,NVDA,NVDA.xnas,M5,Bid,194.48,194.62,194.31,194.37,272,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776197400,1776197700,NVDA,NVDA.xnas,M5,Bid,194.38,194.61,194.36,194.58,270,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776197700,1776198000,NVDA,NVDA.xnas,M5,Bid,194.59,194.78,194.49,194.77,338,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776198000,1776198300,NVDA,NVDA.xnas,M5,Bid,194.75,194.97,194.7,194.9,321,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
