test_id,test_type,row_count,avg_net_profit,avg_profit_factor,avg_equity_drawdown_percent,avg_trade_count,worst_month_floor,risk_row_count,constructive_row_count,best_candidate_alias,best_net_profit,worst_candidate_alias,worst_net_profit
similar_replacement_impulse,orthogonal_loss_shape_state,5,1348.304,1.467955,26.22,396.0,-173.27,1,4,s264_lc,1568.81,s264_aih,1166.51
loss_shape_proxy_minimal,orthogonal_loss_shape_state,5,680.292,1.822233,12.958,211.8,-99.07,0,5,s258_stc,825.03,s264_aia,565.26
