attempt_name,variant_id,queue_id,source_variant_id,source_attempt_name,candidate_id,candidate_alias,candidate_role,profile_label,tier,target_period,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,common_feature_path,common_model_path,tier_pair_boundary,execution_status,claim_boundary
run267ca_01_s264_aih_2025h2_ddshape_guard,run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bw_06_s264_aih_2025h2_impulse_repl,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),aggressive_impulse_dd_shape_followup,Tier A,2025H2,adjacent_2025_h2_oos_followthrough,tier_only_total,mt5_ta_s264_aih_2025h2_ca,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/mt5/run267ca_01_s264_aih_2025h2_ddshape_guard.set,56329fdfdedf03798d1628cec55cde698358bba9549dd709698eb8ba4a2c1ec9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/mt5/run267ca_01_s264_aih_2025h2_ddshape_guard.ini,b87929266ad6b8e098d815082e831bb78541ab8ae73d3f993e360a8fe0507b20,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/telemetry/run267ca_01_s264_aih_2025h2_ddshape_guard_telemetry.csv,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/telemetry/run267ca_01_s264_aih_2025h2_ddshape_guard_summary.csv,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/features/run267ca_01_s264_aih_2025h2_ddshape_guard_features.csv,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/models/run267ca_01_s264_aih_2025h2_ddshape_guard_variant_model.csv,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,execution_pending,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ca_02_s258_stc_2025h2_stress_ddcap,run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bz_q02_s258_stc_2025h2_stress_dd_cap,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bw_03_s258_stc_2025h2_impulse_repl,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),aggressive_impulse_dd_shape_followup,Tier A,2025H2,adjacent_2025_h2_oos_followthrough,tier_only_total,mt5_ta_s258_stc_2025h2_ca,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/mt5/run267ca_02_s258_stc_2025h2_stress_ddcap.set,5cd2e622f2e1a1e1da427912d5e3cf9eafd299d6260f89fc41ae155672655abe,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/mt5/run267ca_02_s258_stc_2025h2_stress_ddcap.ini,b838601087b4d6670aa3633a611d9e59a64eb702b99a4b4c89591e7279da7f4b,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/telemetry/run267ca_02_s258_stc_2025h2_stress_ddcap_telemetry.csv,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/telemetry/run267ca_02_s258_stc_2025h2_stress_ddcap_summary.csv,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/features/run267ca_02_s258_stc_2025h2_stress_ddcap_features.csv,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/models/run267ca_02_s258_stc_2025h2_stress_ddcap_variant_model.csv,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,execution_pending,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
