variant_id,attempt_name,candidate_alias,target_period,feature_count,feature_order_hash,model_backend,model_materialization_type,runtime_feature_file,runtime_model_file,common_feature_path,common_model_path,tier_pair_boundary,runtime_claim_boundary
run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267ca_01_s264_aih_2025h2_ddshape_guard,s264_aih,2025H2,5,be7f0d6a603d3c7176e76017eaa256a15dd32cd91c7e32c05baf7ea9ef29a113,ebm_table,augmented_run267BW_score_table_with_state_shaped_dd_guard,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/features/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/variants/s264_aih/run267ca_01_s264_aih_2025h2_ddshape_guard_variant/models/run267ca_01_s264_aih_2025h2_ddshape_guard_variant_model.csv,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/features/run267ca_01_s264_aih_2025h2_ddshape_guard_features.csv,OPV2/s267ca/run267CA_dd_shape_followup/s264_aih/2025h2/run267ca_01_s264_aih_2025h2_ddshape_guard/models/run267ca_01_s264_aih_2025h2_ddshape_guard_variant_model.csv,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267ca_02_s258_stc_2025h2_stress_ddcap,s258_stc,2025H2,5,56f9eda9c8475790a4226e3edfcb0adc347ff90089ab566b17ce45a98c1655ab,ebm_table,augmented_run267BW_score_table_with_state_shaped_dd_guard,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/features/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CA/aggressive_impulse_dd_shape_followup_materialization/variants/s258_stc/run267ca_02_s258_stc_2025h2_stress_ddcap_variant/models/run267ca_02_s258_stc_2025h2_stress_ddcap_variant_model.csv,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/features/run267ca_02_s258_stc_2025h2_stress_ddcap_features.csv,OPV2/s267ca/run267CA_dd_shape_followup/s258_stc/2025h2/run267ca_02_s258_stc_2025h2_stress_ddcap/models/run267ca_02_s258_stc_2025h2_stress_ddcap_variant_model.csv,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
