variant_id,queue_id,candidate_alias,candidate_id,candidate_role,source_variant_id,source_feature_file,source_feature_sha256,runtime_feature_file,runtime_feature_sha256,common_feature_path,common_feature_sha256,source_feature_count,feature_count,feature_order,feature_order_hash,appended_feature,feature_mode,feature_min,feature_max,feature_mean,feature_nonzero_rows,rows,first_bar_time_server,last_bar_time_server,duplicate_bar_time_rows,runtime_missing_feature_cells,score_table_validation,probability_rows_checked,probability_sum_max_abs_error,materialization_status,claim_boundary
run267cj_01_s264_lc_impulse_dd_state_throttle,run267cj_q01_s264_lc_impulse_dd_constrained_state,s264_lc,s264_lowrank_control,defensive_control,run267cf_07_s264_lc_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/variants/s264_lc/run267cf_07_s264_lc_similar_repl/features/run267cf_07_s264_lc_similar_repl_features.csv,4775b46d7cb801b75bad94b8a2bcbc5e59738787679bf0a5d2c71c34edc028d7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CJ/pool_wide_orthogonal_loss_shape_state_followup_materialization/features/s264_lc/run267cj_01_s264_lc_impulse_dd_state_throttle/run267cj_01_s264_lc_impulse_dd_state_throttle_features.csv,47dbeab0dc04a906000a87b3385b68f52d43b4b6f463c2a9520e4d7edf83ab55,OPV2/s267cj/run267CJ_orthogonal_followup/s264_lc/run267cj_01_s264_lc_impulse_dd_state_throttle/features/run267cj_01_s264_lc_impulse_dd_state_throttle_features.csv,47dbeab0dc04a906000a87b3385b68f52d43b4b6f463c2a9520e4d7edf83ab55,35,36,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;atr_14;atr_50;atr_14_over_atr_50;bollinger_width_20;bb_position_20;bb_squeeze;historical_vol_20;historical_vol_5_over_20;di_spread_14;supertrend_10_3;vortex_indicator;ema9_ema20_diff;ema20_ema50_diff;ema50_ema200_diff;sma50_sma200_ratio;close_ema20_ratio;close_ema50_ratio;minutes_from_cash_open;is_us_cash_open;is_first_30m_after_open;is_last_30m_before_cash_close;log_return_1;log_return_3;hl_range;return_zscore_20;return_1_over_atr_14;close_open_ratio;gap_percent;close_prev_close_ratio;stage267cf_trend_strength_replacement_score;stage267cf_volatility_energy_transition_score;stage267cf_range_pressure_asymmetry_score;stage267cj_impulse_dd_state_throttle_score,09b1adae335c8021b5bc910d87e4bbb311ff6aa0f14a3f68f2c01e7745c8b0df,stage267cj_impulse_dd_state_throttle_score,controlled_impulse_dd_state_throttle,0.024375,0.98375,0.483625524425,11651,11651,2024.01.02 16:40:00,2024.12.31 22:00:00,0,0,passed,64,2.22044604925e-16,materialized_execution_pending,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cj_02_s264_aia_oos_anchor_impulse_pressure,run267cj_q02_s264_aia_oos_anchor_impulse_pressure,s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,run267cf_09_s264_aia_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/variants/s264_aia/run267cf_09_s264_aia_similar_repl/features/run267cf_09_s264_aia_similar_repl_features.csv,e29fe45add8b9524f762786cbcd45e70396cb5f37c47a2d655695061f769600a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CJ/pool_wide_orthogonal_loss_shape_state_followup_materialization/features/s264_aia/run267cj_02_s264_aia_oos_anchor_impulse_pressure/run267cj_02_s264_aia_oos_anchor_impulse_pressure_features.csv,3b66d8cd2caa8c51d0f36564e93a49af3a119ff21aaab7afcd97212c1ead52e5,OPV2/s267cj/run267CJ_orthogonal_followup/s264_aia/run267cj_02_s264_aia_oos_anchor_impulse_pressure/features/run267cj_02_s264_aia_oos_anchor_impulse_pressure_features.csv,3b66d8cd2caa8c51d0f36564e93a49af3a119ff21aaab7afcd97212c1ead52e5,35,36,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor;atr_14;atr_50;atr_14_over_atr_50;bollinger_width_20;bb_position_20;bb_squeeze;historical_vol_20;historical_vol_5_over_20;di_spread_14;supertrend_10_3;vortex_indicator;ema9_ema20_diff;ema20_ema50_diff;ema50_ema200_diff;sma50_sma200_ratio;close_ema20_ratio;close_ema50_ratio;minutes_from_cash_open;is_us_cash_open;is_first_30m_after_open;is_last_30m_before_cash_close;log_return_1;log_return_3;hl_range;return_zscore_20;return_1_over_atr_14;close_open_ratio;gap_percent;close_prev_close_ratio;stage267cf_trend_strength_replacement_score;stage267cf_volatility_energy_transition_score;stage267cf_range_pressure_asymmetry_score;stage267cj_oos_anchor_impulse_pressure_score,c39c3817b3973911d2798458d86353de3d83fb85abb11006e6f8b73f9e38a3d6,stage267cj_oos_anchor_impulse_pressure_score,oos_anchor_impulse_pressure,0.014625,0.99025,0.483726662173,11651,11651,2024.01.02 16:40:00,2024.12.31 22:00:00,0,0,passed,64,2.22044604925e-16,materialized_execution_pending,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
