run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_aligned_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_a_only_validation_is.htm,12085db0ce332cda8a37a1c8da0837826a7b72a0901140c07f0e5b39eea78dc5,-21.53,0.23,2,82.11,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_aligned_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_b_fallback_only_validation_is.htm,72c8fe16237d464012bb6973544a1e5598fc5a50db47dfe0b0bd985a106e433f,-7.32,0.3,2,13.94,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_aligned_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_routed_validation_is.htm,05892c9fa1eb55f7324839c97a96b2d6a4d67ba233de43f6915409460af7aee1,NA,NA,NA,NA,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_aligned_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_routed_validation_is.htm,05892c9fa1eb55f7324839c97a96b2d6a4d67ba233de43f6915409460af7aee1,NA,NA,NA,NA,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_aligned_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_routed_validation_is.htm,05892c9fa1eb55f7324839c97a96b2d6a4d67ba233de43f6915409460af7aee1,-10.41,0.48,4,34.06,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_moderate_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_a_only_validation_is.htm,6414012c51c0f8e4a3c0d86f76bac47f21579c3167eae1ffeb9ed8dea8edb6f6,-44.9,0.77,13,242.09,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_moderate_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_b_fallback_only_validation_is.htm,e959c0e082b2760098d4a3bc4f6e836d953f68d9092cc4f3d20db78eca39084a,31.46,3.36,5,42.18,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_moderate_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_routed_validation_is.htm,9290716208b5d91ad2f2efd346b3295b75f2d0062440e046ffff312be0d48eaa,NA,NA,NA,NA,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_moderate_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_routed_validation_is.htm,9290716208b5d91ad2f2efd346b3295b75f2d0062440e046ffff312be0d48eaa,NA,NA,NA,NA,recorded
run03P_et_mega_cap_divergence_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_moderate_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_routed_validation_is.htm,9290716208b5d91ad2f2efd346b3295b75f2d0062440e046ffff312be0d48eaa,-36.97,0.82,18,235.07,recorded
