run_id,session_bucket_id,session_bucket_label,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-21.53,0.23,2,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_a_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-7.32,0.3,2,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_b_fallback_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-10.41,0.48,4,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_routed_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-44.9,0.77,13,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_a_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,31.46,3.36,5,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_b_fallback_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-36.97,0.82,18,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_routed_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,wide,wide_or_dispersed_mega_cap_divergence,fold05,wide_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-86.04,0.86,82,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_wide_tier_a_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,wide,wide_or_dispersed_mega_cap_divergence,fold05,wide_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,129.53,2.51,12,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_wide_tier_b_fallback_only_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,wide,wide_or_dispersed_mega_cap_divergence,fold05,wide_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-48.16,0.92,91,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_wide_routed_validation_is.htm
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_a_only_oos.htm
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_tier_b_fallback_only_oos.htm
run03P_et_mega_cap_divergence_probe_v1,aligned,aligned_low_divergence,fold05,aligned_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_aligned_routed_oos.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,-34.67,0.51,4,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_a_only_oos.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-46.13,0,1,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_tier_b_fallback_only_oos.htm
run03P_et_mega_cap_divergence_probe_v1,moderate,moderate_mega_cap_divergence,fold05,moderate_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,-38.84,0.49,5,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_moderate_routed_oos.htm
run03P_et_mega_cap_divergence_probe_v1,wide,wide_or_dispersed_mega_cap_divergence,fold05,wide_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,-17.97,0.78,22,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_wide_tier_a_only_oos.htm
run03P_et_mega_cap_divergence_probe_v1,wide,wide_or_dispersed_mega_cap_divergence,fold05,wide_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-78.72,0.03,7,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03P_et_mega_cap_divergence_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03P_et_mega_cap_divergence_probe_v1_wide_tier_b_fallback_only_oos.htm
