ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw00_adx_reference_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw00_adx_reference_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw00_adx_reference_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw00_adx_reference_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=-28.05;profit_factor=0.88;trade_count=83,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw02_block_di_short_mild_w04_2026q1_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw02_block_di_short_mild_w04_2026q1,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw02_block_di_short_mild_w04_2026q1,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw02_block_di_short_mild_w04_2026q1.htm,split=w04_2026q1;route_role=tier_only_total;net_profit=96.81;profit_factor=1.43;trade_count=78,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw03_block_late_or_di_short_mild_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=15.34;profit_factor=1.1;trade_count=58,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w02_2025q3_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w02_2025q3,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w02_2025q3,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw03_block_late_or_di_short_mild_w02_2025q3.htm,split=w02_2025q3;route_role=tier_only_total;net_profit=169.06;profit_factor=1.68;trade_count=135,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w03_2025q4_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w03_2025q4,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w03_2025q4,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw03_block_late_or_di_short_mild_w03_2025q4.htm,split=w03_2025q4;route_role=tier_only_total;net_profit=-69.86;profit_factor=0.81;trade_count=101,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w04_2026q1_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w04_2026q1,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw03_block_late_or_di_short_mild_w04_2026q1,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw03_block_late_or_di_short_mild_w04_2026q1.htm,split=w04_2026q1;route_role=tier_only_total;net_profit=32.3;profit_factor=1.14;trade_count=71,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw04_block_late_and_di_short_mild_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=37.28;profit_factor=1.22;trade_count=80,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w02_2025q3_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w02_2025q3,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w02_2025q3,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw04_block_late_and_di_short_mild_w02_2025q3.htm,split=w02_2025q3;route_role=tier_only_total;net_profit=145.41;profit_factor=1.5;trade_count=158,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w03_2025q4_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w03_2025q4,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w03_2025q4,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw04_block_late_and_di_short_mild_w03_2025q4.htm,split=w03_2025q4;route_role=tier_only_total;net_profit=105.79;profit_factor=1.35;trade_count=128,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w04_2026q1_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w04_2026q1,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw04_block_late_and_di_short_mild_w04_2026q1,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw04_block_late_and_di_short_mild_w04_2026q1.htm,split=w04_2026q1;route_role=tier_only_total;net_profit=118.22;profit_factor=1.51;trade_count=82,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw05_block_vol_mid_short_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw05_block_vol_mid_short_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=-0.75;profit_factor=1.0;trade_count=75,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw05_block_vol_mid_short_w02_2025q3_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w02_2025q3,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w02_2025q3,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw05_block_vol_mid_short_w02_2025q3.htm,split=w02_2025q3;route_role=tier_only_total;net_profit=159.88;profit_factor=1.55;trade_count=155,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw05_block_vol_mid_short_w03_2025q4_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w03_2025q4,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w03_2025q4,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw05_block_vol_mid_short_w03_2025q4.htm,split=w03_2025q4;route_role=tier_only_total;net_profit=117.91;profit_factor=1.44;trade_count=125,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw05_block_vol_mid_short_w04_2026q1_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w04_2026q1,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw05_block_vol_mid_short_w04_2026q1,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw05_block_vol_mid_short_w04_2026q1.htm,split=w04_2026q1;route_role=tier_only_total;net_profit=81.47;profit_factor=1.32;trade_count=77,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw06_short_strong_only_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw06_short_strong_only_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=-20.19;profit_factor=0.87;trade_count=50,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw06_short_strong_only_w02_2025q3_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w02_2025q3,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w02_2025q3,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw06_short_strong_only_w02_2025q3.htm,split=w02_2025q3;route_role=tier_only_total;net_profit=113.68;profit_factor=1.46;trade_count=119,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw06_short_strong_only_w03_2025q4_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w03_2025q4,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w03_2025q4,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw06_short_strong_only_w03_2025q4.htm,split=w03_2025q4;route_role=tier_only_total;net_profit=-20.83;profit_factor=0.93;trade_count=82,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw06_short_strong_only_w04_2026q1_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w04_2026q1,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw06_short_strong_only_w04_2026q1,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw06_short_strong_only_w04_2026q1.htm,split=w04_2026q1;route_role=tier_only_total;net_profit=61.6;profit_factor=1.28;trade_count=56,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw07_long_only_firewall_w01_2025q2_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w01_2025q2,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w01_2025q2,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw07_long_only_firewall_w01_2025q2.htm,split=w01_2025q2;route_role=tier_only_total;net_profit=-7.7;profit_factor=0.94;trade_count=36,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw07_long_only_firewall_w02_2025q3_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w02_2025q3,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w02_2025q3,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw07_long_only_firewall_w02_2025q3.htm,split=w02_2025q3;route_role=tier_only_total;net_profit=93.53;profit_factor=1.49;trade_count=71,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
run45A_q2_loss_firewall_broad_mt5_wfo_v1_mt5_tier_a_c08_fw07_long_only_firewall_w03_2025q4_Tier A,51_risk_filter__q2_short_late_di_loss_firewall,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w03_2025q4,run45A_q2_loss_firewall_broad_mt5_wfo_v1,mt5_tier_a_c08_fw07_long_only_firewall_w03_2025q4,Tier A,stage51_q2_loss_firewall_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_positive_q2_loss_firewall_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/51_risk_filter__q2_short_late_di_loss_firewall/02_runs/run45A/mt5/reports/Project_Obsidian_Prime_v2_run45A_q2_loss_firewall_broad_mt5_wfo_v1_tier_a_c08_fw07_long_only_firewall_w03_2025q4.htm,split=w03_2025q4;route_role=tier_only_total;net_profit=-46.63;profit_factor=0.81;trade_count=58,Tier A separate;Tier B separate;actual routed total;no_baseline_no_promotion_no_runtime_authority,completed,stage51_q2_loss_firewall_runtime_probe_only_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_operating_reference
