thesis_id,source_artifact,feature_family,bar_time_server,timestamp_utc,row_index,joined_us100_minus_mega8_equal_return_1
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 09:45:00,2026-04-14T09:45:00Z,26,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 09:50:00,2026-04-14T09:50:00Z,27,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:00:00,2026-04-14T10:00:00Z,28,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:05:00,2026-04-14T10:05:00Z,29,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:10:00,2026-04-14T10:10:00Z,30,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:15:00,2026-04-14T10:15:00Z,31,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:20:00,2026-04-14T10:20:00Z,32,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:25:00,2026-04-14T10:25:00Z,33,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:30:00,2026-04-14T10:30:00Z,34,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:35:00,2026-04-14T10:35:00Z,35,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:40:00,2026-04-14T10:40:00Z,36,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:45:00,2026-04-14T10:45:00Z,37,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:50:00,2026-04-14T10:50:00Z,38,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 10:55:00,2026-04-14T10:55:00Z,39,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:00:00,2026-04-14T11:00:00Z,40,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:05:00,2026-04-14T11:05:00Z,41,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:10:00,2026-04-14T11:10:00Z,42,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:15:00,2026-04-14T11:15:00Z,43,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:20:00,2026-04-14T11:20:00Z,44,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:25:00,2026-04-14T11:25:00Z,45,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:30:00,2026-04-14T11:30:00Z,46,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:35:00,2026-04-14T11:35:00Z,47,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:40:00,2026-04-14T11:40:00Z,48,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:45:00,2026-04-14T11:45:00Z,49,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 11:55:00,2026-04-14T11:55:00Z,50,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:00:00,2026-04-14T12:00:00Z,51,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:05:00,2026-04-14T12:05:00Z,52,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:10:00,2026-04-14T12:10:00Z,53,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:15:00,2026-04-14T12:15:00Z,54,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:20:00,2026-04-14T12:20:00Z,55,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:25:00,2026-04-14T12:25:00Z,56,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:30:00,2026-04-14T12:30:00Z,57,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:35:00,2026-04-14T12:35:00Z,58,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:40:00,2026-04-14T12:40:00Z,59,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:50:00,2026-04-14T12:50:00Z,60,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 12:55:00,2026-04-14T12:55:00Z,61,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:05:00,2026-04-14T13:05:00Z,62,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:10:00,2026-04-14T13:10:00Z,63,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:15:00,2026-04-14T13:15:00Z,64,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:20:00,2026-04-14T13:20:00Z,65,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:25:00,2026-04-14T13:25:00Z,66,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:30:00,2026-04-14T13:30:00Z,67,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:35:00,2026-04-14T13:35:00Z,68,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:40:00,2026-04-14T13:40:00Z,69,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:45:00,2026-04-14T13:45:00Z,70,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:50:00,2026-04-14T13:50:00Z,71,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 13:55:00,2026-04-14T13:55:00Z,72,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:00:00,2026-04-14T14:00:00Z,73,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:05:00,2026-04-14T14:05:00Z,74,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:10:00,2026-04-14T14:10:00Z,75,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:15:00,2026-04-14T14:15:00Z,76,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:20:00,2026-04-14T14:20:00Z,77,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:25:00,2026-04-14T14:25:00Z,78,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:35:00,2026-04-14T14:35:00Z,79,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:40:00,2026-04-14T14:40:00Z,80,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:45:00,2026-04-14T14:45:00Z,81,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 14:55:00,2026-04-14T14:55:00Z,82,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:00:00,2026-04-14T15:00:00Z,83,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:05:00,2026-04-14T15:05:00Z,84,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:10:00,2026-04-14T15:10:00Z,85,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:15:00,2026-04-14T15:15:00Z,86,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:20:00,2026-04-14T15:20:00Z,87,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:25:00,2026-04-14T15:25:00Z,88,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:30:00,2026-04-14T15:30:00Z,89,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:35:00,2026-04-14T15:35:00Z,90,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:40:00,2026-04-14T15:40:00Z,91,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:45:00,2026-04-14T15:45:00Z,92,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:50:00,2026-04-14T15:50:00Z,93,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 15:55:00,2026-04-14T15:55:00Z,94,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:00:00,2026-04-14T16:00:00Z,95,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:05:00,2026-04-14T16:05:00Z,96,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:10:00,2026-04-14T16:10:00Z,97,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:15:00,2026-04-14T16:15:00Z,98,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:20:00,2026-04-14T16:20:00Z,99,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:25:00,2026-04-14T16:25:00Z,100,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:30:00,2026-04-14T16:30:00Z,101,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:35:00,2026-04-14T16:35:00Z,102,-0.01062803343
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:40:00,2026-04-14T16:40:00Z,103,-0.0002655443095
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:45:00,2026-04-14T16:45:00Z,104,-0.001720434288
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:50:00,2026-04-14T16:50:00Z,105,-0.002031182637
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 16:55:00,2026-04-14T16:55:00Z,106,0.0001724826579
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:00:00,2026-04-14T17:00:00Z,107,0.002273429884
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:05:00,2026-04-14T17:05:00Z,108,0.0006149994442
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:10:00,2026-04-14T17:10:00Z,109,-0.000740943884
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:20:00,2026-04-14T17:20:00Z,110,0.0004968089052
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:25:00,2026-04-14T17:25:00Z,111,-0.001077408437
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:30:00,2026-04-14T17:30:00Z,112,-0.00109990791
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:35:00,2026-04-14T17:35:00Z,113,-0.0002419572993
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:40:00,2026-04-14T17:40:00Z,114,-0.000524624018
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:50:00,2026-04-14T17:50:00Z,115,0.0002097968827
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 17:55:00,2026-04-14T17:55:00Z,116,-0.0003239942598
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:00:00,2026-04-14T18:00:00Z,117,-2.74323429e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:05:00,2026-04-14T18:05:00Z,118,0.000248542201
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:10:00,2026-04-14T18:10:00Z,119,0.0007242913707
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:15:00,2026-04-14T18:15:00Z,120,-0.0008511182386
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:20:00,2026-04-14T18:20:00Z,121,-0.0005157565465
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:25:00,2026-04-14T18:25:00Z,122,-0.00115380832
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:30:00,2026-04-14T18:30:00Z,123,5.015231727e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:35:00,2026-04-14T18:35:00Z,124,-0.001147128758
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:40:00,2026-04-14T18:40:00Z,125,-0.0005291897687
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:45:00,2026-04-14T18:45:00Z,126,-0.0002912502678
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:50:00,2026-04-14T18:50:00Z,127,-0.0001136580031
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 18:55:00,2026-04-14T18:55:00Z,128,-7.447785902e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:00:00,2026-04-14T19:00:00Z,129,0.0001649070764
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:05:00,2026-04-14T19:05:00Z,130,-8.619987784e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:10:00,2026-04-14T19:10:00Z,131,-0.0002220494061
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:15:00,2026-04-14T19:15:00Z,132,-0.000265544455
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:20:00,2026-04-14T19:20:00Z,133,-0.0001351248793
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:25:00,2026-04-14T19:25:00Z,134,-0.0003327996819
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:30:00,2026-04-14T19:30:00Z,135,-4.973371688e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:35:00,2026-04-14T19:35:00Z,136,0.0002134412789
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:40:00,2026-04-14T19:40:00Z,137,-0.0001710680372
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 19:55:00,2026-04-14T19:55:00Z,138,-0.0001259901037
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:00:00,2026-04-14T20:00:00Z,139,0.0001854632428
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:05:00,2026-04-14T20:05:00Z,140,0.0002486065787
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:10:00,2026-04-14T20:10:00Z,141,0.0003595453163
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:15:00,2026-04-14T20:15:00Z,142,8.296524902e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:20:00,2026-04-14T20:20:00Z,143,-3.095627471e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:25:00,2026-04-14T20:25:00Z,144,-0.0001853368885
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:30:00,2026-04-14T20:30:00Z,145,0.0003909187799
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:40:00,2026-04-14T20:40:00Z,146,-1.307546427e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:45:00,2026-04-14T20:45:00Z,147,-0.0005889564636
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 20:55:00,2026-04-14T20:55:00Z,148,0.0005482065608
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:00:00,2026-04-14T21:00:00Z,149,-0.0002107976761
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:05:00,2026-04-14T21:05:00Z,150,0.0003051165841
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:15:00,2026-04-14T21:15:00Z,151,0.0004686940229
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:20:00,2026-04-14T21:20:00Z,152,0.0004300527507
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:25:00,2026-04-14T21:25:00Z,153,0.000254445622
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:30:00,2026-04-14T21:30:00Z,154,-7.823358465e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:35:00,2026-04-14T21:35:00Z,155,0.0002206126956
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:40:00,2026-04-14T21:40:00Z,156,-0.0002602690947
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 21:45:00,2026-04-14T21:45:00Z,157,0.0001636385859
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:00:00,2026-04-14T22:00:00Z,158,-0.0001086652628
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:05:00,2026-04-14T22:05:00Z,159,-0.0001117391585
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:10:00,2026-04-14T22:10:00Z,160,-7.456171443e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:15:00,2026-04-14T22:15:00Z,161,0.0001236195094
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:25:00,2026-04-14T22:25:00Z,162,-0.0003862831509
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:30:00,2026-04-14T22:30:00Z,163,6.744667644e-06
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:35:00,2026-04-14T22:35:00Z,164,6.946847861e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:40:00,2026-04-14T22:40:00Z,165,-0.0003389443445
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:45:00,2026-04-14T22:45:00Z,166,0.0003829036723
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 22:55:00,2026-04-14T22:55:00Z,167,0.0004776837886
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 23:00:00,2026-04-14T23:00:00Z,168,-5.715498628e-05
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 23:05:00,2026-04-14T23:05:00Z,169,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.14 23:35:00,2026-04-14T23:35:00Z,170,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 00:00:00,2026-04-15T00:00:00Z,171,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:05:00,2026-04-15T03:05:00Z,172,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:10:00,2026-04-15T03:10:00Z,173,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:15:00,2026-04-15T03:15:00Z,174,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:25:00,2026-04-15T03:25:00Z,175,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:35:00,2026-04-15T03:35:00Z,176,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 03:55:00,2026-04-15T03:55:00Z,177,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:00:00,2026-04-15T04:00:00Z,178,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:10:00,2026-04-15T04:10:00Z,179,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:15:00,2026-04-15T04:15:00Z,180,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:20:00,2026-04-15T04:20:00Z,181,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:25:00,2026-04-15T04:25:00Z,182,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:30:00,2026-04-15T04:30:00Z,183,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:35:00,2026-04-15T04:35:00Z,184,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:45:00,2026-04-15T04:45:00Z,185,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 04:55:00,2026-04-15T04:55:00Z,186,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:00:00,2026-04-15T05:00:00Z,187,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:15:00,2026-04-15T05:15:00Z,188,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:25:00,2026-04-15T05:25:00Z,189,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:30:00,2026-04-15T05:30:00Z,190,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:35:00,2026-04-15T05:35:00Z,191,
pv_m48_breadth_reintroduction_control,m48_plain,bounded_breadth_divergence_control,2026.04.15 05:40:00,2026-04-15T05:40:00Z,192,
