thesis_id,source_artifact,feature_family,bar_time_server,timestamp_utc,row_index,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:05:00,2026-04-14T03:05:00Z,0,0.0,0.3834384382,-0.000179710667,0.5650320649,-0.0002750302956,-2.64341259
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:10:00,2026-04-14T03:10:00Z,1,0.0,0.2933668196,0.0,0.4974231124,0.0001018910989,-1.472065926
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:15:00,2026-04-14T03:15:00Z,2,0.0,0.886844039,0.0001797429723,1.420126677,-0.0001833852875,-2.550531387
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:25:00,2026-04-14T03:25:00Z,3,0.0,0.8082903624,0.0,1.501110673,0.0,-2.536300659
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:35:00,2026-04-14T03:35:00Z,4,0.0,0.8082903624,0.0002696144511,1.356604457,-7.133321924e-05,-1.345199347
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:45:00,2026-04-14T03:45:00Z,5,0.0,0.7509703636,0.0,1.242259979,-7.133321924e-05,-1.136017203
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 03:50:00,2026-04-14T03:50:00Z,6,0.0,0.7509703636,0.0,1.149958372,5.095593224e-05,-0.8570908308
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 04:15:00,2026-04-14T04:15:00Z,7,0.0,0.7917689085,0.0,0.1730321348,5.096112727e-05,-0.7412605882
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 04:40:00,2026-04-14T04:40:00Z,8,0.0,0.5967624187,0.0,0.0,-5.094970402e-05,0.2844387293
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 04:45:00,2026-04-14T04:45:00Z,9,0.0,0.5271679759,8.98553335e-05,0.7377371788,0.0,0.3488073647
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 04:55:00,2026-04-14T04:55:00Z,10,0.0,0.4509096444,-0.0001796622382,0.494543314,-2.037780359e-05,1.428443193
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 05:10:00,2026-04-14T05:10:00Z,11,-0.001462701126,-1.611139297,8.98553335e-05,0.4548588395,-0.0001018786425,1.00975275
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 05:15:00,2026-04-14T05:15:00Z,12,0.0,-1.769303441,0.0,0.3740272224,8.151121438e-05,1.437790275
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 05:45:00,2026-04-14T05:45:00Z,13,-0.000975134084,-1.290994406,0.0,-0.6121460795,-0.0001731760422,0.1372820288
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 06:35:00,2026-04-14T06:35:00Z,14,-0.001462701126,-1.842075229,0.0001797429723,-0.1428571492,-0.0001018890252,-1.955513358
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 06:55:00,2026-04-14T06:55:00Z,15,-0.00048828125,-1.829217076,0.0001796945144,2.0,-0.0002038403472,-2.739216328
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:00:00,2026-04-14T07:00:00Z,16,0.000488519785,-1.081531286,-0.0001796622382,0.5319951773,5.097047688e-05,-2.071770191
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:05:00,2026-04-14T07:05:00Z,17,-0.00048828125,-1.535002112,0.0001796945144,1.699673176,-2.038715138e-05,-1.869885683
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 07:20:00,2026-04-14T07:20:00Z,18,-0.00048828125,-1.304876566,8.983111911e-05,1.982920289,-5.096632231e-05,-1.42164731
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 08:35:00,2026-04-14T08:35:00Z,19,0.000488519785,-0.6072426438,-8.982305008e-05,0.7509171963,2.037925879e-05,2.299703121
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 08:40:00,2026-04-14T08:40:00Z,20,-0.00048828125,-1.132573366,0.0,0.6956083179,-0.000101894213,1.54967308
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:05:00,2026-04-14T09:05:00Z,21,0.0,-0.9268440008,-0.0001796622382,-0.3296171129,-7.13441259e-05,0.1699801236
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:15:00,2026-04-14T09:15:00Z,22,-0.002442599041,-2.922777891,-0.0001796622382,-0.5198752284,0.0001834376162,1.575083852
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:20:00,2026-04-14T09:20:00Z,23,0.0004897159524,-2.085520983,0.0,-0.7650920749,0.0001018910989,1.75827086
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:25:00,2026-04-14T09:25:00Z,24,-0.0004894762533,-2.095606327,0.0,-1.058213472,-5.094035805e-05,1.378775835
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:40:00,2026-04-14T09:40:00Z,25,0.0004899558844,-1.578500628,0.0001796945144,0.4303314686,0.000132502988,0.1571083218
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:45:00,2026-04-14T09:45:00Z,26,-0.0004897159524,-1.734175324,8.983111911e-05,1.171700239,-0.000387265085,-1.93189466
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 09:50:00,2026-04-14T09:50:00Z,27,0.0004899558844,-1.28230083,0.0,1.094797492,-0.0002039027022,-2.659875393
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:00:00,2026-04-14T10:00:00Z,28,0.0,-1.156206965,0.0,0.1781741679,-0.0002549875644,-2.77714324
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:05:00,2026-04-14T10:05:00Z,29,-0.002938295715,-2.576652527,0.0005389867001,3.408357143,-0.0008671788382,-3.289462566
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:10:00,2026-04-14T10:10:00Z,30,-0.001964636613,-2.792166233,0.0004489136336,3.533249617,-0.0004084383254,-2.895971537
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:15:00,2026-04-14T10:15:00Z,31,-0.0004921259824,-2.404814482,-0.0001794848795,2.299838305,0.0005618321593,-1.800085187
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:20:00,2026-04-14T10:20:00Z,32,0.0009847366018,-1.745360732,-0.0002692756534,1.288763165,0.000428794563,-1.112018347
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:25:00,2026-04-14T10:25:00Z,33,0.0,-1.541917801,-8.978272672e-05,0.9210981727,-7.143513358e-05,-1.091495752
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:30:00,2026-04-14T10:30:00Z,34,-0.0009837677935,-1.67565465,0.0,0.8501877189,-0.0002041149564,-1.213474035
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:35:00,2026-04-14T10:35:00Z,35,-0.001477104845,-1.889089465,8.979078848e-05,1.024543524,-0.0004593524209,-1.566175342
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:40:00,2026-04-14T10:40:00Z,36,0.0,-1.675042152,0.0,0.9313806295,-0.000153187837,-1.539368272
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:45:00,2026-04-14T10:45:00Z,37,0.0,-1.500429749,0.0,0.8461538553,0.0002042817505,-1.181784153
