thesis_id,source_artifact,feature_family,bar_time_server,timestamp_utc,row_index,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:50:00,2026-04-14T10:50:00Z,38,0.0,-1.360291481,-8.978272672e-05,0.5284716487,0.0002042400301,-0.8677184582
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 10:55:00,2026-04-14T10:55:00Z,39,-0.0004930966534,-1.381674528,0.0,0.45581159,0.000306297472,-0.4570121169
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:00:00,2026-04-14T11:00:00Z,40,0.0004933399032,-1.134506345,0.0,0.3954096138,0.0001224814769,-0.2346618176
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:05:00,2026-04-14T11:05:00Z,41,0.00147928996,-0.5668407679,0.0,0.3190081418,-7.143877883e-05,-0.2373158485
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:10:00,2026-04-14T11:10:00Z,42,-0.001477104845,-0.9801960588,0.0,0.236139968,0.0002245379146,0.1705178469
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:15:00,2026-04-14T11:15:00Z,43,-0.0009861933067,-1.214285731,0.0,0.1410691291,0.0001020397758,0.4395592809
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:20:00,2026-04-14T11:20:00Z,44,0.0,-1.109251738,0.0,0.05699056759,8.162348968e-05,0.7724242806
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:25:00,2026-04-14T11:25:00Z,45,0.0,-1.029857278,-0.000179581577,-0.77398628,-5.101052011e-05,0.8328047991
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:30:00,2026-04-14T11:30:00Z,46,0.0,-0.958314836,0.000179613824,-0.06380090863,-0.0002040524851,0.5269483924
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:35:00,2026-04-14T11:35:00Z,47,0.0,-0.930541575,0.0,-0.1965892762,5.102353316e-05,0.7565360665
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:40:00,2026-04-14T11:40:00Z,48,0.0,-1.007211685,0.0,-0.4009978175,-0.0003367381287,-0.04114997759
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:45:00,2026-04-14T11:45:00Z,49,0.0,-0.9847319126,0.0,-0.3692744672,-0.000122491474,-0.4051686227
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 11:55:00,2026-04-14T11:55:00Z,50,0.0,-0.8091419339,0.0,-0.2847473919,-7.145335985e-05,-0.4361663461
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:00:00,2026-04-14T12:00:00Z,51,0.000493583444,-0.2803969979,-0.000179581577,-2.581988811,-5.104176307e-05,-0.5380354524
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:05:00,2026-04-14T12:05:00Z,52,-0.002960039536,-2.921620369,0.000179613824,0.06757374108,-0.0003879372089,-1.549157023
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:10:00,2026-04-14T12:10:00Z,53,0.0,-2.475355625,-0.000179581577,-2.168978453,5.106417666e-05,-1.275434017
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:15:00,2026-04-14T12:15:00Z,54,0.0,-2.066624403,0.0,-1.857607126,0.0,-1.283163548
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:20:00,2026-04-14T12:20:00Z,55,0.0,-1.784214497,0.0,-1.650274038,-5.106156823e-05,-1.487604976
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:25:00,2026-04-14T12:25:00Z,56,0.0,-1.571428537,0.0,-1.489629984,-2.04256703e-05,-1.501512527
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:30:00,2026-04-14T12:30:00Z,57,0.0009896090487,-0.7734263539,-0.000179613824,-2.743977308,0.0002553261002,-0.7600564361
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:35:00,2026-04-14T12:35:00Z,58,0.0,-0.7005736828,0.0,-2.23606801,5.105218588e-05,-0.567263782
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:40:00,2026-04-14T12:40:00Z,59,0.0,-0.6245105863,-8.982305008e-05,-2.377659798,-0.0005411255406,-1.804237366
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:50:00,2026-04-14T12:50:00Z,60,0.001978239277,0.8250793219,-0.0001796622382,-2.72048068,0.0001532160095,-0.8970355988
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 12:55:00,2026-04-14T12:55:00Z,61,0.000493583444,1.220857978,0.0001796945144,-1.514230609,0.0,-0.8143879175
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:05:00,2026-04-14T13:05:00Z,62,0.0,1.173938751,0.0,-1.353604078,-0.0001021231365,-0.8553516269
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:10:00,2026-04-14T13:10:00Z,63,-0.00444005942,-2.191226482,8.983111911e-05,-0.800498724,-0.000480027782,-2.182943344
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:15:00,2026-04-14T13:15:00Z,64,0.0,-1.875134349,0.0,-0.7191949487,-0.0001532739261,-2.399297953
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:20:00,2026-04-14T13:20:00Z,65,-0.0004955401528,-1.897366643,0.0,-0.6644105911,0.0001532974275,-1.697499752
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:25:00,2026-04-14T13:25:00Z,66,0.0004957858473,-1.410220504,0.0,-0.5883483887,5.109130871e-05,-1.381005883
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:30:00,2026-04-14T13:30:00Z,67,0.0,-1.268656373,0.0,-0.5129891634,0.0001532660972,-0.8267172575
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:35:00,2026-04-14T13:35:00Z,68,0.0,-1.147832036,-8.982305008e-05,-0.9370892048,-0.0002554043604,-1.527911067
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:40:00,2026-04-14T13:40:00Z,69,0.001982160611,0.1262388825,-0.0004491555737,-2.798585415,0.0001532817696,-0.9322165847
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:45:00,2026-04-14T13:45:00Z,70,0.0,0.2225883752,-8.987148613e-05,-2.605998039,2.043443601e-05,-0.7807863951
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:50:00,2026-04-14T13:50:00Z,71,0.0004945598193,0.52709198,0.0002696386946,-1.290622354,-0.0001736891572,-1.255398035
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 13:55:00,2026-04-14T13:55:00Z,72,-0.0004943153472,0.170005098,-0.000179710667,-1.840233684,2.043756831e-05,-1.070435762
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:00:00,2026-04-14T14:00:00Z,73,0.0004945598193,0.473557055,-8.987148613e-05,-1.909344554,-7.153002662e-05,-1.185857773
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:05:00,2026-04-14T14:05:00Z,74,0.0014829461,1.337492466,0.0,-1.685499668,-0.0001328509825,-1.45328331
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:10:00,2026-04-14T14:10:00Z,75,0.0,1.209920526,-0.0001797591249,-2.024791002,-0.0001226479653,-1.691491008
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:15:00,2026-04-14T14:15:00Z,76,-0.001480750274,0.2792124152,0.0,-1.787878752,-0.0001328849321,-1.973167181
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:20:00,2026-04-14T14:20:00Z,77,-0.0004943153472,-0.01554362383,0.0,-1.576732397,-7.156293577e-05,-1.889203191
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:25:00,2026-04-14T14:25:00Z,78,-0.0004945598193,-0.2953288555,0.0001797914447,-0.9028275013,7.156805805e-05,-1.483002901
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:35:00,2026-04-14T14:35:00Z,79,0.0004948045244,0.09728166461,-0.0001797591249,-1.328829288,0.0004600944812,-0.1548428684
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:40:00,2026-04-14T14:40:00Z,80,-0.0004945598193,-0.1410691291,0.0,-1.200198412,-0.0002248316305,-0.8318400979
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:45:00,2026-04-14T14:45:00Z,81,0.0,-0.0395593904,0.0,-1.084652305,-0.0001022191791,-1.167137146
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 14:55:00,2026-04-14T14:55:00Z,82,0.0014866204,-0.1030325741,0.0001797914447,-0.4731357992,0.000204496886,-0.8182624578
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:00:00,2026-04-14T15:00:00Z,83,-0.003958436195,-2.786234617,0.0002696386946,0.4413674176,-2.04455082e-05,-0.8105037808
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:05:00,2026-04-14T15:05:00Z,84,-0.000496771012,-2.537831545,-0.0002695659932,-0.3631629348,0.0004293644452,0.8674448133
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:10:00,2026-04-14T15:10:00Z,85,0.001988071483,-1.308561921,-0.0002696386946,-1.221596956,3.065572673e-05,1.089901328
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:15:00,2026-04-14T15:15:00Z,86,0.0,-1.245407343,-0.0001798076119,-1.769209266,-0.0002861113462,-0.04753094539
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:20:00,2026-04-14T15:20:00Z,87,-0.001488095266,-1.781133175,0.0004495998437,0.1266600937,-0.0001533178001,-0.6181393266
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:25:00,2026-04-14T15:25:00Z,88,0.002483855002,-0.4766412675,-0.0002696386946,-1.156128764,0.0001328958024,0.08434107155
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:30:00,2026-04-14T15:30:00Z,89,-0.0029732408,-1.721566439,0.0,-1.045116067,-0.0004599627864,-1.924138665
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:35:00,2026-04-14T15:35:00Z,90,0.0,-1.519317627,0.000269711396,0.4843221009,0.000153391491,-1.100000024
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:40:00,2026-04-14T15:40:00Z,91,0.0,-1.358377099,-0.0001797591249,-0.4573295712,2.044906068e-05,-0.9088116288
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:45:00,2026-04-14T15:45:00Z,92,0.0,-1.250947714,-0.0002696871525,-1.88433671,0.0002351594012,0.3157894611
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:50:00,2026-04-14T15:50:00Z,93,0.001988071483,-0.2717084885,0.000269759912,-0.2188702673,-0.0004088767164,-1.574617028
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 15:55:00,2026-04-14T15:55:00Z,94,-0.002480158815,-1.368599653,0.0,-0.1674436778,-5.113049701e-05,-1.619768381
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:00:00,2026-04-14T16:00:00Z,95,0.0,-1.243439913,0.0,-0.1674436778,-0.0002352122974,-2.218800783
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:05:00,2026-04-14T16:05:00Z,96,0.0,-1.128573179,0.0,-0.1674436778,3.068708247e-05,-1.815535545
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:10:00,2026-04-14T16:10:00Z,97,0.0004972650204,-0.7905694246,0.0,-0.1674436778,-5.114357191e-05,-1.753733397
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:15:00,2026-04-14T16:15:00Z,98,-0.0004970178707,-0.9778630137,0.0001797914447,0.9488474727,5.114618762e-05,-1.42860055
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:20:00,2026-04-14T16:20:00Z,99,-0.001491795178,-1.677113295,0.0,0.8754810691,0.0002761752694,-0.4870529473
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:25:00,2026-04-14T16:25:00Z,100,0.001494023949,-0.7458261251,-0.0002696386946,-0.7291972637,0.0001840660116,0.1223242432
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:30:00,2026-04-14T16:30:00Z,101,0.0004972650204,-0.3450327814,-0.0004495190224,-2.61625433,0.0003271682654,1.079978466
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:35:00,2026-04-14T16:35:00Z,102,0.00248508947,1.720386982,0.0,-2.162308216,-0.0001022066426,0.7365413308
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:40:00,2026-04-14T16:40:00Z,103,0.002478929004,2.768723965,8.994423115e-05,-1.662996054,-0.0003270946909,-0.2480556667
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:45:00,2026-04-14T16:45:00Z,104,0.0,2.24640584,0.0003597445902,-5.900736171e-13,-5.11252656e-05,-0.3262798786
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:50:00,2026-04-14T16:50:00Z,105,-0.0004945598193,1.761041164,-0.0001798076119,-0.7763189673,-5.112788131e-05,-0.4190732539
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 16:55:00,2026-04-14T16:55:00Z,106,0.0004948045244,1.780138612,0.0,-0.7763189673,0.000173843684,0.3222810328
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:00:00,2026-04-14T17:00:00Z,107,-0.0004945598193,1.384364605,0.0,-0.6955465078,0.0001329161751,0.8667872548
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:05:00,2026-04-14T17:05:00Z,108,-0.001979218097,0.5199484229,0.0004495998437,1.289316773,-0.0001328985236,0.4085751474
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:10:00,2026-04-14T17:10:00Z,109,-0.002478929004,-0.586324811,0.0006291569443,2.910145521,-2.044864414e-05,0.2879997492
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:20:00,2026-04-14T17:20:00Z,110,-0.0004970178707,-0.7904931903,0.0,2.015969992,-0.0002045282599,-1.20748508
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:25:00,2026-04-14T17:25:00Z,111,0.0,-0.773798883,-0.0002694691357,1.202311516,8.182803867e-05,-0.7856901288
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:30:00,2026-04-14T17:30:00Z,112,0.0004972650204,-0.5558273792,0.0001796945144,1.465335488,2.04553362e-05,-0.6612458825
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:35:00,2026-04-14T17:35:00Z,113,0.0,-0.5100566745,0.0,1.318772316,-0.0001227294997,-1.106792212
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:40:00,2026-04-14T17:40:00Z,114,0.0,-0.5244727135,0.0002694933501,1.670076251,0.0,-1.121527553
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:50:00,2026-04-14T17:50:00Z,115,0.00248508947,0.5066276193,0.0,1.070238829,-8.182971214e-05,-1.44345212
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 17:55:00,2026-04-14T17:55:00Z,116,0.002974714851,1.605212092,0.0,0.9842363596,-0.0001534432668,-1.889998198
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:00:00,2026-04-14T18:00:00Z,117,0.0014829461,1.900028467,0.0,0.9060328603,0.000184160177,-1.08333838
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:05:00,2026-04-14T18:05:00Z,118,0.000493583444,1.807079554,0.0,0.8208863735,0.0006342126871,1.229837418
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:10:00,2026-04-14T18:10:00Z,119,0.002466699574,2.268117428,0.0,0.7422236204,-5.111376959e-05,1.177381754
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:15:00,2026-04-14T18:15:00Z,120,-0.0004921259824,1.827858686,0.0003592922003,1.343811154,0.0002044655266,1.936138868
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:20:00,2026-04-14T18:20:00Z,121,-0.004431314766,0.3911505938,8.979078848e-05,1.43246007,5.110593338e-05,1.864675999
pv_m48_macro_rate_volatility_guard,m48_plain,macro_rate_volatility_interaction,2026.04.14 18:25:00,2026-04-14T18:25:00Z,122,-0.002472799271,-0.3911505938,0.0001795654534,1.634313226,-5.110332131e-05,1.511014938
