branch_name,branch_id,attempt_name,axis,bucket,direction,trade_count,repair_applied_trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,longest_underwater_trades,slice_use,claim_boundary
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,22,short,5,0,-80.44,0.0780515759312,-16.088,0.2,80.44,5,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,20,short,5,0,25.45,3.87895927602,5.09,0.8,8.84,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,21,long,2,0,-9.92,0,-4.96,0,9.92,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,22,long,2,0,17.71,2.19018817204,8.855,0.5,14.88,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,17,long,9,0,45.13,5.513,5.01444444444,0.777777777778,6.51,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,17,short,4,0,33.29,3.59267912773,8.3225,0.75,12.84,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,19,short,2,0,-16.98,0,-8.49,0,16.98,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,19,long,4,0,28.64,13.9592760181,7.16,0.75,2.21,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,20,long,3,0,13.97,,4.65666666667,1,0,0,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,open_hour,21,short,1,0,-2.12,0,-2.12,0,2.12,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,17,short,9,0,-34.74,0.499639925104,-3.86,0.333333333333,60.23,9,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,16,long,3,0,-29.33,0,-9.77666666667,0,29.33,3,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,17,long,16,0,42.81,1.63478647687,2.675625,0.6875,29.76,4,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,18,short,5,0,27.03,2.41518324607,5.406,0.6,12.84,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,19,long,5,0,-4.3,0.205175600739,-0.86,0.4,5.41,3,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,19,short,6,0,7.15,1.76634512326,1.19166666667,0.5,9,4,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,16,short,4,0,-65.33,0,-16.3325,0,65.33,4,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,21,short,6,0,21.61,2.70425867508,3.60166666667,0.666666666667,12.68,3,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,22,long,3,0,-4.33,0.563508064516,-1.44333333333,0.333333333333,9.92,3,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,18,long,9,0,45.13,5.513,5.01444444444,0.777777777778,6.51,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,20,long,5,0,31.43,15.221719457,6.286,0.8,2.21,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,20,short,1,0,-13.14,0,-13.14,0,13.14,1,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,22,short,2,0,-28.13,0,-14.065,0,28.13,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,close_hour,21,long,1,0,5.59,,5.59,1,0,0,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,month,2026-04,short,14,0,-80.7,0.235361000569,-5.76428571429,0.285714285714,94.61,14,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,month,2026-04,long,13,0,33.08,1.81517989157,2.54461538462,0.461538461538,22.76,6,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,month,2026-05,long,29,0,53.92,1.64397468052,1.85931034483,0.689655172414,55.87,14,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,month,2026-05,short,19,0,-4.85,0.956541218638,-0.255263157895,0.473684210526,53.63,7,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,volatility,vol_high,short,27,0,-39.82,0.744776310729,-1.47481481481,0.444444444444,75.99,27,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,volatility,vol_mid,long,5,0,-17.43,0.366181818182,-3.486,0.2,27.5,5,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,volatility,vol_low,long,2,0,-2.02,0.756919374248,-1.01,0.5,8.31,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,volatility,vol_high,long,35,0,106.45,2.20282485876,3.04142857143,0.685714285714,55.87,14,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,volatility,vol_mid,short,6,0,-45.73,0.25179973822,-7.62166666667,0.166666666667,45.73,6,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_gt25,short,13,0,-31.2,0.62786259542,-2.4,0.307692307692,46.87,13,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_gt25,long,21,0,-9.35,0.860718009832,-0.445238095238,0.52380952381,31.64,10,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_lt20,long,12,0,96.06,6.97016780609,8.005,0.75,8.14,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_lt20,short,10,0,13.35,1.37363560034,1.335,0.6,22.67,5,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_20_25,short,10,0,-67.7,0.306139182126,-6.77,0.3,67.7,10,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,adx,adx_20_25,long,9,0,0.29,1.00705767827,0.0322222222222,0.666666666667,31.58,6,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_gt_plus1,short,16,0,-55.63,0.540019844551,-3.476875,0.375,81.5,16,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_lt_minus1,long,20,0,30.63,1.35496581296,1.5315,0.55,50.57,7,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_neutral,short,11,0,-12.28,0.812261122153,-1.11636363636,0.454545454545,27.62,5,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_gt_plus1,long,5,0,-7.42,0.734525939177,-1.484,0.4,19.36,3,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_neutral,long,17,0,63.79,7.33465739821,3.75235294118,0.764705882353,5.3,2,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,c56_bal_rf,vix,vix_z_lt_minus1,short,6,0,-17.64,0.427086716466,-2.94,0.333333333333,30.79,5,diagnostic_attribution_only_after_same_bar_repair_no_regime_filter,research_development_only_stage335R_repaired_attribution_proxy_scout_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
