run_id,attempt_name,set_path,set_sha256,parameter_count,calendar_block_enabled,calendar_block_side,calendar_block_month,calendar_block_hours,exact_mt5_precheck_status,claim_boundary
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,run364BU_december_h21_long_calendar_block_precheck,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/mt5/sets/OPv2_run364BU_calendar_gate_precheck.set,4d5a7d57a814e834703b4e6de0718d4d72aa610a2a630c941eb178e92b42e0c5,76,True,long,12,21-22,blocked_synthetic_short_source_missing(합성 숏 원천 누락으로 차단),research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
