attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267dh_01_s264_aia_similar_survivor_gate_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_01_s264_aia_similar_survivor_gate_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_01_s264_aia_similar_survivor_gate_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_01_s264_aia_similar_survivor_gate_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_02_s264_aia_ablation_survivor_gate_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_02_s264_aia_ablation_survivor_gate_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_02_s264_aia_ablation_survivor_gate_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_02_s264_aia_ablation_survivor_gate_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_03_s262_lih_validation_control_crosscheck_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_03_s262_lih_validation_control_crosscheck_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_03_s262_lih_validation_control_crosscheck_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_03_s262_lih_validation_control_crosscheck_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_04_s258_stc_2023h2_thin_supply_impulse_ta_2023h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_04_s258_stc_2023h2_thin_supply_impulse_ta_2023h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_05_s258_stc_2025h1_thin_supply_impulse_ta_2025h1,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_05_s258_stc_2025h1_thin_supply_impulse_ta_2025h1.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_06_s258_stc_2025h2_thin_supply_impulse_ta_2025h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_06_s258_stc_2025h2_thin_supply_impulse_ta_2025h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_07_s264_lc_weekday_dd_deescalation_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_07_s264_lc_weekday_dd_deescalation_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dh_07_s264_lc_weekday_dd_deescalation_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267di_run267dh_07_s264_lc_weekday_dd_deescalation_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
