queue_id,thesis_id,guard_family,source_artifact,scoring_mode,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,max_underwater_trade_count,max_underwater_start,max_underwater_end,max_drawdown,chunk_type,chunk_id,start_time,end_time,claim_boundary
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,60,48.415,126.525,78.11,1.6198310076,0.8069166667,0.5666666667,3.7213235294,-3.0042307692,1.2386942999,20,2026-05-04T08:00:00+00:00,2026-05-05T15:35:00+00:00,24.125,fifths,fifths_3,2026-04-30T19:10:00+00:00,2026-05-08T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,60,83.38,204.125,120.745,1.6905461924,1.3896666667,0.6,5.6701388889,-5.0310416667,1.1270307949,13,2026-05-15T11:20:00+00:00,2026-05-18T11:05:00+00:00,41.755,fifths,fifths_4,2026-05-11T07:30:00+00:00,2026-05-18T11:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,59,37.015,219.01,181.995,1.2033847084,0.6273728814,0.6101694915,6.0836111111,-7.912826087,0.7688291192,28,2026-05-18T17:15:00+00:00,2026-05-20T16:45:00+00:00,53.55,fifths,fifths_5,2026-05-18T11:30:00+00:00,2026-05-22T18:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,20,-51.775,18.3,70.075,0.2611487692,-2.58875,0.25,3.66,-4.6716666667,0.7834463075,20,2026-04-27T15:45:00+00:00,2026-04-29T15:45:00+00:00,56.075,rolling_worst_net,rolling_20_start_89,2026-04-27T14:45:00+00:00,2026-04-29T15:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,40,-77.7,52.8,130.5,0.4045977011,-1.9425,0.375,3.52,-5.22,0.6743295019,40,2026-04-27T15:45:00+00:00,2026-05-01T15:40:00+00:00,81.15,rolling_worst_net,rolling_40_start_89,2026-04-27T14:45:00+00:00,2026-05-01T15:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,20,-1.925,66.075,68.0,0.9716911765,-0.09625,0.6,5.50625,-8.5,0.6477941176,18,2026-04-20T18:00:00+00:00,2026-05-04T21:20:00+00:00,36.725,thirds,thirds_1,2026-04-14T16:55:00+00:00,2026-05-04T21:20:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,20,96.05,114.39,18.34,6.2371864776,4.8025,0.8,7.149375,-4.585,1.5592966194,3,2026-05-15T17:50:00+00:00,2026-05-15T20:40:00+00:00,12.565,thirds,thirds_2,2026-05-06T16:40:00+00:00,2026-05-15T23:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,19,50.45,90.25,39.8,2.2675879397,2.6552631579,0.6315789474,7.5208333333,-5.6857142857,1.3227596315,10,2026-05-18T18:55:00+00:00,2026-05-19T22:35:00+00:00,21.0,thirds,thirds_3,2026-05-18T16:50:00+00:00,2026-05-22T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,12,-4.25,46.0,50.25,0.9154228856,-0.3541666667,0.5833333333,6.5714285714,-10.05,0.6538734897,10,2026-04-20T18:00:00+00:00,2026-04-28T17:45:00+00:00,26.45,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-28T17:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,12,10.615,34.14,23.525,1.4512221041,0.8845833333,0.6666666667,4.2675,-5.88125,0.7256110521,6,2026-04-28T19:50:00+00:00,2026-05-04T17:35:00+00:00,14.525,fifths,fifths_2,2026-04-28T18:50:00+00:00,2026-05-08T17:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,12,70.575,75.05,4.475,16.7709497207,5.88125,0.9166666667,6.8227272727,-4.475,1.5246317928,1,2026-05-15T17:50:00+00:00,2026-05-15T17:50:00+00:00,4.475,fifths,fifths_3,2026-05-11T16:45:00+00:00,2026-05-15T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,12,17.56,50.45,32.89,1.5339008817,1.4633333333,0.4166666667,10.09,-4.6985714286,2.1474612344,7,2026-05-18T18:55:00+00:00,2026-05-19T19:10:00+00:00,21.0,fifths,fifths_4,2026-05-15T18:35:00+00:00,2026-05-19T19:10:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,11,50.075,65.075,15.0,4.3383333333,4.5522727273,0.8181818182,7.2305555556,-7.5,0.9640740741,2,2026-05-21T22:50:00+00:00,2026-05-22T17:50:00+00:00,10.975,fifths,fifths_5,2026-05-19T19:25:00+00:00,2026-05-22T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,20,-13.81,54.19,68.0,0.7969117647,-0.6905,0.6,4.5158333333,-8.5,0.5312745098,20,2026-04-20T18:00:00+00:00,2026-05-06T18:45:00+00:00,36.725,rolling_worst_net,rolling_20_start_3,2026-04-20T17:00:00+00:00,2026-05-06T18:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,40,87.825,180.515,92.69,1.9475132161,2.195625,0.65,6.9428846154,-6.6207142857,1.0486609625,14,2026-04-28T17:45:00+00:00,2026-05-11T17:45:00+00:00,31.275,rolling_worst_net,rolling_40_start_7,2026-04-21T22:45:00+00:00,2026-05-18T23:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,25,48.34,121.425,73.085,1.6614216323,1.9336,0.52,9.3403846154,-6.0904166667,1.5336199683,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,31.325,thirds,thirds_1,2026-04-14T16:55:00+00:00,2026-05-01T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,25,99.21,130.86,31.65,4.1345971564,3.9684,0.76,6.8873684211,-5.275,1.3056622599,4,2026-05-15T17:50:00+00:00,2026-05-15T21:05:00+00:00,20.76,thirds,thirds_2,2026-05-04T16:35:00+00:00,2026-05-15T21:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,23,86.325,131.19,44.865,2.9241056503,3.7532608696,0.6086956522,9.3707142857,-4.985,1.8797822038,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,14.275,thirds,thirds_3,2026-05-15T21:20:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,15,31.99,70.125,38.135,1.8388619379,2.1326666667,0.5333333333,8.765625,-5.4478571429,1.6090041956,10,2026-04-20T17:35:00+00:00,2026-04-23T23:00:00+00:00,25.235,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-24T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,15,31.56,69.735,38.175,1.826719057,2.104,0.6,7.7483333333,-6.3625,1.2178127046,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,31.325,fifths,fifths_2,2026-04-24T17:55:00+00:00,2026-05-06T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,15,96.835,104.285,7.45,13.9979865772,6.4556666667,0.8666666667,8.0219230769,-3.725,2.1535363965,1,2026-05-07T22:00:00+00:00,2026-05-07T22:00:00+00:00,5.775,fifths,fifths_3,2026-05-06T17:40:00+00:00,2026-05-14T17:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,15,36.25,71.19,34.94,2.0374928449,2.4166666667,0.5333333333,8.89875,-4.9914285714,1.7828062393,5,2026-05-15T17:50:00+00:00,2026-05-15T22:20:00+00:00,20.76,fifths,fifths_4,2026-05-14T17:55:00+00:00,2026-05-19T19:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,13,37.24,68.14,30.9,2.2051779935,2.8646153846,0.6153846154,8.5175,-6.18,1.378236246,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,14.275,fifths,fifths_5,2026-05-19T19:10:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,20,11.24,80.7,69.46,1.1618197524,0.562,0.45,8.9666666667,-6.3145454545,1.4200019196,4,2026-04-27T18:00:00+00:00,2026-04-29T17:35:00+00:00,31.325,rolling_worst_net,rolling_20_start_1,2026-04-14T16:55:00+00:00,2026-04-29T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,40,121.11,204.87,83.76,2.4459169054,3.02775,0.625,8.1948,-5.584,1.4675501433,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,31.325,rolling_worst_net,rolling_40_start_1,2026-04-14T16:55:00+00:00,2026-05-12T21:30:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,100,-17.85,178.055,195.905,0.9088844083,-0.1785,0.5,3.5611,-3.9181,0.9088844083,64,2026-04-16T10:05:00+00:00,2026-04-24T17:50:00+00:00,52.625,thirds,thirds_1,2026-04-14T07:00:00+00:00,2026-04-28T19:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,100,33.215,208.15,174.935,1.1898705233,0.33215,0.53,3.9273584906,-3.7220212766,1.0551681999,62,2026-04-30T16:55:00+00:00,2026-05-08T15:30:00+00:00,58.725,thirds,thirds_2,2026-04-29T07:05:00+00:00,2026-05-12T19:20:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,99,108.045,378.46,270.415,1.3995525396,1.0913636364,0.6262626263,6.1041935484,-7.3085135135,0.8352168382,45,2026-05-15T11:20:00+00:00,2026-05-20T16:45:00+00:00,57.22,thirds,thirds_3,2026-05-12T19:25:00+00:00,2026-05-22T18:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,60,-17.825,85.225,103.05,0.8270257157,-0.2970833333,0.5166666667,2.7491935484,-3.5534482759,0.7736692179,43,2026-04-16T10:05:00+00:00,2026-04-22T15:00:00+00:00,52.625,fifths,fifths_1,2026-04-14T07:00:00+00:00,2026-04-22T15:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,60,-27.575,129.78,157.355,0.8247593022,-0.4595833333,0.4666666667,4.635,-4.91734375,0.9425820597,32,2026-04-27T15:45:00+00:00,2026-04-30T19:05:00+00:00,78.625,fifths,fifths_2,2026-04-22T15:10:00+00:00,2026-04-30T19:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,60,48.415,126.525,78.11,1.6198310076,0.8069166667,0.5666666667,3.7213235294,-3.0042307692,1.2386942999,20,2026-05-04T08:00:00+00:00,2026-05-05T15:35:00+00:00,24.125,fifths,fifths_3,2026-04-30T19:10:00+00:00,2026-05-08T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,60,83.38,204.125,120.745,1.6905461924,1.3896666667,0.6,5.6701388889,-5.0310416667,1.1270307949,13,2026-05-15T11:20:00+00:00,2026-05-18T11:05:00+00:00,41.755,fifths,fifths_4,2026-05-11T07:30:00+00:00,2026-05-18T11:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,59,37.015,219.01,181.995,1.2033847084,0.6273728814,0.6101694915,6.0836111111,-7.912826087,0.7688291192,28,2026-05-18T17:15:00+00:00,2026-05-20T16:45:00+00:00,53.55,fifths,fifths_5,2026-05-18T11:30:00+00:00,2026-05-22T18:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,20,-51.775,18.3,70.075,0.2611487692,-2.58875,0.25,3.66,-4.6716666667,0.7834463075,20,2026-04-27T15:45:00+00:00,2026-04-29T15:45:00+00:00,56.075,rolling_worst_net,rolling_20_start_89,2026-04-27T14:45:00+00:00,2026-04-29T15:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,control_no_veto,40,-77.7,52.8,130.5,0.4045977011,-1.9425,0.375,3.52,-5.22,0.6743295019,40,2026-04-27T15:45:00+00:00,2026-05-01T15:40:00+00:00,81.15,rolling_worst_net,rolling_40_start_89,2026-04-27T14:45:00+00:00,2026-05-01T15:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,99,-0.025,177.555,177.58,0.9998592184,-0.0002525253,0.5151515152,3.4814705882,-3.6995833333,0.9410439702,12,2026-04-27T15:45:00+00:00,2026-04-28T19:50:00+00:00,51.075,thirds,thirds_1,2026-04-14T07:00:00+00:00,2026-04-28T19:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,99,81.35,231.775,150.425,1.5408010637,0.8217171717,0.5555555556,4.2140909091,-3.41875,1.2326408509,25,2026-05-04T08:00:00+00:00,2026-05-06T11:30:00+00:00,24.725,thirds,thirds_2,2026-04-29T07:05:00+00:00,2026-05-12T19:20:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,97,93.48,347.81,254.33,1.3675539653,0.9637113402,0.587628866,6.1019298246,-6.35825,0.9596869932,28,2026-05-18T17:15:00+00:00,2026-05-20T16:45:00+00:00,55.2,thirds,thirds_3,2026-05-12T19:25:00+00:00,2026-05-22T18:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,59,-5.6,82.55,88.15,0.9364719229,-0.0949152542,0.5423728814,2.5796875,-3.2648148148,0.7901481849,42,2026-04-16T10:05:00+00:00,2026-04-22T15:15:00+00:00,39.1,fifths,fifths_1,2026-04-14T07:00:00+00:00,2026-04-22T15:15:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,59,11.875,150.28,138.405,1.0857989234,0.2012711864,0.4915254237,5.1820689655,-4.6135,1.1232402656,31,2026-04-27T15:45:00+00:00,2026-04-30T18:25:00+00:00,67.075,fifths,fifths_2,2026-04-22T15:20:00+00:00,2026-04-30T18:25:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,59,48.825,117.95,69.125,1.7063291139,0.8275423729,0.5762711864,3.4691176471,-2.765,1.2546537602,25,2026-05-04T08:00:00+00:00,2026-05-06T11:30:00+00:00,24.125,fifths,fifths_3,2026-04-30T18:30:00+00:00,2026-05-08T15:30:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,macro_rate_volatility_interaction,m48_plain,hard_veto,59,103.645,209.885,106.24,1.9755741717,1.7566949153,0.6101694915,5.8301388889,-4.6191304348,1.2621723875,12,2026-05-15T08:00:00+00:00,2026-05-15T22:20:00+00:00,19.3,fifths,fifths_4,2026-05-08T16:40:00+00:00,2026-05-18T09:15:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
