queue_id,thesis_id,guard_family,source_artifact,scoring_mode,extra_cost_per_round_trip_account_ccy,trade_count,net_profit_after_cost,profit_factor_after_cost,expectancy_after_cost,max_drawdown_after_cost,survives_pf_ge_1,stress_boundary
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,0.0,59,144.575,2.1461471381,2.4504237288,36.725,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,0.25,59,129.825,1.9909170706,2.2004237288,39.725,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,0.5,59,115.075,1.8448041699,1.9504237288,42.725,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,1.0,59,85.575,1.5815889629,1.4504237288,49.15,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,2.0,59,26.575,1.1558285446,0.4504237288,62.15,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,3.0,59,-32.425,0.8357188094,-0.5495762712,82.585,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,hard_veto,5.0,59,-150.425,0.4286392555,-2.5495762712,158.375,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,0.0,73,233.875,2.5633355615,3.2037671233,31.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,0.25,73,215.625,2.3774874629,2.9537671233,32.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,0.5,73,197.375,2.2050859358,2.7037671233,33.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,1.0,73,160.875,1.9020943729,2.2037671233,35.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,2.0,73,87.875,1.4200325032,1.2037671233,49.91,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,3.0,73,14.875,1.0613756395,0.2037671233,65.91,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,soft_veto,5.0,73,-131.125,0.5904263626,-1.7962328767,140.275,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
