run_id,parent_run_id,source_type,queue_id,thesis_id,guard_family,source_artifact,scoring_mode,candidate_id,artifact_slug,feature_set_id,model_id,view_id,trade_index,direction,signal_timestamp,open_time,close_time,hold_bars,fixed_lot,entry_close,exit_close,point_return,proxy_net_profit,guard_score,hard_veto_flag,soft_veto_flag,negative_control_flag,guard_score_missing_flag,max_probability,probability_margin,decision_threshold,hour,month,session_slice,volatility_regime,adx_regime,vix_regime,usd_regime,rate_regime,spread_points_median_in_trade,proxy_boundary
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,1,long,2026-04-14T16:55:00+00:00,2026-04-14T16:55:00+00:00,2026-04-14T17:55:00+00:00,12,0.1,25588.75,25672.75,84.0,8.4,0.5,0,0,0,0,0.3915866613,0.0869153738,0.0709693722,16,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,2,long,2026-04-15T16:35:00+00:00,2026-04-15T16:35:00+00:00,2026-04-15T17:35:00+00:00,12,0.1,25920.7,25979.7,59.0,5.9,0.5335820896,0,0,0,0,0.4314822555,0.1187811494,0.0709693722,16,2026-04,cash_open,low_vol,mid_adx,low_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,3,long,2026-04-16T16:35:00+00:00,2026-04-16T16:35:00+00:00,2026-04-16T17:35:00+00:00,12,0.1,26233.9,26243.4,9.5,0.95,0.7823741007,0,1,0,0,0.417614311,0.0817436278,0.0709693722,16,2026-04,cash_open,low_vol,low_adx,high_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,4,long,2026-04-20T16:35:00+00:00,2026-04-20T16:35:00+00:00,2026-04-20T17:35:00+00:00,12,0.1,26626.25,26606.9,-19.35,-1.935,0.7781690141,0,1,0,0,0.4507285058,0.1731109023,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,5,long,2026-04-20T17:45:00+00:00,2026-04-20T17:45:00+00:00,2026-04-20T18:45:00+00:00,12,0.1,26592.4,26531.9,-60.5,-6.05,0.5855704698,0,0,0,0,0.3995758891,0.0808781981,0.0709693722,17,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,6,long,2026-04-20T18:50:00+00:00,2026-04-20T18:50:00+00:00,2026-04-20T19:50:00+00:00,12,0.1,26532.65,26563.65,31.0,3.1,0.3665594855,0,0,0,0,0.4178988039,0.0945240855,0.0709693722,18,2026-04,cash_open,mid_vol,mid_adx,neutral_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,7,short,2026-04-21T16:35:00+00:00,2026-04-21T16:35:00+00:00,2026-04-21T17:35:00+00:00,12,0.1,26621.8,26714.05,-92.25,-9.225,0.9054441261,1,1,0,0,0.4263204336,0.1122375727,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,high_vix,weak_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,8,long,2026-04-21T19:40:00+00:00,2026-04-21T19:40:00+00:00,2026-04-21T20:40:00+00:00,12,0.1,26561.3,26606.05,44.75,4.475,0.4935233161,0,0,0,0,0.4068282843,0.0736576617,0.0709693722,19,2026-04,cash_open,mid_vol,high_adx,neutral_vix,strong_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,9,long,2026-04-21T20:50:00+00:00,2026-04-21T20:50:00+00:00,2026-04-21T21:50:00+00:00,12,0.1,26581.3,26607.05,25.75,2.575,0.4605263158,0,0,0,0,0.41652897,0.089569658,0.0709693722,20,2026-04,cash_open,high_vol,high_adx,low_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,10,short,2026-04-21T22:45:00+00:00,2026-04-21T22:45:00+00:00,2026-04-21T23:45:00+00:00,12,0.1,26488.7,26603.2,-114.5,-11.45,0.8547619048,1,1,0,0,0.5495800972,0.259950757,0.0709693722,22,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
