run_id,parent_run_id,source_type,queue_id,thesis_id,guard_family,source_artifact,scoring_mode,candidate_id,artifact_slug,feature_set_id,model_id,view_id,trade_index,direction,signal_timestamp,open_time,close_time,hold_bars,fixed_lot,entry_close,exit_close,point_return,proxy_net_profit,guard_score,hard_veto_flag,soft_veto_flag,negative_control_flag,guard_score_missing_flag,max_probability,probability_margin,decision_threshold,hour,month,session_slice,volatility_regime,adx_regime,vix_regime,usd_regime,rate_regime,spread_points_median_in_trade,proxy_boundary
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,11,long,2026-04-22T16:40:00+00:00,2026-04-22T16:40:00+00:00,2026-04-22T17:40:00+00:00,12,0.1,26735.2,26851.7,116.5,11.65,0.5317647059,0,0,0,0,0.448194474,0.1294990182,0.0709693722,16,2026-04,cash_open,mid_vol,mid_adx,low_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,12,short,2026-04-23T20:20:00+00:00,2026-04-23T20:20:00+00:00,2026-04-23T21:20:00+00:00,12,0.1,26755.1,26804.85,-49.75,-4.975,0.8135673624,1,1,0,0,0.4547896087,0.1659579277,0.0709693722,20,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,13,long,2026-04-23T21:25:00+00:00,2026-04-23T21:25:00+00:00,2026-04-23T22:25:00+00:00,12,0.1,26814.6,26791.6,-23.0,-2.3,0.2861111111,0,0,0,0,0.4265129864,0.0725417733,0.0709693722,21,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,14,long,2026-04-23T22:55:00+00:00,2026-04-23T22:55:00+00:00,2026-04-23T23:55:00+00:00,12,0.1,26803.1,26820.7,17.6,1.76,0.4193548387,0,0,0,0,0.4137763083,0.1133933663,0.0709693722,22,2026-04,cash_open,mid_vol,low_adx,low_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,15,long,2026-04-24T16:35:00+00:00,2026-04-24T16:35:00+00:00,2026-04-24T17:35:00+00:00,12,0.1,27127.15,27111.9,-15.25,-1.525,0.6419642857,0,0,0,0,0.5132415295,0.1468674541,0.0709693722,16,2026-04,cash_open,low_vol,mid_adx,high_vix,strong_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,16,long,2026-04-24T17:40:00+00:00,2026-04-24T17:40:00+00:00,2026-04-24T18:40:00+00:00,12,0.1,27132.4,27259.65,127.25,12.725,0.6151832461,0,0,0,0,0.4684160352,0.171982795,0.0709693722,17,2026-04,cash_open,high_vol,mid_adx,low_vix,weak_usd,high_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,17,long,2026-04-24T18:45:00+00:00,2026-04-24T18:45:00+00:00,2026-04-24T19:45:00+00:00,12,0.1,27252.15,27271.15,19.0,1.9,0.7755972696,0,1,0,0,0.476567477,0.1626073122,0.0709693722,18,2026-04,cash_open,mid_vol,mid_adx,low_vix,neutral_usd,high_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,18,long,2026-04-27T17:00:00+00:00,2026-04-27T17:00:00+00:00,2026-04-27T18:00:00+00:00,12,0.1,27273.95,27225.2,-48.75,-4.875,0.8630672926,1,1,0,0,0.417558372,0.1247924268,0.0709693722,17,2026-04,cash_open,mid_vol,high_adx,low_vix,strong_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,19,long,2026-04-28T16:40:00+00:00,2026-04-28T16:40:00+00:00,2026-04-28T17:40:00+00:00,12,0.1,27102.2,26989.7,-112.5,-11.25,0.6125356125,0,0,0,0,0.4598728716,0.1297348738,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,20,short,2026-04-28T18:50:00+00:00,2026-04-28T18:50:00+00:00,2026-04-28T19:50:00+00:00,12,0.1,26926.7,26976.95,-50.25,-5.025,0.4694368132,0,0,0,0,0.4146690965,0.1059544384,0.0709693722,18,2026-04,cash_open,high_vol,high_adx,high_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,21,short,2026-04-29T16:35:00+00:00,2026-04-29T16:35:00+00:00,2026-04-29T17:35:00+00:00,12,0.1,27073.2,27192.45,-119.25,-11.925,0.8595979248,1,1,0,0,0.4153741002,0.0916588306,0.0709693722,16,2026-04,cash_open,mid_vol,mid_adx,high_vix,strong_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,22,short,2026-04-30T16:35:00+00:00,2026-04-30T16:35:00+00:00,2026-04-30T17:35:00+00:00,12,0.1,27187.7,27067.2,120.5,12.05,0.8431603774,1,1,0,0,0.5716590285,0.2204565406,0.0709693722,16,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,23,long,2026-04-30T17:45:00+00:00,2026-04-30T17:45:00+00:00,2026-04-30T18:45:00+00:00,12,0.1,27175.7,27264.45,88.75,8.875,0.747099768,0,1,0,0,0.5133429766,0.1762158573,0.0709693722,17,2026-04,cash_open,high_vol,high_adx,low_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,24,long,2026-04-30T18:50:00+00:00,2026-04-30T18:50:00+00:00,2026-04-30T19:50:00+00:00,12,0.1,27300.2,27263.95,-36.25,-3.625,0.298,0,0,0,0,0.4350917339,0.1371748149,0.0709693722,18,2026-04,cash_open,high_vol,mid_adx,neutral_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,25,long,2026-04-30T19:55:00+00:00,2026-04-30T19:55:00+00:00,2026-04-30T20:55:00+00:00,12,0.1,27262.2,27434.7,172.5,17.25,0.4289740699,0,0,0,0,0.3961623013,0.0798506439,0.0709693722,19,2026-04,cash_open,mid_vol,low_adx,low_vix,neutral_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,26,long,2026-05-01T16:40:00+00:00,2026-05-01T16:40:00+00:00,2026-05-01T17:40:00+00:00,12,0.1,27680.5,27709.75,29.25,2.925,0.9438110749,1,1,0,0,0.4702496231,0.1722637415,0.0709693722,16,2026-05,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,27,long,2026-05-04T16:35:00+00:00,2026-05-04T16:35:00+00:00,2026-05-04T17:35:00+00:00,12,0.1,27737.45,27804.45,67.0,6.7,0.6630544355,0,1,0,0,0.5250512958,0.2499994934,0.0709693722,16,2026-05,cash_open,low_vol,low_adx,neutral_vix,weak_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,28,short,2026-05-04T18:20:00+00:00,2026-05-04T18:20:00+00:00,2026-05-04T19:20:00+00:00,12,0.1,27627.45,27626.45,1.0,0.1,0.826011846,1,1,0,0,0.4100572765,0.1072718501,0.0709693722,18,2026-05,cash_open,high_vol,low_adx,high_vix,strong_usd,low_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,29,long,2026-05-04T20:20:00+00:00,2026-05-04T20:20:00+00:00,2026-05-04T21:20:00+00:00,12,0.1,27696.45,27664.2,-32.25,-3.225,0.4283992285,0,0,0,0,0.3959220648,0.0796508491,0.0709693722,20,2026-05,cash_open,high_vol,high_adx,low_vix,neutral_usd,high_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,30,long,2026-05-05T16:35:00+00:00,2026-05-05T16:35:00+00:00,2026-05-05T17:35:00+00:00,12,0.1,27949.6,27997.6,48.0,4.8,0.8131431244,1,1,0,0,0.4189691246,0.1227497458,0.0709693722,16,2026-05,cash_open,low_vol,high_adx,low_vix,weak_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
run333D_screen_guarded_payload_cost_curve_and_pocket_risk_v1,run333C_materialize_guarded_veto_scoring_payloads_v1,guarded_signal_proxy_nonoverlap_hold12_not_mt5,pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_volatility_cost_shape_sentry__control_no_veto,31,long,2026-05-06T16:35:00+00:00,2026-05-06T16:35:00+00:00,2026-05-06T17:35:00+00:00,12,0.1,28336.35,28404.7,68.35,6.835,0.7344024605,0,1,0,0,0.7021676898,0.4598646462,0.0709693722,16,2026-05,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,neutral_rate,60.0,guarded_signal_curve_proxy_not_mt5_not_forward_decision
