queue_id,thesis_id,source_artifact,scoring_mode,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,max_underwater_trade_count,max_underwater_start,max_underwater_end,max_drawdown,axis,bucket,claim_boundary
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,control_no_veto,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,7.7941666667,-4.7688888889,1.6343779124,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,21,68.365,117.225,48.86,2.3992018011,3.2554761905,0.7619047619,7.3265625,-9.772,0.7497505628,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,9,30.53,45.24,14.71,3.0754588715,3.3922222222,0.6666666667,7.54,-4.9033333333,1.5377294358,5,2026-04-20T17:35:00+00:00,2026-05-05T17:50:00+00:00,14.71,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,43,96.825,193.385,96.56,2.0027444076,2.251744186,0.6046511628,7.4378846154,-5.68,1.3094867281,5,2026-05-20T19:45:00+00:00,2026-05-22T17:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,soft_veto,24,85.125,137.285,52.16,2.6319976994,3.546875,0.75,7.6269444444,-8.6933333333,0.8773325665,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,soft_veto,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,soft_veto,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,7.7941666667,-4.7688888889,1.6343779124,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,c56_plain,negative_control,24,85.125,137.285,52.16,2.6319976994,3.546875,0.75,7.6269444444,-8.6933333333,0.8773325665,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,c56_plain,negative_control,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,c56_plain,negative_control,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,7.7941666667,-4.7688888889,1.6343779124,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__control_no_veto,pv_c56_session_liquidity_veto,c56_plain,control_no_veto,24,85.125,137.285,52.16,2.6319976994,3.546875,0.75,7.6269444444,-8.6933333333,0.8773325665,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__control_no_veto,pv_c56_session_liquidity_veto,c56_plain,control_no_veto,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__control_no_veto,pv_c56_session_liquidity_veto,c56_plain,control_no_veto,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,7.7941666667,-4.7688888889,1.6343779124,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__hard_veto,pv_c56_session_liquidity_veto,c56_plain,hard_veto,23,83.365,135.525,52.16,2.5982553681,3.6245652174,0.7391304348,7.9720588235,-8.6933333333,0.9170313064,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__hard_veto,pv_c56_session_liquidity_veto,c56_plain,hard_veto,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__hard_veto,pv_c56_session_liquidity_veto,c56_plain,hard_veto,38,96.72,168.485,71.765,2.3477321814,2.5452631579,0.5789473684,7.6584090909,-4.4853125,1.7074415865,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,c56_plain,soft_veto,24,85.125,137.285,52.16,2.6319976994,3.546875,0.75,7.6269444444,-8.6933333333,0.8773325665,4,2026-05-15T17:35:00+00:00,2026-05-19T22:25:00+00:00,28.71,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,c56_plain,soft_veto,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,c56_plain,soft_veto,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,7.7941666667,-4.7688888889,1.6343779124,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__negative_control,pv_c56_session_liquidity_veto,c56_plain,negative_control,24,123.735,142.885,19.15,7.4613577023,5.155625,0.8333333333,7.14425,-4.7875,1.4922715405,2,2026-04-27T18:40:00+00:00,2026-04-29T17:35:00+00:00,12.5,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__negative_control,pv_c56_session_liquidity_veto,c56_plain,negative_control,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,7.7083333333,-5.98375,1.2882111274,6,2026-04-20T17:35:00+00:00,2026-05-05T17:35:00+00:00,23.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_session_liquidity_veto__negative_control,pv_c56_session_liquidity_veto,c56_plain,negative_control,41,90.035,179.025,88.99,2.0117428925,2.1959756098,0.5853658537,7.459375,-5.2347058824,1.4249845488,4,2026-05-20T19:45:00+00:00,2026-05-21T22:50:00+00:00,23.9,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,137,15.74,200.055,184.315,1.0853972818,0.1148905109,0.5255474453,2.7785416667,-2.8356153846,0.9798725461,43,2026-04-27T15:45:00+00:00,2026-05-07T15:40:00+00:00,46.275,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,77,51.325,214.085,162.76,1.3153416073,0.6665584416,0.5974025974,4.6540217391,-5.2503225806,0.8864258658,20,2026-05-06T14:45:00+00:00,2026-05-14T16:00:00+00:00,30.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,85,56.345,350.525,294.18,1.1915323951,0.6628823529,0.5529411765,7.4579787234,-7.7415789474,0.9633666173,39,2026-04-17T16:50:00+00:00,2026-05-13T18:25:00+00:00,76.05,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,135,18.265,192.08,173.815,1.1050829905,0.1352962963,0.5259259259,2.7053521127,-2.715859375,0.9961311464,47,2026-04-27T15:45:00+00:00,2026-05-08T10:40:00+00:00,49.75,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,80,40.985,212.36,171.375,1.2391539023,0.5123125,0.5875,4.5182978723,-5.1931818182,0.8700442292,20,2026-05-06T14:45:00+00:00,2026-05-14T16:00:00+00:00,30.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,80,115.555,352.7,237.145,1.4872757174,1.4444375,0.5625,7.8377777778,-6.7755714286,1.1567700024,15,2026-05-18T17:15:00+00:00,2026-05-20T17:50:00+00:00,52.175,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,137,15.74,200.055,184.315,1.0853972818,0.1148905109,0.5255474453,2.7785416667,-2.8356153846,0.9798725461,43,2026-04-27T15:45:00+00:00,2026-05-07T15:40:00+00:00,46.275,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,77,51.325,214.085,162.76,1.3153416073,0.6665584416,0.5974025974,4.6540217391,-5.2503225806,0.8864258658,20,2026-05-06T14:45:00+00:00,2026-05-14T16:00:00+00:00,30.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,85,56.345,350.525,294.18,1.1915323951,0.6628823529,0.5529411765,7.4579787234,-7.7415789474,0.9633666173,39,2026-04-17T16:50:00+00:00,2026-05-13T18:25:00+00:00,76.05,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,137,15.74,200.055,184.315,1.0853972818,0.1148905109,0.5255474453,2.7785416667,-2.8356153846,0.9798725461,43,2026-04-27T15:45:00+00:00,2026-05-07T15:40:00+00:00,46.275,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,77,47.21,209.97,162.76,1.2900589826,0.6131168831,0.5974025974,4.5645652174,-5.2503225806,0.8693875752,20,2026-05-06T14:45:00+00:00,2026-05-14T16:00:00+00:00,30.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,85,58.995,353.175,294.18,1.2005404854,0.6940588235,0.5529411765,7.5143617021,-7.7415789474,0.9706497542,39,2026-04-17T16:50:00+00:00,2026-05-13T18:25:00+00:00,76.05,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,m48_plain,control_no_veto,137,15.74,200.055,184.315,1.0853972818,0.1148905109,0.5255474453,2.7785416667,-2.8356153846,0.9798725461,43,2026-04-27T15:45:00+00:00,2026-05-07T15:40:00+00:00,46.275,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,m48_plain,control_no_veto,77,51.325,214.085,162.76,1.3153416073,0.6665584416,0.5974025974,4.6540217391,-5.2503225806,0.8864258658,20,2026-05-06T14:45:00+00:00,2026-05-14T16:00:00+00:00,30.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,m48_plain,control_no_veto,85,56.345,350.525,294.18,1.1915323951,0.6628823529,0.5529411765,7.4579787234,-7.7415789474,0.9633666173,39,2026-04-17T16:50:00+00:00,2026-05-13T18:25:00+00:00,76.05,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,m48_plain,hard_veto,56,148.25,257.64,109.39,2.3552427096,2.6473214286,0.6785714286,6.78,-6.0772222222,1.1156412835,20,2026-04-20T18:00:00+00:00,2026-05-08T17:45:00+00:00,26.45,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,m48_plain,hard_veto,2,-10.375,6.375,16.75,0.3805970149,-5.1875,0.5,6.375,-16.75,0.3805970149,2,2026-04-28T17:45:00+00:00,2026-05-19T22:35:00+00:00,16.75,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,m48_plain,hard_veto,1,6.7,6.7,0,inf,6.7,1.0,6.7,,,0,,,0.0,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,m48_plain,soft_veto,60,208.11,319.9,111.79,2.8616155291,3.4685,0.65,8.2025641026,-5.3233333333,1.5408699003,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,20.76,volatility,high_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,m48_plain,soft_veto,3,10.665,12.6,1.935,6.511627907,3.555,0.6666666667,6.3,-1.935,3.2558139535,1,2026-04-20T17:35:00+00:00,2026-04-20T17:35:00+00:00,1.935,volatility,low_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,m48_plain,soft_veto,10,15.1,50.975,35.875,1.4209059233,1.51,0.5,10.195,-7.175,1.4209059233,8,2026-04-16T17:40:00+00:00,2026-05-05T17:35:00+00:00,26.8,volatility,mid_vol,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,control_no_veto,35,49.795,119.395,69.6,1.7154454023,1.4227142857,0.5714285714,5.96975,-4.64,1.2865840517,15,2026-04-20T17:35:00+00:00,2026-05-06T17:35:00+00:00,33.61,adx,high_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,control_no_veto,21,73.5,117.575,44.075,2.667612025,3.5,0.6666666667,8.3982142857,-6.2964285714,1.3338060125,5,2026-04-29T17:35:00+00:00,2026-05-13T19:45:00+00:00,17.225,adx,mid_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,control_no_veto,20,85.365,133.625,48.26,2.7688561956,4.26825,0.7,9.5446428571,-8.0433333333,1.1866526553,7,2026-05-15T17:35:00+00:00,2026-05-19T23:30:00+00:00,41.86,adx,low_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,36,12.225,103.835,91.61,1.1334461303,0.3395833333,0.5555555556,5.19175,-5.725625,0.9067569043,23,2026-04-20T17:35:00+00:00,2026-05-12T22:35:00+00:00,48.41,adx,high_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,17,98.44,117.05,18.61,6.2896292316,5.7905882353,0.8235294118,8.3607142857,-6.2033333333,1.3477776925,3,2026-05-20T19:45:00+00:00,2026-05-21T18:40:00+00:00,8.9,adx,mid_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,hard_veto,20,85.055,134.965,49.91,2.7041675015,4.25275,0.7,9.6403571429,-8.3183333333,1.1589289292,7,2026-05-15T17:35:00+00:00,2026-05-19T23:30:00+00:00,43.51,adx,low_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,c56_plain,soft_veto,35,49.795,119.395,69.6,1.7154454023,1.4227142857,0.5714285714,5.96975,-4.64,1.2865840517,15,2026-04-20T17:35:00+00:00,2026-05-06T17:35:00+00:00,33.61,adx,high_adx,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
