attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267bs_01_s264_aih_dir_asym_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_01_s264_aih_dir_asym_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_02_s264_lc_dir_asym_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_02_s264_lc_dir_asym_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_03_s262_lih_dir_asym_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_03_s262_lih_dir_asym_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_04_s264_aia_dir_asym_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_04_s264_aia_dir_asym_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_05_s258_stc_dir_asym_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_05_s258_stc_dir_asym_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_06_s264_aih_impulse_repl_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_06_s264_aih_impulse_repl_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_07_s264_lc_impulse_repl_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_07_s264_lc_impulse_repl_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_08_s262_lih_impulse_repl_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_08_s262_lih_impulse_repl_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_09_s264_aia_impulse_repl_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_09_s264_aia_impulse_repl_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
run267bs_10_s258_stc_impulse_repl_ta24,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267bt_run267bs_10_s258_stc_impulse_repl_ta24.ini,true,false,5b546573,utf-8-no-bom,checked
